REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,TEMP,RESULT_CODE_VISIT1,RESULT_CODE_VISIT2,RESULT_CODE_VISIT3,TIME_TAKEN_VISIT1_MINUTES,TIME_TAKEN_VISIT2_MINUTES,TIME_TAKEN_VISIT3_MINUTES,HOUSING_UNITS_CONSOLIDATED,HOUSING_UNITS_DIVIDED,FINAL_RESULT_CODE
 1,2012,04,1,11,001,01,1,001,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,001,02,1,002,  ,1, , ,50,  ,  ,  ,00,1
 1,2012,04,1,11,001,03,1,003,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,001,04,1,004,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,001,05,1,005,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,001,06,1,006,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,001,07,1,007,  ,6,6, ,  ,  ,  ,00,00,4
 1,2012,04,1,11,001,08,1,008,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,001,09,1,009,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,001,10,1,010,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,002,01,1,011,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,002,02,1,012,  ,1, , ,60,  ,  ,00,00,1
 1,2012,04,1,11,002,03,1,013,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,002,04,1,014,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,002,05,1,015,  ,1, , ,60,  ,  ,00,00,1
 1,2012,04,1,11,002,06,1,016,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,002,07,1,017,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,002,08,1,018,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,002,09,1,019,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,002,10,1,020,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,2,11,003,01,1,172,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,003,02,1,173,  ,3, , ,  ,  ,  ,00,00,5
 1,2012,04,2,11,003,03,1,174,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,003,04,1,175,  ,7, , ,  ,  ,  ,00,00,4
 1,2012,04,2,11,003,05,1,176,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,003,06,1,177,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,003,07,1,178,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,2,11,003,08,1,179,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,003,09,1,180,  ,1, , ,50,  ,  ,00,00,1
 1,2012,04,2,11,003,10,1,181,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,004,01,1,142,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,004,02,1,143,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,004,03,1,144,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,004,04,1,145,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,004,05,1,146,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,004,06,1,147,  , , , ,  ,  ,  ,00,00,4
 1,2012,04,1,11,004,07,1,148,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,004,08,1,149,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,004,09,1,150,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,004,10,1,151,  , , , ,  ,  ,  ,00,00,1
 1,2012,04,1,11,005,01,1,162,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,005,02,1,163,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,005,03,1,164,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,005,04,1,165,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,005,05,1,166,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,005,06,1,167,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,005,07,1,168,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,005,08,1,169,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,005,09,1,170,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,005,10,1,171,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,006,01,1,102,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,006,02,1,103,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,006,03,1,104,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,006,04,1,105,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,006,05,1,106,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,006,06,1,107,  ,6, , ,  ,  ,  ,00,00,4
 1,2012,04,1,11,006,07,1,108,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,006,08,1,109,  ,1, , ,10,  ,  ,00,00,1
 1,2012,04,1,11,006,09,1,110,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,006,10,1,111,  ,1, , ,10,  ,  ,00,00,1
 1,2012,04,2,11,007,01,1,072,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,007,02,1,073,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,007,03,1,074,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,007,04,1,075,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,007,05,1,076,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,007,06,1,077,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,007,07,1,078,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,007,08,1,079,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,007,09,1,080,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,007,10,1,081,  ,4,4,4,05,05,05,00,00,4
 1,2012,04,2,11,008,01,1,082,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,008,02,1,083,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,008,03,1,084,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,008,04,1,085,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,008,05,1,086,  ,4,4,4,05,05,05,00,00,4
 1,2012,04,2,11,008,06,1,087,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,008,07,1,088,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,008,08,1,089,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,008,09,1,090,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,008,10,1,091,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,2,11,009,01,1,113,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,2,11,009,02,1,113,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,009,03,1,114,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,009,04,1,115,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,009,05,1,116,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,009,06,1,117,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,009,07,1,118,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,2,11,009,08,1,119,  ,4,4,4,  ,  ,  ,00,00,4
 1,2012,04,2,11,009,09,1,120,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,009,10,1,121,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,010,01,1,021,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,010,02,1,022,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,010,03,1,023,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,010,04,1,024,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,2,11,010,05,1,025,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,2,11,010,06,1,026,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,2,11,010,07,1,027,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,2,11,010,08,1,028,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,010,09,1,029,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,2,11,010,10,1,030,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,011,01,1,122,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,011,02,1,123,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,011,03,1,124,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,011,04,1,125,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,011,05,1,126,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,011,06,1,127,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,011,07,1,128,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,011,08,1,129,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,011,09,1,130,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,011,10,1,131,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,012,01,1,132,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,012,02,1,133,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,012,03,1,134,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,012,04,1,135,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,012,05,1,136,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,012,06,1,137,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,012,07,1,138,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,012,08,1,139,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,012,09,1,140,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,012,10,1,141,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,013,01,1,031,  ,1, , ,50,  ,  ,00,00,1
 1,2012,04,1,11,013,02,1,032,  ,1, , ,50,  ,  ,00,00,1
 1,2012,04,1,11,013,03,1,033,  ,1, , ,60,  ,  ,00,00,1
 1,2012,04,1,11,013,04,1,034,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,013,05,1,035,  ,6,6,6,00,00,00,00,00,4
 1,2012,04,1,11,013,06,1,036,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,013,07,1,037,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,013,08,1,038,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,013,09,1,039,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,013,10,1,040,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,014,01,1,182,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,014,02,1,183,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,014,03,1,184,  ,3, , ,00,  ,  ,00,00,5
 1,2012,04,1,11,014,04,1,185,  ,1, , ,50,  ,  ,00,00,1
 1,2012,04,1,11,014,05,1,186,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,014,06,1,187,  ,3, , ,00,  ,  ,00,00,5
 1,2012,04,1,11,014,07,1,188,  ,1, , ,50,  ,  ,00,00,1
 1,2012,04,1,11,014,08,1,189,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,014,09,1,190,  ,6,6,6,00,00,00,00,00,4
 1,2012,04,1,11,014,10,1,191,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,015,01,1,041,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,015,01,2,042,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,015,02,1,043,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,015,03,1,044,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,015,04,1,045,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,015,05,1,046,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,015,06,1,047,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,015,07,1,048,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,015,08,1,049,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,015,09,1,050,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,015,10,1,051,  ,6,6, ,  ,  ,  ,00,00,4
 1,2012,04,1,11,016,01,1,152,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,016,02,1,153,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,016,03,1,154,  ,1, , ,  ,  ,  ,00,00,1
 1,2012,04,1,11,016,04,1,155,  ,1, , ,  ,  ,  ,00,00,1
 1,2012,04,1,11,016,05,1,156,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,016,06,1,157,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,016,07,1,158,  ,6,6,6,  ,  ,  ,00,00,4
 1,2012,04,1,11,016,08,1,159,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,016,09,1,160,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,016,10,1,161,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,017,01,1,092,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,017,02,1,093,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,017,03,1,094,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,017,04,1,095,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,017,05,1,096,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,017,06,1,097,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,017,07,1,098,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,017,08,1,099,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,017,09,1,100,  ,6, , ,  ,  ,  ,00,00,4
 1,2012,04,1,11,017,10,1,101,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,018,01,1,052,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,018,02,1,053,  ,1, , ,20,  ,  ,00,00,1
 1,2012,04,1,11,018,03,1,054,  ,1, , ,35,  ,  ,00,00,1
 1,2012,04,1,11,018,04,1,055,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,018,05,1,056,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,018,06,1,057,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,018,07,1,058,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,018,08,1,059,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,018,09,1,060,  ,1, , ,40,  ,  ,00,00,1
 1,2012,04,1,11,018,10,1,061,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,019,01,1,062,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,019,02,1,063,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,019,03,1,064,  ,1, , ,15,  ,  ,00,00,1
 1,2012,04,1,11,019,04,1,065,  ,1, , ,45,  ,  ,00,00,1
 1,2012,04,1,11,019,05,1,066,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,019,06,1,067,  ,1, , ,25,  ,  ,00,00,1
 1,2012,04,1,11,019,07,1,068,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,019,08,1,069,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,019,09,1,070,  ,1, , ,30,  ,  ,00,00,1
 1,2012,04,1,11,019,10,1,071,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,020,01,1,051,  ,1, , ,25,  ,  ,02,00,1
 1,2012,05,1,11,020,02,1,052,  ,1, , ,45,  ,  ,00,00,1
 1,2012,05,1,11,020,03,1,053,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,020,04,1,054,  ,1, , ,50,  ,  ,00,00,1
 1,2012,05,1,11,020,05,1,055,  ,1, , ,40,  ,  ,00,00,1
 1,2012,05,1,11,020,06,1,056,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,020,07,1,057,  ,1, , ,40,  ,  ,00,00,1
 1,2012,05,1,11,020,08,1,058,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,020,09,1,059,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,1,11,020,10,1,060,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,021,01,1,131,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,021,02,1,132,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,021,03,1,133,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,021,04,1,134,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,021,05,1,135,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,021,06,1,136,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,021,07,1,137,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,021,08,1,138,  ,1, , ,50,  ,  ,00,00,1
 1,2012,05,1,11,021,09,1,139,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,021,10,1,140,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,022,01,1,021,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,022,02,1,022,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,022,03,1,023,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,022,04,1,024,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,022,05,1,025,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,022,06,1,026,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,022,07,1,027,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,022,08,1,028,  ,1, , ,40,  ,  ,00,00,1
 1,2012,05,1,11,022,09,1,029,  ,6, , ,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,022,10,1,030,  ,5, , ,  ,  ,  ,  ,  ,4
 1,2012,05,2,11,023,01,1,011,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,023,02,1,012,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,2,11,023,03,1,013,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,2,11,023,04,1,014,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,023,05,1,015,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,023,06,1,016,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,2,11,023,07,1,017,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,023,08,1,018,  ,3, , ,  ,  ,  ,  ,  ,5
 1,2012,05,2,11,023,09,1,019,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,023,10,1,020,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,024,01,1,111,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,1,11,024,02,1,112,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,024,03,1,113,  ,1, , ,10,  ,  ,00,00,1
 1,2012,05,1,11,024,04,1,114,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,024,05,1,115,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,024,06,1,116,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,1,11,024,07,1,117,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,024,08,1,118,  ,1, , ,10,  ,  ,00,00,1
 1,2012,05,1,11,024,09,1,119,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,1,11,024,10,1,120,  ,1, , ,12,  ,  ,00,00,1
 1,2012,05,1,11,025,01,1,121,  ,3, , ,  ,  ,  ,  ,  ,5
 1,2012,05,1,11,025,02,1,122,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,025,03,1,123,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,025,04,1,124,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,025,05,1,125,  ,6, , ,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,025,06,1,126,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,025,07,1,127,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,025,08,1,128,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,025,09,1,129,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,025,10,1,130,  ,6, , ,  ,  ,  ,  ,  ,4
 1,2012,05,2,11,026,01,1,141,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,026,02,1,142,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,026,03,1,143,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,2,11,026,04,1,144,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,026,05,1,145,  ,4,4,4,05,05,05,  ,  ,4
 1,2012,05,2,11,026,06,1,146,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,2,11,026,07,1,147,  ,4,4,4,05,05,05,  ,  ,4
 1,2012,05,2,11,026,08,1,148,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,2,11,026,09,1,149,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,026,10,1,150,  ,4,4,4,05,05,05,  ,  ,4
 1,2012,05,2,11,027,01,1,091,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,027,02,1,092,  ,4,4,4,05,05,05,  ,  ,4
 1,2012,05,2,11,027,03,1,093,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,2,11,027,04,1,094,  ,4,4,4,05,05,05,  ,  ,4
 1,2012,05,2,11,027,05,1,095,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,027,06,1,096,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,027,07,1,097,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,027,08,1,098,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,027,09,1,099,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,027,10,1,100,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,2,11,028,01,1,041,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,028,02,1,042,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,2,11,028,03,1,043,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,2,11,028,04,1,044,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,028,05,1,045,  ,4,4,1,05,05,35,00,00,1
 1,2012,05,2,11,028,06,1,046,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,028,07,1,047,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,2,11,028,08,1,048,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,028,09,1,049,  ,1, , ,35,  ,  ,00,00,1
 1,2012,05,2,11,028,10,1,050,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,029,01,1,081,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,029,02,1,082,  ,6, , ,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,029,03,1,083,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,029,04,1,084,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,029,05,1,085,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,029,06,1,086,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,029,07,1,087,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,029,08,1,088,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,029,09,1,089,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,029,10,1,090,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,030,01,1,101,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,030,02,1,102,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,030,03,1,103,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,030,04,1,104,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,030,05,1,105,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,030,06,1,106,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,030,07,1,107,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,030,08,1,108,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,030,09,1,109,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,030,10,1,110,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,031,01,1,171,  ,1, , ,10,  ,  ,00,00,1
 1,2012,05,1,11,031,02,1,172,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,031,03,1,173,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,031,04,1,174,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,031,05,1,175,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,031,06,1,176,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,031,07,1,177,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,031,08,1,178,  ,1, , ,15,  ,  ,00,00,1
 1,2012,05,1,11,031,09,1,179,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,031,10,1,180,  ,1, , ,10,  ,  ,00,00,1
 1,2012,05,1,11,032,01,1,061,  ,1, , ,30,  ,  ,00,00,1
 1,2012,05,1,11,032,02,1,062,  ,3, , ,10,  ,  ,  ,  ,5
 1,2012,05,1,11,032,03,1,063,  ,1, , ,50,  ,  ,00,00,1
 1,2012,05,1,11,032,04,1,064,  ,1, , ,45,  ,  ,00,00,1
 1,2012,05,1,11,032,05,1,065,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,032,06,1,066,  ,6,6,6,  ,  ,  ,  ,  ,4
 1,2012,05,1,11,032,07,1,067,  ,1, , ,45,  ,  ,00,00,1
 1,2012,05,1,11,032,08,1,068,  ,1, , ,25,  ,  ,00,00,1
 1,2012,05,1,11,032,09,1,069,  ,1, , ,45,  ,  ,00,00,1
 1,2012,05,1,11,032,10,1,070,  ,1, , ,45,  ,  ,00,00,1
 1,2012,05,1,11,033,01,1,071,  ,1, , ,50,  ,  ,00,00,1
 1,2012,05,1,11,033,02,1,072,  ,1, , ,20,  ,  ,00,00,1
 1,2012,05,1,11,033,03,1,073,  ,1, , ,45,  ,  ,00,00,1
