REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q7_PERSON_SERIAL_NO,Q7_MAIN_ECONAMIC_ACTIVITY,Q8_MAIN_ACTIVITY_PLACE,Q9_STATUS_OF_OCCUPATION,Q10_TYPE_OF_OCCUPATION,Q11_PENSION_CONTRIBUTION,Q12_ENTITILED_PAID_LEAVE,Q13_WORK_SECTOR
 4,2012,04,1,11,001,01,1,001,01,1314,5231,3, , , , 
 4,2012,04,1,11,001,02,1,002,01,8322,6022,3, , , , 
 4,2012,04,1,11,001,03,1,003,01,5122,5510,1,1,1,1,3
 4,2012,04,1,11,001,03,1,003,03,9313,4521,1,4, , , 
 4,2012,04,1,11,001,05,1,005,01,7241,5260,1,1,1,1,3
 4,2012,04,1,11,001,05,1,005,03,4115,9900,1,1,1,1,3
 4,2012,04,1,11,001,06,1,006,01,5149,9301,3, , , , 
 4,2012,04,1,11,001,08,1,008,02,2321,8021,1,1,1,1,3
 4,2012,04,1,11,001,08,1,008,03,4115,8511,1,1,1,1,1
 4,2012,04,1,11,001,09,1,009,01,5151,9305,3, , , , 
 4,2012,04,1,11,001,10,1,010,01,1314,5220,2, , , , 
 4,2012,04,1,11,001,10,1,010,03,2331,8021,1,1,1,1,2
 4,2012,04,1,11,002,01,1,011,01,1314,5211,2, , , , 
 4,2012,04,1,11,002,01,1,011,02,9114,5211,4, , , , 
 4,2012,04,1,11,002,01,1,011,03,9114,5211,4, , , , 
 4,2012,04,1,11,002,02,1,012,01,8322,6022,3, , , , 
 4,2012,04,1,11,002,02,1,012,05,9322,1541,1,2,2,2,3
 4,2012,04,1,11,002,02,1,012,08,2460,9191,1,1,1,1,3
 4,2012,04,1,11,002,03,1,013,01,9111,5211,1,3,2,2,3
 4,2012,04,1,11,002,04,1,014,01,8322,6022,3, , , , 
 4,2012,04,1,11,002,05,1,015,03,4121,1810,1,1,1,1,3
 4,2012,04,1,11,002,05,1,015,08,1314,5220,2, , , , 
 4,2012,04,1,11,002,05,1,015,09,8322,6022,3, , , , 
 4,2012,04,1,11,002,07,1,017,01,8322,6022,3, , , , 
 4,2012,04,1,11,002,07,1,017,03,5220,5231,1,2,2,1,3
 4,2012,04,2,11,003,01,1,172,01,7231,5020,1,2,1,1,3
 4,2012,04,2,11,003,01,1,172,03,5210,5211,1,1,1,1,2
 4,2012,04,2,11,003,05,1,176,01,8324,6301,1,2,1,1,3
 4,2012,04,2,11,003,06,1,177,01,7433,1810,3, , , , 
 4,2012,04,2,11,003,07,1,178,01,9322,1546,1,3,2,2,3
 4,2012,04,2,11,003,07,1,178,02,9131,9500,1,2,2,2,3
 4,2012,04,2,11,003,07,1,178,03,7123,2693,1,2,2,2,3
 4,2012,04,2,11,003,07,1,178,04,9132,1810,1,3,2,2,3
 4,2012,04,2,11,003,07,1,178,05,9322,1546,1,3,2,2,3
 4,2012,04,2,11,003,07,1,178,07,9131,9500,1,4, , , 
 4,2012,04,2,11,003,09,1,180,01,0110,7522,1,1,1,1,1
 4,2012,04,2,11,003,10,1,181,01,1224,1513,1,1,1,1,3
 4,2012,04,2,11,003,10,1,181,04,7244,6420,1,1,1,1,3
 4,2012,04,1,11,004,01,1,142,02,5210,5211,4, , , , 
 4,2012,04,1,11,004,01,1,142,03,3429,5211,3, , , , 
 4,2012,04,1,11,004,02,1,143,01,2221,8511,1,1,2,2,3
 4,2012,04,1,11,004,02,1,143,02,2221,8511,1,1,2,2,3
 4,2012,04,1,11,004,03,1,144,03,4111,8011,1,1,1,1,1
 4,2012,04,1,11,004,04,1,145,01,8322,6024,3, , , , 
 4,2012,04,1,11,004,05,1,146,01,9162,9600,1,3,2,2,3
 4,2012,04,1,11,004,05,1,146,03,8290,1554,1,1,2,2,3
 4,2012,04,1,11,004,05,1,146,05,4122,1554,1,1,2,2,3
 4,2012,04,1,11,004,05,1,146,06,1317,6601,1,3,2,2,3
 4,2012,04,1,11,004,07,1,148,02,2411,8532,1,1,1,1,3
 4,2012,04,1,11,004,07,1,148,03,1223,1541,1,1,1,1,3
 4,2012,04,1,11,004,09,1,150,03,8290,1732,1,1,1,1,3
 4,2012,04,1,11,004,09,1,150,06,8290,1511,1,1,1,1,3
 4,2012,04,1,11,004,10,1,151,02,2321,8011,1,1,1,1,1
 4,2012,04,1,11,005,03,1,164,01,5210,9211,3, , , , 
 4,2012,04,1,11,005,03,1,164,03,5210,9211,4, , , , 
 4,2012,04,1,11,005,05,1,166,01,1210,1920,1,1,1,1,3
 4,2012,04,1,11,005,07,1,168,01,7212,2811,1,3,2,2,3
 4,2012,04,1,11,005,08,1,169,01,7231,5020,1,3,2,2,3
 4,2012,04,1,11,005,09,1,170,01,8322,6024,1,3,2,2,3
 4,2012,04,1,11,005,10,1,171,01,8322,6024,3, , , , 
 4,2012,04,1,11,006,01,1,102,02,9341,9600,1,3,2,2,3
 4,2012,04,1,11,006,02,1,103,01,6113,5510,1,3,2,2,3
 4,2012,04,1,11,006,03,1,104,01,8322,6024,3, , , , 
 4,2012,04,1,11,006,04,1,105,02,5210,5233,1,3,2,2,3
 4,2012,04,1,11,006,05,1,106,01,9341,9600,1,3,2,2,3
 4,2012,04,1,11,006,08,1,109,01,8290,1546,1,1,1,1,3
 4,2012,04,1,11,006,09,1,110,02,7436,1727,1,3,2,2,3
 4,2012,04,1,11,006,10,1,111,02,9341,9600,1,3,2,2,3
 4,2012,04,2,11,007,01,1,072,02,6111,0111,3, , , , 
 4,2012,04,2,11,007,02,1,073,01,6111,0213,3, , , , 
 4,2012,04,2,11,007,02,1,073,03,6111,8031,1,1,1,1,2
 4,2012,04,2,11,007,03,1,074,01,5210,5231,1,1,1,1,3
 4,2012,04,2,11,007,03,1,074,02,7436,1810,3, , , , 
 4,2012,04,2,11,007,04,1,075,03,7212,2811,1,2,1,2,3
 4,2012,04,2,11,007,04,1,075,04,3439,7511,1,1,1,1,1
 4,2012,04,2,11,007,05,1,076,01,5210,6024,1,1,1,1,2
 4,2012,04,2,11,007,06,1,077,01,5210,5010,3, , , , 
 4,2012,04,2,11,007,06,1,077,02,2331,8011,1,1,1,1,1
 4,2012,04,2,11,007,07,1,078,01,5210,6301,1,1,1,1,3
 4,2012,04,2,11,007,08,1,079,02,7436,1810,1,1,1,1,3
 4,2012,04,2,11,007,08,1,079,03,7412,1541,1,2,2,2,3
 4,2012,04,2,11,007,09,1,080,03,3429,6601,1,1,1,1,3
 4,2012,04,2,11,008,01,1,082,01,4141,6511,1,1,1,1,1
 4,2012,04,2,11,008,01,1,082,02,4131,8031,1,1,1,1,2
 4,2012,04,2,11,008,02,1,083,01,3231,8511,1,1,1,1,1
 4,2012,04,2,11,008,03,1,084,01,8322,7513,1,1,1,1,1
 4,2012,04,2,11,008,04,1,085,01,8322,8511,1,1,1,1,3
 4,2012,04,2,11,008,04,1,085,03,3434,7412,1,2,2,2,3
 4,2012,04,2,11,008,06,1,087,01,7433,1810,3, , , , 
 4,2012,04,2,11,008,06,1,087,02,7433,1810,1,1,1,1,3
 4,2012,04,2,11,008,07,1,088,01,7122,4521,3, , , , 
 4,2012,04,2,11,008,07,1,088,03,2321,8011,1,1,1,2,3
 4,2012,04,2,11,008,08,1,089,04,2145,3610,1,1,1,1,3
 4,2012,04,2,11,008,09,1,090,01,7122,4521,3, , , , 
 4,2012,04,2,11,008,10,1,091,01,5141,9213,1,1,1,1,2
 4,2012,04,2,11,009,02,1,113,01,9113,3120,3, , , , 
 4,2012,04,2,11,009,05,1,116,01,7412,1531,3, , , , 
 4,2012,04,2,11,009,05,1,116,03,8290,2691,1,1,1,1,3
 4,2012,04,2,11,009,06,1,117,01,5152,9305,3, , , , 
 4,2012,04,2,11,009,06,1,117,02,6141,5143,3, , , , 
 4,2012,04,2,11,009,07,1,118,02,7412,1531,3, , , , 
 4,2012,04,2,11,009,07,1,118,03,7412,1531,4, , , , 
 4,2012,04,2,11,009,07,1,118,05,5220,5234,1,2,1,1,3
 4,2012,04,2,11,009,09,1,120,01,8324,6303,1,2,1,2,3
 4,2012,04,2,11,009,09,1,120,02,8263,1810,1,1,1,2,3
 4,2012,04,2,11,009,10,1,121,01,5210,5211,4, , , , 
 4,2012,04,2,11,009,10,1,121,02,3429,5211,3, , , , 
 4,2012,04,2,11,010,01,1,021,01,8322,6022,3, , , , 
 4,2012,04,2,11,010,02,1,022,01,5220,5211,4, , , , 
 4,2012,04,2,11,010,02,1,022,02,1314,5211,3, , , , 
 4,2012,04,2,11,010,03,1,023,01,6111,0211,3, , , , 
 4,2012,04,2,11,010,03,1,023,03,9131,9500,1,2,2,2,3
 4,2012,04,2,11,010,04,1,024,01,7122,4521,1,4, , , 
 4,2012,04,2,11,010,04,1,024,02,7433,1810,1,1,1,1,3
 4,2012,04,2,11,010,05,1,025,01,7124,2022,3, , , , 
 4,2012,04,2,11,010,05,1,025,02,7433,1810,3, , , , 
 4,2012,04,2,11,010,05,1,025,03,7124,2022,1,2,2,2,3
 4,2012,04,2,11,010,06,1,026,01,1314,5211,3, , , , 
 4,2012,04,2,11,010,06,1,026,02,8322,6022,3, , , , 
 4,2012,04,2,11,010,07,1,027,02,1311,0213,2, , , , 
 4,2012,04,2,11,010,07,1,027,04,9211,0213,1,2,2,2,3
 4,2012,04,2,11,010,07,1,027,05,9211,0213,1,2,2,2,3
 4,2012,04,2,11,010,07,1,027,06,9211,0411,1,2,2,2,3
 4,2012,04,2,11,010,08,1,028,01,9211,0212,1,2,2,2,3
 4,2012,04,2,11,010,09,1,029,01,9341,4522,1,3,2,2,2
 4,2012,04,2,11,010,09,1,029,02,9211,0211,1,2,2,2,3
 4,2012,04,2,11,010,09,1,029,03,9322,2691,1,3,2,2,3
 4,2012,04,2,11,010,10,1,030,01,9212,0212,1,2,2,2,3
 4,2012,04,2,11,010,10,1,030,02,9212,0212,1,2,2,2,3
 4,2012,04,1,11,011,01,1,122,01,8322,6411,1,1,1,1,1
 4,2012,04,1,11,011,02,1,123,01,1210,1713,1,1,1,1,3
 4,2012,04,1,11,011,02,1,123,03,2411,2811,1,1,1,1,3
 4,2012,04,1,11,011,03,1,124,01,8322,6024,3, , , , 
 4,2012,04,1,11,011,04,1,125,02,7239,2912,3, , , , 
 4,2012,04,1,11,011,05,1,126,01,7141,4541,3, , , , 
 4,2012,04,1,11,011,05,1,126,07,7141,4541,1,4, , , 
 4,2012,04,1,11,011,06,1,127,01,7231,5020,3, , , , 
 4,2012,04,1,11,011,06,1,127,02,7436,1721,1,4, , , 
 4,2012,04,1,11,011,07,1,128,01,7136,4531,2, , , , 
 4,2012,04,1,11,011,07,1,128,02,7436,1810,3, , , , 
 4,2012,04,1,11,011,08,1,129,01,7124,2022,3, , , , 
 4,2012,04,1,11,011,08,1,129,03,7436,1810,1,2,2,2,3
 4,2012,04,1,11,011,10,1,131,01,6124,0411,3, , , , 
 4,2012,04,1,11,011,10,1,131,02,6124,0411,4, , , , 
 4,2012,04,1,11,011,10,1,131,04,7124,2022,3, , , , 
 4,2012,04,1,11,012,01,1,132,01,1314,5234,3, , , , 
 4,2012,04,1,11,012,01,1,132,02,5141,9302,3, , , , 
 4,2012,04,1,11,012,02,1,133,01,7136,9241,1,1,1,1,3
 4,2012,04,1,11,012,04,1,135,02,7142,5020,1,2,1,1,3
 4,2012,04,1,11,012,05,1,136,01,5169,5135,1,2,1,1,3
 4,2012,04,1,11,012,05,1,136,03,1221,2424,1,1,1,1,3
 4,2012,04,1,11,012,06,1,137,01,7231,5030,1,1,1,1,3
 4,2012,04,1,11,013,01,1,031,01,1210,1602,1,1,1,1,3
 4,2012,04,1,11,013,01,1,031,02,1210,1602,1,1,1,1,3
 4,2012,04,1,11,013,01,1,031,06,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,01,1,031,07,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,02,1,032,01,1311,0213,2, , , , 
 4,2012,04,1,11,013,02,1,032,02,2352,8090,3, , , , 
 4,2012,04,1,11,013,02,1,032,05,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,02,1,032,06,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,03,1,033,01,1314,5236,2, , , , 
 4,2012,04,1,11,013,03,1,033,02,5220,5236,4, , , , 
 4,2012,04,1,11,013,03,1,033,06,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,03,1,033,07,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,03,1,033,08,8322,9500,1,2,2,2,3
 4,2012,04,1,11,013,03,1,033,09,8322,9500,1,2,2,2,3
 4,2012,04,1,11,013,03,1,033,10,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,04,1,034,01,1210,5010,2, , , , 
 4,2012,04,1,11,013,04,1,034,03,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,04,1,034,04,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,06,1,036,02,1311,0212,2, , , , 
 4,2012,04,1,11,013,06,1,036,05,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,09,1,039,01,2421,7411,3, , , , 
 4,2012,04,1,11,013,10,1,040,01,1210,7411,2, , , , 
 4,2012,04,1,11,013,10,1,040,03,9131,9500,1,2,2,2,3
 4,2012,04,1,11,013,10,1,040,04,9131,9500,1,2,2,2,3
 4,2012,04,1,11,014,01,1,182,03,2148,7513,1,1,1,1,1
 4,2012,04,1,11,014,01,1,182,04,2411,6303,1,1,1,1,3
 4,2012,04,1,11,014,01,1,182,06,9131,9500,1,2,2,2,3
 4,2012,04,1,11,014,02,1,183,01,1210,5138,1,1,1,1,3
 4,2012,04,1,11,014,04,1,185,04,9313,4521,1,4, , , 
 4,2012,04,1,11,014,05,1,186,06,9131,9500,1,2,2,2,3
 4,2012,04,1,11,014,07,1,188,01,5162,7523,1,1,1,1,1
 4,2012,04,1,11,014,07,1,188,02,2231,8511,1,1,1,1,1
 4,2012,04,1,11,014,07,1,188,06,9131,9500,1,2,2,2,3
 4,2012,04,1,11,014,08,1,189,01,2359,7499,3, , , , 
 4,2012,04,1,11,014,08,1,189,02,2419,7499,4, , , , 
 4,2012,04,1,11,014,10,1,191,01,2359,8090,1,2,2,2,3
 4,2012,04,1,11,015,01,1,041,01,1210,5231,1,1,1,1,3
 4,2012,04,1,11,015,01,1,041,02,4121,5211,1,1,1,1,3
 4,2012,04,1,11,015,01,2,042,01,5132,8511,1,1,1,1,1
 4,2012,04,1,11,015,01,2,042,02,5132,8511,1,1,1,1,1
 4,2012,04,1,11,015,02,1,043,01,4112,7430,1,1,1,1,3
 4,2012,04,1,11,015,02,1,043,02,5141,9302,1,1,1,1,3
 4,2012,04,1,11,015,03,1,044,01,4115,7511,1,1,1,1,1
 4,2012,04,1,11,015,03,1,044,02,4115,8511,1,1,1,1,1
 4,2012,04,1,11,015,04,1,045,01,1312,1920,2, , , , 
 4,2012,04,1,11,015,05,1,046,01,1222,8532,1,1,1,1,3
 4,2012,04,1,11,015,05,1,046,03,3450,8539,1,1,1,1,3
 4,2012,04,1,11,015,06,1,047,02,3419,6519,1,2,3,3,3
 4,2012,04,1,11,015,06,1,047,03,3419,6519,1,2,3,3,3
 4,2012,04,1,11,015,07,1,048,01,4222,5510,1,1,1,1,3
 4,2012,04,1,11,015,09,1,050,01,8322,6022,3, , , , 
 4,2012,04,1,11,016,01,1,152,01,5113,6308,1,2,2,2,3
 4,2012,04,1,11,016,02,1,153,01,5122,9500,1,4, , , 
 4,2012,04,1,11,016,03,1,154,03,4131,6303,1,1,1,1,2
 4,2012,04,1,11,016,05,1,156,01,1314,5211,3, , , , 
 4,2012,04,1,11,016,08,1,159,01,7124,2022,3, , , , 
 4,2012,04,1,11,016,09,1,160,01,7136,4521,1,1,1,1,1
 4,2012,04,1,11,016,10,1,161,01,7131,4521,3, , , , 
 4,2012,04,1,11,017,01,1,092,01,7213,5020,3, , , , 
 4,2012,04,1,11,017,02,1,093,02,5169,6420,1,1,1,1,3
 4,2012,04,1,11,017,03,1,094,04,7122,4521,1,2,2,2,3
 4,2012,04,1,11,017,04,1,095,02,8322,6024,3, , , , 
 4,2012,04,1,11,017,05,1,096,01,5220,5233,1,2,2,2,3
 4,2012,04,1,11,017,05,1,096,02,5220,5211,3, , , , 
 4,2012,04,1,11,017,05,1,096,03,3463,5510,1,2,2,2,3
 4,2012,04,1,11,017,05,1,096,04,5169,2520,1,1,1,1,3
 4,2012,04,1,11,017,06,1,097,02,4121,6601,1,1,1,1,3
 4,2012,04,1,11,017,06,1,097,03,5210,5235,3, , , , 
 4,2012,04,1,11,017,07,1,098,02,8211,2102,1,1,1,1,3
 4,2012,04,1,11,017,07,1,098,04,7231,5020,1,2,2,2,3
 4,2012,04,1,11,017,08,1,099,01,4121,7513,1,1,1,1,2
 4,2012,04,1,11,017,10,1,101,01,8239,2520,1,1,1,1,3
 4,2012,04,1,11,017,10,1,101,02,2331,8011,1,1,1,1,1
 4,2012,04,1,11,018,01,1,052,02,8322,6022,3, , , , 
 4,2012,04,1,11,018,03,1,054,01,1222,1810,1,1,1,1,3
 4,2012,04,1,11,018,03,1,054,02,2221,8511,1,1,1,1,2
 4,2012,04,1,11,018,04,1,055,01,8324,8021,1,1,1,1,1
 4,2012,04,1,11,018,06,1,057,01,7435,1810,1,1,1,1,3
 4,2012,04,1,11,018,06,1,057,02,7433,1810,1,1,1,1,3
 4,2012,04,1,11,018,07,1,058,03,5122,5510,1,1,1,1,3
 4,2012,04,1,11,018,08,1,059,03,1223,5239,1,1,1,1,3
 4,2012,04,1,11,018,08,1,059,04,2321,8021,1,1,1,1,3
 4,2012,04,1,11,018,09,1,060,01,1210,9309,1,1,1,1,3
 4,2012,04,1,11,018,09,1,060,05,1223,5211,1,1,1,1,3
 4,2012,04,1,11,018,10,1,061,01,7241,5040,1,2,2,2,3
 4,2012,04,1,11,019,01,1,062,01,8324,6023,1,2,2,2,3
 4,2012,04,1,11,019,02,1,063,01,3152,7493,1,1,1,1,3
 4,2012,04,1,11,019,03,1,064,01,9112,5220,3, , , , 
 4,2012,04,1,11,019,04,1,065,01,4131,5233,1,1,1,1,3
 4,2012,04,1,11,019,04,1,065,02,4121,4521,1,1,1,1,3
 4,2012,04,1,11,019,04,1,065,03,5122,5211,1,2,2,2,3
 4,2012,04,1,11,019,06,1,067,01,1314,5211,3, , , , 
 4,2012,04,1,11,019,07,1,068,02,2145,7220,1,1,1,1,3
 4,2012,04,1,11,019,07,1,068,03,2310,8031,1,1,1,1,2
 4,2012,04,1,11,019,08,1,069,02,3152,5510,1,1,1,1,3
 4,2012,04,1,11,019,09,1,070,02,5169,7492,1,2,2,2,3
 4,2012,04,1,11,019,10,1,071,02,4132,2520,1,1,1,1,3
 4,2012,05,1,11,020,01,1,051,02,8169,7512,1,1,1,1,2
 4,2012,05,1,11,020,02,1,052,01,5220,5190,2, , , , 
 4,2012,05,1,11,020,02,1,052,05,5210,5190,4, , , , 
 4,2012,05,1,11,020,02,1,052,07,1225,9192,3, , , , 
 4,2012,05,1,11,020,03,1,053,01,3429,5233,2, , , , 
 4,2012,05,1,11,020,05,1,055,01,5220,5125,3, , , , 
 4,2012,05,1,11,020,05,1,055,05,5210,5233,1,2,2,1,3
 4,2012,05,1,11,020,05,1,055,04,4121,4521,1,1,1,1,3
 4,2012,05,1,11,020,07,1,057,01,7213,2919,3, , , , 
 4,2012,05,1,11,020,07,1,057,03,5230,9302,1,2,2,1,3
 4,2012,05,1,11,020,07,1,057,04,7243,5260,1,2,2,1,3
 4,2012,05,1,11,020,07,1,057,05,5210,5233,1,2,2,1,3
 4,2012,05,1,11,020,08,1,058,01,8143,3699,3, , , , 
 4,2012,05,1,11,020,08,1,058,03,8143,3699,4, , , , 
 4,2012,05,1,11,021,01,1,131,01,9313,5234,1,1,1,1,3
 4,2012,05,1,11,021,01,1,131,02,9322,1912,1,3,2,2,3
 4,2012,05,1,11,021,02,1,132,01,5122,9500,1,2,2,1,3
 4,2012,05,1,11,021,03,1,133,02,9132,5234,1,3,2,2,3
 4,2012,05,1,11,021,03,1,133,03,2331,8011,1,2,2,1,3
 4,2012,05,1,11,021,04,1,134,01,8322,6022,3, , , , 
 4,2012,05,1,11,021,05,1,135,01,9132,5125,1,4, , , 
 4,2012,05,1,11,021,05,1,135,02,1315,1549,3, , , , 
 4,2012,05,1,11,021,05,1,135,03,5220,5232,1,2,2,1,3
 4,2012,05,1,11,021,06,1,136,01,7141,4541,3, , , , 
 4,2012,05,1,11,021,06,1,136,03,5220,5237,1,2,2,1,3
 4,2012,05,1,11,021,08,1,138,01,9132,5125,1,4, , , 
 4,2012,05,1,11,021,08,1,138,05,9132,5125,1,4, , , 
 4,2012,05,1,11,021,09,1,139,02,5220,5220,1,3,2,2,3
 4,2012,05,1,11,021,09,1,139,03,5220,5220,1,3,2,2,3
 4,2012,05,1,11,022,01,1,021,01,9331,6303,1,1,1,1,2
 4,2012,05,1,11,022,02,1,022,01,2132,7513,1,1,1,1,1
 4,2012,05,1,11,022,03,1,023,01,7211,2729,1,2,2,2,3
 4,2012,05,1,11,022,04,1,024,02,4112,2221,1,1,1,1,3
 4,2012,05,1,11,022,04,1,024,03,4115,2221,1,1,1,1,3
 4,2012,05,1,11,022,05,1,025,01,8322,6025,2, , , , 
 4,2012,05,1,11,022,05,1,025,02,2321,8021,1,1,1,1,3
 4,2012,05,1,11,022,06,1,026,01,2451,2221,2, , , , 
 4,2012,05,1,11,022,06,1,026,02,5210,2221,4, , , , 
 4,2012,05,1,11,022,07,1,027,02,5139,8511,1,1,1,1,1
 4,2012,05,1,11,022,08,1,028,01,3461,9309,3, , , , 
 4,2012,05,1,11,022,08,1,028,03,3422,6592,1,1,1,1,3
 4,2012,05,1,11,022,08,1,028,04,3414,6210,1,3,2,2,3
 4,2012,05,1,11,022,08,1,028,05,2331,8011,1,1,1,1,3
 4,2012,05,1,11,022,08,1,028,06,2331,8011,1,1,1,1,3
 4,2012,05,2,11,023,01,1,011,01,5220,5211,2, , , , 
 4,2012,05,2,11,023,01,1,011,02,7412,5211,4, , , , 
 4,2012,05,2,11,023,01,1,011,03,7412,5211,4, , , , 
 4,2012,05,2,11,023,02,1,012,01,2359,8021,3, , , , 
 4,2012,05,2,11,023,03,1,013,01,8322,6022,3, , , , 
 4,2012,05,2,11,023,04,1,014,01,4131,5138,1,1,1,1,3
 4,2012,05,2,11,023,04,1,014,02,4143,2222,1,1,1,1,1
 4,2012,05,2,11,023,05,1,015,02,5162,7523,1,1,1,1,1
 4,2012,05,2,11,023,07,1,017,03,2139,5020,1,1,1,1,3
 4,2012,05,2,11,023,09,1,019,01,1224,5010,1,3,2,2,3
 4,2012,05,2,11,023,09,1,019,02,1210,6594,1,1,1,1,3
 4,2012,05,2,11,023,10,1,020,01,1227,7290,1,1,1,1,3
 4,2012,05,1,11,024,01,1,111,02,3112,4521,1,1,1,1,1
 4,2012,05,1,11,024,01,1,111,06,5220,1531,1,3,2,2,3
 4,2012,05,1,11,024,02,1,112,01,3419,6592,3, , , , 
 4,2012,05,1,11,024,03,1,113,01,8322,6022,3, , , , 
 4,2012,05,1,11,024,05,1,115,01,8322,6022,3, , , , 
 4,2012,05,1,11,024,06,1,116,01,2460,9191,1,4, , , 
 4,2012,05,1,11,024,06,1,116,02,1221,2421,1,1,1,1,3
 4,2012,05,1,11,024,07,1,117,01,7212,2811,1,1,2,2,3
 4,2012,05,1,11,024,08,1,118,01,7433,1810,3, , , , 
 4,2012,05,1,11,024,09,1,119,01,7433,1810,1,3,2,2,3
 4,2012,05,1,11,024,10,1,120,01,8322,6025,2, , , , 
 4,2012,05,1,11,024,10,1,120,02,8323,6025,1,3,2,2,3
 4,2012,05,1,11,025,02,1,122,01,5220,5030,2, , , , 
 4,2012,05,1,11,025,02,1,122,02,2310,8031,1,2,2,2,2
 4,2012,05,1,11,025,03,1,123,03,7345,2229,1,1,2,2,3
 4,2012,05,1,11,025,04,1,124,01,2359,7512,1,1,1,1,1
 4,2012,05,1,11,025,06,1,126,03,2132,7220,1,1,1,1,3
 4,2012,05,1,11,025,06,1,126,04,2132,6519,1,1,1,1,3
 4,2012,05,1,11,025,07,1,127,01,3211,8511,1,2,2,2,3
 4,2012,05,1,11,025,07,1,127,03,5230,1729,1,1,1,1,3
 4,2012,05,1,11,025,07,1,127,04,5133,9500,1,3,2,2,3
 4,2012,05,1,11,025,09,1,129,01,2412,8511,1,1,1,1,3
 4,2012,05,1,11,025,09,1,129,02,2310,8031,1,1,1,1,1
 4,2012,05,1,11,025,09,1,129,03,5133,9500,1,2,2,2,3
 4,2012,05,1,11,025,09,1,129,04,5133,9500,1,2,2,2,3
 4,2012,05,2,11,026,01,1,141,01,5220,5030,3, , , , 
 4,2012,05,2,11,026,02,1,142,01,8323,4529,3, , , , 
 4,2012,05,2,11,026,03,1,143,01,8322,6022,3, , , , 
 4,2012,05,2,11,026,03,1,143,02,7344,2103,3, , , , 
 4,2012,05,2,11,026,04,1,144,01,3416,6420,1,1,1,1,3
 4,2012,05,2,11,026,04,1,144,02,2321,7512,1,1,1,1,1
 4,2012,05,2,11,026,06,1,146,03,4112,2610,1,1,1,1,3
 4,2012,05,2,11,026,06,1,146,04,4121,6603,1,1,1,1,3
 4,2012,05,2,11,027,01,1,091,01,8324,6309,1,2,2,2,3
 4,2012,05,2,11,027,03,1,093,02,2332,8012,1,2,2,2,3
 4,2012,05,2,11,027,03,1,093,03,3143,7499,1,1,1,1,3
 4,2012,05,2,11,027,05,1,095,01,7433,1810,1,1,1,2,3
 4,2012,05,2,11,027,05,1,095,05,4212,6519,1,1,1,1,3
 4,2012,05,2,11,027,06,1,096,01,2359,8021,1,1,1,1,3
 4,2012,05,2,11,027,07,1,097,01,3439,7513,1,1,1,1,1
 4,2012,05,2,11,027,09,1,099,03,9331,7513,1,2,1,1,2
 4,2012,05,2,11,027,10,1,100,03,9313,0219,1,4, , , 
 4,2012,05,2,11,028,01,1,041,01,3119,6029,1,1,1,1,2
 4,2012,05,2,11,028,01,1,041,02,2331,8011,1,1,1,1,1
 4,2012,05,2,11,028,02,1,042,01,2453,9214,3, , , , 
 4,2012,05,2,11,028,02,1,042,02,2359,9214,1,1,1,1,2
 4,2012,05,2,11,028,03,1,043,02,5220,5211,3, , , , 
 4,2012,05,2,11,028,03,1,043,03,6111,0161,3, , , , 
 4,2012,05,2,11,028,04,1,044,02,9162,2221,1,3,2,2,2
 4,2012,05,2,11,028,05,1,045,01,3429,5233,3, , , , 
 4,2012,05,2,11,028,05,1,045,02,5220,5233,4, , , , 
 4,2012,05,2,11,028,07,1,047,01,2359,8021,3, , , , 
 4,2012,05,2,11,028,07,1,047,03,3412,6603,1,1,1,1,3
 4,2012,05,2,11,028,09,1,049,01,7433,1810,3, , , , 
 4,2012,05,2,11,028,10,1,050,01,2340,8021,1,1,1,1,1
 4,2012,05,2,11,028,10,1,050,02,2359,8021,1,1,1,1,1
 4,2012,05,1,11,029,03,1,083,03,5220,2028,2, , , , 
 4,2012,05,1,11,029,03,1,083,04,2411,5129,1,1,1,1,3
 4,2012,05,1,11,029,04,1,084,01,9331,6303,1,1,1,1,2
 4,2012,05,1,11,029,04,1,084,05,5220,5211,3, , , , 
 4,2012,05,1,11,029,05,1,085,01,5112,6303,3, , , , 
 4,2012,05,1,11,029,05,1,085,03,3441,5110,1,2,2,2,3
 4,2012,05,1,11,029,08,1,088,01,5131,9500,1,3,2,2,3
 4,2012,05,1,11,029,08,1,088,02,8159,2520,1,2,2,2,3
 4,2012,05,1,11,029,09,1,089,01,7433,1810,3, , , , 
 4,2012,05,1,11,029,09,1,089,02,7244,3220,1,2,2,2,3
