REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q47_PERSON_SERIAL_NO,Q47_WHY_NOT_FORMAL_TRAINING,Q48_ENGEGED_WORK,Q49_MAIN_ACTIVITY_PERFORMED,Q50_PREVIOUS_EMPLOYMENT
12,2012,05,2,33,016,02,1,072,04,3,2,    , 
12,2012,06,2,33,019,01,1,021,03,1,2,    , 
12,2012,06,1,33,024,08,1,078,03, ,2,    , 
12,2012,06,1,33,024,09,1,079,01,9,1,9153,1
12,2012,06,1,33,024,09,1,079,02,2,2,    , 
12,2012,07,1,33,025,10,1,010,03,4,2,    , 
12,2012,07,2,33,027,01,1,021,02,3,2,    , 
12,2012,07,2,33,027,02,1,022,03,2,1,5210,1
12,2012,07,2,33,027,05,1,025,01,2,2,    , 
12,2012,07,2,33,028,02,1,032,02, ,2,    , 
12,2012,07,2,33,029,09,1,049,03,2,1,9132,1
12,2012,07,2,33,029,09,1,049,04,2,2,    , 
12,2012,07,2,33,032,03,1,073,03, ,1,5210,1
12,2012,07,2,33,032,07,1,077,02,3,1,2321,1
12,2012,07,2,33,032,08,1,078,03,2,2,    , 
12,2012,08,2,33,034,10,1,010,02,2,2,    , 
12,2012,08,1,33,036,01,1,021,01,9,1,2332,1
12,2012,08,1,33,036,06,1,026,01,2,1,9131,1
12,2012,08,1,33,036,09,1,029,02, ,1,3231,1
12,2012,08,1,33,036,09,1,029,03, ,1,8322,1
12,2012,08,3,33,038,06,1,046,04, ,1,3434,1
12,2012,08,2,33,039,07,1,057,01,9,1,1314,3
12,2012,08,2,33,042,01,1,081,02,2,2,    , 
12,2012,09,2,33,044,02,1,002,03, ,2,    , 
12,2012,09,1,33,046,01,1,021,02,4,1,3232,1
12,2012,09,2,33,047,05,1,035,02,2,1,9341,1
12,2012,09,2,33,047,06,1,036,04, ,2,    , 
12,2012,09,2,33,048,02,1,043,03,2,1,7433,1
12,2012,09,2,33,050,04,1,064,02,1,2,    , 
12,2012,09,2,33,051,07,1,077,03, ,2,    , 
12,2012,09,2,33,051,07,1,077,05,6,2,    , 
12,2012,10,2,33,054,04,1,014,01, ,1,0110,1
12,2012,10,2,33,054,07,1,017,01, ,1,3152,1
12,2012,10,1,33,055,02,1,022,04,2,2,    , 
12,2012,10,2,33,056,02,1,032,03, ,2,    , 
12,2012,10,2,33,056,05,1,035,02,2,2,    , 
12,2012,10,2,33,060,03,1,073,03,6,2,    , 
12,2012,10,2,33,061,08,1,088,03,5,1,9341,1
12,2012,11,2,33,062,05,1,005,05, ,1,3228,1
12,2012,11,2,33,063,03,1,013,04,2,1,5210,1
12,2012,11,2,33,065,06,1,036,03,3,2,    , 
12,2012,12,2,33,072,10,1,030,04,2,2,    , 
12,2012,12,2,33,074,01,1,041,03,3,2,    , 
12,2012,04,2,41,001,04,1,004,03,9,2,    , 
12,2012,04,2,41,001,04,1,004,04,9,2,    , 
12,2012,04,2,41,002,03,1,013,02, ,2,    , 
12,2012,04,2,41,005,02,1,042,04,9,2,    , 
12,2012,05,2,41,008,04,1,004,03,1,2,    , 
12,2012,06,2,41,015,08,1,008,03, ,2,    , 
12,2012,06,2,41,016,01,1,011,04, ,2,    , 
12,2012,06,2,41,016,10,1,020,04,1,2,    , 
12,2012,06,2,41,017,03,1,023,04,1,2,    , 
12,2012,06,2,41,017,03,1,023,05,1,2,    , 
12,2012,06,2,41,017,05,1,025,04,1,2,    , 
12,2012,06,2,41,017,05,1,025,05,4,2,    , 
12,2012,06,2,41,017,09,1,029,06,4,2,    , 
12,2012,06,1,41,021,04,1,064,04,1,2,    , 
12,2012,06,1,41,021,06,1,066,05, ,2,    , 
12,2012,07,1,41,023,10,1,060,03, ,2,    , 
12,2012,07,1,41,024,06,1,076,03,1,2,    , 
12,2012,07,1,41,024,07,1,077,02,1,2,    , 
12,2012,07,1,41,024,08,1,078,04,6,2,    , 
12,2012,07,2,41,025,04,1,014,03,1,2,    , 
12,2012,07,2,41,025,08,1,018,03,4,2,    , 
12,2012,07,2,41,025,08,1,018,04,4,2,    , 
12,2012,07,2,41,027,09,1,039,04, ,2,    , 
12,2012,08,1,41,032,05,1,015,03,1,2,    , 
12,2012,08,2,41,033,02,1,022,03, ,2,    , 
12,2012,08,2,41,034,09,1,039,03, ,2,    , 
12,2012,09,1,41,039,03,1,003,04, ,2,    , 
12,2012,09,1,41,039,10,1,010,02, ,1,3121,1
12,2012,09,1,41,039,10,1,010,04,3,2,    , 
12,2012,10,1,41,047,08,1,058,04,2,2,    , 
12,2012,10,2,41,051,01,1,061,03, ,2,    , 
12,2012,10,2,41,052,04,1,024,03,4,2,    , 
12,2012,10,2,41,052,04,1,024,04,3,2,    , 
12,2012,10,2,41,052,04,1,024,05,3,2,    , 
12,2012,10,2,41,052,04,1,024,06,3,2,    , 
12,2012,11,2,41,057,04,1,044,04,1,1,8322,1
12,2012,11,2,41,057,04,1,044,05,1,2,    , 
12,2012,11,2,41,057,05,1,045,04, ,2,    , 
12,2012,11,2,41,059,08,1,008,03, ,2,    , 
12,2012,11,2,41,060,05,1,055,02, ,2,    , 
12,2012,11,2,41,060,06,1,056,01,2,2,    , 
12,2012,11,2,41,060,10,1,060,04,3,2,    , 
12,2012,12,1,41,063,09,1,019,03,1,2,    , 
12,2012,12,2,41,068,04,1,044,04, ,2,    , 
12,2012,12,2,41,068,04,1,044,05, ,2,    , 
12,2012,12,2,41,068,07,1,047,03,3,2,    , 
12,2012,04,2,42,002,02,1,012,03,1,2,    , 
12,2012,04,2,42,002,02,1,012,04,1,2,    , 
12,2012,04,2,42,002,04,1,014,03,1,2,    , 
12,2012,04,2,42,004,03,1,033,03,4,2,    , 
12,2012,04,2,42,004,10,1,040,02,4,2,    , 
12,2012,05,1,42,005,02,1,002,04,1,2,    , 
12,2012,06,2,42,010,10,1,020,03,1,2,    , 
12,2012,06,2,42,012,01,1,031,04,4,2,    , 
12,2012,06,2,42,012,02,1,032,04,4,2,    , 
12,2012,07,2,42,014,08,1,018,02,1,2,    , 
12,2012,07,2,42,016,03,1,033,06, ,2,    , 
12,2012,08,1,42,018,08,1,018,02,1,2,    , 
12,2012,09,2,42,021,02,1,002,02,1,2,    , 
12,2012,09,2,42,021,07,1,007,03,1,2,    , 
12,2012,11,1,42,029,04,1,004,03,1,2,    , 
12,2012,12,1,42,034,03,1,013,03,1,2,    , 
12,2012,12,1,42,034,03,1,013,04,1,2,    , 
12,2012,12,1,42,034,09,1,019,03,1,2,    , 
12,2012,05,2,43,004,01,1,001,03,4,2,    , 
12,2012,05,1,43,006,04,1,024,02,1,2,    , 
12,2012,06,2,43,009,02,1,002,03,3,2,    , 
12,2012,06,1,43,012,03,1,034,02,3,2,    , 
12,2012,09,2,43,023,03,1,003,01, ,2,    , 
12,2012,09,2,43,023,05,1,005,02, ,2,    , 
12,2012,09,2,43,023,09,1,009,03, ,2,    , 
12,2012,09,2,43,024,03,1,023,03,6,2,    , 
12,2012,10,1,43,026,02,1,002,02,1,1,2131,1
12,2012,10,1,43,026,06,1,006,01,9,1,7433,2
12,2012,10,2,43,028,06,1,017,04, ,2,    , 
12,2012,11,2,43,031,05,1,005,03, ,2,    , 
12,2012,11,2,43,034,03,1,033,03,2,1,5220,1
12,2012,11,2,43,034,05,1,035,03,3,1,7141,1
12,2012,12,2,43,035,02,1,022,05,1,2,    , 
12,2012,12,2,43,035,03,1,023,02, ,2,    , 
12,2012,12,2,43,035,09,1,029,04, ,2,    , 
12,2012,12,2,43,036,05,1,015,02,9,1,3470,1
12,2012,12,2,43,037,04,1,004,03,4,2,    , 
12,2012,04,2,44,003,09,1,029,03,4,2,    , 
12,2012,05,2,44,005,02,1,002,04,4,2,    , 
12,2012,05,2,44,005,04,1,004,02,4,2,    , 
12,2012,05,2,44,005,06,1,006,03,4,2,    , 
12,2012,05,2,44,005,07,1,007,04,4,2,    , 
12,2012,05,2,44,006,06,1,016,01,3,2,    , 
12,2012,05,2,44,006,07,1,017,03,4,2,    , 
12,2012,05,2,44,006,10,1,020,03,4,2,    , 
12,2012,05,2,44,007,05,1,025,03,4,2,    , 
12,2012,05,2,44,007,09,1,029,01,2,2,    , 
12,2012,06,2,44,010,05,1,015,01,2,2,    , 
12,2012,06,2,44,010,07,1,017,01,3,2,    , 
12,2012,06,2,44,012,06,1,036,03,4,2,    , 
12,2012,06,2,44,012,06,1,036,04,4,2,    , 
12,2012,06,2,44,012,08,1,038,02,4,2,    , 
12,2012,06,2,44,012,09,1,039,03,4,2,    , 
12,2012,07,2,44,015,05,1,015,02,2,2,    , 
12,2012,07,2,44,016,03,1,023,03,4,2,    , 
12,2012,07,2,44,016,03,1,023,04,4,2,    , 
12,2012,07,2,44,016,10,1,030,02,3,2,    , 
12,2012,08,2,44,018,10,1,020,03,4,2,    , 
12,2012,08,2,44,018,10,1,020,04,4,2,    , 
12,2012,09,2,44,021,01,1,021,04,4,2,    , 
12,2012,09,2,44,022,01,1,001,03,1,2,    , 
12,2012,10,2,44,027,03,1,023,02,4,2,    , 
12,2012,11,2,44,029,03,1,003,06,4,2,    , 
12,2012,12,2,44,033,10,1,030,01,4,2,    , 
12,2012,04,2,45,004,09,1,039,01,4,2,    , 
12,2012,05,2,45,007,04,1,024,03,3,2,    , 
12,2012,05,2,45,008,07,1,037,04,4,2,    , 
12,2012,06,2,45,011,09,1,029,02,2,2,    , 
12,2012,07,2,45,013,01,1,001,02,1,2,    , 
12,2012,07,2,45,014,05,1,015,01,2,2,    , 
12,2012,07,2,45,014,09,1,019,01,6,2,    , 
12,2012,07,2,45,015,05,1,025,02,1,2,    , 
12,2012,07,2,45,016,09,1,039,04,3,2,    , 
12,2012,07,2,45,016,09,1,039,05,4,2,    , 
12,2012,08,2,45,020,10,1,040,03,4,2,    , 
12,2012,08,2,45,020,10,1,040,05,4,2,    , 
12,2012,10,2,45,025,03,1,003,03,1,2,    , 
12,2012,10,2,45,025,09,1,009,01,2,2,    , 
12,2012,10,2,45,026,02,1,012,01,4,2,    , 
12,2012,10,2,45,026,06,1,016,02,2,2,    , 
12,2012,11,2,45,031,04,1,024,02,1,2,    , 
12,2012,11,2,45,031,06,1,026,02,6,2,    , 
12,2012,11,2,45,031,10,1,030,01,6,2,    , 
12,2012,12,2,45,034,04,1,014,02,6,2,    , 
12,2012,04,1,51,004,03,1,033,01,2,2,    , 
12,2012,04,2,51,005,08,1,048,03,1,2,    , 
12,2012,04,2,51,005,08,1,048,04,1,2,    , 
12,2012,04,2,51,006,05,1,055,05,4,1,6122,4
12,2012,04,2,51,006,06,1,056,03,4,2,    , 
12,2012,04,2,51,006,06,1,056,05,4,2,    , 
12,2012,04,2,51,006,10,1,060,02,4,1,7412,4
12,2012,05,2,51,007,10,1,010,02,2,2,    , 
12,2012,05,2,51,011,03,1,043,04,6,2,    , 
12,2012,05,2,51,011,05,1,045,03,1,2,    , 
12,2012,06,2,51,013,06,1,006,03,1,2,    , 
12,2012,06,2,51,013,06,1,006,04,1,2,    , 
12,2012,06,1,51,015,02,1,022,01,1,2,    , 
12,2012,06,1,51,016,05,1,035,03,3,2,    , 
12,2012,06,2,51,017,09,1,049,01,1,2,    , 
12,2012,07,2,51,019,07,1,047,02,1,2,    , 
12,2012,07,1,51,021,01,1,001,03,2,2,    , 
12,2012,08,2,51,025,08,1,008,04,1,2,    , 
12,2012,08,2,51,026,08,1,018,01, ,1,8323,1
12,2012,11,2,51,047,02,1,042,03,1,2,    , 
12,2012,12,2,51,053,07,1,047,02,4,2,    , 
12,2012,12,2,51,054,07,1,057,05,4,2,    , 
12,2012,12,2,51,054,07,1,057,06,4,2,    , 
12,2012,12,2,51,054,08,1,058,02,4,2,    , 
12,2012,12,2,51,054,10,1,060,02,4,2,    , 
12,2012,12,2,51,054,10,1,060,03,4,2,    , 
12,2012,04,2,52,002,03,1,013,01, ,2,    , 
12,2012,05,2,52,007,01,1,001,03, ,2,    , 
12,2012,05,2,52,007,03,1,003,01,2,1,6111,3
12,2012,05,2,52,007,07,1,007,02,2,2,    , 
12,2012,05,2,52,009,01,1,021,03,6,2,    , 
12,2012,05,2,52,009,02,1,022,02,1,2,    , 
12,2012,05,2,52,009,02,1,022,03,1,2,    , 
12,2012,05,2,52,013,09,1,069,03,1,2,    , 
12,2012,06,2,52,019,03,1,053,04,1,2,    , 
12,2012,06,2,52,019,09,1,059,03,2,2,    , 
12,2012,07,2,52,022,08,1,018,03,6,2,    , 
12,2012,08,2,52,028,03,1,083,02,2,2,    , 
12,2012,08,1,52,030,05,1,075,03, ,2,    , 
12,2012,08,1,52,030,10,1,080,02,2,1,6111,3
12,2012,08,1,52,032,08,1,128,03, ,2,    , 
12,2012,08,2,52,033,02,1,132,04, ,2,    , 
12,2012,08,2,52,033,05,1,135,03,4,2,    , 
12,2012,09,2,52,038,09,1,059,01,2,2,    , 
12,2012,09,2,52,041,04,1,024,03,1,2,    , 
12,2012,09,2,52,041,10,1,030,03,1,2,    , 
12,2012,10,2,52,042,04,1,004,03,2,1,6111,1
12,2012,10,2,52,043,02,1,012,02,3,1,7122,1
12,2012,11,1,52,051,03,1,013,01,2,2,    , 
12,2012,11,2,52,052,01,1,021,03,1,2,    , 
12,2012,11,2,52,052,08,1,028,03,3,2,    , 
12,2012,11,2,52,052,08,1,028,04,3,2,    , 
12,2012,11,2,52,054,02,1,002,03,9,2,    , 
12,2012,11,2,52,055,02,1,042,01,2,2,    , 
12,2012,12,2,52,056,02,1,002,02,2,2,    , 
12,2012,12,1,52,059,08,1,018,04, ,2,    , 
12,2012,04,2,53,002,04,1,014,03,1,2,    , 
12,2012,04,1,53,003,03,1,023,03,3,2,    , 
12,2012,07,1,53,013,01,1,001,04,3,2,    , 
12,2012,07,1,53,013,05,1,005,04,1,2,    , 
12,2012,08,2,53,019,02,1,042,03, ,2,    , 
12,2012,08,2,53,019,07,1,047,03,2,2,    , 
12,2012,09,1,53,022,02,1,032,03,6,2,    , 
12,2012,09,1,53,022,04,1,034,02,2,2,    , 
12,2012,09,1,53,022,08,1,038,03,2,2,    , 
12,2012,09,1,53,022,10,1,040,02,1,2,    , 
12,2012,09,2,53,024,01,1,021,03,4,2,    , 
12,2012,09,2,53,024,01,1,021,04,4,2,    , 
12,2012,09,2,53,024,10,1,030,02,4,2,    , 
12,2012,09,2,53,024,10,1,030,03,4,2,    , 
12,2012,10,1,53,026,02,1,002,04,1,2,    , 
12,2012,10,1,53,026,06,1,006,03,2,2,    , 
12,2012,10,2,53,028,07,1,017,02,4,2,    , 
12,2012,11,2,53,032,08,1,028,01,4,2,    , 
12,2012,11,2,53,033,05,1,015,04,2,2,    , 
12,2012,04,2,61,006,08,1,128,03,2,2,    , 
12,2012,04,2,61,007,04,1,145,03,4,2,    , 
12,2012,04,2,61,007,06,1,147,03,4,2,    , 
12,2012,04,2,61,009,07,1,057,03,6,2,    , 
12,2012,04,2,61,009,10,1,060,03,2,2,    , 
12,2012,04,2,61,016,01,1,021,03,3,2,    , 
12,2012,04,2,61,016,05,1,026,02, ,2,    , 
12,2012,05,2,61,020,09,1,139,03,1,2,    , 
12,2012,05,2,61,024,02,1,062,03,9,2,    , 
12,2012,05,2,61,024,03,1,063,02,3,2,    , 
12,2012,05,2,61,025,01,1,031,02,9,1,4115,1
12,2012,05,2,61,029,07,1,107,03,4,2,    , 
12,2012,05,2,61,030,03,1,073,02,1,2,    , 
12,2012,05,2,61,032,02,1,042,03, ,1,5141,4
12,2012,06,2,61,036,08,1,149,02,2,1,0110,1
12,2012,06,2,61,039,02,1,072,03,4,2,    , 
12,2012,06,2,61,041,04,1,155,03, ,2,    , 
12,2012,06,2,61,041,08,1,159,04, ,1,8275,3
12,2012,06,2,61,042,01,1,051,03,2,1,5123,1
12,2012,06,2,61,043,02,1,112,02,2,2,    , 
12,2012,06,2,61,045,02,1,012,03,2,2,    , 
12,2012,06,2,61,045,02,1,012,04,2,2,    , 
12,2012,06,2,61,045,05,1,015,04,2,2,    , 
12,2012,06,2,61,045,07,1,017,03,2,2,    , 
12,2012,06,2,61,047,07,1,107,03,1,1,1229,1
12,2012,06,2,61,049,05,1,136,04,3,2,    , 
12,2012,07,2,61,058,03,1,053,01,2,1,9131,1
12,2012,07,2,61,060,07,1,167,01, ,1,5112,1
12,2012,08,2,61,074,10,1,030,02,3,2,    , 
12,2012,08,2,61,076,03,1,003,02,6,1,2139,1
12,2012,08,1,61,079,10,1,130,02, ,2,    , 
12,2012,08,2,61,080,04,1,104,03,2,2,    , 
12,2012,08,2,61,080,04,1,104,04,2,2,    , 
12,2012,08,2,61,080,08,1,108,03,2,2,    , 
12,2012,08,2,61,080,10,1,110,03,2,2,    , 
12,2012,08,2,61,082,07,1,037,03, ,1,5220,1
12,2012,08,2,61,083,01,1,111,04,2,2,    , 
12,2012,08,2,61,085,02,1,012,01, ,2,    , 
12,2012,09,2,61,089,04,1,044,02,3,2,    , 
12,2012,09,2,61,095,01,1,131,02,1,2,    , 
12,2012,09,2,61,097,01,1,111,04,2,2,    , 
12,2012,09,2,61,097,03,1,113,02,2,2,    , 
12,2012,09,2,61,097,04,1,114,04,2,2,    , 
12,2012,09,2,61,097,04,1,114,05,2,2,    , 
12,2012,09,2,61,098,10,1,040,02, ,2,    , 
12,2012,09,2,61,099,04,1,104,03,9,1,6112,1
12,2012,09,2,61,099,04,1,104,04,9,1,6112,1
12,2012,09,2,61,099,04,1,104,05,9,1,6112,1
12,2012,09,2,61,102,04,1,084,04, ,2,    , 
12,2012,09,2,61,103,10,1,100,03,3,2,    , 
12,2012,10,2,61,111,03,1,083,01,9,1,9131,1
12,2012,10,2,61,113,03,1,113,07, ,1,9152,1
12,2012,10,2,61,114,01,1,121,04,2,2,    , 
12,2012,10,2,61,114,02,1,122,06,2,2,    , 
12,2012,10,2,61,114,03,1,123,03,6,2,    , 
12,2012,10,2,61,114,04,1,124,03,2,2,    , 
12,2012,10,2,61,114,05,1,125,07,2,2,    , 
12,2012,10,2,61,114,10,1,130,02,2,2,    , 
12,2012,10,2,61,114,10,1,130,03,2,2,    , 
12,2012,10,2,61,116,07,1,067,01,2,2,    , 
12,2012,11,2,61,121,07,1,138,03, ,2,    , 
12,2012,11,2,61,122,01,1,101,03,4,2,    , 
12,2012,11,2,61,122,10,1,110,03,1,2,    , 
12,2012,11,2,61,122,10,1,110,04,1,2,    , 
12,2012,11,2,61,123,02,1,112,01,9,1,6122,3
12,2012,11,2,61,124,01,1,071,03,1,2,    , 
12,2012,11,2,61,124,03,1,073,01,2,1,5220,1
12,2012,11,2,61,125,06,1,086,04,3,2,    , 
12,2012,11,2,61,127,02,1,153,02,2,1,6122,3
12,2012,11,2,61,127,03,1,154,06,2,1,7433,1
12,2012,11,2,61,137,02,1,052,03,3,2,    , 
12,2012,11,2,61,137,03,1,053,03, ,2,    , 
12,2012,12,2,61,138,05,1,135,03, ,2,    , 
12,2012,12,2,61,139,06,1,146,03,2,2,    , 
12,2012,12,2,61,140,10,1,110,02,2,1,2331,1
12,2012,12,2,61,141,07,1,047,02, ,1,3115,1
12,2012,12,2,61,142,08,1,028,03,9,1,7322,1
12,2012,12,2,61,145,03,1,063,01,9,2,    , 
12,2012,12,2,61,145,09,1,069,03,3,1,8324,1
12,2012,12,2,61,146,01,1,121,01,2,1,7433,1
12,2012,12,2,61,146,04,1,124,01, ,1,2411,1
12,2012,12,2,61,146,05,1,125,03, ,1,5141,1
12,2012,12,2,61,147,01,1,151,06,2,2,    , 
12,2012,12,2,61,147,02,1,152,02,2,2,    , 
12,2012,12,2,61,148,04,1,094,03,3,2,    , 
12,2012,12,2,61,148,08,1,098,02,4,2,    , 
12,2012,04,2,62,002,04,1,034,03, ,2,    , 
12,2012,04,2,62,005,04,1,004,03,4,2,    , 
12,2012,04,2,62,006,05,1,015,03, ,2,    , 
12,2012,06,2,62,015,02,1,012,04,2,2,    , 
12,2012,06,2,62,016,01,1,021,02,4,2,    , 
12,2012,06,1,62,017,03,1,063,03, ,1,2139,1
12,2012,06,2,62,018,03,1,033,03,2,2,    , 
12,2012,06,2,62,018,03,1,033,04,1,2,    , 
12,2012,07,2,62,023,05,1,025,03,2,1,7433,1
12,2012,07,2,62,027,03,1,063,03,2,2,    , 
12,2012,09,2,62,037,01,1,021,02,2,2,    , 
12,2012,09,2,62,038,05,1,035,03,9,1,7433,1
12,2012,09,2,62,038,06,1,036,03,2,2,    , 
12,2012,09,2,62,038,08,1,038,01,2,1,5133,1
12,2012,10,2,62,047,05,1,055,03, ,2,    , 
12,2012,11,2,62,049,03,1,003,02,2,1,7433,1
12,2012,11,2,62,054,03,1,053,02,3,2,    , 
12,2012,11,2,62,055,09,1,069,04,3,2,    , 
12,2012,12,2,62,059,04,1,034,03, ,2,    , 
12,2012,04,2,71,005,04,1,064,01,2,2,    , 
12,2012,04,2,71,007,01,1,051,01,1,2,    , 
12,2012,05,2,71,008,01,1,001,03,2,2,    , 
12,2012,05,2,71,011,05,1,035,04,2,1,4211,1
12,2012,05,2,71,013,07,1,057,02,2,2,    , 
12,2012,06,2,71,017,05,1,035,04, ,2,    , 
12,2012,06,2,71,020,02,1,042,03,3,2,    , 
12,2012,07,2,71,023,04,1,035,03, ,2,    , 
12,2012,07,2,71,024,04,1,055,04,1,2,    , 
12,2012,07,1,71,025,07,1,017,03,1,1,2321,1
12,2012,07,2,71,026,04,1,004,03,2,2,    , 
12,2012,07,2,71,026,10,1,010,04,3,2,    , 
12,2012,07,2,71,028,04,1,045,02,2,2,    , 
12,2012,08,2,71,029,09,1,009,04,4,2,    , 
12,2012,08,2,71,032,08,1,028,03, ,1,3449,1
12,2012,08,2,71,032,08,1,028,05,2,1,8333,1
12,2012,08,2,71,034,01,1,041,03,2,2,    , 
12,2012,08,2,71,035,01,1,051,01, ,2,    , 
12,2012,08,2,71,035,05,1,055,01,9,1,0110,1
12,2012,09,1,71,039,07,1,037,04, ,2,    , 
12,2012,09,2,71,041,09,1,059,01,1,1,3449,1
12,2012,10,2,71,048,09,1,059,02, ,2,    , 
12,2012,11,2,71,055,09,1,079,03,4,2,    , 
12,2012,11,3,71,056,03,1,053,03,1,2,    , 
12,2012,11,3,71,056,08,1,058,02, ,2,    , 
12,2012,11,3,71,056,09,1,059,02,1,2,    , 
12,2012,11,3,71,056,10,1,060,02,1,2,    , 
12,2012,12,2,71,059,02,1,052,02,1,2,    , 
12,2012,12,2,71,061,10,1,030,02,1,2,    , 
12,2012,12,2,71,063,06,1,036,01, ,2,    , 
12,2012,05,2,72,008,05,1,035,04,3,2,    , 
12,2012,06,2,72,012,02,1,032,02,3,2,    , 
12,2012,07,2,72,014,05,1,035,03,2,2,    , 
12,2012,07,2,72,016,09,1,019,03,1,2,    , 
12,2012,07,2,72,016,02,1,012,03,2,2,    , 
12,2012,07,2,72,016,03,1,013,04,9,2,    , 
12,2012,07,2,72,016,03,1,013,05, ,1,7239,1
12,2012,08,2,72,022,06,1,026,02,2,1,5220,1
12,2012,08,2,72,022,08,1,028,03,9,2,    , 
12,2012,09,2,72,025,08,1,038,03,5,2,    , 
12,2012,09,2,72,026,06,1,026,02,9,1,5169,1
12,2012,09,3,72,028,08,1,018,03,3,2,    , 
12,2012,09,3,72,028,08,1,018,04,3,2,    , 
12,2012,09,3,72,028,08,1,018,05,3,2,    , 
12,2012,10,2,72,031,01,1,021,03,5,1,9114,1
12,2012,10,2,72,032,07,1,037,02,1,2,    , 
12,2012,10,2,72,033,03,1,013,04,3,1,9211,1
12,2012,11,2,72,037,02,1,002,03,2,2,    , 
12,2012,11,2,72,038,01,1,011,04,3,2,    , 
12,2012,11,2,72,038,03,1,013,02,3,2,    , 
12,2012,11,2,72,038,04,1,014,02,3,1,5149,1
12,2012,11,2,72,039,06,1,036,03,2,2,    , 
12,2012,12,2,72,041,02,1,022,03,2,1,8273,1
12,2012,12,2,72,041,08,1,028,03,1,2,    , 
12,2012,12,2,72,042,02,1,032,01,2,2,    , 
12,2012,12,2,72,042,05,1,035,04,2,2,    , 
12,2012,04,2,81,003,02,1,075,02,3,1,5220,1
12,2012,04,3,81,004,01,1,064,03,1,1,8324,1
12,2012,04,3,81,004,06,1,069,08,3,2,    , 
12,2012,04,3,81,004,08,1,071,03,3,2,    , 
12,2012,04,3,81,008,01,1,011,03,4,1,9131,1
12,2012,04,3,81,008,01,1,011,04,9,1,9131,1
12,2012,04,3,81,008,02,1,012,04,2,2,    , 
12,2012,04,3,81,008,04,1,014,03,2,2,    , 
12,2012,04,3,81,008,05,1,015,03,2,2,    , 
12,2012,05,2,81,012,05,1,036,03, ,2,    , 
12,2012,05,2,81,012,05,1,036,04, ,2,    , 
12,2012,05,2,81,012,08,1,039,03, ,2,    , 
12,2012,05,2,81,012,09,1,040,02, ,1,4121,1
12,2012,06,2,81,017,03,1,033,03,2,2,    , 
12,2012,06,1,81,019,02,1,052,01,9,1,1224,1
12,2012,07,1,81,027,05,1,025,01,9,2,    , 
12,2012,07,2,81,028,05,1,037,03,6,2,    , 
12,2012,07,3,81,029,02,1,044,03, ,1,8262,1
12,2012,07,3,81,029,03,1,045,04, ,2,    , 
12,2012,07,2,81,031,08,1,070,03,4,2,    , 
12,2012,07,2,81,032,05,1,077,02, ,1,3152,1
12,2012,07,2,81,032,08,1,080,02, ,2,    , 
12,2012,08,1,81,036,04,1,034,03,2,1,5123,1
12,2012,08,1,81,036,04,1,034,05,3,1,4115,1
12,2012,08,2,81,038,10,1,060,03,4,1,9131,1
12,2012,09,2,81,042,02,1,033,01,2,2,    , 
12,2012,09,1,81,044,02,1,065,02, ,2,    , 
12,2012,09,1,81,044,07,1,070,03, ,2,    , 
12,2012,09,2,81,045,05,1,078,02,2,1,9211,1
12,2012,09,2,81,045,09,1,082,01,2,1,8141,3
12,2012,09,3,81,046,01,1,011,03,2,1,6112,1
12,2012,09,3,81,046,01,1,011,05,9,2,    , 
12,2012,09,2,81,049,01,1,053,04,3,2,    , 
12,2012,09,2,81,049,07,1,060,03,3,1,5123,1
12,2012,10,1,81,052,01,1,042,04, ,2,    , 
12,2012,10,3,81,054,04,1,015,02, ,2,    , 
12,2012,10,3,81,054,07,1,018,04,2,1,9211,1
12,2012,10,3,81,054,07,1,018,09,2,1,9341,1
12,2012,10,3,81,054,07,1,018,11,2,1,9341,1
12,2012,11,2,81,058,08,1,008,03,1,2,    , 
12,2012,11,2,81,060,09,1,049,01,2,1,7122,1
12,2012,04,2,82,002,05,1,015,03,3,2,    , 
12,2012,05,3,82,006,02,1,022,03,1,2,    , 
12,2012,05,2,82,007,09,1,039,03,3,1,4115,1
12,2012,06,2,82,010,09,1,019,05,1,2,    , 
12,2012,08,2,82,020,01,1,031,03,3,2,    , 
12,2012,08,2,82,020,05,1,035,02,2,2,    , 
12,2012,08,2,82,020,07,1,037,02,3,2,    , 
12,2012,09,2,82,024,10,1,020,03,4,2,    , 
12,2012,10,2,82,026,07,1,017,03,4,2,    , 
12,2012,11,2,82,030,05,1,005,03,2,2,    , 
12,2012,04,2,91,005,02,1,012,03,3,1,3461,1
12,2012,04,2,91,005,03,1,013,03,4,2,    , 
12,2012,04,2,91,005,06,1,016,03, ,1,2231,1
12,2012,04,2,91,005,07,1,017,03,6,2,    , 
12,2012,04,2,91,005,07,1,017,04,9,2,    , 
12,2012,04,2,91,008,06,1,006,01,2,1,7122,1
12,2012,04,2,91,009,01,1,082,03,1,2,    , 
12,2012,04,2,91,009,01,1,082,04,1,2,    , 
12,2012,04,2,91,009,01,1,082,05,1,2,    , 
12,2012,04,1,91,010,03,1,094,03, ,2,    , 
12,2012,04,1,91,010,04,1,095,03,1,2,    , 
12,2012,05,1,91,014,05,1,075,03,1,2,    , 
