REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q51SERNO,Q51,Q52,Q53,Q54,Q55A,Q55B1,Q55B2,Q55B3,Q56
12,2013,10,2,43,09,030,01,1,001,01, ,4, , , , , , ,    
12,2013,10,2,43,09,030,01,1,001,03, ,1, , , , , , ,    
12,2013,10,2,43,09,030,01,1,001,04, ,1, , , , , , ,    
12,2013,10,2,43,09,030,01,1,001,07, ,3, , , , , , ,    
12,2013,10,2,43,09,030,02,1,002,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,02,1,002,04, ,1, , , , , , ,    
12,2013,10,2,43,09,030,02,1,002,05, ,1, , , , , , ,    
12,2013,10,2,43,09,030,02,1,002,07, ,3, , , , , , ,    
12,2013,10,2,43,09,030,03,1,003,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,04,1,004,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,04,1,004,03, ,2, , , , , , ,    
12,2013,10,2,43,09,030,04,1,004,04, ,2, , , , , , ,    
12,2013,10,2,43,09,030,05,1,005,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,06,1,006,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,07,1,007,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,09,1,009,02, ,2, , , , , , ,    
12,2013,10,2,43,09,030,09,1,009,05, ,1, , , , , , ,    
12,2013,10,2,43,09,030,10,1,010,01, ,3, , , , , , ,    
12,2013,10,2,43,09,030,10,1,010,02, ,2, , , , , , ,    
12,2013,10,1,43,09,029,01,1,011,01, ,3, , , , , , ,    
12,2013,10,1,43,09,029,01,1,011,02, ,2, , , , , , ,    
12,2013,10,1,43,09,029,01,1,011,04, ,2, , , , , , ,    
12,2013,10,1,43,09,029,01,1,011,05, ,2, , , , , , ,    
12,2013,10,1,43,09,029,02,1,012,03, ,2, , , , , , ,    
12,2013,10,1,43,09,029,07,1,017,02, ,2, , , , , , ,    
12,2013,10,1,43,09,029,08,1,018,01, ,2, , , , , , ,    
12,2013,10,1,43,09,029,08,1,018,03, ,2, , , , , , ,    
12,2013,10,1,43,09,029,09,1,019,02, ,2, , , , , , ,    
12,2013,10,1,43,09,029,09,1,019,03, ,2, , , , , , ,    
12,2013,10,1,43,09,029,09,1,019,04, ,1, , , , , , ,    
12,2013,10,1,43,09,029,09,1,019,05, ,1, , , , , , ,    
12,2013,10,1,43,09,029,10,1,020,02, ,2, , , , , , ,    
12,2013,10,1,43,09,029,10,1,020,03, ,2, , , , , , ,    
12,2013,10,2,43,06,028,02,1,022,03,1, ,2,1, , , , ,4211
12,2013,10,2,43,06,028,02,1,022,04, ,2, , , , , , ,    
12,2013,10,2,43,06,028,02,1,022,05, ,2, , , , , , ,    
12,2013,10,2,43,06,028,02,1,022,06, ,1, , , , , , ,    
12,2013,10,2,43,06,028,03,1,023,02, ,2, , , , , , ,    
12,2013,10,2,43,06,028,04,1,024,01, ,3, , , , , , ,    
12,2013,10,2,43,06,028,04,1,024,02, ,3, , , , , , ,    
12,2013,10,2,43,06,028,05,1,025,02,2,2, , , , , , ,    
12,2013,10,2,43,06,028,05,1,025,05, ,4, , , , , , ,    
12,2013,10,2,43,06,028,06,1,026,02, ,2, , , , , , ,    
12,2013,10,2,43,06,028,07,1,027,02, ,2, , , , , , ,    
12,2013,10,2,43,06,028,09,1,029,01, ,3, , , , , , ,    
12,2013,10,2,43,06,028,09,1,029,02, ,2, , , , , , ,    
12,2013,10,2,43,06,028,09,1,029,03, ,1, , , , , , ,    
12,2013,10,2,43,06,028,09,1,029,05,2,2, , , , , , ,    
12,2013,10,2,43,06,028,10,1,030,01, ,4, , , , , , ,    
12,2013,10,2,43,06,028,10,1,030,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,01,1,001,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,01,1,001,04, ,1, , , , , , ,    
12,2013,10,2,53,06,039,03,1,003,03, ,1, , , , , , ,    
12,2013,10,2,53,06,039,04,1,004,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,05,1,005,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,05,1,005,03, ,1, , , , , , ,    
12,2013,10,2,53,06,039,06,1,006,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,07,1,007,01, ,3, , , , , , ,    
12,2013,10,2,53,06,039,08,1,008,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,08,1,008,05, ,1, , , , , , ,    
12,2013,10,2,53,06,039,08,1,008,06, ,2, , , , , , ,    
12,2013,10,2,53,06,039,08,1,008,07, ,3, , , , , , ,    
12,2013,10,2,53,06,039,08,1,008,08, ,3, , , , , , ,    
12,2013,10,2,53,06,039,09,1,009,03, ,1, , , , , , ,    
12,2013,10,2,53,06,039,10,1,010,02, ,2, , , , , , ,    
12,2013,10,2,53,06,039,10,1,010,03, ,2, , , , , , ,    
12,2013,10,1,53,15,040,01,1,011,02,1, ,2,1, , , , ,2341
12,2013,10,1,53,15,040,01,1,011,03, ,3, , , , , , ,    
12,2013,10,1,53,15,040,01,1,011,04, ,2, , , , , , ,    
12,2013,10,1,53,15,040,02,1,012,02, ,2, , , , , , ,    
12,2013,10,1,53,15,040,03,1,013,02, ,2, , , , , , ,    
12,2013,10,1,53,15,040,04,1,014,02, ,2, , , , , , ,    
12,2013,10,1,53,15,040,04,1,014,03, ,1, , , , , , ,    
12,2013,10,1,53,15,040,04,1,014,04, ,1, , , , , , ,    
12,2013,10,1,53,15,040,07,1,017,01, ,3, , , , , , ,    
12,2013,10,1,53,15,040,07,1,017,02, ,2, , , , , , ,    
12,2013,10,1,53,15,040,07,1,017,03, ,3, , , , , , ,    
12,2013,10,1,53,15,040,07,1,017,04, ,2, , , , , , ,    
12,2013,10,1,53,15,040,07,1,017,05, ,1, , , , , , ,    
12,2013,10,1,53,15,040,08,1,018,02, ,2, , , , , , ,    
12,2013,10,1,53,15,040,09,1,019,01, ,2, , , , , , ,    
12,2013,10,1,53,15,040,09,1,019,04, ,3, , , , , , ,    
12,2013,10,1,53,15,040,10,1,020,01, ,2, , , , , , ,    
12,2013,10,2,53,15,041,01,1,021,02, ,2, , , , , , ,    
12,2013,10,2,53,15,041,01,1,021,03, ,1, , , , , , ,    
12,2013,10,2,53,15,041,02,1,022,03, ,1, , , , , , ,    
12,2013,10,2,53,15,041,04,1,024,02,2,2, , , , , , ,    
12,2013,10,2,53,15,041,05,1,025,01, ,9, , , , , , ,    
12,2013,10,2,53,15,041,07,1,027,01, ,3, , , , , , ,    
12,2013,10,2,53,15,041,07,1,027,03,1, ,2,1, , , , ,2341
12,2013,10,2,53,15,041,08,1,028,02, ,2, , , , , , ,    
12,2013,10,2,53,15,041,08,1,028,03, ,9, , , , , , ,    
12,2013,10,2,53,15,041,08,1,028,04, ,1, , , , , , ,    
12,2013,10,2,53,15,041,09,1,029,02, ,2, , , , , , ,    
12,2013,10,2,53,15,041,10,1,030,02, ,2, , , , , , ,    
12,2013,10,2,53,15,041,10,1,030,04, ,1, , , , , , ,    
12,2013,10,2,53,24,042,01,1,031,02, ,2, , , , , , ,    
12,2013,10,2,53,24,042,03,1,033,02, ,2, , , , , , ,    
12,2013,10,2,53,24,042,06,1,036,01, ,2, , , , , , ,    
12,2013,10,2,53,24,042,07,1,037,02, ,2, , , , , , ,    
12,2013,10,2,53,24,042,08,1,038,02, ,2, , , , , , ,    
12,2013,10,2,53,24,042,09,1,039,01, ,2, , , , , , ,    
12,2013,10,2,53,24,042,10,1,040,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,01,1,071,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,03,1,073,01, ,3, , , , , , ,    
12,2013,10,2,91,03,089,03,1,073,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,04,1,074,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,04,1,074,03, ,3, , , , , , ,    
12,2013,10,2,91,03,089,05,1,075,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,07,1,077,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,09,1,079,02, ,2, , , , , , ,    
12,2013,10,2,91,03,089,09,1,079,03, ,2, , , , , , ,    
12,2013,10,2,91,03,089,09,1,079,06, ,3, , , , , , ,    
12,2013,10,2,91,03,089,09,1,079,07, ,3, , , , , , ,    
12,2013,10,2,91,03,089,10,1,080,04, ,3, , , , , , ,    
12,2013,10,2,91,06,090,02,1,032,04, ,4, , , , , , ,    
12,2013,10,2,91,06,090,03,1,033,02, ,2, , , , , , ,    
12,2013,10,2,91,06,090,03,1,033,03, ,1, , , , , , ,    
12,2013,10,2,91,06,090,04,1,034,02, ,2, , , , , , ,    
12,2013,10,2,91,06,090,04,1,034,03, ,1, , , , , , ,    
12,2013,10,2,91,06,090,05,1,035,02, ,2, , , , , , ,    
12,2013,10,2,91,06,090,05,1,035,04, ,1, , , , , , ,    
12,2013,10,2,91,06,090,06,1,036,02, ,2, , , , , , ,    
12,2013,10,2,91,06,090,07,1,037,02, ,2, , , , , , ,    
12,2013,10,2,91,06,090,07,1,037,03, ,4, , , , , , ,    
12,2013,10,2,91,06,090,08,1,038,02, ,2, , , , , , ,    
12,2013,10,2,91,06,090,09,1,039,04, ,2, , , , , , ,    
12,2013,10,2,91,06,090,10,1,040,01, ,4, , , , , , ,    
12,2013,10,2,91,06,090,10,1,040,03, ,2, , , , , , ,    
12,2013,10,1,91,12,091,04,1,064,03, ,2, , , , , , ,    
12,2013,10,1,91,12,091,04,1,064,06, ,2, , , , , , ,    
12,2013,10,1,91,12,091,04,1,064,09, ,1, , , , , , ,    
12,2013,10,1,91,12,091,05,1,065,02, ,2, , , , , , ,    
12,2013,10,1,91,12,091,05,1,065,04, ,2, , , , , , ,    
12,2013,10,1,91,12,091,05,1,065,06,1, ,2,3, , , , ,5223
12,2013,10,1,91,12,091,05,1,065,07, ,2, , , , , , ,    
12,2013,10,1,91,12,091,06,1,066,02, ,2, , , , , , ,    
12,2013,10,1,91,12,091,06,1,066,04, ,2, , , , , , ,    
12,2013,10,1,91,12,091,06,1,066,05, ,1, , , , , , ,    
12,2013,10,1,91,12,091,07,1,067,02, ,1, , , , , , ,    
12,2013,10,1,91,12,091,08,1,068,02, ,2, , , , , , ,    
12,2013,10,1,91,12,091,08,1,068,03, ,1, , , , , , ,    
12,2013,10,1,91,12,091,08,1,068,04, ,1, , , , , , ,    
12,2013,10,2,91,15,092,03,1,023,03, ,1, , , , , , ,    
12,2013,10,2,91,15,092,05,1,025,01, ,4, , , , , , ,    
12,2013,10,2,91,21,093,01,1,081,01, ,3, , , , , , ,    
12,2013,10,2,91,21,093,01,1,081,02, ,4, , , , , , ,    
12,2013,10,2,91,21,093,01,1,081,04, ,2, , , , , , ,    
12,2013,10,2,91,21,093,02,1,082,03, ,1, , , , , , ,    
12,2013,10,2,91,21,093,02,1,082,05, ,4, , , , , , ,    
12,2013,10,2,91,21,093,03,1,083,03, ,2, , , , , , ,    
12,2013,10,2,91,21,093,03,1,083,07, ,3, , , , , , ,    
12,2013,10,2,91,21,093,06,1,086,01, ,4, , , , , , ,    
12,2013,10,2,91,21,093,08,1,088,02, ,2, , , , , , ,    
12,2013,10,2,91,21,093,08,1,088,05, ,3, , , , , , ,    
12,2013,10,2,91,21,093,08,1,088,06, ,3, , , , , , ,    
12,2013,10,2,91,21,093,09,1,089,04, ,2, , , , , , ,    
12,2013,10,2,91,21,093,09,1,089,05, ,2, , , , , , ,    
12,2013,10,2,91,21,093,10,1,090,02, ,2, , , , , , ,    
12,2013,10,3,91,24,094,02,1,092,01, ,4, , , , , , ,    
12,2013,10,3,91,24,094,02,1,092,02, ,2, , , , , , ,    
12,2013,10,3,91,24,094,04,1,094,03, ,2, , , , , , ,    
12,2013,10,3,91,24,094,06,1,096,02, ,4, , , , , , ,    
12,2013,10,3,91,24,094,06,1,096,03, ,3, , , , , , ,    
12,2013,10,3,91,24,094,09,1,099,02,1, ,2,4, , , , ,5249
12,2013,10,3,91,24,094,09,1,099,04, ,2, , , , , , ,    
12,2013,10,3,91,24,094,10,1,100,01, ,4, , , , , , ,    
12,2013,10,2,91,27,095,05,1,005,02, ,2, , , , , , ,    
12,2013,10,2,91,27,095,05,1,005,03, ,4, , , , , , ,    
12,2013,10,2,91,27,095,06,1,006,01, ,4, , , , , , ,    
12,2013,10,2,91,27,095,08,1,008,01, ,3, , , , , , ,    
12,2013,10,2,91,27,095,09,1,009,03,1, ,2,1, , , , ,4323
12,2013,10,2,91,27,095,09,1,009,04, ,1, , , , , , ,    
12,2013,10,2,91,27,095,10,1,010,01, ,4, , , , , , ,    
12,2013,10,2,91,36,096,01,1,051,02, ,2, , , , , , ,    
12,2013,10,2,91,36,096,01,1,051,03, ,1, , , , , , ,    
12,2013,10,2,91,36,096,02,1,052,02, ,2, , , , , , ,    
12,2013,10,2,91,36,096,03,1,053,02,1, ,2,1, , , , ,3313
12,2013,10,2,91,36,096,04,1,054,02, ,2, , , , , , ,    
12,2013,10,2,91,36,096,07,1,057,02, ,2, , , , , , ,    
12,2013,10,2,91,36,096,08,1,058,03, ,1, , , , , , ,    
12,2013,10,2,91,36,096,08,1,058,04, ,1, , , , , , ,    
12,2013,10,2,91,36,096,09,1,059,02, ,2, , , , , , ,    
12,2013,10,2,91,36,096,09,1,059,03, ,1, , , , , , ,    
12,2013,10,2,91,42,097,01,1,041,02, ,2, , , , , , ,    
12,2013,10,2,91,42,097,02,1,042,02, ,2, , , , , , ,    
12,2013,10,2,91,42,097,03,1,043,01, ,2, , , , , , ,    
12,2013,10,2,91,42,097,03,1,043,02, ,4, , , , , , ,    
12,2013,10,2,91,42,097,03,1,043,04, ,2, , , , , , ,    
12,2013,10,2,91,42,097,06,1,046,01, ,4, , , , , , ,    
12,2013,10,2,91,42,097,06,1,046,04, ,3, , , , , , ,    
12,2013,10,2,91,42,097,07,1,047,02, ,2, , , , , , ,    
12,2013,10,2,91,42,097,08,1,048,02, ,2, , , , , , ,    
12,2013,10,2,91,42,097,09,1,049,03, ,3, , , , , , ,    
12,2013,10,2,91,42,097,10,1,050,02, ,3, , , , , , ,    
12,2013,10,2,91,42,097,10,1,050,04, ,2, , , , , , ,    
12,2013,10,2,91,48,098,01,1,011,03, ,2, , , , , , ,    
12,2013,10,2,91,48,098,01,1,011,04, ,1, , , , , , ,    
12,2013,10,2,91,48,098,03,1,013,01, ,2, , , , , , ,    
12,2013,10,2,91,48,098,04,1,014,02, ,4, , , , , , ,    
12,2013,10,2,91,48,098,07,1,017,02, ,2, , , , , , ,    
12,2013,10,2,91,48,098,08,1,018,01,2,2, , , , , , ,    
12,2013,10,2,91,48,098,10,1,020,02, ,2, , , , , , ,    
12,2013,10,2,62,48,057,01,1,051,02, ,2, , , , , , ,    
12,2013,10,2,62,48,057,03,1,053,01, ,3, , , , , , ,    
12,2013,10,2,62,48,057,03,1,053,02, ,3, , , , , , ,    
12,2013,10,2,62,48,057,07,1,057,01, ,4, , , , , , ,    
12,2013,10,2,62,48,057,07,1,057,02, ,2, , , , , , ,    
12,2013,10,2,62,48,057,08,1,058,01, ,2, , , , , , ,    
12,2013,10,2,62,48,057,10,1,060,01, ,2, , , , , , ,    
12,2013,10,2,62,39,056,01,1,041,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,02,1,042,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,02,1,042,03, ,1, , , , , , ,    
12,2013,10,2,62,39,056,04,1,044,01, ,4, , , , , , ,    
12,2013,10,2,62,39,056,04,1,044,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,05,1,045,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,05,1,045,06, ,2, , , , , , ,    
12,2013,10,2,62,39,056,06,1,046,01, ,4, , , , , , ,    
12,2013,10,2,62,39,056,07,1,047,01, ,2, , , , , , ,    
12,2013,10,2,62,39,056,08,1,048,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,09,1,049,01, ,4, , , , , , ,    
12,2013,10,2,62,39,056,09,1,049,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,09,1,049,03, ,9, , , , , , ,    
12,2013,10,2,62,39,056,09,1,049,04, ,1, , , , , , ,    
12,2013,10,2,62,39,056,10,1,050,02, ,2, , , , , , ,    
12,2013,10,2,62,39,056,10,1,050,03, ,1, , , , , , ,    
12,2013,10,2,62,30,055,01,1,031,04, ,3, , , , , , ,    
12,2013,10,2,62,30,055,02,1,032,02, ,2, , , , , , ,    
12,2013,10,2,62,30,055,02,1,032,03, ,2, , , , , , ,    
12,2013,10,2,62,30,055,03,1,033,02, ,2, , , , , , ,    
12,2013,10,2,62,30,055,05,1,035,03, ,1, , , , , , ,    
12,2013,10,2,62,30,055,06,1,036,02, ,2, , , , , , ,    
12,2013,10,2,62,30,055,07,1,037,02, ,2, , , , , , ,    
12,2013,10,2,62,30,055,08,1,038,02, ,2, , , , , , ,    
12,2013,10,2,62,30,055,08,1,038,03, ,1, , , , , , ,    
12,2013,10,2,62,30,055,09,1,039,03,1, ,3, , , , , ,    
12,2013,10,2,62,30,055,10,1,040,02, ,2, , , , , , ,    
12,2013,10,2,62,30,055,10,1,040,03, ,2, , , , , , ,    
12,2013,10,2,62,18,054,01,1,021,01, ,4, , , , , , ,    
12,2013,10,2,62,18,054,02,1,022,02, ,2, , , , , , ,    
12,2013,10,2,62,18,054,05,1,025,03, ,2, , , , , , ,    
12,2013,10,2,62,18,054,06,1,026,02, ,2, , , , , , ,    
12,2013,10,2,62,18,054,07,1,027,06, ,2, , , , , , ,    
12,2013,10,2,62,18,054,07,1,027,07, ,1, , , , , , ,    
12,2013,10,2,62,18,054,08,1,028,02, ,2, , , , , , ,    
12,2013,10,1,62,15,053,01,1,011,02, ,2, , , , , , ,    
12,2013,10,1,62,15,053,02,1,012,02, ,2, , , , , , ,    
12,2013,10,1,62,15,053,03,1,013,01, ,2, , , , , , ,    
12,2013,10,1,62,15,053,06,1,016,02, ,2, , , , , , ,    
12,2013,10,1,62,15,053,07,1,017,03, ,2, , , , , , ,    
12,2013,10,1,62,15,053,07,1,017,04, ,2, , , , , , ,    
12,2013,10,1,62,15,053,08,1,018,02, ,2, , , , , , ,    
12,2013,10,1,62,15,053,09,1,019,02, ,2, , , , , , ,    
12,2013,10,1,62,15,053,10,1,020,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,01,1,001,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,01,1,001,03, ,4, , , , , , ,    
12,2013,10,2,62,03,052,01,1,001,04, ,1, , , , , , ,    
12,2013,10,2,62,03,052,03,1,003,01, ,3, , , , , , ,    
12,2013,10,2,62,03,052,03,1,003,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,03,1,003,04, ,1, , , , , , ,    
12,2013,10,2,62,03,052,03,1,003,05, ,1, , , , , , ,    
12,2013,10,2,62,03,052,03,1,003,06, ,2, , , , , , ,    
12,2013,10,2,62,03,052,04,1,004,01, ,3, , , , , , ,    
12,2013,10,2,62,03,052,04,1,004,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,04,1,004,04, ,2, , , , , , ,    
12,2013,10,2,62,03,052,05,1,005,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,08,1,008,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,09,1,009,02, ,2, , , , , , ,    
12,2013,10,2,62,03,052,09,1,009,03, ,1, , , , , , ,    
12,2013,10,2,72,03,040,05,1,025,02, ,2, , , , , , ,    
12,2013,10,2,72,03,040,05,1,025,05, ,2, , , , , , ,    
12,2013,10,2,72,03,040,06,1,026,02, ,2, , , , , , ,    
12,2013,10,2,72,03,040,06,1,026,03, ,1, , , , , , ,    
12,2013,10,2,72,03,040,06,1,026,04, ,2, , , , , , ,    
12,2013,10,2,72,03,040,08,1,028,01, ,3, , , , , , ,    
12,2013,10,2,72,03,040,09,1,029,02, ,2, , , , , , ,    
12,2013,10,2,72,03,040,10,1,030,03, ,1, , , , , , ,    
12,2013,10,2,72,06,041,01,1,001,02, ,2, , , , , , ,    
12,2013,10,2,72,06,041,01,1,001,03, ,1, , , , , , ,    
12,2013,10,2,72,06,041,01,1,001,05, ,3, , , , , , ,    
12,2013,10,2,72,06,041,02,1,002,02, ,2, , , , , , ,    
12,2013,10,2,72,06,041,06,1,006,01, ,4, , , , , , ,    
12,2013,10,2,72,06,041,08,1,008,01, ,3, , , , , , ,    
12,2013,10,2,72,06,041,10,1,010,02, ,2, , , , , , ,    
12,2013,10,2,72,06,041,10,1,010,03, ,1, , , , , , ,    
12,2013,10,2,72,06,041,10,1,010,05,2,4, , , , , , ,    
12,2013,10,2,72,10,042,01,1,011,01, ,4, , , , , , ,    
12,2013,10,2,72,10,042,01,1,011,02, ,3, , , , , , ,    
12,2013,10,2,72,10,042,02,1,012,05, ,3, , , , , , ,    
12,2013,10,2,72,10,042,04,1,014,03, ,3, , , , , , ,    
12,2013,10,2,72,10,042,05,1,015,04, ,3, , , , , , ,    
12,2013,10,2,72,10,042,05,1,015,05, ,3, , , , , , ,    
12,2013,10,2,72,10,042,07,1,017,04, ,1, , , , , , ,    
12,2013,10,2,72,10,042,07,1,017,05, ,1, , , , , , ,    
12,2013,10,2,72,10,042,10,1,020,01, ,2, , , , , , ,    
12,2013,10,2,72,12,043,04,1,034,02, ,2, , , , , , ,    
12,2013,10,2,72,12,043,04,1,034,04, ,2, , , , , , ,    
12,2013,10,2,72,12,043,06,1,036,02, ,2, , , , , , ,    
12,2013,10,2,72,12,043,07,1,037,02, ,3, , , , , , ,    
12,2013,10,2,72,12,043,07,1,037,04, ,2, , , , , , ,    
12,2013,10,2,72,12,043,09,1,039,01, ,3, , , , , , ,    
12,2013,10,2,72,12,043,09,1,039,02, ,3, , , , , , ,    
12,2013,10,2,72,12,043,09,1,039,04, ,2, , , , , , ,    
12,2013,10,2,72,12,043,09,1,039,05,1, ,2,1, , , , ,2330
12,2013,10,2,72,12,043,09,1,039,06, ,1, , , , , , ,    
12,2013,10,2,72,12,043,10,1,040,02, ,2, , , , , , ,    
12,2013,10,2,72,18,044,01,1,041,02, ,2, , , , , , ,    
12,2013,10,2,72,18,044,02,1,042,01, ,2, , , , , , ,    
12,2013,10,2,72,18,044,04,1,044,02, ,2, , , , , , ,    
12,2013,10,2,72,18,044,04,1,044,03, ,1, , , , , , ,    
12,2013,10,2,72,18,044,05,1,045,02, ,2, , , , , , ,    
12,2013,10,2,72,18,044,06,1,046,01, ,2, , , , , , ,    
12,2013,10,2,72,18,044,07,1,047,02, ,2, , , , , , ,    
12,2013,10,2,72,18,044,07,1,047,03, ,1, , , , , , ,    
12,2013,10,2,72,18,044,08,1,048,01,1, ,1, ,1,1,2,4,7513
12,2013,10,2,72,18,044,08,1,048,02,1, ,1, ,1,1,2,4,5411
12,2013,10,2,72,18,044,08,1,048,03, ,2, , , , , , ,    
12,2013,10,2,72,18,044,10,1,050,02, ,3, , , , , , ,    
12,2013,10,2,72,18,044,10,1,050,03, ,2, , , , , , ,    
12,2013,10,2,23,06,046,03,1,003,02, ,2, , , , , , ,    
12,2013,10,2,23,06,046,03,1,003,04,1, ,2,4, , , , ,4110
12,2013,10,2,23,06,046,03,1,003,05, ,2, , , , , , ,    
12,2013,10,2,23,06,046,07,1,007,01, ,2, , , , , , ,    
12,2013,10,2,23,06,046,08,1,008,01, ,2, , , , , , ,    
12,2013,10,2,23,06,046,09,1,009,03, ,2, , , , , , ,    
12,2013,10,3,23,12,047,02,1,012,01,2,2, , , , , , ,    
12,2013,10,3,23,12,047,03,1,013,01,2,3, , , , , , ,    
12,2013,10,3,23,12,047,04,1,014,04, ,1, , , , , , ,    
12,2013,10,3,23,12,047,05,1,015,03,2,1, , , , , , ,    
12,2013,10,3,23,12,047,05,1,015,06, ,3, , , , , , ,    
12,2013,10,1,23,12,048,01,1,021,03, ,1, , , , , , ,    
12,2013,10,1,23,12,048,03,1,023,02, ,2, , , , , , ,    
12,2013,10,1,23,12,048,04,1,024,01, ,3, , , , , , ,    
12,2013,10,1,23,12,048,04,1,024,03,1, ,2,3, , , , ,3322
12,2013,10,1,23,12,048,04,1,024,05, ,2, , , , , , ,    
12,2013,10,1,23,12,048,05,1,025,01, ,3, , , , , , ,    
12,2013,10,1,23,12,048,07,1,027,01, ,2, , , , , , ,    
12,2013,10,1,23,12,048,07,1,027,03, ,1, , , , , , ,    
12,2013,10,1,23,12,048,08,1,028,01, ,3, , , , , , ,    
12,2013,10,1,23,12,048,08,1,028,02, ,2, , , , , , ,    
12,2013,10,1,23,12,048,10,1,030,02, ,2, , , , , , ,    
12,2013,10,1,23,12,048,10,1,030,03, ,1, , , , , , ,    
12,2013,10,2,23,15,049,02,1,032,02, ,2, , , , , , ,    
12,2013,10,2,23,15,049,07,1,037,03,2,1, , , , , , ,    
12,2013,10,2,23,15,049,09,1,039,02, ,2, , , , , , ,    
12,2013,10,3,23,15,050,05,1,045,03, ,4, , , , , , ,    
12,2013,10,3,23,15,050,08,1,048,03, ,2, , , , , , ,    
12,2013,10,3,23,15,050,09,1,049,03, ,1, , , , , , ,    
12,2013,10,3,23,15,050,09,1,049,04, ,1, , , , , , ,    
12,2013,10,3,23,15,050,10,1,050,03, ,1, , , , , , ,    
12,2013,10,2,44,03,028,02,1,012,01, ,3, , , , , , ,    
12,2013,10,2,44,03,028,02,1,012,02, ,3, , , , , , ,    
12,2013,10,2,44,03,028,03,1,013,02, ,3, , , , , , ,    
12,2013,10,2,44,03,028,04,1,014,02, ,2, , , , , , ,    
12,2013,10,2,44,03,028,05,1,015,01, ,3, , , , , , ,    
12,2013,10,2,44,03,028,06,1,016,02, ,2, , , , , , ,    
12,2013,10,2,44,03,028,07,1,017,02, ,2, , , , , , ,    
12,2013,10,2,44,03,028,08,1,018,01, ,2, , , , , , ,    
12,2013,10,2,44,03,028,10,1,020,02, ,2, , , , , , ,    
12,2013,10,2,44,12,029,02,1,002,02, ,2, , , , , , ,    
12,2013,10,2,44,12,029,03,1,003,02, ,3, , , , , , ,    
12,2013,10,2,44,12,029,03,1,003,03, ,1, , , , , , ,    
12,2013,10,2,44,12,029,03,1,003,05, ,1, , , , , , ,    
12,2013,10,2,44,12,029,04,1,004,02, ,2, , , , , , ,    
12,2013,10,2,44,12,029,05,1,005,02, ,4, , , , , , ,    
12,2013,10,2,44,12,029,06,1,006,02, ,2, , , , , , ,    
12,2013,10,2,44,12,029,06,1,006,03, ,1, , , , , , ,    
12,2013,10,2,44,12,029,06,1,006,04, ,1, , , , , , ,    
12,2013,10,2,44,15,030,02,1,022,01, ,2, , , , , , ,    
12,2013,10,2,44,15,030,02,1,022,02, ,1, , , , , , ,    
12,2013,10,2,44,15,030,03,1,023,01, ,3, , , , , , ,    
12,2013,10,2,44,15,030,04,1,024,02, ,2, , , , , , ,    
12,2013,10,2,44,15,030,05,1,025,02, ,2, , , , , , ,    
12,2013,10,2,44,15,030,06,1,026,01, ,2, , , , , , ,    
12,2013,10,2,44,15,030,06,1,026,04, ,2, , , , , , ,    
12,2013,10,2,44,15,030,07,1,027,02, ,2, , , , , , ,    
12,2013,10,2,44,15,030,08,1,028,02, ,2, , , , , , ,    
12,2013,10,2,44,15,030,09,1,029,02, ,2, , , , , , ,    
12,2013,10,2,44,15,030,10,1,030,02, ,2, , , , , , ,    
12,2013,10,2,82,27,039,03,1,033,01,2,3, , , , , , ,    
12,2013,10,2,82,27,039,03,1,033,02,2,3, , , , , , ,    
12,2013,10,2,82,27,039,05,1,035,02, ,2, , , , , , ,    
12,2013,10,2,82,27,039,06,1,036,03, ,1, , , , , , ,    
12,2013,10,2,82,27,039,06,1,036,07, ,2, , , , , , ,    
