REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q51SERNO,Q51,Q52,Q53,Q54,Q55A,Q55B1,Q55B2,Q55B3,Q56
12,2013,04,2,11,15,065,02,1,082,02, ,2, , , , , , ,    
12,2013,04,2,11,15,065,03,1,083,02, ,2, , , , , , ,    
12,2013,04,2,11,15,065,03,1,083,05,1, ,1, ,1,4, , ,7533
12,2013,04,2,11,15,065,04,1,084,03, ,1, , , , , , ,    
12,2013,04,2,11,15,065,05,1,085,03, ,1, , , , , , ,    
12,2013,04,2,11,15,065,06,1,086,01, ,4, , , , , , ,    
12,2013,04,2,11,15,065,06,1,086,03, ,2, , , , , , ,    
12,2013,04,2,11,15,065,08,1,087,02, ,2, , , , , , ,    
12,2013,04,2,11,15,065,07,1,088,03, ,1, , , , , , ,    
12,2013,04,2,11,15,065,07,1,088,04, ,1, , , , , , ,    
12,2013,04,2,11,12,064,02,1,072,02, ,2, , , , , , ,    
12,2013,04,2,11,12,064,02,1,072,04, ,2, , , , , , ,    
12,2013,04,2,11,12,064,05,1,075,01, ,3, , , , , , ,    
12,2013,04,2,11,12,064,09,1,079,02, ,1, , , , , , ,    
12,2013,04,2,11,12,063,02,1,062,02, ,2, , , , , , ,    
12,2013,04,2,11,12,063,02,1,062,04, ,3, , , , , , ,    
12,2013,04,2,11,12,063,03,1,063,02, ,2, , , , , , ,    
12,2013,04,2,11,12,063,04,1,064,01, ,3, , , , , , ,    
12,2013,04,2,11,12,063,04,1,064,03, ,2, , , , , , ,    
12,2013,04,2,11,12,063,04,1,064,04, ,1, , , , , , ,    
12,2013,04,2,11,12,063,05,1,065,01, ,3, , , , , , ,    
12,2013,04,2,11,12,063,05,1,065,04, ,1, , , , , , ,    
12,2013,04,2,11,12,063,05,1,065,05, ,1, , , , , , ,    
12,2013,04,2,11,12,063,06,1,066,01, ,2, , , , , , ,    
12,2013,04,2,11,12,063,06,1,066,05, ,2, , , , , , ,    
12,2013,04,2,11,12,063,10,1,070,05, ,3, , , , , , ,    
12,2013,04,2,11,12,063,10,1,070,06, ,3, , , , , , ,    
12,2013,04,1,11,09,062,01,1,051,01, ,3, , , , , , ,    
12,2013,04,1,11,09,062,01,1,051,02, ,2, , , , , , ,    
12,2013,04,1,11,09,062,01,1,051,05, ,2, , , , , , ,    
12,2013,04,1,11,09,062,04,1,054,05, ,2, , , , , , ,    
12,2013,04,1,11,09,062,07,1,057,02, ,1, , , , , , ,    
12,2013,04,1,11,09,062,07,1,057,03, ,2, , , , , , ,    
12,2013,04,1,11,09,062,08,1,058,02, ,2, , , , , , ,    
12,2013,04,1,11,09,062,10,1,060,01, ,3, , , , , , ,    
12,2013,04,1,11,09,062,10,1,060,02, ,2, , , , , , ,    
12,2013,04,1,11,09,061,01,1,041,01, ,3, , , , , , ,    
12,2013,04,1,11,09,061,01,1,041,02, ,3, , , , , , ,    
12,2013,04,1,11,09,061,01,1,041,06, ,1, , , , , , ,    
12,2013,04,1,11,09,061,04,1,044,01, ,3, , , , , , ,    
12,2013,04,1,11,09,061,04,1,044,02, ,9, , , , , , ,    
12,2013,04,1,11,09,061,05,1,045,02, ,2, , , , , , ,    
12,2013,04,1,11,09,061,06,1,046,02, ,2, , , , , , ,    
12,2013,04,1,11,09,061,07,1,047,02, ,2, , , , , , ,    
12,2013,04,1,11,09,061,08,1,048,03, ,1, , , , , , ,    
12,2013,04,1,11,09,061,08,1,048,04, ,1, , , , , , ,    
12,2013,04,1,11,09,061,09,1,049,02, ,2, , , , , , ,    
12,2013,04,1,11,09,061,09,1,049,04, ,4, , , , , , ,    
12,2013,04,1,11,09,061,09,1,049,05, ,1, , , , , , ,    
12,2013,04,1,11,09,061,10,1,050,02, ,2, , , , , , ,    
12,2013,04,1,11,09,061,10,1,050,03, ,1, , , , , , ,    
12,2013,04,1,11,09,061,10,1,050,04, ,4, , , , , , ,    
12,2013,04,2,11,06,060,01,1,172,04, ,2, , , , , , ,    
12,2013,04,2,11,06,060,02,1,173,02,1, ,2,3, , , , ,2221
12,2013,04,2,11,06,060,02,1,173,05, ,4, , , , , , ,    
12,2013,04,2,11,06,060,03,1,174,02, ,2, , , , , , ,    
12,2013,04,2,11,06,060,03,1,174,03, ,1, , , , , , ,    
12,2013,04,2,11,06,060,04,1,175,01,1, ,2,3, , , , ,3512
12,2013,04,2,11,06,060,04,1,175,04, ,3, , , , , , ,    
12,2013,04,2,11,06,060,04,1,175,05, ,3, , , , , , ,    
12,2013,04,2,11,06,060,05,1,176,04, ,2, , , , , , ,    
12,2013,04,2,11,06,060,05,1,176,05, ,3, , , , , , ,    
12,2013,04,2,11,06,060,07,1,178,02, ,2, , , , , , ,    
12,2013,04,2,11,06,060,07,1,178,03, ,9, , , , , , ,    
12,2013,04,2,11,06,060,07,1,178,04, ,2, , , , , , ,    
12,2013,04,2,11,06,060,08,1,179,02, ,2, , , , , , ,    
12,2013,04,2,11,06,060,08,1,179,03, ,1, , , , , , ,    
12,2013,04,2,11,06,060,08,1,179,05, ,9, , , , , , ,    
12,2013,04,2,11,06,060,08,1,179,06, ,3, , , , , , ,    
12,2013,04,2,11,06,060,08,1,179,07, ,3, , , , , , ,    
12,2013,04,2,11,06,060,09,1,180,05, ,2, , , , , , ,    
12,2013,04,2,11,06,060,09,1,180,06, ,3, , , , , , ,    
12,2013,04,2,11,06,060,10,1,181,02, ,2, , , , , , ,    
12,2013,04,1,11,06,059,01,1,182,02, ,2, , , , , , ,    
12,2013,04,1,11,06,059,01,1,182,04, ,1, , , , , , ,    
12,2013,04,1,11,06,059,01,1,182,05, ,2, , , , , , ,    
12,2013,04,1,11,06,059,02,1,183,02,1, ,2,3, , , , ,5131
12,2013,04,1,11,06,059,02,1,183,04, ,2, , , , , , ,    
12,2013,04,1,11,06,059,04,1,185,02, ,2, , , , , , ,    
12,2013,04,1,11,06,059,05,1,186,01, ,2, , , , , , ,    
12,2013,04,1,11,06,059,06,1,187,02, ,2, , , , , , ,    
12,2013,04,1,11,06,059,07,1,188,02, ,2, , , , , , ,    
12,2013,04,1,11,06,059,08,1,189,01, ,2, , , , , , ,    
12,2013,04,1,11,06,059,08,1,189,02, ,2, , , , , , ,    
12,2013,04,1,11,06,059,08,1,189,03, ,9, , , , , , ,    
12,2013,04,1,11,06,059,08,1,189,04, ,1, , , , , , ,    
12,2013,04,1,11,06,059,09,1,190,01, ,2, , , , , , ,    
12,2013,04,1,11,06,059,09,1,190,03, ,2, , , , , , ,    
12,2013,04,1,11,06,059,09,2,191,01, ,2, , , , , , ,    
12,2013,04,1,11,03,058,02,1,012,02, ,2, , , , , , ,    
12,2013,04,1,11,03,058,02,1,012,03, ,2, , , , , , ,    
12,2013,04,1,11,03,058,03,1,013,02, ,2, , , , , , ,    
12,2013,04,1,11,03,058,03,1,013,04, ,2, , , , , , ,    
12,2013,04,1,11,03,058,03,1,013,05, ,1, , , , , , ,    
12,2013,04,1,11,03,058,03,1,013,07, ,2, , , , , , ,    
12,2013,04,1,11,03,058,04,1,014,02, ,2, , , , , , ,    
12,2013,04,1,11,03,058,04,1,014,04, ,1, , , , , , ,    
12,2013,04,1,11,03,058,05,1,015,01, ,4, , , , , , ,    
12,2013,04,1,11,03,058,05,1,015,04,1, ,2,3, , , , ,3341
12,2013,04,1,11,03,058,05,1,015,05, ,1, , , , , , ,    
12,2013,04,1,11,03,058,06,1,016,02, ,4, , , , , , ,    
12,2013,04,1,11,03,058,07,1,017,01, ,3, , , , , , ,    
12,2013,04,1,11,03,058,07,1,017,02, ,2, , , , , , ,    
12,2013,04,1,11,03,058,07,1,017,05, ,1, , , , , , ,    
12,2013,04,1,11,03,058,08,1,018,02, ,2, , , , , , ,    
12,2013,04,1,11,03,058,08,1,018,04, ,2, , , , , , ,    
12,2013,04,1,11,03,058,08,1,018,07, ,4, , , , , , ,    
12,2013,04,1,11,03,058,08,1,018,08, ,2, , , , , , ,    
12,2013,04,1,11,03,058,08,1,018,09, ,2, , , , , , ,    
12,2013,04,1,11,03,058,10,1,020,02, ,2, , , , , , ,    
12,2013,04,1,11,03,057,02,1,002,01, ,3, , , , , , ,    
12,2013,04,1,11,03,057,02,1,002,02, ,2, , , , , , ,    
12,2013,04,1,11,03,057,02,1,002,03, ,1, , , , , , ,    
12,2013,04,1,11,03,057,03,1,003,03, ,2, , , , , , ,    
12,2013,04,1,11,03,057,03,1,003,04, ,4, , , , , , ,    
12,2013,04,1,11,03,057,05,1,005,02, ,2, , , , , , ,    
12,2013,04,1,11,03,057,06,1,006,01, ,3, , , , , , ,    
12,2013,04,1,11,03,057,07,1,007,03, ,2, , , , , , ,    
12,2013,04,1,11,03,057,07,1,007,04,1, ,2,4, , , , ,8189
12,2013,04,1,11,03,057,08,1,008,03, ,1, , , , , , ,    
12,2013,04,1,11,03,057,09,1,009,01, ,4, , , , , , ,    
12,2013,04,1,11,03,057,09,1,009,02, ,2, , , , , , ,    
12,2013,04,2,51,03,022,02,1,042,02, ,2, , , , , , ,    
12,2013,04,2,51,03,022,03,1,043,02, ,2, , , , , , ,    
12,2013,04,2,51,03,022,03,1,043,05, ,2, , , , , , ,    
12,2013,04,2,51,03,022,04,1,044,02, ,2, , , , , , ,    
12,2013,04,2,51,03,022,08,1,048,02,1, ,1, ,1,1, , ,9215
12,2013,04,2,51,03,022,09,1,049,02, ,2, , , , , , ,    
12,2013,04,2,51,34,023,01,1,021,02, ,2, , , , , , ,    
12,2013,04,2,51,34,023,03,1,023,03, ,1, , , , , , ,    
12,2013,04,2,51,34,023,03,1,023,04, ,1, , , , , , ,    
12,2013,04,2,51,34,023,04,1,024,02, ,2, , , , , , ,    
12,2013,04,2,51,34,023,05,1,025,04, ,1, , , , , , ,    
12,2013,04,2,51,34,023,06,1,026,02, ,1, , , , , , ,    
12,2013,04,2,51,34,023,08,1,028,03, ,1, , , , , , ,    
12,2013,04,2,51,34,023,08,1,028,06, ,3, , , , , , ,    
12,2013,04,2,51,34,023,09,1,029,02, ,3, , , , , , ,    
12,2013,04,2,51,31,024,01,1,011,02, ,2, , , , , , ,    
12,2013,04,2,51,31,024,01,1,011,03, ,1, , , , , , ,    
12,2013,04,2,51,31,024,02,1,012,01, ,2, , , , , , ,    
12,2013,04,2,51,31,024,04,1,014,02, ,2, , , , , , ,    
12,2013,04,2,51,31,024,05,1,015,02, ,2, , , , , , ,    
12,2013,04,2,51,31,024,06,1,016,02, ,2, , , , , , ,    
12,2013,04,2,51,31,024,06,1,016,03, ,2, , , , , , ,    
12,2013,04,2,51,31,024,07,1,017,02, ,2, , , , , , ,    
12,2013,04,2,51,31,024,10,1,020,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,01,1,001,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,02,1,002,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,03,1,003,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,04,1,004,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,04,1,004,05, ,2, , , , , , ,    
12,2013,04,1,51,18,025,05,1,005,01, ,3, , , , , , ,    
12,2013,04,1,51,18,025,05,1,005,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,05,1,005,03, ,2, , , , , , ,    
12,2013,04,1,51,18,025,06,1,006,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,06,1,006,05, ,1, , , , , , ,    
12,2013,04,1,51,18,025,07,1,007,01,2,3, , , , , , ,    
12,2013,04,1,51,18,025,07,1,007,02,2,2, , , , , , ,    
12,2013,04,1,51,18,025,07,1,007,03,2,1, , , , , , ,    
12,2013,04,1,51,18,025,07,1,007,04,2,1, , , , , , ,    
12,2013,04,1,51,18,025,09,1,009,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,09,1,009,04, ,2, , , , , , ,    
12,2013,04,1,51,18,025,10,1,010,02, ,2, , , , , , ,    
12,2013,04,1,51,18,025,10,1,010,04, ,1, , , , , , ,    
12,2013,04,1,51,11,026,01,1,061,02, ,2, , , , , , ,    
12,2013,04,1,51,11,026,02,1,062,02, ,2, , , , , , ,    
12,2013,04,1,51,11,026,02,1,062,03, ,1, , , , , , ,    
12,2013,04,1,51,11,026,03,1,063,02, ,2, , , , , , ,    
12,2013,04,1,51,11,026,03,1,063,03, ,1, , , , , , ,    
12,2013,04,1,51,11,026,04,1,064,02, ,2, , , , , , ,    
12,2013,04,1,51,11,026,05,1,065,01, ,3, , , , , , ,    
12,2013,04,1,51,11,026,05,1,065,02, ,3, , , , , , ,    
12,2013,04,1,51,11,026,06,1,066,01, ,2, , , , , , ,    
12,2013,04,1,51,11,026,06,1,066,02, ,1, , , , , , ,    
12,2013,04,1,51,11,026,09,1,069,01, ,3, , , , , , ,    
12,2013,04,1,51,11,026,10,1,070,02, ,2, , , , , , ,    
12,2013,04,2,51,37,027,01,1,031,03, ,2, , , , , , ,    
12,2013,04,2,51,37,027,01,1,031,04, ,2, , , , , , ,    
12,2013,04,2,51,37,027,02,1,032,02, ,2, , , , , , ,    
12,2013,04,2,51,37,027,02,1,032,03, ,4, , , , , , ,    
12,2013,04,2,51,37,027,03,1,033,02, ,2, , , , , , ,    
12,2013,04,2,51,37,027,04,1,034,02, ,2, , , , , , ,    
12,2013,04,2,51,37,027,04,1,034,03, ,1, , , , , , ,    
12,2013,04,2,51,37,027,04,1,034,04, ,1, , , , , , ,    
12,2013,04,2,51,37,027,06,1,036,02, ,2, , , , , , ,    
12,2013,04,2,51,37,027,07,1,037,01, ,3, , , , , , ,    
12,2013,04,2,51,37,027,07,1,037,02, ,2, , , , , , ,    
12,2013,04,2,51,37,027,07,1,037,03, ,9, , , , , , ,    
12,2013,04,2,51,37,027,07,1,037,04, ,9, , , , , , ,    
12,2013,04,2,51,37,027,09,1,039,02, ,1, , , , , , ,    
12,2013,04,2,51,41,028,01,1,051,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,02,1,052,01, ,2, , , , , , ,    
12,2013,04,2,51,41,028,04,1,054,03, ,1, , , , , , ,    
12,2013,04,2,51,41,028,05,1,055,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,06,1,056,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,06,1,056,03, ,1, , , , , , ,    
12,2013,04,2,51,41,028,06,1,056,04, ,1, , , , , , ,    
12,2013,04,2,51,41,028,07,1,057,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,07,1,057,04, ,1, , , , , , ,    
12,2013,04,2,51,41,028,08,1,058,01, ,4, , , , , , ,    
12,2013,04,2,51,41,028,08,1,058,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,09,1,059,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,10,1,060,02, ,2, , , , , , ,    
12,2013,04,2,51,41,028,10,1,060,03, ,2, , , , , , ,    
12,2013,04,2,81,03,024,01,1,041,02, ,2, , , , , , ,    
12,2013,04,2,81,03,024,01,1,041,03, ,1, , , , , , ,    
12,2013,04,2,81,03,024,02,1,042,01, ,3, , , , , , ,    
12,2013,04,2,81,03,024,02,1,042,03, ,2, , , , , , ,    
12,2013,04,2,81,03,024,02,1,042,04, ,1, , , , , , ,    
12,2013,04,2,81,03,024,03,1,043,02, ,2, , , , , , ,    
12,2013,04,2,81,03,024,03,1,043,03, ,1, , , , , , ,    
12,2013,04,2,81,03,024,04,1,044,02, ,2, , , , , , ,    
12,2013,04,2,81,03,024,05,1,045,02, ,2, , , , , , ,    
12,2013,04,2,81,03,024,05,1,045,04, ,3, , , , , , ,    
12,2013,04,2,81,03,024,06,1,046,02, ,2, , , , , , ,    
12,2013,04,2,81,03,024,07,1,047,02, ,2, , , , , , ,    
12,2013,04,2,81,03,024,07,1,047,03, ,2, , , , , , ,    
12,2013,04,2,81,03,024,07,1,047,04, ,2, , , , , , ,    
12,2013,04,2,81,03,024,08,1,048,01, ,3, , , , , , ,    
12,2013,04,2,81,03,024,08,1,048,02, ,3, , , , , , ,    
12,2013,04,2,81,03,024,09,1,049,03, ,1, , , , , , ,    
12,2013,04,2,81,03,024,09,1,049,04, ,1, , , , , , ,    
12,2013,04,2,81,03,024,09,1,049,06, ,3, , , , , , ,    
12,2013,04,2,81,03,024,10,1,050,01, ,2, , , , , , ,    
12,2013,04,2,81,03,024,10,1,050,03, ,1, , , , , , ,    
12,2013,04,2,81,15,025,01,1,061,01, ,3, , , , , , ,    
12,2013,04,2,81,15,025,03,1,063,04, ,1, , , , , , ,    
12,2013,04,2,81,15,025,04,1,064,05, ,1, , , , , , ,    
12,2013,04,2,81,15,025,04,1,064,07, ,3, , , , , , ,    
12,2013,04,2,81,15,025,05,1,065,01, ,2, , , , , , ,    
12,2013,04,2,81,15,025,06,1,066,02, ,2, , , , , , ,    
12,2013,04,2,81,15,025,07,1,067,01, ,3, , , , , , ,    
12,2013,04,2,81,15,025,08,1,068,02, ,2, , , , , , ,    
12,2013,04,2,81,15,025,08,1,068,03, ,4, , , , , , ,    
12,2013,04,2,81,15,025,09,1,069,04, ,1, , , , , , ,    
12,2013,04,3,81,18,026,01,1,012,06, ,3, , , , , , ,    
12,2013,04,3,81,18,026,02,1,013,02, ,2, , , , , , ,    
12,2013,04,3,81,18,026,03,1,014,03, , ,3, , , , , ,    
12,2013,04,3,81,18,026,04,1,015,02, ,2, , , , , , ,    
12,2013,04,3,81,18,026,05,1,016,02, ,2, , , , , , ,    
12,2013,04,3,81,18,026,10,1,021,02, ,2, , , , , , ,    
12,2013,04,1,81,21,027,03,1,003,02, ,2, , , , , , ,    
12,2013,04,1,81,21,027,03,1,003,03, ,1, , , , , , ,    
12,2013,04,1,81,21,027,05,1,005,03, ,1, , , , , , ,    
12,2013,04,1,81,21,027,06,1,006,01, ,3, , , , , , ,    
12,2013,04,1,81,21,027,06,1,006,02, ,2, , , , , , ,    
12,2013,04,1,81,21,027,06,2,007,02, ,2, , , , , , ,    
12,2013,04,1,81,21,027,07,1,008,04, ,3, , , , , , ,    
12,2013,04,1,81,21,027,09,1,010,02, ,2, , , , , , ,    
12,2013,04,1,81,21,027,09,1,010,03, ,1, , , , , , ,    
12,2013,04,1,81,21,027,09,1,010,04, ,3, , , , , , ,    
12,2013,04,2,81,24,028,01,1,032,03, ,1, , , , , , ,    
12,2013,04,2,81,24,028,02,1,033,01, ,2, , , , , , ,    
12,2013,04,2,81,24,028,02,1,033,02, ,2, , , , , , ,    
12,2013,04,2,81,24,028,02,1,033,03, ,2, , , , , , ,    
12,2013,04,2,81,24,028,03,1,034,02, ,2, , , , , , ,    
12,2013,04,2,81,24,028,03,1,034,03,1, ,2,1, , , , ,4311
12,2013,04,2,81,24,028,04,1,035,01, ,2, , , , , , ,    
12,2013,04,2,81,24,028,04,1,035,02,1, ,2,4, , , , ,9112
12,2013,04,2,81,24,028,05,1,036,04, ,3, , , , , , ,    
12,2013,04,2,81,24,028,07,1,038,02,1, ,2,1, , , , ,9112
12,2013,04,2,81,24,028,10,1,041,01, ,3, , , , , , ,    
12,2013,04,2,81,24,028,10,1,041,02, ,3, , , , , , ,    
12,2013,04,2,81,24,028,10,1,041,03, ,2, , , , , , ,    
12,2013,04,2,81,30,029,03,1,024,03, ,2, , , , , , ,    
12,2013,04,2,81,30,029,03,1,024,04, ,2, , , , , , ,    
12,2013,04,2,81,30,029,06,1,027,04, ,2, , , , , , ,    
12,2013,04,2,81,30,029,07,1,028,03, ,2, , , , , , ,    
12,2013,04,2,81,30,029,07,1,028,04, ,2, , , , , , ,    
12,2013,04,2,81,30,029,08,1,029,04, ,2, , , , , , ,    
12,2013,04,2,81,30,029,09,1,030,05, ,3, , , , , , ,    
12,2013,04,2,81,30,029,09,1,030,06, ,2, , , , , , ,    
12,2013,04,2,81,30,029,09,1,030,07, ,2, , , , , , ,    
12,2013,04,2,81,15,030,01,1,051,03, ,1, , , , , , ,    
12,2013,04,2,81,15,030,04,1,054,02, ,4, , , , , , ,    
12,2013,04,2,81,15,030,05,1,055,01, ,3, , , , , , ,    
12,2013,04,2,81,15,030,06,1,056,02, ,2, , , , , , ,    
12,2013,04,2,81,15,030,09,1,059,03, ,1, , , , , , ,    
12,2013,04,2,71,15,018,01,1,001,03, ,2, , , , , , ,    
12,2013,04,2,71,15,018,02,1,002,01, ,2, , , , , , ,    
12,2013,04,2,71,15,018,05,1,005,02, ,2, , , , , , ,    
12,2013,04,2,71,15,018,06,1,006,03, ,1, , , , , , ,    
12,2013,04,2,71,15,018,08,1,008,03, ,1, , , , , , ,    
12,2013,04,2,71,15,018,09,1,009,04, ,1, , , , , , ,    
12,2013,04,2,71,15,018,09,1,009,05, ,1, , , , , , ,    
12,2013,04,2,71,27,019,01,1,011,02, ,2, , , , , , ,    
12,2013,04,2,71,27,019,02,1,012,02,1, ,2,1, , , , ,8322
12,2013,04,2,71,27,019,03,1,013,01, ,4, , , , , , ,    
12,2013,04,2,71,27,019,03,1,013,02, ,3, , , , , , ,    
12,2013,04,2,71,27,019,03,1,013,03, ,2, , , , , , ,    
12,2013,04,2,71,27,019,04,1,014,02, ,2, , , , , , ,    
12,2013,04,2,71,27,019,05,1,015,01, ,4, , , , , , ,    
12,2013,04,2,71,27,019,05,1,015,02, ,4, , , , , , ,    
12,2013,04,2,71,27,019,05,1,015,05, ,1, , , , , , ,    
12,2013,04,2,71,27,019,05,1,015,07, ,2, , , , , , ,    
12,2013,04,2,71,27,019,06,1,016,01, ,3, , , , , , ,    
12,2013,04,2,71,27,019,07,1,017,01, ,2, , , , , , ,    
12,2013,04,2,71,27,019,07,1,017,02, ,1, , , , , , ,    
12,2013,04,2,71,27,019,08,1,018,02, ,2, , , , , , ,    
12,2013,04,2,71,27,019,10,1,020,03, ,1, , , , , , ,    
12,2013,04,1,71,33,020,01,1,021,02, ,2, , , , , , ,    
12,2013,04,1,71,33,020,02,1,022,01, ,3, , , , , , ,    
12,2013,04,1,71,33,020,04,1,024,01, ,2, , , , , , ,    
12,2013,04,1,71,33,020,04,1,024,02,1, ,2,1, , , , ,4110
12,2013,04,1,71,33,020,04,1,024,03, ,1, , , , , , ,    
12,2013,04,1,71,33,020,05,1,025,02, ,2, , , , , , ,    
12,2013,04,1,71,33,020,05,1,025,03, ,1, , , , , , ,    
12,2013,04,1,71,33,020,07,1,027,01, ,3, , , , , , ,    
12,2013,04,1,71,33,020,07,1,027,02, ,2, , , , , , ,    
12,2013,04,1,71,33,020,07,1,027,04, ,1, , , , , , ,    
12,2013,04,1,71,33,020,08,1,028,01, ,3, , , , , , ,    
12,2013,04,1,71,33,020,08,1,028,02, ,2, , , , , , ,    
12,2013,04,1,71,33,020,08,1,028,04, ,2, , , , , , ,    
12,2013,04,1,71,33,020,08,1,028,06,1, ,2,4, , , , ,4110
12,2013,04,2,71,39,021,02,1,032,03, ,1, , , , , , ,    
12,2013,04,2,71,39,021,02,1,032,04, ,1, , , , , , ,    
12,2013,04,2,71,39,021,04,1,034,02, ,2, , , , , , ,    
12,2013,04,2,71,39,021,05,1,035,03, ,1, , , , , , ,    
12,2013,04,2,71,39,021,10,1,040,02, ,2, , , , , , ,    
12,2013,04,2,71,51,022,01,1,041,05, ,3, , , , , , ,    
12,2013,04,2,71,51,022,02,1,042,05, ,3, , , , , , ,    
12,2013,04,2,71,51,022,03,1,043,03,1, ,2,1, , , , ,2330
12,2013,04,2,71,51,022,03,1,043,05, ,2, , , , , , ,    
12,2013,04,2,71,51,022,06,1,046,03, ,1, , , , , , ,    
12,2013,04,2,71,51,022,08,1,048,01, ,4, , , , , , ,    
12,2013,04,2,71,51,022,08,1,048,03, ,1, , , , , , ,    
12,2013,04,2,71,51,022,09,1,049,03, ,1, , , , , , ,    
12,2013,04,2,71,51,022,10,1,050,03, ,1, , , , , , ,    
12,2013,04,2,71,66,023,03,1,043,05, ,1, , , , , , ,    
12,2013,04,2,71,66,023,05,1,045,03, ,2, , , , , , ,    
12,2013,04,2,71,66,023,05,1,045,06, ,3, , , , , , ,    
12,2013,04,2,71,66,023,08,1,048,01, ,2, , , , , , ,    
12,2013,04,2,71,66,023,10,1,050,02, ,1, , , , , , ,    
12,2013,04,2,52,18,030,02,1,002,02, ,2, , , , , , ,    
12,2013,04,2,52,18,030,02,1,002,04, ,1, , , , , , ,    
12,2013,04,2,52,18,030,03,1,003,02, ,2, , , , , , ,    
12,2013,04,2,52,18,030,04,1,004,02, ,2, , , , , , ,    
12,2013,04,2,52,18,030,05,1,005,02, ,2, , , , , , ,    
12,2013,04,2,52,18,030,06,1,006,01, ,2, , , , , , ,    
12,2013,04,2,52,18,030,07,1,007,02, ,2, , , , , , ,    
12,2013,04,2,52,18,030,10,1,010,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,01,1,011,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,01,1,011,03,1, ,2,1, , , , ,3118
12,2013,04,1,52,24,031,01,1,011,04, ,1, , , , , , ,    
12,2013,04,1,52,24,031,02,1,012,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,03,1,013,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,04,1,014,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,05,1,015,01, ,2, , , , , , ,    
12,2013,04,1,52,24,031,05,1,015,02, ,1, , , , , , ,    
12,2013,04,1,52,24,031,07,1,017,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,07,1,017,03, ,1, , , , , , ,    
12,2013,04,1,52,24,031,08,1,018,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,09,1,019,02, ,2, , , , , , ,    
12,2013,04,1,52,24,031,09,1,019,03, ,1, , , , , , ,    
12,2013,04,2,52,33,032,01,1,021,01, ,2, , , , , , ,    
12,2013,04,2,52,33,032,03,1,023,02, ,2, , , , , , ,    
12,2013,04,2,52,33,032,03,1,023,03, ,1, , , , , , ,    
12,2013,04,2,52,33,032,04,1,024,02, ,2, , , , , , ,    
12,2013,04,2,52,33,032,04,1,024,03, ,2, , , , , , ,    
12,2013,04,2,52,33,032,04,1,024,04, ,2, , , , , , ,    
12,2013,04,2,52,33,032,06,1,026,02, ,2, , , , , , ,    
12,2013,04,2,52,33,032,08,1,028,02, ,2, , , , , , ,    
12,2013,04,2,52,33,032,09,1,029,02, ,2, , , , , , ,    
12,2013,04,2,52,33,032,09,1,029,05, ,2, , , , , , ,    
12,2013,04,2,52,33,032,10,1,030,01, ,1, , , , , , ,    
12,2013,04,2,52,48,034,01,1,031,02, ,1, , , , , , ,    
12,2013,04,2,52,48,034,01,1,031,03,1, ,3, , , , , ,    
12,2013,04,2,52,48,034,01,1,031,04, ,2, , , , , , ,    
12,2013,04,2,52,48,034,01,1,031,05, ,1, , , , , , ,    
12,2013,04,2,52,48,034,02,1,032,02, ,2, , , , , , ,    
12,2013,04,2,52,48,034,02,1,032,03, ,2, , , , , , ,    
12,2013,04,2,52,48,034,03,1,033,02, ,2, , , , , , ,    
12,2013,04,2,52,48,034,04,1,034,01, ,2, , , , , , ,    
12,2013,04,2,52,48,034,04,1,034,04, ,9, , , , , , ,    
12,2013,04,2,52,48,034,05,1,035,01, ,3, , , , , , ,    
12,2013,04,2,52,48,034,06,1,036,02, ,1, , , , , , ,    
12,2013,04,2,52,48,034,08,1,038,02, ,2, , , , , , ,    
12,2013,04,2,52,48,034,10,1,040,02, ,2, , , , , , ,    
12,2013,04,2,52,03,026,01,1,001,01, ,2, , , , , , ,    
12,2013,04,2,52,03,026,02,1,002,02, ,2, , , , , , ,    
12,2013,04,2,52,03,026,03,1,003,03, ,1, , , , , , ,    
12,2013,04,2,52,03,026,04,1,004,02, ,2, , , , , , ,    
12,2013,04,2,52,03,026,05,1,005,02, ,2, , , , , , ,    
12,2013,04,2,52,03,026,05,1,005,03, ,2, , , , , , ,    
