REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,WEIGHU
15,2013,10,2,43,0,30,1,1,1,147412845000
15,2013,10,2,43,0,30,2,1,2,147412845000
15,2013,10,2,43,0,30,3,1,3,147412845000
15,2013,10,2,43,0,30,4,1,4,147412845000
15,2013,10,2,43,0,30,5,1,5,147412845000
15,2013,10,2,43,0,30,6,1,6,147412845000
15,2013,10,2,43,0,30,7,1,7,147412845000
15,2013,10,2,43,0,30,8,1,8,147412845000
15,2013,10,2,43,0,30,9,1,9,147412845000
15,2013,10,2,43,0,30,10,1,10,147412845000
15,2013,10,1,43,0,29,1,1,11,97844621330
15,2013,10,1,43,0,29,2,1,12,97844621330
15,2013,10,1,43,0,29,3,1,13,97844621330
15,2013,10,1,43,0,29,4,1,14,97844621330
15,2013,10,1,43,0,29,5,1,15,97844621330
15,2013,10,1,43,0,29,6,1,16,97844621330
15,2013,10,1,43,0,29,7,1,17,97844621330
15,2013,10,1,43,0,29,8,1,18,97844621330
15,2013,10,1,43,0,29,9,1,19,97844621330
15,2013,10,1,43,0,29,10,1,20,97844621330
15,2013,10,2,43,0,28,1,1,21,155940860826
15,2013,10,2,43,0,28,2,1,22,155940860826
15,2013,10,2,43,0,28,3,1,23,155940860826
15,2013,10,2,43,0,28,4,1,24,155940860826
15,2013,10,2,43,0,28,5,1,25,155940860826
15,2013,10,2,43,0,28,6,1,26,155940860826
15,2013,10,2,43,0,28,7,1,27,155940860826
15,2013,10,2,43,0,28,8,1,28,155940860826
15,2013,10,2,43,0,28,9,1,29,155940860826
15,2013,10,2,43,0,28,10,1,30,155940860826
15,2013,10,2,53,0,39,1,1,1,275679427751
15,2013,10,2,53,0,39,2,1,2,275679427751
15,2013,10,2,53,0,39,3,1,3,275679427751
15,2013,10,2,53,0,39,4,1,4,275679427751
15,2013,10,2,53,0,39,5,1,5,275679427751
15,2013,10,2,53,0,39,6,1,6,275679427751
15,2013,10,2,53,0,39,7,1,7,275679427751
15,2013,10,2,53,0,39,8,1,8,275679427751
15,2013,10,2,53,0,39,9,1,9,275679427751
15,2013,10,2,53,0,39,10,1,10,275679427751
15,2013,10,1,53,0,40,1,1,11,200124867963
15,2013,10,1,53,0,40,2,1,12,200124867963
15,2013,10,1,53,0,40,3,1,13,200124867963
15,2013,10,1,53,0,40,4,1,14,200124867963
15,2013,10,1,53,0,40,5,1,15,200124867963
15,2013,10,1,53,0,40,6,1,16,200124867963
15,2013,10,1,53,0,40,7,1,17,200124867963
15,2013,10,1,53,0,40,8,1,18,200124867963
15,2013,10,1,53,0,40,9,1,19,200124867963
15,2013,10,1,53,0,40,10,1,20,200124867963
15,2013,10,2,53,0,41,1,1,21,302902845922
15,2013,10,2,53,0,41,2,1,22,302902845922
15,2013,10,2,53,0,41,3,1,23,302902845922
15,2013,10,2,53,0,41,4,1,24,302902845922
15,2013,10,2,53,0,41,5,1,25,302902845922
15,2013,10,2,53,0,41,6,1,26,302902845922
15,2013,10,2,53,0,41,7,1,27,302902845922
15,2013,10,2,53,0,41,8,1,28,302902845922
15,2013,10,2,53,0,41,9,1,29,302902845922
15,2013,10,2,53,0,41,10,1,30,302902845922
15,2013,10,2,53,0,42,1,1,31,263033582442
15,2013,10,2,53,0,42,2,1,32,263033582442
15,2013,10,2,53,0,42,3,1,33,263033582442
15,2013,10,2,53,0,42,4,1,34,263033582442
15,2013,10,2,53,0,42,5,1,35,263033582442
15,2013,10,2,53,0,42,6,1,36,263033582442
15,2013,10,2,53,0,42,7,1,37,263033582442
15,2013,10,2,53,0,42,8,1,38,263033582442
15,2013,10,2,53,0,42,9,1,39,263033582442
15,2013,10,2,53,0,42,10,1,40,263033582442
15,2013,10,2,91,0,89,1,1,71,342896467219
15,2013,10,2,91,0,89,2,1,72,342896467219
15,2013,10,2,91,0,89,3,1,73,342896467219
15,2013,10,2,91,0,89,4,1,74,342896467219
15,2013,10,2,91,0,89,5,1,75,342896467219
15,2013,10,2,91,0,89,6,1,76,342896467219
15,2013,10,2,91,0,89,7,1,77,342896467219
15,2013,10,2,91,0,89,8,1,78,342896467219
15,2013,10,2,91,0,89,9,1,79,342896467219
15,2013,10,2,91,0,89,10,1,80,342896467219
15,2013,10,2,91,0,90,1,1,31,343571339493
15,2013,10,2,91,0,90,2,1,32,343571339493
15,2013,10,2,91,0,90,3,1,33,343571339493
15,2013,10,2,91,0,90,4,1,34,343571339493
15,2013,10,2,91,0,90,5,1,35,343571339493
15,2013,10,2,91,0,90,6,1,36,343571339493
15,2013,10,2,91,0,90,7,1,37,343571339493
15,2013,10,2,91,0,90,8,1,38,343571339493
15,2013,10,2,91,0,90,9,1,39,343571339493
15,2013,10,2,91,0,90,10,1,40,343571339493
15,2013,10,1,91,0,91,1,1,61,255965175278
15,2013,10,1,91,0,91,2,1,62,255965175278
15,2013,10,1,91,0,91,3,1,63,255965175278
15,2013,10,1,91,0,91,4,1,64,255965175278
15,2013,10,1,91,0,91,5,1,65,255965175278
15,2013,10,1,91,0,91,6,1,66,255965175278
15,2013,10,1,91,0,91,7,1,67,255965175278
15,2013,10,1,91,0,91,8,1,68,255965175278
15,2013,10,1,91,0,91,9,1,69,255965175278
15,2013,10,1,91,0,91,10,1,70,255965175278
15,2013,10,2,91,0,92,1,1,21,302377837054
15,2013,10,2,91,0,92,2,1,22,302377837054
15,2013,10,2,91,0,92,3,1,23,302377837054
15,2013,10,2,91,0,92,4,1,24,302377837054
15,2013,10,2,91,0,92,5,1,25,302377837054
15,2013,10,2,91,0,92,6,1,26,302377837054
15,2013,10,2,91,0,92,7,1,27,302377837054
15,2013,10,2,91,0,92,8,1,28,302377837054
15,2013,10,2,91,0,92,9,1,29,302377837054
15,2013,10,2,91,0,92,10,1,30,302377837054
15,2013,10,2,91,0,93,1,1,81,297362790000
15,2013,10,2,91,0,93,2,1,82,297362790000
15,2013,10,2,91,0,93,3,1,83,297362790000
15,2013,10,2,91,0,93,4,1,84,297362790000
15,2013,10,2,91,0,93,5,1,85,297362790000
15,2013,10,2,91,0,93,6,1,86,297362790000
15,2013,10,2,91,0,93,7,1,87,297362790000
15,2013,10,2,91,0,93,8,1,88,297362790000
15,2013,10,2,91,0,93,9,1,89,297362790000
15,2013,10,2,91,0,93,10,1,90,297362790000
15,2013,10,3,91,0,94,1,1,91,206830018239
15,2013,10,3,91,0,94,2,1,92,206830018239
15,2013,10,3,91,0,94,3,1,93,206830018239
15,2013,10,3,91,0,94,4,1,94,206830018239
15,2013,10,3,91,0,94,5,1,95,206830018239
15,2013,10,3,91,0,94,6,1,96,206830018239
15,2013,10,3,91,0,94,7,1,97,206830018239
15,2013,10,3,91,0,94,8,1,98,206830018239
15,2013,10,3,91,0,94,9,1,99,206830018239
15,2013,10,3,91,0,94,10,1,100,206830018239
15,2013,10,2,91,0,95,1,1,1,426317176382
15,2013,10,2,91,0,95,2,1,2,426317176382
15,2013,10,2,91,0,95,3,1,3,426317176382
15,2013,10,2,91,0,95,4,1,4,426317176382
15,2013,10,2,91,0,95,5,1,5,426317176382
15,2013,10,2,91,0,95,6,1,6,426317176382
15,2013,10,2,91,0,95,7,1,7,426317176382
15,2013,10,2,91,0,95,8,1,8,426317176382
15,2013,10,2,91,0,95,9,1,9,426317176382
15,2013,10,2,91,0,95,10,1,10,426317176382
15,2013,10,2,91,0,96,1,1,51,281719811372
15,2013,10,2,91,0,96,2,1,52,281719811372
15,2013,10,2,91,0,96,3,1,53,281719811372
15,2013,10,2,91,0,96,4,1,54,281719811372
15,2013,10,2,91,0,96,5,1,55,281719811372
15,2013,10,2,91,0,96,6,1,56,281719811372
15,2013,10,2,91,0,96,7,1,57,281719811372
15,2013,10,2,91,0,96,8,1,58,281719811372
15,2013,10,2,91,0,96,9,1,59,281719811372
15,2013,10,2,91,0,96,10,1,60,281719811372
15,2013,10,2,91,0,97,1,1,41,297860385030
15,2013,10,2,91,0,97,2,1,42,297860385030
15,2013,10,2,91,0,97,3,1,43,297860385030
15,2013,10,2,91,0,97,4,1,44,297860385030
15,2013,10,2,91,0,97,5,1,45,297860385030
15,2013,10,2,91,0,97,6,1,46,297860385030
15,2013,10,2,91,0,97,7,1,47,297860385030
15,2013,10,2,91,0,97,8,1,48,297860385030
15,2013,10,2,91,0,97,9,1,49,297860385030
15,2013,10,2,91,0,97,10,1,50,297860385030
15,2013,10,2,91,0,98,1,1,11,327559466762
15,2013,10,2,91,0,98,2,1,12,327559466762
15,2013,10,2,91,0,98,3,1,13,327559466762
15,2013,10,2,91,0,98,4,1,14,327559466762
15,2013,10,2,91,0,98,5,1,15,327559466762
15,2013,10,2,91,0,98,6,1,16,327559466762
15,2013,10,2,91,0,98,7,1,17,327559466762
15,2013,10,2,91,0,98,8,1,18,327559466762
15,2013,10,2,91,0,98,9,1,19,327559466762
15,2013,10,2,91,0,98,10,1,20,327559466762
15,2013,10,2,62,0,57,1,1,51,509104227154
15,2013,10,2,62,0,57,2,1,52,509104227154
15,2013,10,2,62,0,57,3,1,53,509104227154
15,2013,10,2,62,0,57,4,1,54,509104227154
15,2013,10,2,62,0,57,5,1,55,509104227154
15,2013,10,2,62,0,57,6,1,56,509104227154
15,2013,10,2,62,0,57,7,1,57,509104227154
15,2013,10,2,62,0,57,8,1,58,509104227154
15,2013,10,2,62,0,57,9,1,59,509104227154
15,2013,10,2,62,0,57,10,1,60,509104227154
15,2013,10,2,62,0,56,1,1,41,383597542152
15,2013,10,2,62,0,56,2,1,42,383597542152
15,2013,10,2,62,0,56,3,1,43,383597542152
15,2013,10,2,62,0,56,4,1,44,383597542152
15,2013,10,2,62,0,56,5,1,45,383597542152
15,2013,10,2,62,0,56,6,1,46,383597542152
15,2013,10,2,62,0,56,7,1,47,383597542152
15,2013,10,2,62,0,56,8,1,48,383597542152
15,2013,10,2,62,0,56,9,1,49,383597542152
15,2013,10,2,62,0,56,10,1,50,383597542152
15,2013,10,2,62,0,55,1,1,31,304034825076
15,2013,10,2,62,0,55,2,1,32,304034825076
15,2013,10,2,62,0,55,3,1,33,304034825076
15,2013,10,2,62,0,55,4,1,34,304034825076
15,2013,10,2,62,0,55,5,1,35,304034825076
15,2013,10,2,62,0,55,6,1,36,304034825076
15,2013,10,2,62,0,55,7,1,37,304034825076
15,2013,10,2,62,0,55,8,1,38,304034825076
15,2013,10,2,62,0,55,9,1,39,304034825076
15,2013,10,2,62,0,55,10,1,40,304034825076
15,2013,10,2,62,0,54,1,1,21,468788390329
15,2013,10,2,62,0,54,2,1,22,468788390329
15,2013,10,2,62,0,54,3,1,23,468788390329
15,2013,10,2,62,0,54,4,1,24,468788390329
15,2013,10,2,62,0,54,5,1,25,468788390329
15,2013,10,2,62,0,54,6,1,26,468788390329
15,2013,10,2,62,0,54,7,1,27,468788390329
15,2013,10,2,62,0,54,8,1,28,468788390329
15,2013,10,2,62,0,54,9,1,29,468788390329
15,2013,10,2,62,0,54,10,1,30,468788390329
15,2013,10,1,62,0,53,1,1,11,195403998462
15,2013,10,1,62,0,53,2,1,12,195403998462
15,2013,10,1,62,0,53,3,1,13,195403998462
15,2013,10,1,62,0,53,4,1,14,195403998462
15,2013,10,1,62,0,53,5,1,15,195403998462
15,2013,10,1,62,0,53,6,1,16,195403998462
15,2013,10,1,62,0,53,7,1,17,195403998462
15,2013,10,1,62,0,53,8,1,18,195403998462
15,2013,10,1,62,0,53,9,1,19,195403998462
15,2013,10,1,62,0,53,10,1,20,195403998462
15,2013,10,2,62,0,52,1,1,1,462601740648
15,2013,10,2,62,0,52,2,1,2,462601740648
15,2013,10,2,62,0,52,3,1,3,462601740648
15,2013,10,2,62,0,52,4,1,4,462601740648
15,2013,10,2,62,0,52,5,1,5,462601740648
15,2013,10,2,62,0,52,6,1,6,462601740648
15,2013,10,2,62,0,52,7,1,7,462601740648
15,2013,10,2,62,0,52,8,1,8,462601740648
15,2013,10,2,62,0,52,9,1,9,462601740648
15,2013,10,2,62,0,52,10,1,10,462601740648
15,2013,10,2,72,0,40,1,1,21,392899586688
15,2013,10,2,72,0,40,2,1,22,392899586688
15,2013,10,2,72,0,40,3,1,23,392899586688
15,2013,10,2,72,0,40,4,1,24,392899586688
15,2013,10,2,72,0,40,5,1,25,392899586688
15,2013,10,2,72,0,40,6,1,26,392899586688
15,2013,10,2,72,0,40,7,1,27,392899586688
15,2013,10,2,72,0,40,8,1,28,392899586688
15,2013,10,2,72,0,40,9,1,29,392899586688
15,2013,10,2,72,0,40,10,1,30,392899586688
15,2013,10,2,72,0,41,1,1,1,178772163174
15,2013,10,2,72,0,41,2,1,2,178772163174
15,2013,10,2,72,0,41,3,1,3,178772163174
15,2013,10,2,72,0,41,4,1,4,178772163174
15,2013,10,2,72,0,41,5,1,5,178772163174
15,2013,10,2,72,0,41,6,1,6,178772163174
15,2013,10,2,72,0,41,7,1,7,178772163174
15,2013,10,2,72,0,41,8,1,8,178772163174
15,2013,10,2,72,0,41,9,1,9,178772163174
15,2013,10,2,72,0,41,10,1,10,178772163174
15,2013,10,2,72,0,42,1,1,11,105046070052
15,2013,10,2,72,0,42,2,1,12,105046070052
15,2013,10,2,72,0,42,3,1,13,105046070052
15,2013,10,2,72,0,42,4,1,14,105046070052
15,2013,10,2,72,0,42,5,1,15,105046070052
15,2013,10,2,72,0,42,7,1,17,105046070052
15,2013,10,2,72,0,42,8,1,18,105046070052
15,2013,10,2,72,0,42,9,1,19,105046070052
15,2013,10,2,72,0,42,6,1,16,105046070052
15,2013,10,2,72,0,42,10,1,20,105046070052
15,2013,10,2,72,0,43,1,1,31,267437389264
15,2013,10,2,72,0,43,2,1,32,267437389264
15,2013,10,2,72,0,43,3,1,33,267437389264
15,2013,10,2,72,0,43,4,1,34,267437389264
15,2013,10,2,72,0,43,5,1,35,267437389264
15,2013,10,2,72,0,43,6,1,36,267437389264
15,2013,10,2,72,0,43,7,1,37,267437389264
15,2013,10,2,72,0,43,8,1,38,267437389264
15,2013,10,2,72,0,43,9,1,39,267437389264
15,2013,10,2,72,0,43,10,1,40,267437389264
15,2013,10,2,72,0,44,1,1,41,256202694495
15,2013,10,2,72,0,44,2,1,42,256202694495
15,2013,10,2,72,0,44,3,1,43,256202694495
15,2013,10,2,72,0,44,4,1,44,256202694495
15,2013,10,2,72,0,44,5,1,45,256202694495
15,2013,10,2,72,0,44,6,1,46,256202694495
15,2013,10,2,72,0,44,7,1,47,256202694495
15,2013,10,2,72,0,44,8,1,48,256202694495
15,2013,10,2,72,0,44,9,1,49,256202694495
15,2013,10,2,72,0,44,10,1,50,256202694495
15,2013,10,2,23,0,46,1,1,1,484616530449
15,2013,10,2,23,0,46,2,1,2,484616530449
15,2013,10,2,23,0,46,3,1,3,484616530449
15,2013,10,2,23,0,46,4,1,4,484616530449
15,2013,10,2,23,0,46,5,1,5,484616530449
15,2013,10,2,23,0,46,6,1,6,484616530449
15,2013,10,2,23,0,46,7,1,7,484616530449
15,2013,10,2,23,0,46,8,1,8,484616530449
15,2013,10,2,23,0,46,9,1,9,484616530449
15,2013,10,2,23,0,46,10,1,10,484616530449
15,2013,10,3,23,0,47,1,1,11,636265037835
15,2013,10,3,23,0,47,2,1,12,636265037835
15,2013,10,3,23,0,47,3,1,13,636265037835
15,2013,10,3,23,0,47,4,1,14,636265037835
15,2013,10,3,23,0,47,5,1,15,636265037835
15,2013,10,3,23,0,47,6,1,16,636265037835
15,2013,10,3,23,0,47,7,1,17,636265037835
15,2013,10,3,23,0,47,8,1,18,636265037835
15,2013,10,3,23,0,47,9,1,19,636265037835
15,2013,10,3,23,0,47,10,1,20,636265037835
15,2013,10,1,23,0,48,1,1,21,62550591990
15,2013,10,1,23,0,48,2,1,22,62550591990
15,2013,10,1,23,0,48,3,1,23,62550591990
15,2013,10,1,23,0,48,4,1,24,62550591990
15,2013,10,1,23,0,48,5,1,25,62550591990
15,2013,10,1,23,0,48,6,1,26,62550591990
15,2013,10,1,23,0,48,7,1,27,62550591990
15,2013,10,1,23,0,48,8,1,28,62550591990
15,2013,10,1,23,0,48,9,1,29,62550591990
15,2013,10,1,23,0,48,10,1,30,62550591990
15,2013,10,2,23,0,49,1,1,31,503514704030
15,2013,10,2,23,0,49,2,1,32,503514704030
15,2013,10,2,23,0,49,3,1,33,503514704030
15,2013,10,2,23,0,49,4,1,34,503514704030
15,2013,10,2,23,0,49,5,1,35,503514704030
15,2013,10,2,23,0,49,6,1,36,503514704030
15,2013,10,2,23,0,49,7,1,37,503514704030
15,2013,10,2,23,0,49,8,1,38,503514704030
15,2013,10,2,23,0,49,9,1,39,503514704030
15,2013,10,2,23,0,49,10,1,40,503514704030
15,2013,10,3,23,0,50,1,1,41,604515925564
15,2013,10,3,23,0,50,2,1,42,604515925564
15,2013,10,3,23,0,50,3,1,43,604515925564
15,2013,10,3,23,0,50,4,1,44,604515925564
15,2013,10,3,23,0,50,5,1,45,604515925564
15,2013,10,3,23,0,50,6,1,46,604515925564
15,2013,10,3,23,0,50,7,1,47,604515925564
15,2013,10,3,23,0,50,8,1,48,604515925564
15,2013,10,3,23,0,50,9,1,49,604515925564
15,2013,10,3,23,0,50,10,1,50,604515925564
15,2013,10,2,44,0,28,1,1,11,57657003704
15,2013,10,2,44,0,28,2,1,12,57657003704
15,2013,10,2,44,0,28,3,1,13,57657003704
15,2013,10,2,44,0,28,4,1,14,57657003704
15,2013,10,2,44,0,28,5,1,15,57657003704
15,2013,10,2,44,0,28,6,1,16,57657003704
15,2013,10,2,44,0,28,7,1,17,57657003704
15,2013,10,2,44,0,28,8,1,18,57657003704
15,2013,10,2,44,0,28,9,1,19,57657003704
15,2013,10,2,44,0,28,10,1,20,57657003704
15,2013,10,2,44,0,29,1,1,1,72654041055
15,2013,10,2,44,0,29,2,1,2,72654041055
15,2013,10,2,44,0,29,3,1,3,72654041055
15,2013,10,2,44,0,29,4,1,4,72654041055
15,2013,10,2,44,0,29,5,1,5,72654041055
15,2013,10,2,44,0,29,6,1,6,72654041055
15,2013,10,2,44,0,29,7,1,7,72654041055
15,2013,10,2,44,0,29,8,1,8,72654041055
15,2013,10,2,44,0,29,9,1,9,72654041055
15,2013,10,2,44,0,29,10,1,10,72654041055
15,2013,10,2,44,0,30,1,1,21,69767278458
15,2013,10,2,44,0,30,2,1,22,69767278458
15,2013,10,2,44,0,30,3,1,23,69767278458
15,2013,10,2,44,0,30,4,1,24,69767278458
15,2013,10,2,44,0,30,5,1,25,69767278458
15,2013,10,2,44,0,30,6,1,26,69767278458
15,2013,10,2,44,0,30,7,1,27,69767278458
15,2013,10,2,44,0,30,8,1,28,69767278458
15,2013,10,2,44,0,30,9,1,29,69767278458
15,2013,10,2,44,0,30,10,1,30,69767278458
15,2013,10,2,82,0,39,1,1,31,467638598544
15,2013,10,2,82,0,39,2,1,32,467638598544
15,2013,10,2,82,0,39,3,1,33,467638598544
15,2013,10,2,82,0,39,4,1,34,467638598544
15,2013,10,2,82,0,39,5,1,35,467638598544
15,2013,10,2,82,0,39,6,1,36,467638598544
15,2013,10,2,82,0,39,7,1,37,467638598544
15,2013,10,2,82,0,39,8,1,38,467638598544
15,2013,10,2,82,0,39,9,1,39,467638598544
15,2013,10,2,82,0,39,10,1,40,467638598544
15,2013,10,2,82,0,38,1,1,21,790797809179
15,2013,10,2,82,0,38,2,1,22,790797809179
15,2013,10,2,82,0,38,3,1,23,790797809179
15,2013,10,2,82,0,38,4,1,24,790797809179
15,2013,10,2,82,0,38,5,1,25,790797809179
15,2013,10,2,82,0,38,6,1,26,790797809179
15,2013,10,2,82,0,38,7,1,27,790797809179
15,2013,10,2,82,0,38,8,1,28,790797809179
15,2013,10,2,82,0,38,9,1,29,790797809179
15,2013,10,2,82,0,38,10,1,30,790797809179
15,2013,10,2,82,0,37,1,1,11,744747334347
15,2013,10,2,82,0,37,2,1,12,744747334347
15,2013,10,2,82,0,37,3,1,13,744747334347
15,2013,10,2,82,0,37,4,1,14,744747334347
15,2013,10,2,82,0,37,5,1,15,744747334347
15,2013,10,2,82,0,37,6,1,16,744747334347
15,2013,10,2,82,0,37,7,1,17,744747334347
15,2013,10,2,82,0,37,8,1,18,744747334347
15,2013,10,2,82,0,37,9,1,19,744747334347
15,2013,10,2,82,0,37,10,1,20,744747334347
15,2013,10,2,82,0,36,1,1,1,545213307514
15,2013,10,2,82,0,36,2,1,2,545213307514
15,2013,10,2,82,0,36,3,1,3,545213307514
15,2013,10,2,82,0,36,4,1,4,545213307514
15,2013,10,2,82,0,36,5,1,5,545213307514
15,2013,10,2,82,0,36,6,1,6,545213307514
15,2013,10,2,82,0,36,7,1,7,545213307514
15,2013,10,2,82,0,36,8,1,8,545213307514
15,2013,10,2,82,0,36,9,1,9,545213307514
15,2013,10,2,82,0,36,10,1,10,545213307514
15,2013,10,2,32,0,91,1,1,11,225789620333
15,2013,10,2,32,0,91,2,1,12,225789620333
15,2013,10,2,32,0,91,3,1,13,225789620333
15,2013,10,2,32,0,91,4,1,14,225789620333
15,2013,10,2,32,0,91,5,1,15,225789620333
15,2013,10,2,32,0,91,6,1,16,225789620333
15,2013,10,2,32,0,91,7,1,17,225789620333
15,2013,10,2,32,0,91,8,1,18,225789620333
15,2013,10,2,32,0,91,9,1,19,225789620333
15,2013,10,2,32,0,91,10,1,20,225789620333
15,2013,10,2,32,0,92,1,1,1,206913168928
15,2013,10,2,32,0,92,2,1,2,206913168928
15,2013,10,2,32,0,92,3,1,3,206913168928
15,2013,10,2,32,0,92,4,1,4,206913168928
15,2013,10,2,32,0,92,5,1,5,206913168928
15,2013,10,2,32,0,92,6,1,6,206913168928
15,2013,10,2,32,0,92,7,1,7,206913168928
15,2013,10,2,32,0,92,8,1,8,206913168928
15,2013,10,2,32,0,92,9,1,9,206913168928
15,2013,10,2,32,0,92,10,1,10,206913168928
15,2013,10,2,32,0,93,1,1,41,243682100194
15,2013,10,2,32,0,93,2,1,42,243682100194
15,2013,10,2,32,0,93,3,1,43,243682100194
15,2013,10,2,32,0,93,4,1,44,243682100194
15,2013,10,2,32,0,93,5,1,45,243682100194
15,2013,10,2,32,0,93,6,1,46,243682100194
15,2013,10,2,32,0,93,7,1,47,243682100194
15,2013,10,2,32,0,93,8,1,48,243682100194
15,2013,10,2,32,0,93,9,1,49,243682100194
15,2013,10,2,32,0,93,10,1,50,243682100194
15,2013,10,2,32,0,94,1,1,91,244243579688
15,2013,10,2,32,0,94,2,1,92,244243579688
15,2013,10,2,32,0,94,3,1,93,244243579688
15,2013,10,2,32,0,94,4,1,94,244243579688
15,2013,10,2,32,0,94,5,1,95,244243579688
15,2013,10,2,32,0,94,6,1,96,244243579688
15,2013,10,2,32,0,94,7,1,97,244243579688
15,2013,10,2,32,0,94,8,1,98,244243579688
15,2013,10,2,32,0,94,9,1,99,244243579688
15,2013,10,2,32,0,94,10,1,100,244243579688
15,2013,10,2,32,0,95,1,1,71,292793526720
15,2013,10,2,32,0,95,2,1,72,292793526720
15,2013,10,2,32,0,95,3,1,73,292793526720
15,2013,10,2,32,0,95,4,1,74,292793526720
15,2013,10,2,32,0,95,5,1,75,292793526720
15,2013,10,2,32,0,95,6,1,76,292793526720
15,2013,10,2,32,0,95,7,1,77,292793526720
15,2013,10,2,32,0,95,8,1,78,292793526720
15,2013,10,2,32,0,95,9,1,79,292793526720
15,2013,10,2,32,0,95,10,1,80,292793526720
15,2013,10,2,32,0,96,1,1,81,197273660517
15,2013,10,2,32,0,96,2,1,82,197273660517
15,2013,10,2,32,0,96,3,1,83,197273660517
15,2013,10,2,32,0,96,4,1,84,197273660517
15,2013,10,2,32,0,96,5,1,85,197273660517
15,2013,10,2,32,0,96,6,1,86,197273660517
15,2013,10,2,32,0,96,7,1,87,197273660517
15,2013,10,2,32,0,96,8,1,88,197273660517
15,2013,10,2,32,0,96,9,1,89,197273660517
15,2013,10,2,32,0,96,10,1,90,197273660517
15,2013,10,1,32,0,97,1,1,61,105163443000
15,2013,10,1,32,0,97,2,1,62,105163443000
15,2013,10,1,32,0,97,3,1,63,105163443000
15,2013,10,1,32,0,97,4,1,64,105163443000
15,2013,10,1,32,0,97,5,1,65,105163443000
15,2013,10,1,32,0,97,6,1,66,105163443000
15,2013,10,1,32,0,97,7,1,67,105163443000
15,2013,10,1,32,0,97,8,1,68,105163443000
15,2013,10,1,32,0,97,9,1,69,105163443000
15,2013,10,1,32,0,97,10,1,70,105163443000
15,2013,10,2,32,0,98,1,1,51,274397108044
15,2013,10,2,32,0,98,2,1,52,274397108044
15,2013,10,2,32,0,98,3,1,53,274397108044
15,2013,10,2,32,0,98,4,1,54,274397108044
15,2013,10,2,32,0,98,5,1,55,274397108044
15,2013,10,2,32,0,98,6,1,56,274397108044
15,2013,10,2,32,0,98,7,1,57,274397108044
15,2013,10,2,32,0,98,8,1,58,274397108044
15,2013,10,2,32,0,98,9,1,59,274397108044
15,2013,10,2,32,0,98,10,1,60,274397108044
15,2013,10,1,32,0,99,1,1,21,135041339326
15,2013,10,1,32,0,99,2,1,22,135041339326
15,2013,10,1,32,0,99,3,1,23,135041339326
15,2013,10,1,32,0,99,4,1,24,135041339326
15,2013,10,1,32,0,99,5,1,25,135041339326
15,2013,10,1,32,0,99,6,1,26,135041339326
15,2013,10,1,32,0,99,7,1,27,135041339326
15,2013,10,1,32,0,99,8,1,28,135041339326
15,2013,10,1,32,0,99,9,1,29,135041339326
15,2013,10,1,32,0,99,10,1,30,135041339326
15,2013,10,2,32,0,100,1,1,31,223490857230
15,2013,10,2,32,0,100,2,1,32,223490857230
15,2013,10,2,32,0,100,3,1,33,223490857230
15,2013,10,2,32,0,100,4,1,34,223490857230
15,2013,10,2,32,0,100,5,1,35,223490857230
15,2013,10,2,32,0,100,6,1,36,223490857230
15,2013,10,2,32,0,100,7,1,37,223490857230
15,2013,10,2,32,0,100,8,1,38,223490857230
15,2013,10,2,32,0,100,9,1,39,223490857230
15,2013,10,2,32,0,100,10,1,40,223490857230
15,2013,10,1,42,0,29,1,1,11,57836179853
15,2013,10,1,42,0,29,2,1,12,57836179853
15,2013,10,1,42,0,29,3,1,13,57836179853
15,2013,10,1,42,0,29,4,1,14,57836179853
15,2013,10,1,42,0,29,4,2,15,57836179853
15,2013,10,1,42,0,29,5,1,16,57836179853
15,2013,10,1,42,0,29,6,1,17,57836179853
15,2013,10,1,42,0,29,7,1,18,57836179853
15,2013,10,1,42,0,29,8,1,19,57836179853
15,2013,10,1,42,0,29,9,1,20,57836179853
15,2013,10,1,42,0,29,10,1,21,57836179853
15,2013,10,2,42,0,28,1,1,1,187937933637
15,2013,10,2,42,0,28,2,1,2,187937933637
15,2013,10,2,42,0,28,3,1,3,187937933637
15,2013,10,2,42,0,28,4,1,4,187937933637
15,2013,10,2,42,0,28,5,1,5,187937933637
15,2013,10,2,42,0,28,6,1,6,187937933637
15,2013,10,2,42,0,28,7,1,7,187937933637
15,2013,10,2,42,0,28,8,1,8,187937933637
15,2013,10,2,42,0,28,9,1,9,187937933637
15,2013,10,2,42,0,28,10,1,10,187937933637
15,2013,10,2,61,0,174,1,1,81,382280474315
15,2013,10,2,61,0,174,2,1,82,382280474315
15,2013,10,2,61,0,174,3,1,83,382280474315
15,2013,10,2,61,0,174,4,1,84,382280474315
15,2013,10,2,61,0,174,5,1,85,382280474315
15,2013,10,2,61,0,174,6,1,86,382280474315
15,2013,10,2,61,0,174,7,1,87,382280474315
15,2013,10,2,61,0,174,8,1,88,382280474315
15,2013,10,2,61,0,174,9,1,89,382280474315
15,2013,10,2,61,0,174,10,1,90,382280474315
15,2013,10,2,61,0,173,1,1,121,311942794101
15,2013,10,2,61,0,173,2,1,122,311942794101
15,2013,10,2,61,0,173,3,1,123,311942794101
15,2013,10,2,61,0,173,4,1,124,311942794101
15,2013,10,2,61,0,173,5,1,125,311942794101
