REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q7SERNO,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
04,2013,10,2,43,06,028,01,1,021,03,5412,84230,1,1,1,1,1,1
04,2013,10,2,43,06,028,02,1,022,01,8332,49233,1,2,2,2,2,3
04,2013,10,2,43,06,028,02,1,022,02,5221,56307,3, , , , , 
04,2013,10,2,43,06,028,03,1,023,01,5415,84230,1,3,2,2,1,1
04,2013,10,2,43,06,028,05,1,025,01,7111,41003,1,4, , , , 
04,2013,10,2,43,06,028,05,1,025,03,7531,14101,1,2,1,2,1,3
04,2013,10,2,43,06,028,06,1,026,01,5221,47113,3, , , , , 
04,2013,10,2,43,06,028,06,1,026,03,4412,84130,1,1,1,1,1,1
04,2013,10,2,43,06,028,07,1,027,01,5415,84230,1,3,2,2,1,1
04,2013,10,2,43,06,028,08,1,028,01,5412,84230,1,1,1,1,1,1
04,2013,10,2,43,06,028,09,1,029,04,5413,84230,1,1,1,1,1,1
04,2013,10,2,43,06,028,10,1,030,03,5412,84230,1,1,1,1,1,1
04,2013,10,2,43,06,028,10,1,030,04,5230,92001,1,2,2,2,2,3
04,2013,10,2,53,06,039,01,1,001,01,1420,47217,3, , , , , 
04,2013,10,2,53,06,039,03,1,003,01,6224,03112,3, , , , , 
04,2013,10,2,53,06,039,03,1,003,02,1420,47217,3, , , , , 
04,2013,10,2,53,06,039,04,1,004,01,1420,47190,3, , , , , 
04,2013,10,2,53,06,039,05,1,005,01,6225,03111,1,4, , , , 
04,2013,10,2,53,06,039,06,1,006,01,6225,03116,1,4, , , , 
04,2013,10,2,53,06,039,06,1,006,03,6225,03116,1,4, , , , 
04,2013,10,2,53,06,039,06,1,006,04,6225,03116,1,4, , , , 
04,2013,10,2,53,06,039,07,1,007,02,2163,14101,1,4, , , , 
04,2013,10,2,53,06,039,08,1,008,01,6225,03111,1,4, , , , 
04,2013,10,2,53,06,039,08,1,008,03,2163,14101,1,4, , , , 
04,2013,10,2,53,06,039,08,1,008,04,2163,14101,1,4, , , , 
04,2013,10,2,53,06,039,09,1,009,01,6225,03111,3, , , , , 
04,2013,10,2,53,06,039,09,1,009,02,7512,56107,3, , , , , 
04,2013,10,2,53,06,039,10,1,010,01,8323,49222,3, , , , , 
04,2013,10,2,53,06,039,10,1,010,06,2359,85103,3, , , , , 
04,2013,10,1,53,15,040,01,1,011,01,2330,85102,1,1,1,1,1,1
04,2013,10,1,53,15,040,02,1,012,01,8332,49239,1,4, , , , 
04,2013,10,1,53,15,040,03,1,013,01,9112,82119,1,1,1,1,1,1
04,2013,10,1,53,15,040,04,1,014,01,6118,01113,1,1,1,1,1,1
04,2013,10,1,53,15,040,05,1,015,01,9629,80100,1,1,1,1,1,1
04,2013,10,1,53,15,040,08,1,018,01,2341,85102,1,1,1,1,1,1
04,2013,10,1,53,15,040,09,1,019,05,2359,85102,1,1,1,1,1,1
04,2013,10,2,53,15,041,01,1,021,01,8323,49222,3, , , , , 
04,2013,10,2,53,15,041,02,1,022,01,1221,46419,3, , , , , 
04,2013,10,2,53,15,041,02,1,022,02,2163,14101,3, , , , , 
04,2013,10,2,53,15,041,04,1,024,01,6225,03111,1,4, , , , 
04,2013,10,2,53,15,041,06,1,026,01,5414,80100,1,4, , , , 
04,2013,10,2,53,15,041,07,1,027,02,7512,56109,3, , , , , 
04,2013,10,2,53,15,041,08,1,028,01,6224,03112,1,4, , , , 
04,2013,10,2,53,15,041,09,1,029,01,9313,41001,1,4, , , , 
04,2013,10,2,53,15,041,10,1,030,01,3353,84130,1,1,1,1,1,2
04,2013,10,2,53,15,041,10,1,030,03,3132,36001,1,4, , , , 
04,2013,10,2,53,24,042,01,1,031,01,1221,47211,3, , , , , 
04,2013,10,2,53,24,042,03,1,033,01,8323,10502,1,4, , , , 
04,2013,10,2,53,24,042,04,1,034,01,9520,47214,3, , , , , 
04,2013,10,2,53,24,042,05,1,035,01,9313,41001,1,4, , , , 
04,2013,10,2,53,24,042,07,1,037,01,6225,03111,3, , , , , 
04,2013,10,2,53,24,042,08,1,038,01,1221,47211,3, , , , , 
04,2013,10,2,53,24,042,10,1,040,01,6225,03111,3, , , , , 
04,2013,10,2,53,24,042,10,1,040,04,9313,41001,1,4, , , , 
04,2013,10,2,91,03,089,01,1,071,01,8322,49212,1,2,2,2,2,3
04,2013,10,2,91,03,089,02,1,072,01,5412,84230,1,1,1,1,1,1
04,2013,10,2,91,03,089,02,1,072,02,2330,85211,1,1,1,1,1,1
04,2013,10,2,91,03,089,04,1,074,01,3324,68201,3, , , , , 
04,2013,10,2,91,03,089,05,1,075,01,5211,46498,1,3,2,2,2,3
04,2013,10,2,91,03,089,06,1,076,01,8323,49222,1,3,2,2,2,3
04,2013,10,2,91,03,089,06,1,076,02,9322,14109,1,1,1,2,1,3
04,2013,10,2,91,03,089,07,1,077,01,9313,41001,1,2,2,2,2,3
04,2013,10,2,91,03,089,08,1,078,01,7531,14109,1,1,1,2,1,3
04,2013,10,2,91,03,089,09,1,079,01,7115,31001,3, , , , , 
04,2013,10,2,91,03,089,10,1,080,01,6111,01132,3, , , , , 
04,2013,10,2,91,03,089,10,1,080,02,6111,01132,4, , , , , 
04,2013,10,2,91,06,090,01,1,031,01,8323,49222,3, , , , , 
04,2013,10,2,91,06,090,01,1,031,02,4311,46309,1,2,1,2,1,3
04,2013,10,2,91,06,090,02,1,032,01,8121,10791,1,1,1,2,1,3
04,2013,10,2,91,06,090,02,1,032,02,4211,84130,1,1,1,1,1,2
04,2013,10,2,91,06,090,03,1,033,01,9311,08991,1,2,2,2,2,3
04,2013,10,2,91,06,090,04,1,034,01,5321,86107,1,1,1,1,1,1
04,2013,10,2,91,06,090,05,1,035,01,7131,43304,1,4, , , , 
04,2013,10,2,91,06,090,06,1,036,01,9313,41003,1,3,2,2,2,3
04,2013,10,2,91,06,090,07,1,037,01,7233,33120,1,4, , , , 
04,2013,10,2,91,06,090,08,1,038,01,7233,33120,1,4, , , , 
04,2013,10,2,91,06,090,09,1,039,01,1412,55101,2, , , , , 
04,2013,10,2,91,06,090,09,1,039,02,5211,55101,4, , , , , 
04,2013,10,2,91,06,090,09,1,039,03,8323,49222,3, , , , , 
04,2013,10,2,91,06,090,10,1,040,02,1221,46305,3, , , , , 
04,2013,10,1,91,12,091,04,1,064,01,2341,85102,1,1,1,1,1,1
04,2013,10,1,91,12,091,04,1,064,02,1420,47892,3, , , , , 
04,2013,10,1,91,12,091,04,1,064,05,9322,15201,1,3,2,2,2,3
04,2013,10,1,91,12,091,05,1,065,01,5211,46624,1,3,2,2,2,3
04,2013,10,1,91,12,091,05,1,065,03,2330,85214,1,2,2,2,1,3
04,2013,10,1,91,12,091,05,1,065,05,5211,47113,1,3,2,2,2,3
04,2013,10,1,91,12,091,06,1,066,01,5221,46498,3, , , , , 
04,2013,10,1,91,12,091,06,1,066,03,5221,46498,3, , , , , 
04,2013,10,1,91,12,091,07,1,067,01,5221,46498,3, , , , , 
04,2013,10,1,91,12,091,07,1,067,03,5223,46498,4, , , , , 
04,2013,10,1,91,12,091,08,1,068,01,8122,28140,3, , , , , 
04,2013,10,1,91,12,091,09,1,069,01,3255,86101,1,1,1,1,1,1
04,2013,10,1,91,12,091,09,1,069,02,3255,86101,1,1,1,1,1,1
04,2013,10,2,91,15,092,02,1,022,01,6114,01271,3, , , , , 
04,2013,10,2,91,15,092,03,1,023,01,6114,01271,3, , , , , 
04,2013,10,2,91,15,092,03,1,023,02,6114,01271,4, , , , , 
04,2013,10,2,91,15,092,05,1,025,02,9212,01271,1,4, , , , 
04,2013,10,2,91,15,092,06,1,026,01,6114,01271,3, , , , , 
04,2013,10,2,91,15,092,06,1,026,02,6114,01271,4, , , , , 
04,2013,10,2,91,15,092,06,1,026,03,6114,01271,4, , , , , 
04,2013,10,2,91,15,092,07,1,027,01,9212,01271,1,4, , , , 
04,2013,10,2,91,15,092,08,1,028,01,6114,01271,3, , , , , 
04,2013,10,2,91,15,092,08,1,028,02,6114,01271,4, , , , , 
04,2013,10,2,91,15,092,08,1,028,03,8332,49233,1,3,2,2,2,3
04,2013,10,2,91,15,092,09,1,029,01,7111,41001,1,4, , , , 
04,2013,10,2,91,15,092,09,1,029,02,6114,01271,4, , , , , 
04,2013,10,2,91,15,092,10,1,030,01,9212,01271,1,4, , , , 
04,2013,10,2,91,15,092,10,1,030,02,9212,01271,1,4, , , , 
04,2013,10,2,91,21,093,01,1,081,03,9322,10791,1,1,1,1,1,3
04,2013,10,2,91,21,093,02,1,082,01,9211,01271,3, , , , , 
04,2013,10,2,91,21,093,02,1,082,02,9211,01271,4, , , , , 
04,2013,10,2,91,21,093,03,1,083,01,9211,01271,3, , , , , 
04,2013,10,2,91,21,093,03,1,083,02,9211,01271,4, , , , , 
04,2013,10,2,91,21,093,03,1,083,04,7126,46611,1,1,1,1,1,3
04,2013,10,2,91,21,093,03,1,083,05,9627,01271,1,4, , , , 
04,2013,10,2,91,21,093,04,1,084,01,7116,41001,3, , , , , 
04,2013,10,2,91,21,093,04,1,084,02,9212,01271,1,4, , , , 
04,2013,10,2,91,21,093,05,1,085,01,9211,01271,3, , , , , 
04,2013,10,2,91,21,093,07,1,087,01,9212,01271,3, , , , , 
04,2013,10,2,91,21,093,07,1,087,02,9212,01271,4, , , , , 
04,2013,10,2,91,21,093,08,1,088,01,4323,49211,1,1,1,2,2,3
04,2013,10,2,91,21,093,09,1,089,01,9211,01271,1,4, , , , 
04,2013,10,2,91,21,093,09,1,089,02,9212,01271,1,1,1,1,1,3
04,2013,10,2,91,21,093,09,1,089,03,9211,01271,1,4, , , , 
04,2013,10,2,91,21,093,10,1,090,01,9213,01291,1,1,1,1,1,3
04,2013,10,3,91,24,094,01,1,091,01,9213,01291,1,1,1,2,2,3
04,2013,10,3,91,24,094,01,1,091,02,9213,01291,1,1,1,2,2,3
04,2013,10,3,91,24,094,02,1,092,03,7114,23951,1,2,2,2,2,3
04,2013,10,3,91,24,094,04,1,094,01,9212,01271,1,2,2,2,2,3
04,2013,10,3,91,24,094,04,1,094,02,9212,01271,1,2,2,2,2,3
04,2013,10,3,91,24,094,04,1,094,04,9322,10791,1,2,2,2,2,3
04,2013,10,3,91,24,094,05,1,095,01,9212,01271,1,1,1,2,2,3
04,2013,10,3,91,24,094,05,1,095,02,9212,01271,1,1,1,2,2,3
04,2013,10,3,91,24,094,05,1,095,03,9212,01271,1,1,1,2,2,3
04,2013,10,3,91,24,094,06,1,096,01,9322,10791,1,2,2,2,2,3
04,2013,10,3,91,24,094,07,1,097,01,9213,01291,1,1,1,2,2,3
04,2013,10,3,91,24,094,09,1,099,01,6121,01411,3, , , , , 
04,2013,10,3,91,24,094,09,1,099,03,9311,08991,1,2,2,2,2,3
04,2013,10,2,91,27,095,01,1,001,01,9212,01271,3, , , , , 
04,2013,10,2,91,27,095,01,1,001,02,9212,01271,4, , , , , 
04,2013,10,2,91,27,095,02,1,002,01,9214,01281,1,4, , , , 
04,2013,10,2,91,27,095,02,1,002,02,1420,47113,3, , , , , 
04,2013,10,2,91,27,095,03,1,003,01,9212,01271,1,4, , , , 
04,2013,10,2,91,27,095,04,1,004,01,9214,01281,1,4, , , , 
04,2013,10,2,91,27,095,04,1,004,02,9212,01271,1,4, , , , 
04,2013,10,2,91,27,095,05,1,005,01,9211,01271,1,4, , , , 
04,2013,10,2,91,27,095,06,1,006,02,9213,01291,1,3,2,2,2,3
04,2013,10,2,91,27,095,06,1,006,03,9214,01281,1,4, , , , 
04,2013,10,2,91,27,095,06,1,006,04,9214,01281,1,4, , , , 
04,2013,10,2,91,27,095,07,1,007,01,9214,01281,1,4, , , , 
04,2013,10,2,91,27,095,07,1,007,02,9213,01291,1,2,2,2,2,3
04,2013,10,2,91,27,095,09,1,009,01,9214,01281,3, , , , , 
04,2013,10,2,91,27,095,09,1,009,02,9212,01271,3, , , , , 
04,2013,10,2,91,27,095,10,1,010,02,9212,01271,1,4, , , , 
04,2013,10,2,91,27,095,10,1,010,03,8342,49232,1,2,2,2,2,3
04,2013,10,2,91,36,096,01,1,051,01,9311,08991,1,2,2,2,2,3
04,2013,10,2,91,36,096,02,1,052,01,9629,42101,1,1,1,2,2,3
04,2013,10,2,91,36,096,02,1,052,03,3511,14101,1,1,1,1,1,3
04,2013,10,2,91,36,096,02,1,052,04,3322,47525,1,2,2,2,2,3
04,2013,10,2,91,36,096,03,1,053,01,9212,01271,1,1,1,2,2,3
04,2013,10,2,91,36,096,04,1,054,01,6114,01271,2, , , , , 
04,2013,10,2,91,36,096,05,1,055,01,6114,01271,3, , , , , 
04,2013,10,2,91,36,096,05,1,055,02,2342,85101,2, , , , , 
04,2013,10,2,91,36,096,06,1,056,01,1420,47113,3, , , , , 
04,2013,10,2,91,36,096,06,1,056,02,3353,84130,1,1,1,1,1,1
04,2013,10,2,91,36,096,07,1,057,01,2359,85420,3, , , , , 
04,2013,10,2,91,36,096,08,1,058,01,1221,46306,3, , , , , 
04,2013,10,2,91,36,096,08,1,058,02,5211,46306,4, , , , , 
04,2013,10,2,91,36,096,09,1,059,01,1221,46498,3, , , , , 
04,2013,10,2,91,42,097,01,1,041,01,9520,47811,3, , , , , 
04,2013,10,2,91,42,097,01,1,041,03,7131,43304,3, , , , , 
04,2013,10,2,91,42,097,02,1,042,01,7121,43302,3, , , , , 
04,2013,10,2,91,42,097,03,1,043,03,1420,47217,3, , , , , 
04,2013,10,2,91,42,097,05,1,045,01,5211,47113,1,2,2,2,2,3
04,2013,10,2,91,42,097,05,1,045,02,7512,10799,3, , , , , 
04,2013,10,2,91,42,097,06,1,046,02,9313,41003,1,4, , , , 
04,2013,10,2,91,42,097,06,1,046,03,9629,16109,1,2,2,2,2,3
04,2013,10,2,91,42,097,07,1,047,01,9313,41003,1,2,2,2,2,3
04,2013,10,2,91,42,097,08,1,048,01,9313,41003,1,4, , , , 
04,2013,10,2,91,42,097,09,1,049,01,6121,01441,3, , , , , 
04,2013,10,2,91,42,097,09,1,049,02,6122,01462,3, , , , , 
04,2013,10,2,91,42,097,10,1,050,01,6117,01282,3, , , , , 
04,2013,10,2,91,42,097,10,1,050,03,7411,84130,1,2,2,2,2,3
04,2013,10,2,91,48,098,01,1,011,01,7111,41003,1,4, , , , 
04,2013,10,2,91,48,098,01,1,011,02,1420,47113,3, , , , , 
04,2013,10,2,91,48,098,01,1,011,06,6111,01222,3, , , , , 
04,2013,10,2,91,48,098,02,1,012,01,6111,01112,3, , , , , 
04,2013,10,2,91,48,098,02,1,012,02,6111,01112,3, , , , , 
04,2013,10,2,91,48,098,02,1,012,03,6111,01112,3, , , , , 
04,2013,10,2,91,48,098,02,1,012,04,7316,13955,3, , , , , 
04,2013,10,2,91,48,098,04,1,014,01,6112,01170,3, , , , , 
04,2013,10,2,91,48,098,05,1,015,01,6111,01112,3, , , , , 
04,2013,10,2,91,48,098,05,1,015,02,6111,01112,4, , , , , 
04,2013,10,2,91,48,098,06,1,016,01,6112,01170,3, , , , , 
04,2013,10,2,91,48,098,06,1,016,02,6112,01170,4, , , , , 
04,2013,10,2,91,48,098,06,1,016,03,6112,01170,4, , , , , 
04,2013,10,2,91,48,098,07,1,017,01,7111,41003,1,4, , , , 
04,2013,10,2,91,48,098,07,1,017,03,6117,01282,3, , , , , 
04,2013,10,2,91,48,098,08,1,018,02,6117,01282,3, , , , , 
04,2013,10,2,91,48,098,09,1,019,01,6112,01170,3, , , , , 
04,2013,10,2,91,48,098,09,1,019,02,9211,01133,1,4, , , , 
04,2013,10,2,91,48,098,10,1,020,01,6111,01222,3, , , , , 
04,2013,10,2,62,48,057,01,1,051,01,2132,84130,1,1,1,1,1,1
04,2013,10,2,62,48,057,02,1,052,01,6113,01120,3, , , , , 
04,2013,10,2,62,48,057,02,1,052,02,6118,01193,3, , , , , 
04,2013,10,2,62,48,057,03,1,053,03,2342,85101,1,3,2,2,1,1
04,2013,10,2,62,48,057,03,1,053,04,3360,64110,1,1,1,1,1,1
04,2013,10,2,62,48,057,05,1,055,01,9211,01295,1,4, , , , 
04,2013,10,2,62,48,057,08,1,058,02,4311,45402,1,1,2,2,1,3
04,2013,10,2,62,48,057,10,1,060,02,4311,45402,1,1,1,2,1,3
04,2013,10,2,62,39,056,01,1,041,01,8323,49222,3, , , , , 
04,2013,10,2,62,39,056,02,1,042,01,7512,56210,3, , , , , 
04,2013,10,2,62,39,056,03,1,043,01,1321,13132,2, , , , , 
04,2013,10,2,62,39,056,03,1,043,02,3353,84130,1,1,1,1,1,1
04,2013,10,2,62,39,056,04,1,044,03,7512,10713,1,1,1,1,1,3
04,2013,10,2,62,39,056,05,1,045,01,7231,45209,3, , , , , 
04,2013,10,2,62,39,056,06,1,046,02,3322,13132,3, , , , , 
04,2013,10,2,62,39,056,06,1,046,03,5141,96024,1,3,2,2,2,3
04,2013,10,2,62,39,056,06,1,046,04,2342,85101,1,3,2,2,2,3
04,2013,10,2,62,39,056,08,1,048,01,9313,41001,1,4, , , , 
04,2013,10,2,62,39,056,08,1,048,03,9629,13132,1,1,1,1,1,3
04,2013,10,2,62,39,056,10,1,050,01,7116,41001,2, , , , , 
04,2013,10,2,62,30,055,01,1,031,01,9322,97002,1,4, , , , 
04,2013,10,2,62,30,055,01,1,031,02,7513,10509,3, , , , , 
04,2013,10,2,62,30,055,02,1,032,01,9322,97002,1,4, , , , 
04,2013,10,2,62,30,055,02,1,032,04,7116,41001,1,2,2,2,2,3
04,2013,10,2,62,30,055,03,1,033,01,8323,49222,3, , , , , 
04,2013,10,2,62,30,055,04,1,034,01,5211,47113,3, , , , , 
04,2013,10,2,62,30,055,04,1,034,02,9322,97002,1,4, , , , 
04,2013,10,2,62,30,055,05,1,035,01,6224,03112,1,2,2,2,2,3
04,2013,10,2,62,30,055,05,1,035,02,6118,46307,3, , , , , 
04,2013,10,2,62,30,055,06,1,036,01,8332,49233,1,4, , , , 
04,2013,10,2,62,30,055,07,1,037,01,9322,01500,1,4, , , , 
04,2013,10,2,62,30,055,08,1,038,01,5212,47219,3, , , , , 
04,2013,10,2,62,30,055,09,1,039,01,9211,03222,1,2,2,2,2,3
04,2013,10,2,62,30,055,09,1,039,02,5211,46307,3, , , , , 
04,2013,10,2,62,30,055,10,1,040,01,6111,01222,3, , , , , 
04,2013,10,2,62,30,055,10,1,040,04,2652,90001,1,2,2,2,2,3
04,2013,10,2,62,18,054,01,1,021,02,9211,01132,1,2,2,2,2,3
04,2013,10,2,62,18,054,02,1,022,01,9219,03111,1,2,2,2,2,3
04,2013,10,2,62,18,054,03,1,023,01,6224,03111,3, , , , , 
04,2013,10,2,62,18,054,03,1,023,02,9211,01132,1,2,2,2,2,3
04,2013,10,2,62,18,054,05,1,025,01,9219,03111,1,2,2,2,2,3
04,2013,10,2,62,18,054,05,1,025,02,9211,01132,1,2,2,2,2,3
04,2013,10,2,62,18,054,06,1,026,01,6224,03112,3, , , , , 
04,2013,10,2,62,18,054,07,1,027,01,7511,47214,3, , , , , 
04,2013,10,2,62,18,054,07,1,027,02,9211,01132,1,2,2,2,2,3
04,2013,10,2,62,18,054,07,1,027,03,7512,56107,1,2,2,2,2,3
04,2013,10,2,62,18,054,07,1,027,04,9219,03111,1,2,2,2,2,3
04,2013,10,2,62,18,054,07,1,027,05,7512,56107,1,2,2,2,2,3
04,2013,10,2,62,18,054,08,1,028,01,9219,03111,1,2,2,2,2,3
04,2013,10,2,62,18,054,09,1,029,01,9219,03112,1,2,2,2,2,3
04,2013,10,2,62,18,054,09,1,029,02,9211,01132,1,2,2,2,2,3
04,2013,10,2,62,18,054,09,1,029,03,9219,03112,1,2,2,2,2,3
04,2013,10,2,62,18,054,09,1,029,05,9211,01132,1,2,2,2,2,3
04,2013,10,1,62,15,053,01,1,011,01,9313,41001,1,3,2,2,2,3
04,2013,10,1,62,15,053,02,1,012,01,1439,47113,3, , , , , 
04,2013,10,1,62,15,053,06,1,016,01,7511,46305,3, , , , , 
04,2013,10,1,62,15,053,07,1,017,01,8323,49222,3, , , , , 
04,2013,10,1,62,15,053,07,1,017,02,7214,24320,1,2,2,2,2,3
04,2013,10,1,62,15,053,08,1,018,01,7116,41001,1,4, , , , 
04,2013,10,1,62,15,053,08,1,018,06,7212,24310,1,2,2,2,2,3
04,2013,10,1,62,15,053,08,1,018,07,1439,47113,1,2,2,2,2,3
04,2013,10,1,62,15,053,09,1,019,01,7512,47215,1,2,2,2,2,3
04,2013,10,1,62,15,053,10,1,020,01,7522,31001,3, , , , , 
04,2013,10,2,62,03,052,01,1,001,01,1439,47113,3, , , , , 
04,2013,10,2,62,03,052,03,1,003,03,9335,84130,1,1,1,1,1,1
04,2013,10,2,62,03,052,04,1,004,03,2352,85107,1,2,2,2,2,3
04,2013,10,2,62,03,052,05,1,005,01,8322,49233,3, , , , , 
04,2013,10,2,62,03,052,05,1,005,03,9216,01132,1,4, , , , 
04,2013,10,2,62,03,052,05,1,005,04,2330,85211,1,1,1,1,1,1
04,2013,10,2,62,03,052,06,1,006,01,8332,49233,3, , , , , 
04,2013,10,2,62,03,052,06,1,006,02,2330,85211,1,1,1,1,1,1
04,2013,10,2,62,03,052,07,1,007,01,9216,01132,1,4, , , , 
04,2013,10,2,62,03,052,07,1,007,02,9216,01132,1,4, , , , 
04,2013,10,2,62,03,052,08,1,008,01,9216,01132,1,4, , , , 
04,2013,10,2,62,03,052,09,1,009,01,3322,36009,3, , , , , 
04,2013,10,2,72,03,040,04,1,024,01,7313,23923,1,3,2,2,2,3
04,2013,10,2,72,03,040,04,1,024,02,7313,23923,1,3,2,2,2,3
04,2013,10,2,72,03,040,05,1,025,01,7313,23923,1,3,2,2,2,3
04,2013,10,2,72,03,040,06,1,026,01,7313,23923,3, , , , , 
04,2013,10,2,72,03,040,08,1,028,02,8153,14101,1,3,1,1,1,3
04,2013,10,2,72,03,040,08,1,028,03,8331,49212,1,3,2,2,2,3
04,2013,10,2,72,03,040,09,1,029,01,6223,03121,3, , , , , 
04,2013,10,2,72,03,040,10,1,030,01,7313,23923,3, , , , , 
04,2013,10,2,72,03,040,10,1,030,02,7313,23923,4, , , , , 
04,2013,10,2,72,06,041,01,1,001,01,1345,85211,1,1,1,1,1,1
04,2013,10,2,72,06,041,02,1,002,01,6113,01120,3, , , , , 
04,2013,10,2,72,06,041,04,1,004,01,7549,10308,3, , , , , 
04,2013,10,2,72,06,041,05,1,005,01,5211,56307,3, , , , , 
04,2013,10,2,72,06,041,05,1,005,02,5211,56307,4, , , , , 
04,2013,10,2,72,06,041,05,1,005,03,8323,49222,3, , , , , 
04,2013,10,2,72,06,041,08,1,008,02,6113,01120,3, , , , , 
04,2013,10,2,72,06,041,10,1,010,01,6113,01120,3, , , , , 
04,2013,10,2,72,06,041,10,1,010,04,7531,14101,1,2,3,2,2,3
04,2013,10,2,72,10,042,02,1,012,01,2330,85211,1,1,1,1,1,1
04,2013,10,2,72,10,042,02,1,012,02,2341,85102,1,1,1,1,1,1
04,2013,10,2,72,10,042,03,1,013,01,2341,85102,1,1,1,1,1,1
04,2013,10,2,72,10,042,04,1,014,01,2330,85211,1,1,1,1,1,1
04,2013,10,2,72,10,042,05,1,015,01,2341,85102,1,1,1,1,1,1
04,2013,10,2,72,10,042,05,1,015,02,2341,85102,1,1,1,1,1,1
04,2013,10,2,72,10,042,07,1,017,01,2330,85211,1,1,1,1,1,1
04,2013,10,2,72,10,042,07,1,017,02,5412,84230,1,1,1,1,1,1
04,2013,10,2,72,10,042,08,1,018,01,1112,84110,1,1,1,1,1,1
04,2013,10,2,72,10,042,06,1,016,01,2330,85211,1,1,1,1,1,1
04,2013,10,2,72,10,042,06,1,016,02,2330,85211,1,1,1,1,1,1
04,2013,10,2,72,10,042,10,1,020,02,4311,02109,1,3,1,1,1,3
04,2013,10,2,72,12,043,03,1,033,01,9311,08101,1,2,2,2,2,3
04,2013,10,2,72,12,043,04,1,034,01,5211,47113,3, , , , , 
04,2013,10,2,72,12,043,04,1,034,03,8332,49232,3, , , , , 
04,2013,10,2,72,12,043,06,1,036,01,9311,08101,1,2,2,2,2,3
04,2013,10,2,72,12,043,07,1,037,01,6113,01120,3, , , , , 
04,2013,10,2,72,12,043,07,1,037,03,8332,49232,1,2,2,2,2,3
04,2013,10,2,72,12,043,08,1,038,01,6113,01120,3, , , , , 
04,2013,10,2,72,12,043,09,1,039,03,2330,85211,1,1,1,1,1,1
04,2013,10,2,72,12,043,10,1,040,01,6113,01120,3, , , , , 
04,2013,10,2,72,18,044,01,1,041,01,6113,01120,3, , , , , 
04,2013,10,2,72,18,044,02,1,042,02,9211,01120,1,2,2,2,2,3
04,2013,10,2,72,18,044,03,1,043,01,6113,01120,3, , , , , 
04,2013,10,2,72,18,044,03,1,043,02,5211,47113,3, , , , , 
04,2013,10,2,72,18,044,03,1,043,03,6113,01120,4, , , , , 
04,2013,10,2,72,18,044,04,1,044,01,6113,01120,3, , , , , 
04,2013,10,2,72,18,044,05,1,045,01,6113,01120,3, , , , , 
04,2013,10,2,72,18,044,07,1,047,01,9211,01120,1,2,2,2,2,3
04,2013,10,2,72,18,044,10,1,050,01,7234,95293,3, , , , , 
04,2013,10,2,23,06,046,03,1,003,01,1420,47113,3, , , , , 
04,2013,10,2,23,06,046,03,1,003,03,8332,49232,3, , , , , 
04,2013,10,2,23,06,046,06,1,006,01,6111,01131,3, , , , , 
04,2013,10,2,23,06,046,06,1,006,02,6111,01131,4, , , , , 
04,2013,10,2,23,06,046,09,1,009,01,1420,47113,3, , , , , 
04,2013,10,2,23,06,046,09,1,009,02,8332,49232,3, , , , , 
