REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q20SERNO,Q20,Q21,Q23,Q24,Q25,Q26
06,2013,10,2,43,09,030,01,1,001,02,48,48, ,2,    ,     
06,2013,10,2,43,09,030,02,1,002,01,52,52, ,2,    ,     
06,2013,10,2,43,09,030,02,1,002,03,48,48, ,2,    ,     
06,2013,10,2,43,09,030,03,1,003,01,48,48, ,2,    ,     
06,2013,10,2,43,09,030,04,1,004,01,50,50, ,1,6111,01133
06,2013,10,2,43,09,030,05,1,005,01,38,38, ,1,6113,01120
06,2013,10,2,43,09,030,06,1,006,01,40,40, ,1,6113,01120
06,2013,10,2,43,09,030,06,1,006,03,54,54, ,2,    ,     
06,2013,10,2,43,09,030,06,1,006,04,09,09, ,2,    ,     
06,2013,10,2,43,09,030,07,1,007,01,48,48, ,1,6113,01120
06,2013,10,2,43,09,030,09,1,009,01,50,50, ,2,    ,     
06,2013,10,2,43,09,030,09,1,009,03,55,55, ,2,    ,     
06,2013,10,2,43,09,030,09,1,009,04,54,54, ,2,    ,     
06,2013,10,2,43,09,030,10,1,010,03,18,18, ,2,    ,     
06,2013,10,1,43,09,029,01,1,011,03,52,52, ,2,    ,     
06,2013,10,1,43,09,029,02,1,012,01,40,52, ,2,    ,     
06,2013,10,1,43,09,029,02,1,012,02,48,48, ,2,    ,     
06,2013,10,1,43,09,029,05,1,015,01,40,40, ,2,    ,     
06,2013,10,1,43,09,029,05,1,015,02,30,30, ,2,    ,     
06,2013,10,1,43,09,029,07,1,017,01,48,48, ,2,    ,     
06,2013,10,1,43,09,029,08,1,018,02,48,48, ,2,    ,     
06,2013,10,1,43,09,029,09,1,019,01,60,60, ,2,    ,     
06,2013,10,1,43,09,029,10,1,020,01,38,38, ,1,6111,01133
06,2013,10,2,43,06,028,01,1,021,01,60,10,1,2,    ,     
06,2013,10,2,43,06,028,01,1,021,02,40,40, ,2,    ,     
06,2013,10,2,43,06,028,01,1,021,03,84,84, ,2,    ,     
06,2013,10,2,43,06,028,02,1,022,01,50,20,4,2,    ,     
06,2013,10,2,43,06,028,02,1,022,02,70,70, ,2,    ,     
06,2013,10,2,43,06,028,03,1,023,01,84,84, ,2,    ,     
06,2013,10,2,43,06,028,05,1,025,01,56,48,3,2,    ,     
06,2013,10,2,43,06,028,05,1,025,03,48,48, ,2,    ,     
06,2013,10,2,43,06,028,06,1,026,01,99,99, ,2,    ,     
06,2013,10,2,43,06,028,06,1,026,03,44,44, ,2,    ,     
06,2013,10,2,43,06,028,07,1,027,01,84,84, ,2,    ,     
06,2013,10,2,43,06,028,08,1,028,01,84,84, ,2,    ,     
06,2013,10,2,43,06,028,09,1,029,04,84,84, ,2,    ,     
06,2013,10,2,43,06,028,10,1,030,03,84,84, ,2,    ,     
06,2013,10,2,43,06,028,10,1,030,04,92,12,7,2,    ,     
06,2013,10,2,53,06,039,01,1,001,01,50,50, ,2,    ,     
06,2013,10,2,53,06,039,03,1,003,01,50,50, ,1,6113,01120
06,2013,10,2,53,06,039,03,1,003,02,40,40, ,2,    ,     
06,2013,10,2,53,06,039,04,1,004,01,45,45, ,2,    ,     
06,2013,10,2,53,06,039,05,1,005,01,60,60, ,2,    ,     
06,2013,10,2,53,06,039,06,1,006,01,40,40, ,1,6111,01113
06,2013,10,2,53,06,039,06,1,006,03,45,45, ,2,    ,     
06,2013,10,2,53,06,039,06,1,006,04,45,45, ,2,    ,     
06,2013,10,2,53,06,039,07,1,007,02,40,40, ,2,    ,     
06,2013,10,2,53,06,039,08,1,008,01,60,60, ,2,    ,     
06,2013,10,2,53,06,039,08,1,008,03,40,40, ,2,    ,     
06,2013,10,2,53,06,039,08,1,008,04,40,40, ,2,    ,     
06,2013,10,2,53,06,039,09,1,009,01,50,50, ,2,    ,     
06,2013,10,2,53,06,039,09,1,009,02,35,35, ,2,    ,     
06,2013,10,2,53,06,039,10,1,010,01,45,45, ,1,9313,41001
06,2013,10,2,53,06,039,10,1,010,06,40,40, ,2,    ,     
06,2013,10,1,53,15,040,01,1,011,01,40,40, ,1,2330,85492
06,2013,10,1,53,15,040,02,1,012,01,48,48, ,2,    ,     
06,2013,10,1,53,15,040,03,1,013,01,44,44, ,2,    ,     
06,2013,10,1,53,15,040,04,1,014,01,44,44, ,1,6118,01309
06,2013,10,1,53,15,040,05,1,015,01,56,56, ,2,    ,     
06,2013,10,1,53,15,040,08,1,018,01,40,40, ,2,    ,     
06,2013,10,1,53,15,040,09,1,019,05,40,40, ,2,    ,     
06,2013,10,2,53,15,041,01,1,021,01,40,40, ,2,    ,     
06,2013,10,2,53,15,041,02,1,022,01,60,60, ,2,    ,     
06,2013,10,2,53,15,041,02,1,022,02,21,21, ,2,    ,     
06,2013,10,2,53,15,041,04,1,024,01,40,40, ,2,    ,     
06,2013,10,2,53,15,041,06,1,026,01,60,60, ,2,    ,     
06,2013,10,2,53,15,041,07,1,027,02,35,35, ,2,    ,     
06,2013,10,2,53,15,041,08,1,028,01,60,48,1,2,    ,     
06,2013,10,2,53,15,041,09,1,029,01,40,40, ,2,    ,     
06,2013,10,2,53,15,041,10,1,030,01,48,48, ,2,    ,     
06,2013,10,2,53,15,041,10,1,030,03,40,40, ,2,    ,     
06,2013,10,2,53,24,042,01,1,031,01,60,60, ,2,    ,     
06,2013,10,2,53,24,042,03,1,033,01,42,42, ,1,7513,47212
06,2013,10,2,53,24,042,04,1,034,01,35,35, ,2,    ,     
06,2013,10,2,53,24,042,05,1,035,01,36,25,4,2,    ,     
06,2013,10,2,53,24,042,07,1,037,01,60,60, ,2,    ,     
06,2013,10,2,53,24,042,08,1,038,01,42,42, ,2,    ,     
06,2013,10,2,53,24,042,10,1,040,01,48,48, ,2,    ,     
06,2013,10,2,53,24,042,10,1,040,04,36,36, ,2,    ,     
06,2013,10,2,91,03,089,01,1,071,01,60,60, ,2,    ,     
06,2013,10,2,91,03,089,02,1,072,01,60,60, ,2,    ,     
06,2013,10,2,91,03,089,02,1,072,02,35,35, ,2,    ,     
06,2013,10,2,91,03,089,04,1,074,01,50,50, ,2,    ,     
06,2013,10,2,91,03,089,05,1,075,01,40,40, ,2,    ,     
06,2013,10,2,91,03,089,06,1,076,01,70,70, ,2,    ,     
06,2013,10,2,91,03,089,06,1,076,02,60,60, ,2,    ,     
06,2013,10,2,91,03,089,07,1,077,01,50,50, ,2,    ,     
06,2013,10,2,91,03,089,08,1,078,01,60,60, ,2,    ,     
06,2013,10,2,91,03,089,09,1,079,01,60,60, ,2,    ,     
06,2013,10,2,91,03,089,10,1,080,01,50,50, ,2,    ,     
06,2013,10,2,91,03,089,10,1,080,02,40,40, ,2,    ,     
06,2013,10,2,91,06,090,01,1,031,01,56,40,8,2,    ,     
06,2013,10,2,91,06,090,01,1,031,02,36,24,8,2,    ,     
06,2013,10,2,91,06,090,02,1,032,01,93,54,8,2,    ,     
06,2013,10,2,91,06,090,02,1,032,02,44,32,8,2,    ,     
06,2013,10,2,91,06,090,03,1,033,01,70,55,8,2,    ,     
06,2013,10,2,91,06,090,04,1,034,01,56,40,8,2,    ,     
06,2013,10,2,91,06,090,05,1,035,01,56,40,8,2,    ,     
06,2013,10,2,91,06,090,06,1,036,01,77,44,3,2,    ,     
06,2013,10,2,91,06,090,07,1,037,01,56,32,3,2,    ,     
06,2013,10,2,91,06,090,08,1,038,01,56,40,8,2,    ,     
06,2013,10,2,91,06,090,09,1,039,01,84,72,8,2,    ,     
06,2013,10,2,91,06,090,09,1,039,02,84,72,8,2,    ,     
06,2013,10,2,91,06,090,09,1,039,03,56,40,8,1,1411,55101
06,2013,10,2,91,06,090,10,1,040,02,54,45,8,2,    ,     
06,2013,10,1,91,12,091,04,1,064,01,40,40, ,2,    ,     
06,2013,10,1,91,12,091,04,1,064,02,56,56, ,2,    ,     
06,2013,10,1,91,12,091,04,1,064,05,48,48, ,2,    ,     
06,2013,10,1,91,12,091,05,1,065,01,48,48, ,2,    ,     
06,2013,10,1,91,12,091,05,1,065,03,40,40, ,2,    ,     
06,2013,10,1,91,12,091,05,1,065,05,48,48, ,2,    ,     
06,2013,10,1,91,12,091,06,1,066,01,42,42, ,2,    ,     
06,2013,10,1,91,12,091,06,1,066,03,42,42, ,2,    ,     
06,2013,10,1,91,12,091,07,1,067,01,56,56, ,2,    ,     
06,2013,10,1,91,12,091,07,1,067,03,48,48, ,2,    ,     
06,2013,10,1,91,12,091,08,1,068,01,48,48, ,2,    ,     
06,2013,10,1,91,12,091,09,1,069,01,40,40, ,2,    ,     
06,2013,10,1,91,12,091,09,1,069,02,40,40, ,2,    ,     
06,2013,10,2,91,15,092,02,1,022,01,40,40, ,2,    ,     
06,2013,10,2,91,15,092,03,1,023,01,48,48, ,2,    ,     
06,2013,10,2,91,15,092,03,1,023,02,40,40, ,2,    ,     
06,2013,10,2,91,15,092,05,1,025,02,42,42, ,2,    ,     
06,2013,10,2,91,15,092,06,1,026,01,42,42, ,1,6113,01120
06,2013,10,2,91,15,092,06,1,026,02,40,40, ,2,    ,     
06,2013,10,2,91,15,092,06,1,026,03,48,48, ,2,    ,     
06,2013,10,2,91,15,092,07,1,027,01,45,45, ,2,    ,     
06,2013,10,2,91,15,092,08,1,028,01,40,40, ,1,6113,01120
06,2013,10,2,91,15,092,08,1,028,02,42,42, ,2,    ,     
06,2013,10,2,91,15,092,08,1,028,03,49,49, ,2,    ,     
06,2013,10,2,91,15,092,09,1,029,01,45,45, ,1,6114,01271
06,2013,10,2,91,15,092,09,1,029,02,40,40, ,2,    ,     
06,2013,10,2,91,15,092,10,1,030,01,45,45, ,1,6113,01120
06,2013,10,2,91,15,092,10,1,030,02,48,48, ,2,    ,     
06,2013,10,2,91,21,093,01,1,081,03,36,36, ,2,    ,     
06,2013,10,2,91,21,093,02,1,082,01,45,45, ,2,    ,     
06,2013,10,2,91,21,093,02,1,082,02,15,15, ,2,    ,     
06,2013,10,2,91,21,093,03,1,083,01,37,37, ,2,    ,     
06,2013,10,2,91,21,093,03,1,083,02,27,27, ,2,    ,     
06,2013,10,2,91,21,093,03,1,083,04,36,36, ,2,    ,     
06,2013,10,2,91,21,093,03,1,083,05,56,56, ,2,    ,     
06,2013,10,2,91,21,093,04,1,084,01,63,63, ,2,    ,     
06,2013,10,2,91,21,093,04,1,084,02,28,28, ,2,    ,     
06,2013,10,2,91,21,093,05,1,085,01,45,45, ,2,    ,     
06,2013,10,2,91,21,093,07,1,087,01,40,40, ,2,    ,     
06,2013,10,2,91,21,093,07,1,087,02,21,21, ,2,    ,     
06,2013,10,2,91,21,093,08,1,088,01,91,78,7,2,    ,     
06,2013,10,2,91,21,093,09,1,089,01,45,45, ,2,    ,     
06,2013,10,2,91,21,093,09,1,089,02,54,54, ,2,    ,     
06,2013,10,2,91,21,093,09,1,089,03,45,45, ,2,    ,     
06,2013,10,2,91,21,093,10,1,090,01,36,36, ,1,9211,01271
06,2013,10,3,91,24,094,01,1,091,01,35,36, ,2,    ,     
06,2013,10,3,91,24,094,01,1,091,02,35,30,7,2,    ,     
06,2013,10,3,91,24,094,02,1,092,03,56,56, ,2,    ,     
06,2013,10,3,91,24,094,04,1,094,01,40,40, ,2,    ,     
06,2013,10,3,91,24,094,04,1,094,02,40,40, ,2,    ,     
06,2013,10,3,91,24,094,04,1,094,04,32,00,3,2,    ,     
06,2013,10,3,91,24,094,05,1,095,01,40,40, ,2,    ,     
06,2013,10,3,91,24,094,05,1,095,02,40,40, ,2,    ,     
06,2013,10,3,91,24,094,05,1,095,03,40,40, ,2,    ,     
06,2013,10,3,91,24,094,06,1,096,01,60,60, ,2,    ,     
06,2013,10,3,91,24,094,07,1,097,01,40,32,1,2,    ,     
06,2013,10,3,91,24,094,09,1,099,01,35,35, ,2,    ,     
06,2013,10,3,91,24,094,09,1,099,03,56,56, ,2,    ,     
06,2013,10,2,91,27,095,01,1,001,01,40,40, ,2,    ,     
06,2013,10,2,91,27,095,01,1,001,02,40,40, ,2,    ,     
06,2013,10,2,91,27,095,02,1,002,01,40,40, ,2,    ,     
06,2013,10,2,91,27,095,02,1,002,02,60,60, ,2,    ,     
06,2013,10,2,91,27,095,03,1,003,01,40,40, ,2,    ,     
06,2013,10,2,91,27,095,04,1,004,01,50,50, ,2,    ,     
06,2013,10,2,91,27,095,04,1,004,02,40,40, ,2,    ,     
06,2013,10,2,91,27,095,05,1,005,01,40,40, ,2,    ,     
06,2013,10,2,91,27,095,06,1,006,02,45,45, ,2,    ,     
06,2013,10,2,91,27,095,06,1,006,03,40,40, ,2,    ,     
06,2013,10,2,91,27,095,06,1,006,04,40,40, ,2,    ,     
06,2013,10,2,91,27,095,07,1,007,01,50,50, ,2,    ,     
06,2013,10,2,91,27,095,07,1,007,02,40,40, ,2,    ,     
06,2013,10,2,91,27,095,09,1,009,01,40,40, ,2,    ,     
06,2013,10,2,91,27,095,09,1,009,02,40,40, ,2,    ,     
06,2013,10,2,91,27,095,10,1,010,02,40,40, ,2,    ,     
06,2013,10,2,91,27,095,10,1,010,03,45,45, ,2,    ,     
06,2013,10,2,91,36,096,01,1,051,01,56,20,1,2,    ,     
06,2013,10,2,91,36,096,02,1,052,01,48,24,7,2,    ,     
06,2013,10,2,91,36,096,02,1,052,03,48,48, ,2,    ,     
06,2013,10,2,91,36,096,02,1,052,04,32,32, ,2,    ,     
06,2013,10,2,91,36,096,03,1,053,01,48,48, ,2,    ,     
06,2013,10,2,91,36,096,04,1,054,01,35,35, ,2,    ,     
06,2013,10,2,91,36,096,05,1,055,01,35,35, ,2,    ,     
06,2013,10,2,91,36,096,05,1,055,02,20,20, ,2,    ,     
06,2013,10,2,91,36,096,06,1,056,01,35,35, ,1,6114,01271
06,2013,10,2,91,36,096,06,1,056,02,40,40, ,2,    ,     
06,2013,10,2,91,36,096,07,1,057,01,40,40, ,2,    ,     
06,2013,10,2,91,36,096,08,1,058,01,70,70, ,2,    ,     
06,2013,10,2,91,36,096,08,1,058,02,28,28, ,2,    ,     
06,2013,10,2,91,36,096,09,1,059,01,35,35, ,2,    ,     
06,2013,10,2,91,42,097,01,1,041,01,32,32, ,2,    ,     
06,2013,10,2,91,42,097,01,1,041,03,63,36,8,2,    ,     
06,2013,10,2,91,42,097,02,1,042,01,70,50,8,2,    ,     
06,2013,10,2,91,42,097,03,1,043,03,70,60,8,2,    ,     
06,2013,10,2,91,42,097,05,1,045,01,36,18,8,2,    ,     
06,2013,10,2,91,42,097,05,1,045,02,20,15,7,2,    ,     
06,2013,10,2,91,42,097,06,1,046,02,56,16,5,2,    ,     
06,2013,10,2,91,42,097,06,1,046,03,70,40,4,2,    ,     
06,2013,10,2,91,42,097,07,1,047,01,56,24,4,2,    ,     
06,2013,10,2,91,42,097,08,1,048,01,60,25,8,2,    ,     
06,2013,10,2,91,42,097,09,1,049,01,25,20,7,2,    ,     
06,2013,10,2,91,42,097,09,1,049,02,25,15,7,2,    ,     
06,2013,10,2,91,42,097,10,1,050,01,30,20,4,2,    ,     
06,2013,10,2,91,42,097,10,1,050,03,60,20,5,2,    ,     
06,2013,10,2,91,48,098,01,1,011,01,50,50, ,2,    ,     
06,2013,10,2,91,48,098,01,1,011,02,60,60, ,2,    ,     
06,2013,10,2,91,48,098,01,1,011,06,50,50, ,2,    ,     
06,2013,10,2,91,48,098,02,1,012,01,40,40, ,2,    ,     
06,2013,10,2,91,48,098,02,1,012,02,50,50, ,2,    ,     
06,2013,10,2,91,48,098,02,1,012,03,45,45, ,2,    ,     
06,2013,10,2,91,48,098,02,1,012,04,20,20, ,2,    ,     
06,2013,10,2,91,48,098,04,1,014,01,40,40, ,2,    ,     
06,2013,10,2,91,48,098,05,1,015,01,30,30, ,2,    ,     
06,2013,10,2,91,48,098,05,1,015,02,30,30, ,2,    ,     
06,2013,10,2,91,48,098,06,1,016,01,55,55, ,2,    ,     
06,2013,10,2,91,48,098,06,1,016,02,30,30, ,2,    ,     
06,2013,10,2,91,48,098,06,1,016,03,40,20,8,2,    ,     
06,2013,10,2,91,48,098,07,1,017,01,50,40,7,2,    ,     
06,2013,10,2,91,48,098,07,1,017,03,40,40, ,2,    ,     
06,2013,10,2,91,48,098,08,1,018,02,50,55, ,2,    ,     
06,2013,10,2,91,48,098,09,1,019,01,50,00,7,2,    ,     
06,2013,10,2,91,48,098,09,1,019,02,30,30, ,2,    ,     
06,2013,10,2,91,48,098,10,1,020,01,50,50, ,2,    ,     
06,2013,10,2,62,48,057,01,1,051,01,40,40, ,1,6113,01120
06,2013,10,2,62,48,057,02,1,052,01,50,50, ,2,    ,     
06,2013,10,2,62,48,057,02,1,052,02,40,40, ,2,    ,     
06,2013,10,2,62,48,057,03,1,053,03,40,40, ,2,    ,     
06,2013,10,2,62,48,057,03,1,053,04,48,48, ,2,    ,     
06,2013,10,2,62,48,057,05,1,055,01,48,48, ,2,    ,     
06,2013,10,2,62,48,057,08,1,058,02,40,40, ,2,    ,     
06,2013,10,2,62,48,057,10,1,060,02,40,40, ,2,    ,     
06,2013,10,2,62,39,056,01,1,041,01,60,60, ,2,    ,     
06,2013,10,2,62,39,056,02,1,042,01,32,16,3,2,    ,     
06,2013,10,2,62,39,056,03,1,043,01,48,15,7,2,    ,     
06,2013,10,2,62,39,056,03,1,043,02,40,40, ,2,    ,     
06,2013,10,2,62,39,056,04,1,044,03,48,48, ,2,    ,     
06,2013,10,2,62,39,056,05,1,045,01,48,24,7,2,    ,     
06,2013,10,2,62,39,056,06,1,046,02,35,35, ,2,    ,     
06,2013,10,2,62,39,056,06,1,046,03,48,48, ,2,    ,     
06,2013,10,2,62,39,056,06,1,046,04,35,35, ,2,    ,     
06,2013,10,2,62,39,056,08,1,048,01,48,40,7,2,    ,     
06,2013,10,2,62,39,056,08,1,048,03,48,48, ,2,    ,     
06,2013,10,2,62,39,056,10,1,050,01,45,45, ,2,    ,     
06,2013,10,2,62,30,055,01,1,031,01,50,30,7,1,6113,01120
06,2013,10,2,62,30,055,01,1,031,02,28,28, ,1,9211,01120
06,2013,10,2,62,30,055,02,1,032,01,60,10,3,1,6113,01120
06,2013,10,2,62,30,055,02,1,032,04,72,60,7,2,    ,     
06,2013,10,2,62,30,055,03,1,033,01,70,70, ,2,    ,     
06,2013,10,2,62,30,055,04,1,034,01,70,40,7,2,    ,     
06,2013,10,2,62,30,055,04,1,034,02,60,20,3,1,9112,47113
06,2013,10,2,62,30,055,05,1,035,01,63,15,7,1,9322,03222
06,2013,10,2,62,30,055,05,1,035,02,56,56, ,1,6121,01413
06,2013,10,2,62,30,055,06,1,036,01,70,00,2,2,    ,     
06,2013,10,2,62,30,055,07,1,037,01,60,00,7,2,    ,     
06,2013,10,2,62,30,055,08,1,038,01,70,50,7,2,    ,     
06,2013,10,2,62,30,055,09,1,039,01,50,50, ,2,    ,     
06,2013,10,2,62,30,055,09,1,039,02,32,32, ,2,    ,     
06,2013,10,2,62,30,055,10,1,040,01,28,28, ,2,    ,     
06,2013,10,2,62,30,055,10,1,040,04,35,35, ,2,    ,     
06,2013,10,2,62,18,054,01,1,021,02,40,40, ,2,    ,     
06,2013,10,2,62,18,054,02,1,022,01,50,50, ,2,    ,     
06,2013,10,2,62,18,054,03,1,023,01,60,60, ,2,    ,     
06,2013,10,2,62,18,054,03,1,023,02,40,32,7,2,    ,     
06,2013,10,2,62,18,054,05,1,025,01,60,60, ,2,    ,     
06,2013,10,2,62,18,054,05,1,025,02,48,48, ,2,    ,     
06,2013,10,2,62,18,054,06,1,026,01,60,60, ,2,    ,     
06,2013,10,2,62,18,054,07,1,027,01,36,36, ,2,    ,     
06,2013,10,2,62,18,054,07,1,027,02,40,24,7,2,    ,     
06,2013,10,2,62,18,054,07,1,027,03,48,48, ,2,    ,     
06,2013,10,2,62,18,054,07,1,027,04,60,60, ,2,    ,     
06,2013,10,2,62,18,054,07,1,027,05,48,48, ,2,    ,     
06,2013,10,2,62,18,054,08,1,028,01,50,50, ,2,    ,     
06,2013,10,2,62,18,054,09,1,029,01,48,48, ,2,    ,     
06,2013,10,2,62,18,054,09,1,029,02,40,40, ,2,    ,     
06,2013,10,2,62,18,054,09,1,029,03,48,48, ,2,    ,     
06,2013,10,2,62,18,054,09,1,029,05,40,40, ,2,    ,     
06,2013,10,1,62,15,053,01,1,011,01,50,30,4,2,    ,     
06,2013,10,1,62,15,053,02,1,012,01,45,45, ,2,    ,     
06,2013,10,1,62,15,053,06,1,016,01,35,35, ,2,    ,     
06,2013,10,1,62,15,053,07,1,017,01,40,40, ,2,    ,     
06,2013,10,1,62,15,053,07,1,017,02,40,40, ,2,    ,     
06,2013,10,1,62,15,053,08,1,018,01,35,35, ,1,9322,08931
06,2013,10,1,62,15,053,08,1,018,06,40,40, ,2,    ,     
06,2013,10,1,62,15,053,08,1,018,07,40,40, ,2,    ,     
06,2013,10,1,62,15,053,09,1,019,01,40,40, ,2,    ,     
06,2013,10,1,62,15,053,10,1,020,01,40,40, ,2,    ,     
06,2013,10,2,62,03,052,01,1,001,01,80,80, ,2,    ,     
06,2013,10,2,62,03,052,03,1,003,03,60,60, ,2,    ,     
06,2013,10,2,62,03,052,04,1,004,03,84,84, ,2,    ,     
06,2013,10,2,62,03,052,05,1,005,01,70,40,3,2,    ,     
06,2013,10,2,62,03,052,05,1,005,03,60,60, ,2,    ,     
06,2013,10,2,62,03,052,05,1,005,04,35,35, ,2,    ,     
06,2013,10,2,62,03,052,06,1,006,01,78,60,3,2,    ,     
06,2013,10,2,62,03,052,06,1,006,02,35,35, ,2,    ,     
06,2013,10,2,62,03,052,07,1,007,01,48,24,3,2,    ,     
06,2013,10,2,62,03,052,07,1,007,02,48,16,3,2,    ,     
06,2013,10,2,62,03,052,08,1,008,01,48,40,3,2,    ,     
06,2013,10,2,62,03,052,09,1,009,01,70,70, ,2,    ,     
06,2013,10,2,72,03,040,04,1,024,01,40,32,1,2,    ,     
06,2013,10,2,72,03,040,04,1,024,02,40,32,1,2,    ,     
06,2013,10,2,72,03,040,05,1,025,01,40,32,1,2,    ,     
06,2013,10,2,72,03,040,06,1,026,01,56,56, ,1,9411,56291
06,2013,10,2,72,03,040,08,1,028,02,48,40,8,2,    ,     
06,2013,10,2,72,03,040,08,1,028,03,56,40,9,1,8332,49232
06,2013,10,2,72,03,040,09,1,029,01,42,42, ,1,7549,46631
06,2013,10,2,72,03,040,10,1,030,01,40,40, ,2,    ,     
06,2013,10,2,72,03,040,10,1,030,02,40,40, ,2,    ,     
06,2013,10,2,72,06,041,01,1,001,01,40,40, ,1,2359,85212
06,2013,10,2,72,06,041,02,1,002,01,54,00,5,2,    ,     
06,2013,10,2,72,06,041,04,1,004,01,95,95, ,2,    ,     
06,2013,10,2,72,06,041,05,1,005,01,98,70,7,2,    ,     
06,2013,10,2,72,06,041,05,1,005,02,98,98, ,2,    ,     
06,2013,10,2,72,06,041,05,1,005,03,60,60, ,2,    ,     
06,2013,10,2,72,06,041,08,1,008,02,54,00,1,2,    ,     
06,2013,10,2,72,06,041,10,1,010,01,52,00,5,2,    ,     
06,2013,10,2,72,06,041,10,1,010,04,54,54, ,2,    ,     
06,2013,10,2,72,10,042,02,1,012,01,35,18,8,2,    ,     
06,2013,10,2,72,10,042,02,1,012,02,35,18,8,2,    ,     
06,2013,10,2,72,10,042,03,1,013,01,35,00,8,2,    ,     
06,2013,10,2,72,10,042,04,1,014,01,35,18,8,2,    ,     
06,2013,10,2,72,10,042,05,1,015,01,35,12,8,1,2359,85509
06,2013,10,2,72,10,042,05,1,015,02,35,12,8,2,    ,     
06,2013,10,2,72,10,042,07,1,017,01,35,18,8,2,    ,     
06,2013,10,2,72,10,042,07,1,017,02,70,70, ,2,    ,     
06,2013,10,2,72,10,042,08,1,018,01,40,24,8,2,    ,     
06,2013,10,2,72,10,042,06,1,016,01,35,00,8,2,    ,     
06,2013,10,2,72,10,042,06,1,016,02,35,00,8,2,    ,     
06,2013,10,2,72,10,042,10,1,020,02,45,27,8,2,    ,     
06,2013,10,2,72,12,043,03,1,033,01,32,00,3,2,    ,     
06,2013,10,2,72,12,043,04,1,034,01,70,50,8,2,    ,     
06,2013,10,2,72,12,043,04,1,034,03,60,70, ,2,    ,     
06,2013,10,2,72,12,043,06,1,036,01,40,50, ,2,    ,     
06,2013,10,2,72,12,043,07,1,037,01,30,00,5,2,    ,     
06,2013,10,2,72,12,043,07,1,037,03,50,40,2,2,    ,     
06,2013,10,2,72,12,043,08,1,038,01,35,00,5,1,9311,08101
06,2013,10,2,72,12,043,09,1,039,03,30,30, ,2,    ,     
06,2013,10,2,72,12,043,10,1,040,01,35,00,5,2,    ,     
06,2013,10,2,72,18,044,01,1,041,01,32,32, ,1,9211,01120
06,2013,10,2,72,18,044,02,1,042,02,56,32,1,2,    ,     
06,2013,10,2,72,18,044,03,1,043,01,56,00,1,2,    ,     
06,2013,10,2,72,18,044,03,1,043,02,56,56, ,2,    ,     
06,2013,10,2,72,18,044,03,1,043,03,56,00,1,2,    ,     
06,2013,10,2,72,18,044,04,1,044,01,56,60, ,2,    ,     
06,2013,10,2,72,18,044,05,1,045,01,24,00,4,1,9211,01120
06,2013,10,2,72,18,044,07,1,047,01,56,56, ,2,    ,     
06,2013,10,2,72,18,044,10,1,050,01,56,56, ,2,    ,     
06,2013,10,2,23,06,046,03,1,003,01,70,70, ,2,    ,     
06,2013,10,2,23,06,046,03,1,003,03,56,56, ,2,    ,     
06,2013,10,2,23,06,046,06,1,006,01,40,40, ,1,6121,01625
06,2013,10,2,23,06,046,06,1,006,02,40,40, ,1,6121,01625
06,2013,10,2,23,06,046,09,1,009,01,70,70, ,2,    ,     
06,2013,10,2,23,06,046,09,1,009,02,84,84, ,2,    ,     
06,2013,10,2,23,06,046,10,1,010,01,56,84, ,2,    ,     
06,2013,10,3,23,12,047,01,1,011,01,45,45, ,2,    ,     
06,2013,10,3,23,12,047,01,1,011,02,40,40, ,2,    ,     
06,2013,10,3,23,12,047,02,1,012,02,45,45, ,2,    ,     
06,2013,10,3,23,12,047,02,1,012,03,40,40, ,2,    ,     
06,2013,10,3,23,12,047,04,1,014,01,50,40,5,2,    ,     
06,2013,10,3,23,12,047,04,1,014,02,40,40, ,2,    ,     
06,2013,10,3,23,12,047,04,1,014,03,48,48, ,2,    ,     
06,2013,10,3,23,12,047,04,1,014,05,48,48, ,2,    ,     
06,2013,10,3,23,12,047,04,1,014,06,40,40, ,2,    ,     
06,2013,10,3,23,12,047,05,1,015,01,40,40, ,2,    ,     
06,2013,10,3,23,12,047,05,1,015,02,40,40, ,2,    ,     
06,2013,10,3,23,12,047,08,1,018,01,48,48, ,2,    ,     
06,2013,10,1,23,12,048,01,1,021,01,56,56, ,2,    ,     
06,2013,10,1,23,12,048,01,1,021,02,56,56, ,1,6118,01192
06,2013,10,1,23,12,048,02,1,022,01,56,56, ,2,    ,     
06,2013,10,1,23,12,048,03,1,023,01,56,56, ,1,6111,01131
06,2013,10,1,23,12,048,04,1,024,02,40,40, ,2,    ,     
06,2013,10,1,23,12,048,04,1,024,04,40,40, ,2,    ,     
06,2013,10,1,23,12,048,04,1,024,07,40,40, ,2,    ,     
06,2013,10,1,23,12,048,04,1,024,10,35,35, ,2,    ,     
06,2013,10,1,23,12,048,05,1,025,02,38,40, ,2,    ,     
06,2013,10,1,23,12,048,07,1,027,02,48,48, ,2,    ,     
06,2013,10,1,23,12,048,09,1,029,01,60,60, ,2,    ,     
06,2013,10,1,23,12,048,10,1,030,01,50,50, ,2,    ,     
06,2013,10,2,23,15,049,01,1,031,01,36,36, ,2,    ,     
06,2013,10,2,23,15,049,02,1,032,01,36,40, ,1,9211,11039
06,2013,10,2,23,15,049,04,1,034,01,35,20,7,2,    ,     
06,2013,10,2,23,15,049,06,1,036,01,40,45, ,2,    ,     
