REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,PSU,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,P1_PERSON_SERIAL_NO,P3_RELATIONSHIP,P4,P5Y,P6_RACE,P7_RELIGION,P8_MARITAL_STATUS,P9_EDUCATIONAL_ATTAINMENT,P10_CURRENT_EDUCATIONAL,P11_LITERACY_SINHALA,P12_LITERACY_TAMIL,P13_LITERACY_ENGLISH,Q4,Annualfac,,District,Psu,Factor
2,2011,1,1,11,1,1,1,1,1,1,1,54,3,2,2,5,5,2,2,2, ,461.92039896247,,11,1,461.92039896247
2,2011,1,1,11,1,1,1,1,2,2,2,55,3,2,2,5,5,2,1,2,2,461.92039896247,,11,2,408.627978699062
2,2011,1,1,11,1,2,1,2,1,1,2,57,4,3,3,5,5,2,2,2, ,461.92039896247,,11,3,748.554952500295
2,2011,1,1,11,1,2,1,2,2,3,2,28,4,3,5,4,5,2,2,2, ,461.92039896247,,11,4,466.179245928342
2,2011,1,1,11,1,2,1,2,3,3,2,21,4,3,1,10,5,1,1,2, ,461.92039896247,,11,5,719.336369457411
2,2011,1,1,11,1,2,1,2,4,5,1,10,4,3,1,3,1,2,1,2,2,461.92039896247,,11,6,208.179236717732
2,2011,1,1,11,1,2,1,2,5,5,2,2,4,3,1,  , , , , , ,461.92039896247,,11,7,498.84223670057
2,2011,1,1,11,1,3,1,3,1,1,1,34,3,2,2,5,5,2,2,2,2,461.92039896247,,11,8,444.164553982582
2,2011,1,1,11,1,3,1,3,2,2,2,28,3,2,2,8,5,1,1,2,2,461.92039896247,,11,9,419.32640458224
2,2011,1,1,11,1,3,1,3,3,3,2,7,3,2,1,1,1, , , ,2,461.92039896247,,11,10,361.85663381528
2,2011,1,1,11,1,3,1,3,4,3,1,1,3,2,1,  , , , , ,2,461.92039896247,,11,11,340.207091621203
2,2011,1,1,11,1,4,1,4,1,1,2,21,2,2,2,3,5,2,2,2, ,461.92039896247,,11,12,375.928836241429
2,2011,1,1,11,1,4,1,4,2,2,1,30,2,2,2,10,5,1,2,2, ,461.92039896247,,11,13,336.009731399902
2,2011,1,1,11,1,4,1,4,3,3,2,6,2,2,1,0,1, , , ,2,461.92039896247,,11,14,448.613244791484
2,2011,1,1,11,1,4,1,4,4,3,2,0,2,2,1,  , , , , ,2,461.92039896247,,11,15,313.274030201191
2,2011,1,1,11,1,6,1,6,1,1,1,60,3,2,2,4,5,2,2,2, ,461.92039896247,,11,16,338.335952617286
2,2011,1,1,11,1,6,1,6,2,2,2,45,3,2,2,5,5,2,1,2,2,461.92039896247,,11,17,451.185937234733
2,2011,1,1,11,1,6,1,6,3,3,1,22,3,2,1,10,5,2,1,2, ,461.92039896247,,11,18,74.3522149272905
2,2011,1,1,11,1,6,1,6,4,3,2,20,3,2,1,10,5,2,1,2,2,461.92039896247,,11,19,136.20139099528
2,2011,1,1,11,1,7,1,7,1,1,1,53,1,1,2,3,5,2,2,2,2,461.92039896247,,11,20,608.131742489254
2,2011,1,1,11,1,7,1,7,2,2,2,46,1,4,2,3,5,2,2,2,2,461.92039896247,,11,21,326.971205926447
2,2011,1,1,11,1,7,1,7,3,5,2,3,1,1,1,  , , , , , ,461.92039896247,,11,22,88.9399943677051
2,2011,1,1,11,1,8,1,8,1,1,2,65,4,3,3,19,5,2,2,2, ,461.92039896247,,11,23,367.635488082417
2,2011,1,1,11,1,8,1,8,2,5,1,21,4,3,2,6,5,1,2,2,2,461.92039896247,,11,24,277.237056439206
2,2011,1,1,11,1,8,1,8,3,5,2,21,4,3,2,12,5,1,2,1, ,461.92039896247,,11,25,99.0417533587855
2,2011,1,1,11,1,8,1,8,4,5,1,18,4,3,1,12,1,1,1,1, ,461.92039896247,,11,26,217.884229992073
2,2011,1,1,11,1,8,1,8,5,5,1,15,4,3,1,9,1,1,1,1, ,461.92039896247,,11,27,312.094347161094
2,2011,1,1,11,1,8,1,8,6,5,2,5,4,3,1,0,1, , , , ,461.92039896247,,11,28,371.50533532539
2,2011,1,1,11,1,8,1,8,7,5,1,0,4,3,1,  , , , , , ,461.92039896247,,11,29,402.601707837812
2,2011,1,1,11,1,9,1,9,1,1,2,50,1,1,2,6,5,2,2,2, ,461.92039896247,,11,30,476.002944184392
2,2011,1,1,11,1,9,1,9,2,2,1,48,2,4,2,3,5,2,2,2, ,461.92039896247,,11,31,436.668154111637
2,2011,1,1,11,1,9,1,9,3,3,2,18,2,4,2,10,5,1,2,2,2,461.92039896247,,11,32,491.251673375592
2,2011,1,1,11,1,9,1,9,4,5,1,20,1,4,2,10,5,1,2,2, ,461.92039896247,,11,33,691.720420935478
2,2011,1,1,11,1,10,1,10,1,1,1,52,5,3,5,5,5,2,2,2,2,461.92039896247,,11,34,605.36959800454
2,2011,1,1,11,1,10,1,10,2,3,1,18,5,3,1,9,5,1,2,2, ,461.92039896247,,11,35,777.132855520554
2,2011,1,1,11,2,1,1,11,1,1,1,73,1,1,2,2,5,2,2,2, ,408.627978699062,,11,36,499.018918806915
2,2011,1,1,11,2,1,1,11,2,2,2,70,1,1,2,19,5,2,2,2,2,408.627978699062,,11,37,179.092888597758
2,2011,1,1,11,2,1,1,11,3,5,1,60,1,1,1,5,5,1,2,2,2,408.627978699062,,11,38,204.037969509589
2,2011,1,1,11,2,2,1,12,1,1,1,40,3,2,2,5,5,2,2,2, ,408.627978699062,,11,39,563.163068130879
2,2011,1,1,11,2,2,1,12,2,2,2,40,3,2,2,5,5,2,1,2,2,408.627978699062,,11,40,351.16330034256
2,2011,1,1,11,2,2,1,12,3,3,2,5,3,2,1,0,1, , , ,2,408.627978699062,,11,41,478.302879782391
2,2011,1,1,11,2,3,1,13,1,1,1,46,2,2,2,6,5,2,1,1, ,408.627978699062,,11,42,436.954800087252
2,2011,1,1,11,2,3,1,13,2,2,2,46,2,2,2,19,5,2,2,2,2,408.627978699062,,11,43,147.811179614302
2,2011,1,1,11,2,3,1,13,3,3,1,25,2,2,1,12,5,2,1,1, ,408.627978699062,,11,44,640.378403805038
2,2011,1,1,11,2,3,1,13,4,3,2,24,2,2,1,13,5,2,1,1, ,408.627978699062,,11,45,372.013350941859
2,2011,1,1,11,2,3,1,13,5,3,1,20,2,2,1,10,5,2,1,1,2,408.627978699062,,11,46,636.338626611075
2,2011,1,1,11,2,3,1,13,6,5,2,74,2,2,3,19,5,2,2,2,2,408.627978699062,,11,47,656.699294138479
2,2011,1,1,11,2,3,1,13,7,5,1,56,2,2,3,19,5,2,2,2,1,408.627978699062,,11,49,477.921319184338
2,2011,1,1,11,2,3,1,13,8,5,1,15,2,2,1,9,1,2,1,2,2,408.627978699062,,11,50,451.784997041444
2,2011,1,1,11,2,3,1,13,9,5,2,13,2,2,1,6,1,2,1,2, ,408.627978699062,,11,51,456.585546006466
2,2011,1,1,11,2,4,1,14,1,1,2,42,1,1,2,19,5,2,2,2, ,408.627978699062,,11,52,316.213694747993
2,2011,1,1,11,2,4,1,14,2,3,2,14,1,1,1,9,1,1,2,2,2,408.627978699062,,11,53,452.087734363563
2,2011,1,1,11,2,5,1,15,1,1,1,57,2,4,2,13,5,1,1,1, ,408.627978699062,,11,54,439.811213990759
2,2011,1,1,11,2,5,1,15,2,2,2,45,2,2,2,13,5,1,1,1,2,408.627978699062,,11,55,459.351333635055
2,2011,1,1,11,2,5,1,15,3,3,1,22,2,4,1,13,5,1,1,1, ,408.627978699062,,11,56,502.452582777255
2,2011,1,1,11,2,5,1,15,4,3,2,10,2,4,1,5,1,1,1,1,2,408.627978699062,,11,57,237.850748673902
2,2011,1,1,11,2,6,1,16,1,1,2,62,3,2,2,7,5,2,1,2,2,408.627978699062,,11,58,457.023159523787
2,2011,1,1,11,2,6,1,16,2,2,1,76,3,2,2,19,5,2,2,2,2,408.627978699062,,11,59,397.732565703425
2,2011,1,1,11,2,6,1,16,3,3,1,26,3,2,1,10,5,2,1,2,2,408.627978699062,,11,60,411.190250039819
2,2011,1,1,11,2,6,1,16,4,3,1,32,3,2,2,10,5,2,1,2, ,408.627978699062,,11,61,590.134155149741
2,2011,1,1,11,2,6,1,16,5,3,2,28,3,2,2,11,5,1,1,1, ,408.627978699062,,11,62,678.796912133845
2,2011,1,1,11,2,6,1,16,6,5,1,35,2,2,2,11,5,2,1,1,2,408.627978699062,,11,63,491.234607465282
2,2011,1,1,11,2,6,1,16,7,5,2,27,2,2,2,10,5,2,1,2,2,408.627978699062,,11,64,330.084730536488
2,2011,1,1,11,2,6,1,16,8,5,2,6,2,2,1,1,1, , , ,2,408.627978699062,,11,65,415.154668684879
2,2011,1,1,11,2,6,1,16,9,5,1,5,2,2,1,0,1, , , , ,408.627978699062,,11,66,508.032664216684
2,2011,1,1,11,2,6,1,16,10,5,1,1,2,2,1,  , , , , ,2,408.627978699062,,11,67,578.43419446394
2,2011,1,1,11,2,6,1,16,11,5,1,1,2,2,1,  , , , , ,2,408.627978699062,,11,68,387.673981396045
2,2011,1,1,11,2,7,1,17,1,1,1,53,2,2,2,7,5,2,1,2,2,408.627978699062,,11,69,382.17973562796
2,2011,1,1,11,2,7,1,17,2,2,2,48,2,2,2,5,5,2,2,2,2,408.627978699062,,11,70,240.411712074075
2,2011,1,1,11,2,7,1,17,3,3,1,18,2,2,1,11,1,2,1,2,2,408.627978699062,,11,71,274.153706751138
2,2011,1,1,11,2,7,1,17,4,3,2,15,2,2,1,10,1,2,1,1, ,408.627978699062,,11,72,376.140268531196
2,2011,1,1,11,2,7,1,17,5,3,2,11,2,2,1,6,1,2,1,2,2,408.627978699062,,11,73,739.910332364893
2,2011,1,1,11,2,7,1,17,6,5,1,22,2,2,1,10,5,2,1,1,2,408.627978699062,,11,74,230.813333799252
2,2011,1,1,11,2,8,1,18,1,1,1,45,1,4,2,6,5,1,2,2, ,408.627978699062,,11,75,437.360273985573
2,2011,1,1,11,2,8,1,18,2,2,2,38,2,4,2,19,5,2,2,2,2,408.627978699062,,11,76,679.43009860852
2,2011,1,1,11,2,8,1,18,3,3,1,19,1,4,1,13,5,1,2,1,2,408.627978699062,,11,77,383.344094891464
2,2011,1,1,11,2,8,1,18,4,3,1,17,1,4,1,10,1,1,2,1,2,408.627978699062,,11,78,335.52153312135
2,2011,1,1,11,2,10,1,20,1,1,1,45,3,2,2,10,5,2,1,1,2,408.627978699062,,11,79,812.24050883035
2,2011,1,1,11,2,10,1,20,2,2,2,37,3,2,2,5,5,2,2,2,2,408.627978699062,,11,80,696.206150426015
2,2011,1,1,11,2,10,1,20,3,3,2,17,3,2,1,10,1,2,1,1,2,408.627978699062,,11,81,409.128552596028
2,2011,1,1,11,2,10,1,20,4,3,2,13,3,2,1,8,1,1,1,1, ,408.627978699062,,11,82,411.677382131842
2,2011,1,1,11,2,10,1,20,5,3,1,11,3,2,1,5,1,2,2,1,2,408.627978699062,,11,83,713.900857109583
2,2011,1,1,11,3,1,1,21,1,1,2,71,1,1,3,10,5,1,2,2,2,748.554952500295,,11,84,431.698166673208
2,2011,1,1,11,3,1,1,21,2,3,1,38,1,1,2,13,5,1,2,1,2,748.554952500295,,11,85,367.387575588557
2,2011,1,1,11,3,1,1,21,3,5,2,34,1,1,2,14,2,1,2,1,2,748.554952500295,,11,86,480.995206178014
2,2011,1,1,11,3,1,1,21,4,5,2,1,1,1,1,  , , , , , ,748.554952500295,,11,87,315.619326301079
2,2011,1,1,11,3,2,1,22,1,1,2,42,1,1,2,11,5,1,2,2,2,748.554952500295,,11,88,350.688140334532
2,2011,1,1,11,3,2,1,22,2,2,1,46,1,1,2,13,5,1,2,2, ,748.554952500295,,11,89,313.773599246686
2,2011,1,1,11,3,2,1,22,3,3,1,14,1,1,1,9,1,1,2,2, ,748.554952500295,,11,90,543.803568964696
2,2011,1,1,11,3,2,1,22,4,3,1,10,1,1,1,6,1,1,2,2,2,748.554952500295,,11,91,541.161574838216
2,2011,1,1,11,3,2,1,22,5,4,2,72,1,1,3,10,5,1,2,2, ,748.554952500295,,11,92,141.239561698452
2,2011,1,1,11,3,4,1,24,1,1,1,70,1,1,2,11,5,1,1,1,2,748.554952500295,,11,93,495.206537645564
2,2011,1,1,11,3,4,1,24,2,2,2,64,1,1,2,10,5,1,2,2, ,748.554952500295,,11,94,850.694087883987
2,2011,1,1,11,3,4,1,24,3,3,1,19,1,1,1,11,4,1,2,2, ,748.554952500295,,11,95,199.497328596204
2,2011,1,1,11,3,5,1,25,1,1,1,50,1,1,2,10,5,1,2,2,2,748.554952500295,,11,96,192.496864923534
2,2011,1,1,11,3,5,1,25,2,2,2,50,1,1,2,10,5,1,2,2, ,748.554952500295,,11,97,605.448945430945
2,2011,1,1,11,3,5,1,25,3,3,2,20,1,1,1,13,1,1,2,2,2,748.554952500295,,11,98,621.907507757456
2,2011,1,1,11,3,5,1,25,4,3,2,19,1,1,1,12,1,1,2,2,2,748.554952500295,,11,99,701.852874783374
2,2011,1,1,11,3,5,1,25,5,3,2,9,1,1,1,4,1, , , , ,748.554952500295,,11,100,288.640037203983
2,2011,1,1,11,3,5,1,25,6,4,1,84,1,1,2,15,5,2,2,2,2,748.554952500295,,11,101,317.656760520785
2,2011,1,1,11,3,7,1,27,1,1,1,36,1,1,1,16,5,1,1,1, ,748.554952500295,,11,102,532.244040234294
2,2011,1,1,11,3,7,1,27,2,4,2,67,1,1,3,10,5,1,2,1,2,748.554952500295,,11,103,360.330254777758
2,2011,1,1,11,3,7,1,27,3,6,2,52,1,1,2,10,5,1,2,2, ,748.554952500295,,11,104,483.930221105883
2,2011,1,1,11,3,8,1,28,1,1,1,62,1,1,2,8,5,1,2,2,2,748.554952500295,,11,105,534.450409023531
2,2011,1,1,11,3,8,1,28,2,2,2,56,1,1,2,10,5,1,2,2, ,748.554952500295,,11,106,411.516279457093
2,2011,1,1,11,3,8,1,28,3,3,1,32,1,1,2,10,5,1,2,2,2,748.554952500295,,11,107,314.08932619853
2,2011,1,1,11,3,8,1,28,4,5,2,22,1,1,2,12,5,1,2,2,2,748.554952500295,,11,108,394.547194608708
2,2011,1,1,11,3,9,1,29,1,1,1,40,1,1,2,11,5,1,2,2, ,748.554952500295,,11,109,486.075868069093
2,2011,1,1,11,3,9,1,29,2,2,2,32,1,1,2,11,5,1,2,2, ,748.554952500295,,11,110,174.773354170362
2,2011,1,1,11,3,9,1,29,3,3,2,11,1,1,1,6,1,1,2,2,2,748.554952500295,,11,111,517.278887347036
2,2011,1,1,11,3,9,1,29,4,3,1,6,1,1,1,1,1, , , ,2,748.554952500295,,11,112,775.918331020554
2,2011,1,1,11,3,9,1,29,5,3,1,6,1,1,1,1,1, , , , ,748.554952500295,,11,113,165.165517899438
2,2011,1,1,11,4,1,1,31,1,1,1,48,1,1,2,9,5,1,2,2, ,466.179245928342,,11,114,529.594015046022
2,2011,1,1,11,4,1,1,31,2,2,2,48,1,1,2,5,5,1,2,2,2,466.179245928342,,11,115,433.089991135019
2,2011,1,1,11,4,1,1,31,3,3,2,21,1,1,1,13,5,1,2,2,2,466.179245928342,,11,116,583.675878857253
2,2011,1,1,11,4,1,1,31,4,3,2,25,1,1,2,13,5,1,2,2, ,466.179245928342,,11,117,598.990989381204
2,2011,1,1,11,4,1,1,31,5,5,2,2,1,1,1,  , , , , , ,466.179245928342,,11,118,385.721070215756
2,2011,1,1,11,4,1,1,31,6,5,2,68,1,1,3,5,5,1,2,2,2,466.179245928342,,11,119,439.329761330488
2,2011,1,1,11,4,1,1,31,7,5,1,21,1,1,1,4,5,1,2,2,2,466.179245928342,,11,120,446.735130413521
2,2011,1,1,11,4,2,1,32,1,1,2,38,1,1,2,10,5,1,2,2, ,466.179245928342,,11,121,624.385982411755
2,2011,1,1,11,4,2,1,32,2,2,1,40,1,1,2,10,5,1,2,2,2,466.179245928342,,11,122,440.743046408298
2,2011,1,1,11,4,2,1,32,3,3,1,11,1,1,1,6,1,1,2,2, ,466.179245928342,,11,123,553.785250809764
2,2011,1,1,11,4,2,1,32,4,3,2,7,1,1,1,2,1, , , , ,466.179245928342,,11,124,391.117990539762
2,2011,1,1,11,4,3,1,33,1,1,1,25,2,2,2,10,5,1,1,2, ,466.179245928342,,11,125,369.120416560901
2,2011,1,1,11,4,3,1,33,2,2,2,25,2,2,2,11,5,1,1,2,2,466.179245928342,,11,126,325.720014848861
2,2011,1,1,11,4,3,1,33,3,3,2,2,2,2,1,  , , , , ,2,466.179245928342,,11,127,662.412881705205
2,2011,1,1,11,4,3,1,33,4,5,2,56,2,2,2,6,5,2,1,2,2,466.179245928342,,11,128,324.905974041739
2,2011,1,1,11,4,3,1,33,5,5,1,23,2,2,1,8,5,1,1,2, ,466.179245928342,,11,129,414.571328849612
2,2011,1,1,11,4,3,1,33,6,5,1,32,2,2,2,9,5,1,1,1,2,466.179245928342,,11,130,409.797801205341
2,2011,1,1,11,4,4,1,34,1,1,1,27,1,1,2,10,5,1,2,2,2,466.179245928342,,11,131,309.603140726564
2,2011,1,1,11,4,4,1,34,2,2,2,24,1,1,2,13,5,1,2,2,2,466.179245928342,,11,132,606.946874889777
2,2011,1,1,11,4,4,1,34,3,3,1,0,1,1,1,  , , , , , ,466.179245928342,,11,134,389.968875340566
2,2011,1,1,11,4,5,1,35,1,1,1,38,1,1,2,10,5,1,2,1, ,466.179245928342,,11,135,349.630403920499
2,2011,1,1,11,4,5,1,35,2,2,2,35,1,1,2,10,5,1,2,1,2,466.179245928342,,11,136,438.604449362633
2,2011,1,1,11,4,5,1,35,3,3,2,12,1,1,1,6,1,1,2,2, ,466.179245928342,,11,137,610.852862444914
2,2011,1,1,11,4,5,1,35,4,3,2,4,1,1,1,  , , , , ,2,466.179245928342,,11,138,627.500844020981
2,2011,1,1,11,4,5,1,35,5,4,2,62,1,1,3,4,5,1,2,2, ,466.179245928342,,11,139,521.480783836117
2,2011,1,1,11,4,5,1,35,6,5,2,60,1,1,2,5,5,1,2,2, ,466.179245928342,,11,140,543.346211878225
2,2011,1,1,11,4,6,1,36,1,1,1,31,1,1,1,13,5,1,2,1,2,466.179245928342,,11,141,525.190923800169
2,2011,1,1,11,4,7,1,37,1,1,2,55,1,1,1,10,5,1,2,1,2,466.179245928342,,11,142,515.112633151551
2,2011,1,1,11,4,7,1,37,2,5,1,47,1,1,1,8,5,1,2,2, ,466.179245928342,,11,143,383.472738012822
2,2011,1,1,11,4,9,1,39,1,1,1,36,1,1,2,10,5,1,2,2,2,466.179245928342,,11,144,300.878609825445
2,2011,1,1,11,4,9,1,39,2,2,2,32,1,1,2,10,5,1,2,2, ,466.179245928342,,11,145,227.404840292306
2,2011,1,1,11,4,9,1,39,3,3,1,8,1,1,1,3,1, , , ,2,466.179245928342,,11,146,482.403316693251
2,2011,1,1,11,4,9,1,39,4,3,2,1,1,1,1,  , , , , , ,466.179245928342,,11,147,404.676491214051
2,2011,1,1,11,4,9,1,39,5,5,1,31,1,1,1,10,5,1,2,2, ,466.179245928342,,11,148,340.975055591591
2,2011,1,1,11,4,10,1,40,1,1,1,51,1,4,1,19,5,1,2,2, ,466.179245928342,,11,149,521.25227157239
2,2011,1,1,11,5,2,1,42,1,1,1,45,4,3,2,10,5,1,2,2,2,719.336369457411,,11,150,225.374439932553
2,2011,1,1,11,5,2,1,42,2,2,2,40,4,3,2,8,5,1,2,2,2,719.336369457411,,11,151,432.227375832939
2,2011,1,1,11,5,2,1,42,3,3,1,17,4,3,1,11,3,1,1,1,2,719.336369457411,,11,152,363.297037762575
2,2011,1,1,11,5,2,1,42,4,3,1,13,4,3,1,7,1,1,1,1, ,719.336369457411,,11,153,453.307945626138
2,2011,1,1,11,5,3,1,43,1,1,1,46,1,1,2,13,5,1,2,1, ,719.336369457411,,11,154,654.626662330278
2,2011,1,1,11,5,3,1,43,2,2,2,43,1,1,2,11,5,1,2,2,2,719.336369457411,,11,155,532.410591895161
2,2011,1,1,11,5,3,1,43,3,3,1,15,1,1,1,9,1,1,2,1, ,719.336369457411,,11,156,788.377222613989
2,2011,1,1,11,5,3,1,43,4,3,2,2,1,1,1,  , , , , , ,719.336369457411,,11,157,661.915871004795
2,2011,1,1,11,5,4,1,44,1,1,1,55,1,1,3,8,5,1,2,2, ,719.336369457411,,11,158,603.398670814516
2,2011,1,1,11,5,4,1,44,2,5,1,38,1,1,2,11,5,1,2,2,2,719.336369457411,,11,159,612.636845468405
2,2011,1,1,11,5,4,1,44,3,3,2,31,1,1,2,11,5,1,2,1,2,719.336369457411,,11,160,392.861376925489
2,2011,1,1,11,5,4,1,44,4,5,1,12,1,1,1,7,1,1,2,2, ,719.336369457411,,11,161,334.786999310347
2,2011,1,1,11,5,4,1,44,5,5,2,6,1,1,1,0,1, , , ,2,719.336369457411,,11,162,80.9490600745168
2,2011,1,1,11,5,5,1,45,1,1,1,31,1,1,2,11,5,1,2,2,2,719.336369457411,,12,1,488.649958937936
2,2011,1,1,11,5,5,1,45,2,2,2,29,1,1,2,10,5,1,2,2,2,719.336369457411,,12,2,616.581232909882
2,2011,1,1,11,5,5,1,45,3,3,1,7,1,1,1,1,1, , , ,2,719.336369457411,,12,3,575.229177525862
2,2011,1,1,11,5,5,1,45,4,3,2,2,1,1,1,  , , , , , ,719.336369457411,,12,4,477.064409032381
2,2011,1,1,11,5,6,1,46,1,1,1,70,4,3,3,10,5,1,2,2, ,719.336369457411,,12,5,441.317434030506
2,2011,1,1,11,5,6,1,46,2,5,1,35,4,3,2,2,5,2,2,2,2,719.336369457411,,12,6,456.356453521557
2,2011,1,1,11,5,6,1,46,3,3,2,33,4,3,2,5,5,1,2,2,2,719.336369457411,,12,7,523.855063169407
2,2011,1,1,11,5,6,1,46,4,5,2,13,4,3,1,7,1,2,1,2, ,719.336369457411,,12,9,613.811071732758
2,2011,1,1,11,5,6,1,46,5,5,2,4,4,3,1,  , , , , ,2,719.336369457411,,12,10,503.144514160384
2,2011,1,1,11,5,6,1,46,6,5,2,2,4,3,1,  , , , , ,2,719.336369457411,,12,11,523.440852189226
2,2011,1,1,11,5,7,1,47,1,1,1,33,4,3,2,10,5,1,2,2,2,719.336369457411,,12,12,438.05914288508
2,2011,1,1,11,5,7,1,47,2,2,2,29,4,3,2,10,5,1,2,2,2,719.336369457411,,12,13,397.298559536415
2,2011,1,1,11,5,7,1,47,3,3,2,9,4,3,1,3,1, , , ,2,719.336369457411,,12,14,396.874095263406
2,2011,1,1,11,5,7,1,47,4,3,1,6,4,3,1,0,1, , , ,2,719.336369457411,,12,15,490.680699598392
2,2011,1,1,11,5,7,1,47,5,3,1,0,4,3,1,  , , , , , ,719.336369457411,,12,16,446.023854573899
2,2011,1,1,11,5,8,1,48,1,1,1,66,2,2,2,2,5,2,2,2, ,719.336369457411,,12,17,486.7482524937
2,2011,1,1,11,5,10,1,50,1,1,2,54,4,3,2,8,5,2,2,1,2,719.336369457411,,12,18,451.763221845716
2,2011,1,1,11,5,10,1,50,2,3,1,30,4,3,1,11,5,1,2,1,2,719.336369457411,,12,19,399.548784960726
2,2011,1,1,11,5,10,1,50,3,3,1,23,4,3,1,11,5,1,2,1, ,719.336369457411,,12,20,533.95387804978
2,2011,1,1,11,6,1,1,51,1,1,1,61,1,1,2,8,5,1,2,2, ,208.179236717732,,12,21,617.37858900637
2,2011,1,1,11,6,2,1,52,1,1,2,76,1,1,3,5,5,1,2,2, ,208.179236717732,,12,22,461.352627514564
2,2011,1,1,11,6,2,1,52,2,3,2,60,1,1,2,13,5,1,2,2, ,208.179236717732,,12,23,455.767244614872
2,2011,1,1,11,6,2,1,52,3,5,1,67,1,1,2,15,5,1,2,1,2,208.179236717732,,12,24,443.943094400807
2,2011,1,1,11,6,2,1,52,4,5,2,25,1,1,1,13,5,1,2,1,2,208.179236717732,,12,25,514.2348103142
2,2011,1,1,11,6,2,1,52,5,3,1,57,1,1,2,6,5,1,2,1, ,208.179236717732,,12,26,487.686211801907
2,2011,1,1,11,6,2,1,52,6,5,2,57,1,1,2,10,5,1,2,1,2,208.179236717732,,12,27,430.302232079009
2,2011,1,1,11,6,2,1,52,7,5,2,25,1,1,1,13,5,1,2,1,2,208.179236717732,,12,28,453.773262919682
2,2011,1,1,11,6,2,1,52,8,3,1,47,1,1,2,13,5,1,2,1, ,208.179236717732,,12,29,662.517117919571
2,2011,1,1,11,6,2,1,52,9,5,2,44,1,1,2,13,5,1,2,1, ,208.179236717732,,12,30,446.548553110324
2,2011,1,1,11,6,2,1,52,10,5,1,11,1,1,1,6,1,1,2,1, ,208.179236717732,,12,31,399.098262812736
2,2011,1,1,11,6,2,1,52,11,5,2,9,1,1,1,5,1, , , , ,208.179236717732,,12,32,473.635392273069
2,2011,1,1,11,6,2,1,52,12,3,2,35,1,1,2,13,5,1,2,1,2,208.179236717732,,12,33,308.719874689404
2,2011,1,1,11,6,2,1,52,13,5,2,8,1,1,1,2,1, , , , ,208.179236717732,,12,34,835.375625752954
2,2011,1,1,11,6,2,1,52,14,5,2,1,1,1,1,  , , , , ,2,208.179236717732,,12,35,232.430444117118
2,2011,1,1,11,6,3,1,53,1,1,1,63,1,1,2,15,5,1,2,1, ,208.179236717732,,12,36,352.085628587973
2,2011,1,1,11,6,3,1,53,2,2,2,57,1,4,2,11,5,1,2,1,2,208.179236717732,,12,37,717.463856773771
2,2011,1,1,11,6,3,1,53,3,3,1,18,1,4,1,11,1,1,2,1, ,208.179236717732,,12,38,707.805689471048
2,2011,1,1,11,6,4,1,54,1,1,1,63,1,1,2,13,5,1,2,1, ,208.179236717732,,12,39,385.157422459714
2,2011,1,1,11,6,4,1,54,2,2,2,59,1,4,2,13,5,1,2,1, ,208.179236717732,,12,40,532.1847289256
2,2011,1,1,11,6,6,1,56,1,1,1,57,1,1,2,8,5,1,2,1,2,208.179236717732,,12,41,551.895274441363
2,2011,1,1,11,6,6,1,56,2,2,2,44,1,1,2,11,5,1,2,1,2,208.179236717732,,12,42,370.508355581114
2,2011,1,1,11,6,6,1,56,3,3,2,16,1,1,1,10,1,1,2,2, ,208.179236717732,,12,43,501.481763795277
2,2011,1,1,11,6,6,1,56,4,3,1,11,1,1,1,5,1,1,2,2,2,208.179236717732,,12,44,513.017058604127
2,2011,1,1,11,6,7,1,57,1,1,1,67,4,3,2,11,5,2,1,1, ,208.179236717732,,12,45,613.826704385777
2,2011,1,1,11,6,7,1,57,2,2,2,59,4,3,2,8,5,2,1,1, ,208.179236717732,,12,46,477.601679805025
2,2011,1,1,11,6,7,1,57,3,4,2,82,4,3,3,19,5,2,2,2,2,208.179236717732,,12,47,468.873097381002
2,2011,1,1,11,6,7,1,57,4,5,1,22,4,3,1,13,3,2,1,1,2,208.179236717732,,12,48,479.772596531412
2,2011,1,1,11,6,8,1,58,1,1,2,50,1,1,4,13,5,1,2,1,2,208.179236717732,,12,49,398.776807483545
2,2011,1,1,11,6,8,1,58,2,3,2,23,1,1,1,13,2,1,2,1, ,208.179236717732,,12,50,429.324927311477
2,2011,1,1,11,6,8,1,58,3,3,2,21,1,1,1,13,2,1,2,1,2,208.179236717732,,12,51,535.043199853641
2,2011,1,1,11,6,9,1,59,1,1,1,61,2,2,2,15,5,2,1,1, ,208.179236717732,,12,52,678.016176123071
2,2011,1,1,11,6,9,1,59,2,2,2,54,2,2,2,15,5,2,1,1, ,208.179236717732,,12,53,330.164398807756
2,2011,1,1,11,6,9,1,59,3,3,2,16,2,2,1,11,1,1,1,1, ,208.179236717732,,12,54,683.593277454283
2,2011,1,1,11,6,9,1,59,4,3,1,13,2,2,1,8,1,1,1,1,2,208.179236717732,,12,55,593.264154107687
2,2011,1,1,11,6,9,1,59,5,6,2,21,2,2,1,10,5,2,1,2,2,208.179236717732,,12,56,636.745626272101
2,2011,1,1,11,6,9,1,59,6,6,1,19,2,2,1,10,5,2,1,2, ,208.179236717732,,12,57,497.242115449108
