REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,PSU,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,P1_PERSON_SERIAL_NO,P3_RELATIONSHIP,P4,P5Y,P6_RACE,P7_RELIGION,P8_MARITAL_STATUS,P9_EDUCATIONAL_ATTAINMENT,P10_CURRENT_EDUCATIONAL,P11_LITERACY_SINHALA,P12_LITERACY_TAMIL,P13_LITERACY_ENGLISH,Q4,Annualfac,,District,Psu,Factor
2,2011,8,2,52,56,8,1,38,4,3,1,12,1,1,1,7,1,1,2,1, ,340.991698806712,,,,
2,2011,8,2,52,56,8,1,38,5,3,1,7,1,1,1,2,1, , , , ,340.991698806712,,,,
2,2011,8,2,52,56,8,1,38,6,4,1,81,1,1,2,5,5,1,2,2,2,340.991698806712,,,,
2,2011,8,2,52,56,9,1,39,1,1,1,65,1,1,2,4,5,1,2,2, ,340.991698806712,,,,
2,2011,8,2,52,56,9,1,39,2,2,2,55,1,1,2,5,5,1,2,2, ,340.991698806712,,,,
2,2011,8,2,52,56,9,1,39,3,3,2,21,1,1,1,13,5,1,2,2,2,340.991698806712,,,,
2,2011,8,2,52,56,10,1,40,1,1,1,79,1,1,2,3,5,1,2,2, ,340.991698806712,,,,
2,2011,8,2,52,56,10,1,40,2,2,2,76,1,1,2,3,5,1,2,2, ,340.991698806712,,,,
2,2011,8,2,52,56,10,1,40,3,3,2,52,1,1,2,11,5,1,2,2,2,340.991698806712,,,,
2,2011,8,2,52,56,10,1,40,4,3,1,29,1,1,1,13,5,1,2,2,2,340.991698806712,,,,
2,2011,8,2,52,56,10,1,40,5,3,2,26,1,1,1,13,5,1,2,2, ,340.991698806712,,,,
2,2011,8,2,52,56,10,1,40,6,3,1,25,1,1,1,13,5,1,2,2, ,340.991698806712,,,,
2,2011,8,2,52,57,1,1,41,1,1,1,28,4,3,2,9,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,1,1,41,2,2,2,22,4,3,2,8,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,1,1,41,3,3,1,4,4,3,1,  , , , , , ,402.389773699456,,,,
2,2011,8,2,52,57,2,1,42,1,1,1,69,4,3,2,6,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,2,1,42,2,2,2,65,4,3,2,4,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,3,1,43,1,1,1,32,4,3,2,10,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,3,1,43,2,2,2,28,4,3,2,8,5,2,1,2,2,402.389773699456,,,,
2,2011,8,2,52,57,3,1,43,3,3,2,4,4,3,1,  , , , , ,2,402.389773699456,,,,
2,2011,8,2,52,57,3,1,43,4,3,2,2,4,3,1,  , , , , ,2,402.389773699456,,,,
2,2011,8,2,52,57,6,1,46,1,1,1,28,4,3,2,10,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,6,1,46,2,2,2,22,4,3,2,9,5,2,1,2, ,402.389773699456,,,,
2,2011,8,2,52,57,8,1,48,1,1,1,70,4,3,3,19,5,2,2,2, ,402.389773699456,,,,
2,2011,8,2,52,57,10,1,50,1,1,1,31,4,3,2,11,5,2,1,2,2,402.389773699456,,,,
2,2011,8,2,52,57,10,1,50,2,2,2,26,4,3,2,10,5,2,1,2,2,402.389773699456,,,,
2,2011,8,2,52,57,10,1,50,3,3,1,2,4,3,1,  , , , , , ,402.389773699456,,,,
2,2011,8,2,52,58,1,1,51,1,1,2,24,2,2,1,13,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,2,1,52,1,1,1,52,2,2,2,13,5,1,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,2,1,52,2,2,2,50,2,2,2,16,5,2,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,2,1,52,3,3,2,15,2,2,1,10,1,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,2,1,52,4,3,2,11,2,2,1,6,1,2,1,1,1,371.589568799004,,,,
2,2011,8,2,52,58,3,1,53,1,1,1,41,2,2,2,11,5,2,1,2,2,371.589568799004,,,,
2,2011,8,2,52,58,3,1,53,2,2,2,39,2,2,2,11,5,2,1,2,2,371.589568799004,,,,
2,2011,8,2,52,58,3,1,53,3,3,2,20,2,2,1,13,2,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,3,1,53,4,3,2,19,2,2,1,13,2,2,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,3,1,53,5,3,2,17,2,2,1,12,1,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,4,1,54,1,1,2,65,2,2,3,2,5,2,2,2, ,371.589568799004,,,,
2,2011,8,2,52,58,5,1,55,1,1,1,40,2,2,2,15,5,1,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,5,1,55,2,2,2,38,2,2,2,15,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,5,1,55,3,3,2,11,2,2,1,5,1,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,5,1,55,4,3,2,6,2,2,1,1,1, , , , ,371.589568799004,,,,
2,2011,8,2,52,58,5,1,55,5,3,1,2,2,2,1,  , , , , , ,371.589568799004,,,,
2,2011,8,2,52,58,6,1,56,1,1,1,50,2,2,2,13,5,1,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,6,1,56,2,2,2,49,2,2,2,13,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,6,1,56,3,3,2,14,2,2,1,9,1,2,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,6,1,56,4,3,2,11,2,2,1,6,1,2,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,6,1,56,5,3,2,9,2,2,1,4,1, , , , ,371.589568799004,,,,
2,2011,8,2,52,58,7,1,57,1,1,1,64,2,2,2,11,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,7,1,57,2,2,2,59,2,2,2,11,5,2,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,7,1,57,3,3,2,21,2,2,1,13,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,8,1,58,1,1,1,35,2,2,2,13,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,8,1,58,2,2,2,30,2,2,2,13,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,8,1,58,3,3,2,6,2,2,1,1,1, , , , ,371.589568799004,,,,
2,2011,8,2,52,58,8,1,58,4,3,2,4,2,2,1,  , , , , ,2,371.589568799004,,,,
2,2011,8,2,52,58,10,1,60,1,1,2,40,2,2,3,13,5,2,1,1, ,371.589568799004,,,,
2,2011,8,2,52,58,10,1,60,2,3,1,15,2,2,1,10,1,2,1,1,2,371.589568799004,,,,
2,2011,8,2,52,58,10,1,60,3,3,2,11,2,2,1,6,1,2,1,2, ,371.589568799004,,,,
2,2011,8,2,52,59,2,1,62,1,1,1,58,4,3,2,2,5,2,2,2, ,547.25009223126,,,,
2,2011,8,2,52,59,2,1,62,2,2,2,52,4,3,2,5,5,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,2,1,62,3,3,2,19,4,3,1,11,5,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,2,1,62,4,3,2,17,4,3,1,12,1,2,1,2,2,547.25009223126,,,,
2,2011,8,2,52,59,2,1,62,5,3,1,15,4,3,1,9,1,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,4,1,64,1,1,2,55,4,3,2,2,5,2,2,2, ,547.25009223126,,,,
2,2011,8,2,52,59,4,1,64,2,3,2,34,4,3,1,19,5,2,2,2, ,547.25009223126,,,,
2,2011,8,2,52,59,4,1,64,3,3,2,22,4,3,1,14,3,2,1,2,2,547.25009223126,,,,
2,2011,8,2,52,59,7,1,67,1,1,1,36,4,3,2,19,5,2,2,2,2,547.25009223126,,,,
2,2011,8,2,52,59,7,1,67,2,2,2,31,4,3,2,6,5,2,2,2,2,547.25009223126,,,,
2,2011,8,2,52,59,7,1,67,3,3,1,11,4,3,1,5,1,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,7,1,67,4,3,2,5,4,3,1,19,5, , , ,2,547.25009223126,,,,
2,2011,8,2,52,59,7,1,67,5,3,1,2,4,3,1,  , , , , ,2,547.25009223126,,,,
2,2011,8,2,52,59,8,1,68,1,1,1,37,4,3,2,2,5,2,2,2, ,547.25009223126,,,,
2,2011,8,2,52,59,8,1,68,2,2,2,32,4,3,2,5,5,2,1,2,2,547.25009223126,,,,
2,2011,8,2,52,59,8,1,68,3,3,1,13,4,3,1,7,1,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,8,1,68,4,3,2,12,4,3,1,6,1,2,1,2,2,547.25009223126,,,,
2,2011,8,2,52,59,8,1,68,5,3,2,10,4,3,1,4,1,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,8,1,68,6,3,2,3,4,3,1,  , , , , ,2,547.25009223126,,,,
2,2011,8,2,52,59,9,1,69,1,1,1,54,4,3,2,6,5,2,1,2,2,547.25009223126,,,,
2,2011,8,2,52,59,9,1,69,2,2,2,44,4,3,2,19,5,2,2,2,2,547.25009223126,,,,
2,2011,8,2,52,59,9,1,69,3,3,1,22,4,3,1,10,5,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,9,1,69,4,3,2,17,4,3,1,9,5,2,1,2, ,547.25009223126,,,,
2,2011,8,2,52,59,9,1,69,5,3,2,14,4,3,1,9,1,2,1,2,2,547.25009223126,,,,
2,2011,8,2,52,60,1,1,71,1,1,1,62,1,1,2,2,5,2,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,1,1,71,2,2,2,60,1,1,2,2,5,2,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,3,1,73,1,1,1,54,1,1,2,3,5,2,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,3,1,73,2,2,2,49,1,1,2,19,5,2,2,2, ,478.843830702353,,,,
2,2011,8,2,52,60,3,1,73,3,3,2,21,1,1,1,14,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,3,1,73,4,3,1,16,1,1,1,9,1,1,2,2, ,478.843830702353,,,,
2,2011,8,2,52,60,6,1,76,1,1,1,76,1,1,2,6,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,6,1,76,2,2,2,65,1,1,2,2,5,2,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,6,1,76,3,5,2,21,1,1,2,10,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,6,1,76,4,5,1,4,1,1,1,  , , , , ,2,478.843830702353,,,,
2,2011,8,2,52,60,6,1,76,5,3,2,43,1,1,4,10,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,6,1,76,6,5,2,12,1,1,1,4,1,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,7,1,78,1,1,2,33,1,1,2,10,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,7,1,78,2,3,1,8,1,1,1,2,1, , , , ,478.843830702353,,,,
2,2011,8,2,52,60,7,1,78,3,3,1,2,1,1,1,  , , , , ,2,478.843830702353,,,,
2,2011,8,2,52,60,9,1,79,1,1,1,60,1,1,2,10,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,9,1,79,2,2,2,53,1,1,2,10,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,9,1,79,3,3,2,32,1,1,2,10,5,1,2,2,2,478.843830702353,,,,
2,2011,8,2,52,60,9,1,79,4,5,1,32,1,1,2,10,5,1,2,2, ,478.843830702353,,,,
2,2011,8,2,52,60,9,1,79,5,5,2,3,1,1,1,  , , , , ,2,478.843830702353,,,,
2,2011,9,1,52,61,1,1,1,1,1,1,32,1,1,2,13,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,61,1,1,1,2,2,2,30,1,1,2,13,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,61,1,1,1,3,3,2,2,1,1,1,  , , , , ,2,330.268383853454,,,,
2,2011,9,1,52,61,2,1,2,1,1,1,40,1,1,2,11,5,1,2,2,2,330.268383853454,,,,
2,2011,9,1,52,61,2,1,2,2,2,2,38,1,1,2,15,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,2,1,2,3,3,1,10,1,1,1,5,1,1,2,2,2,330.268383853454,,,,
2,2011,9,1,52,61,2,1,2,4,3,2,6,1,1,1,1,1, , , , ,330.268383853454,,,,
2,2011,9,1,52,61,2,1,2,5,3,1,4,1,1,1,  , , , , ,2,330.268383853454,,,,
2,2011,9,1,52,61,3,1,3,1,1,1,45,1,1,2,13,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,61,3,1,3,2,2,2,45,1,1,2,15,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,3,1,3,3,3,2,15,1,1,1,10,1,1,1,1,2,330.268383853454,,,,
2,2011,9,1,52,61,3,1,3,4,3,2,13,1,1,1,7,1,1,1,1, ,330.268383853454,,,,
2,2011,9,1,52,61,4,1,4,1,1,1,47,1,1,2,13,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,4,1,4,2,2,2,45,1,1,2,13,5,1,2,2,2,330.268383853454,,,,
2,2011,9,1,52,61,4,1,4,3,3,2,11,1,1,1,5,1,1,2,2,2,330.268383853454,,,,
2,2011,9,1,52,61,4,1,4,4,3,1,11,1,1,1,5,1,1,2,2,2,330.268383853454,,,,
2,2011,9,1,52,61,4,1,4,5,3,1,5,1,1,1,19,5, , , ,2,330.268383853454,,,,
2,2011,9,1,52,61,5,1,5,1,1,1,43,1,1,2,13,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,5,1,5,2,2,2,42,1,1,2,13,4,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,5,1,5,3,3,1,8,1,1,1,3,1, , , , ,330.268383853454,,,,
2,2011,9,1,52,61,5,1,5,4,5,2,77,1,1,3,8,5,1,2,2, ,330.268383853454,,,,
2,2011,9,1,52,61,7,1,7,1,1,1,63,1,1,2,11,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,7,1,7,2,2,2,62,1,1,2,11,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,7,1,7,3,3,2,21,1,1,1,10,5,1,2,2,2,330.268383853454,,,,
2,2011,9,1,52,61,8,1,8,1,1,1,36,1,1,2,12,5,1,2,2, ,330.268383853454,,,,
2,2011,9,1,52,61,8,1,8,2,2,2,31,1,1,2,13,5,1,2,2, ,330.268383853454,,,,
2,2011,9,1,52,61,8,1,8,3,3,2,7,1,1,1,1,1, , , , ,330.268383853454,,,,
2,2011,9,1,52,61,9,1,9,1,1,1,71,1,1,2,13,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,9,1,9,2,2,2,71,1,1,2,13,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,61,9,1,9,3,3,2,23,1,1,2,13,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,9,1,9,4,5,1,25,1,1,2,11,5,1,2,1,2,330.268383853454,,,,
2,2011,9,1,52,61,10,1,10,1,1,1,63,1,4,2,13,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,61,10,1,10,2,2,2,53,1,4,2,13,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,61,10,1,10,3,3,1,30,1,4,1,12,5,1,2,1, ,330.268383853454,,,,
2,2011,9,1,52,62,1,1,11,1,1,1,29,4,3,2,9,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,1,1,11,2,2,2,29,4,3,2,10,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,1,1,11,3,3,1,11,4,3,1,5,1,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,1,1,11,4,3,2,9,4,3,1,3,1, , , ,2,361.352467039662,,,,
2,2011,9,1,52,62,1,1,11,5,3,2,3,4,3,1,  , , , , , ,361.352467039662,,,,
2,2011,9,1,52,62,1,1,11,6,3,2,1,4,3,1,  , , , , ,2,361.352467039662,,,,
2,2011,9,1,52,62,1,1,11,7,5,2,54,4,3,3,19,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,2,1,12,1,1,2,36,4,3,2,3,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,2,1,12,2,3,1,12,4,3,1,6,1,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,2,1,12,3,3,1,10,4,3,1,4,1,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,1,1,1,35,4,3,2,11,5,2,1,1,2,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,2,2,2,28,4,3,2,11,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,3,3,1,4,4,3,1,  , , , , , ,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,4,3,1,1,4,3,1,  , , , , , ,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,5,5,1,55,4,3,2,19,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,6,5,2,53,4,3,2,19,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,3,1,13,7,5,2,70,4,3,3,19,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,1,1,1,53,4,3,2,3,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,2,2,2,47,4,3,2,2,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,3,3,1,26,4,3,2,4,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,4,3,2,25,4,3,1,6,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,5,5,2,70,4,3,3,19,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,6,5,2,53,4,3,4,19,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,4,1,14,7,5,2,18,4,3,2,5,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,5,1,15,1,1,1,55,4,3,2,2,5,2,2,2, ,361.352467039662,,,,
2,2011,9,1,52,62,5,1,15,2,2,2,50,4,3,2,3,5,2,2,2,2,361.352467039662,,,,
2,2011,9,1,52,62,5,1,15,3,3,1,24,4,3,1,14,5,2,1,1, ,361.352467039662,,,,
2,2011,9,1,52,62,5,1,15,4,5,2,70,4,3,3,19,5,2,2,2,2,361.352467039662,,,,
2,2011,9,1,52,62,6,1,16,1,1,1,41,4,3,2,11,5,2,1,2,1,361.352467039662,,,,
2,2011,9,1,52,62,6,1,16,2,2,2,39,4,3,2,12,5,2,1,2,1,361.352467039662,,,,
2,2011,9,1,52,62,6,1,16,3,3,1,7,4,3,1,1,1, , , , ,361.352467039662,,,,
2,2011,9,1,52,62,6,1,16,4,3,2,3,4,3,1,  , , , , ,2,361.352467039662,,,,
2,2011,9,1,52,62,7,1,17,1,1,1,36,4,3,2,13,5,2,1,1, ,361.352467039662,,,,
2,2011,9,1,52,62,7,1,17,2,2,2,29,4,3,2,15,5,2,1,1,2,361.352467039662,,,,
2,2011,9,1,52,62,7,1,17,3,3,2,2,4,3,1,  , , , , , ,361.352467039662,,,,
2,2011,9,1,52,62,7,1,17,4,3,2,1,4,3,1,  , , , , , ,361.352467039662,,,,
2,2011,9,1,52,62,8,1,18,1,1,1,47,4,3,2,4,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,8,1,18,2,2,2,43,4,3,2,4,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,8,1,18,3,3,2,22,4,3,1,13,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,8,1,18,4,3,1,17,4,3,1,10,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,8,1,18,5,3,2,16,4,3,1,10,1,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,8,1,18,6,3,2,6,4,3,1,1,1, , , ,1,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,1,1,1,52,4,3,2,3,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,2,2,2,49,4,3,2,1,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,3,3,1,22,4,3,1,10,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,4,3,2,10,4,3,1,5,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,5,3,1,17,4,3,1,10,3,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,6,3,2,14,4,3,1,7,1,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,9,1,19,7,3,1,11,4,3,1,5,1,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,10,1,20,1,1,1,60,4,3,2,16,5,2,1,2,2,361.352467039662,,,,
2,2011,9,1,52,62,10,1,20,2,2,2,59,4,3,2,15,5,2,1,2, ,361.352467039662,,,,
2,2011,9,1,52,62,10,1,20,3,3,1,30,4,3,1,12,5,2,1,1,2,361.352467039662,,,,
2,2011,9,1,52,62,10,1,20,4,3,1,28,4,3,1,15,2,2,1,1,2,361.352467039662,,,,
2,2011,9,1,52,62,10,1,20,5,3,1,26,4,3,1,15,5,2,1,1,2,361.352467039662,,,,
2,2011,9,1,52,62,10,1,20,6,3,2,23,4,3,1,15,5,2,1,1,2,361.352467039662,,,,
2,2011,9,2,52,63,1,1,21,1,1,1,76,1,1,3,1,5,2,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,1,1,21,2,3,2,34,1,1,4,1,5,2,2,2, ,367.422006040307,,,,
2,2011,9,2,52,63,1,1,21,3,3,2,11,1,1,1,5,1,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,1,1,21,4,3,1,6,1,1,1,1,1, , , ,2,367.422006040307,,,,
2,2011,9,2,52,63,2,1,22,1,1,2,22,1,1,5,10,5,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,4,1,24,1,1,1,33,1,1,2,10,5,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,4,1,24,2,2,2,30,1,1,2,12,5,1,2,2, ,367.422006040307,,,,
2,2011,9,2,52,63,4,1,24,3,3,1,6,1,1,1,0,1, , , ,2,367.422006040307,,,,
2,2011,9,2,52,63,5,1,25,1,1,2,36,1,1,2,4,5,2,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,5,1,25,2,3,1,18,1,1,1,10,5,1,2,2, ,367.422006040307,,,,
2,2011,9,2,52,63,5,1,25,3,3,2,10,1,1,1,4,1,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,6,1,26,1,1,2,47,1,1,3,4,5,2,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,6,1,26,2,3,1,25,1,1,1,12,5,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,7,1,27,1,1,1,42,1,1,2,12,5,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,7,1,27,2,2,2,36,1,1,2,12,5,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,7,1,27,3,3,2,10,1,1,1,4,1,1,2,2, ,367.422006040307,,,,
2,2011,9,2,52,63,9,1,29,1,1,1,70,1,1,2,19,5,2,2,2, ,367.422006040307,,,,
2,2011,9,2,52,63,9,1,29,2,2,2,56,1,1,2,3,5,2,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,10,1,30,1,1,1,38,1,1,2,4,5,2,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,10,1,30,2,2,2,32,1,1,2,10,5,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,10,1,30,3,3,1,18,1,1,1,11,1,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,10,1,30,4,3,2,13,1,1,1,7,1,1,2,2,2,367.422006040307,,,,
2,2011,9,2,52,63,10,1,30,5,3,1,8,1,1,1,3,1, , , , ,367.422006040307,,,,
2,2011,9,2,52,64,1,1,31,1,1,1,58,1,1,2,10,5,1,2,1,1,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,1,1,1,73,1,1,2,11,5,1,2,1,2,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,2,2,2,69,1,1,2,11,5,1,2,1,2,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,3,3,2,48,1,1,2,13,5,1,2,2, ,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,4,5,1,50,1,1,2,8,5,1,2,2, ,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,5,5,1,18,1,1,1,11,4,1,2,1,2,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,6,5,1,16,1,1,1,9,1,1,2,2, ,331.330633466299,,,,
2,2011,9,2,52,64,3,1,33,7,7,1,28,1,1,1,13,5,1,2,1,2,331.330633466299,,,,
2,2011,9,2,52,64,4,1,34,1,1,2,40,1,1,2,13,5,1,1,2,2,331.330633466299,,,,
2,2011,9,2,52,64,4,1,34,2,2,1,41,1,1,2,10,5,1,2,2, ,331.330633466299,,,,
2,2011,9,2,52,64,4,1,34,3,3,1,4,1,1,1,  , , , , , ,331.330633466299,,,,
2,2011,9,2,52,64,5,1,35,1,1,1,70,1,1,2,19,5,2,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,5,1,35,2,2,2,61,1,1,2,5,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,6,1,36,1,1,1,25,1,1,2,10,5,1,2,2, ,331.330633466299,,,,
2,2011,9,2,52,64,7,1,37,1,1,1,45,1,1,2,13,5,1,1,1, ,331.330633466299,,,,
2,2011,9,2,52,64,7,1,37,2,2,2,38,1,1,2,13,5,1,1,1, ,331.330633466299,,,,
2,2011,9,2,52,64,7,1,37,3,3,2,8,1,1,1,3,1, , , ,2,331.330633466299,,,,
2,2011,9,2,52,64,7,1,37,4,3,1,7,1,1,1,2,1, , , ,1,331.330633466299,,,,
2,2011,9,2,52,64,8,1,38,1,1,1,49,1,1,2,5,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,8,1,38,2,2,2,53,1,1,2,5,5,1,2,2, ,331.330633466299,,,,
2,2011,9,2,52,64,8,1,38,3,3,1,23,1,1,1,11,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,8,1,38,4,3,2,20,1,1,1,13,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,9,1,39,1,1,1,56,1,1,2,11,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,9,1,39,2,2,2,46,1,1,2,4,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,10,1,40,1,1,1,52,1,1,2,13,5,1,2,1, ,331.330633466299,,,,
2,2011,9,2,52,64,10,1,40,2,2,2,47,1,1,2,11,5,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,10,1,40,3,3,1,21,1,1,1,13,4,1,2,1,2,331.330633466299,,,,
2,2011,9,2,52,64,10,1,40,4,3,2,15,1,1,1,9,1,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,10,1,40,5,3,2,11,1,1,1,5,1,1,2,2,2,331.330633466299,,,,
2,2011,9,2,52,64,10,1,40,6,3,2,9,1,1,1,3,1, , , , ,331.330633466299,,,,
2,2011,9,2,52,65,1,1,41,1,1,1,39,4,3,2,7,5,2,1,2,2,326.904291088493,,,,
2,2011,9,2,52,65,1,1,41,2,2,2,40,4,3,2,5,5,2,1,2, ,326.904291088493,,,,
2,2011,9,2,52,65,1,1,41,3,3,1,7,4,3,1,1,1, , , ,2,326.904291088493,,,,
