REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,P1_PERSON_SERIAL_NO,P3_RELATIONSHIP,P4_SEX,P5_AGE,P6_RACE,P7_RELIGION,P8_MARITAL_STATUS,P9_EDUCATIONAL_ATTAINMENT,P10_CURRENT_EDUCATIONAL,P11_LITERACY_SINHALA,P12_LITERACY_TAMIL,P13_LITERACY_ENGLISH
 2,2010,10,3,23,047,06,1,016,04,3,1,23,3,2,1,09,5,2,1,2
 2,2010,10,3,23,047,06,1,016,05,3,2,26,3,2,5,11,5,2,1,2
 2,2010,10,3,23,047,06,1,016,06,5,2,03,3,2,1,  , , , , 
 2,2010,10,3,23,047,07,1,017,01,1,1,52,3,2,2,06,5,2,1,2
 2,2010,10,3,23,047,07,1,017,02,2,2,51,3,2,2,05,5,2,1,2
 2,2010,10,3,23,047,07,1,017,03,3,1,32,3,2,2,10,5,2,1,2
 2,2010,10,3,23,047,07,1,017,04,5,2,27,3,2,2,10,5,2,1,2
 2,2010,10,3,23,047,07,1,017,05,5,2,01,3,2,1,  , , , , 
 2,2010,10,3,23,047,08,1,018,01,1,2,59,3,2,3,07,5,2,1,2
 2,2010,10,3,23,047,08,1,018,02,2,1,23,3,2,2,08,5,2,1,2
 2,2010,10,3,23,047,08,1,018,03,5,2,23,3,2,2,10,5,2,1,2
 2,2010,10,3,23,047,08,1,018,04,5,1,02,3,2,1,  , , , , 
 2,2010,10,3,23,047,08,1,018,05,5,1,14,3,2,1,08,1,2,1,2
 2,2010,10,3,23,047,09,1,019,01,1,1,40,3,2,2,06,5,2,1,2
 2,2010,10,3,23,047,09,1,019,02,2,2,31,3,2,2,10,5,2,1,2
 2,2010,10,3,23,047,09,1,019,03,3,2,01,3,2,1,  , , , , 
 2,2010,10,3,23,047,09,1,019,04,4,2,55,3,2,2,19,5,2,2,2
 2,2010,10,3,23,047,10,1,020,01,1,1,33,3,2,2,08,5,2,1,1
 2,2010,10,3,23,047,10,1,020,02,2,2,30,3,2,2,10,5,2,1,2
 2,2010,10,3,23,047,10,1,020,03,3,1,07,3,2,1,02,1, , , 
 2,2010,10,3,23,047,10,1,020,04,4,2,52,3,2,5,19,5,2,2,2
 2,2010,10,3,23,048,02,1,022,01,1,1,40,3,4,2,10,5,2,1,1
 2,2010,10,3,23,048,02,1,022,02,2,2,32,3,4,2,10,5,1,1,2
 2,2010,10,3,23,048,02,1,022,03,3,1,11,3,4,1,05,1,1,1,2
 2,2010,10,3,23,048,02,1,022,04,5,2,19,3,4,1,12,5,1,1,1
 2,2010,10,3,23,048,03,1,023,01,1,1,52,3,2,2,03,5,2,2,2
 2,2010,10,3,23,048,03,1,023,02,2,2,45,3,2,2,05,5,2,2,2
 2,2010,10,3,23,048,03,1,023,03,3,2,18,3,2,1,04,5,2,2,2
 2,2010,10,3,23,048,03,1,023,04,3,1,17,3,2,1,06,5,2,1,2
 2,2010,10,3,23,048,04,1,024,01,1,2,40,3,2,2,03,5,2,2,2
 2,2010,10,3,23,048,04,1,024,02,3,2,11,3,2,1,03,1,2,1,2
 2,2010,10,3,23,048,04,1,024,03,3,2,10,3,2,1,03,1,2,1,2
 2,2010,10,3,23,048,04,1,024,04,3,1,13,3,2,1,04,1,2,1,2
 2,2010,10,3,23,048,05,1,025,01,1,2,60,3,2,3,06,5,2,1,2
 2,2010,10,3,23,048,06,1,026,01,1,1,47,3,2,2,07,5,2,1,2
 2,2010,10,3,23,048,06,1,026,02,2,2,46,3,2,2,07,5,2,1,2
 2,2010,10,3,23,048,06,1,026,03,3,1,26,3,2,1,11,5,2,1,1
 2,2010,10,3,23,048,06,1,026,04,3,2,12,3,2,1,06,1,2,1,2
 2,2010,10,3,23,048,06,1,026,05,4,2,60,3,2,3,19,5,2,2,2
 2,2010,10,3,23,048,06,1,026,06,5,2,65,3,2,3,04,5,2,2,2
 2,2010,10,3,23,048,08,1,028,01,1,1,58,3,2,2,07,5,2,1,2
 2,2010,10,3,23,048,08,1,028,02,2,2,55,3,2,2,06,5,2,1,2
 2,2010,10,3,23,048,08,1,028,03,3,1,28,3,2,1,07,5,2,1,2
 2,2010,10,3,23,048,08,1,028,04,3,1,30,3,2,2,09,5,2,1,2
 2,2010,10,3,23,048,08,1,028,05,5,2,27,3,2,2,11,5,1,1,1
 2,2010,10,3,23,048,09,1,029,01,1,1,50,3,2,2,06,5,2,1,2
 2,2010,10,3,23,048,09,1,029,02,2,2,45,3,2,2,04,5,2,1,2
 2,2010,10,3,23,048,09,1,029,03,3,2,22,3,2,1,11,5,2,1,1
 2,2010,10,3,23,048,10,1,030,01,1,1,39,3,2,2,06,5,2,1,2
 2,2010,10,3,23,048,10,1,030,02,2,2,32,3,2,2,04,5,2,2,2
 2,2010,10,3,23,048,10,1,030,03,3,2,12,3,2,1,08,1,2,1,2
 2,2010,10,3,23,048,10,1,030,04,3,2,10,3,2,1,04,1,2,1,2
 2,2010,10,3,23,048,10,1,030,05,3,2,09,3,2,1,02,1, , , 
 2,2010,10,1,23,049,01,1,031,01,1,2,64,3,2,3,05,5,1,1,2
 2,2010,10,1,23,049,01,1,031,02,5,2,18,3,2,1,11,1,2,1,2
 2,2010,10,1,23,049,01,1,031,03,5,2,16,3,2,1,10,1,2,1,2
 2,2010,10,1,23,049,02,1,032,01,1,1,48,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,02,1,032,02,2,2,44,3,2,2,04,5,2,1,2
 2,2010,10,1,23,049,02,1,032,03,3,2,22,3,2,1,13,5,1,1,1
 2,2010,10,1,23,049,02,1,032,04,3,1,12,3,2,1,07,1,2,1,2
 2,2010,10,1,23,049,03,1,033,01,1,2,53,3,2,2,07,5,2,1,2
 2,2010,10,1,23,049,03,1,033,02,2,1,63,3,2,2,05,5,2,1,2
 2,2010,10,1,23,049,03,1,033,03,3,2,25,3,2,1,13,5,2,1,2
 2,2010,10,1,23,049,03,1,033,04,3,2,22,3,2,1,13,5,2,1,2
 2,2010,10,1,23,049,03,1,033,05,5,1,45,3,2,1,15,5,1,1,1
 2,2010,10,1,23,049,04,1,034,01,1,1,53,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,04,1,034,02,2,2,38,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,04,1,034,03,3,2,17,3,2,1,11,1,2,1,2
 2,2010,10,1,23,049,04,1,034,04,3,1,15,3,2,1,09,1,2,1,2
 2,2010,10,1,23,049,04,1,034,05,3,1,09,3,2,1,04,1, , , 
 2,2010,10,1,23,049,05,1,035,01,1,1,51,1,1,2,10,5,1,2,2
 2,2010,10,1,23,049,05,1,035,02,2,2,45,1,1,2,10,5,1,2,2
 2,2010,10,1,23,049,05,1,035,03,3,1,13,1,1,1,07,1,1,2,2
 2,2010,10,1,23,049,05,1,035,04,3,2,10,1,1,1,04,1,1,2,2
 2,2010,10,1,23,049,05,1,035,05,3,1,01,1,1,1,  , , , , 
 2,2010,10,1,23,049,06,1,036,01,1,2,32,3,2,2,13,5,1,1,1
 2,2010,10,1,23,049,06,1,036,02,2,1,33,3,2,2,13,5,2,1,1
 2,2010,10,1,23,049,06,1,036,03,5,2,43,3,2,2,07,5,2,1,2
 2,2010,10,1,23,049,06,1,036,04,5,1,52,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,06,1,036,05,3,2,03,3,2,1,  , , , , 
 2,2010,10,1,23,049,07,1,037,01,1,1,58,1,1,2,11,5,1,2,1
 2,2010,10,1,23,049,08,1,038,01,1,1,45,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,08,1,038,02,2,2,30,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,08,1,038,03,3,1,09,3,2,1,03,1, , , 
 2,2010,10,1,23,049,08,1,038,04,3,2,07,3,2,1,01,1, , , 
 2,2010,10,1,23,049,08,1,038,05,3,1,05,3,2,1,19,5, , , 
 2,2010,10,1,23,049,08,1,038,06,3,1,01,3,2,1,  , , , , 
 2,2010,10,1,23,049,09,1,039,01,1,1,40,1,1,2,15,5,1,2,1
 2,2010,10,1,23,049,09,1,039,02,2,2,36,1,1,2,15,5,1,2,1
 2,2010,10,1,23,049,09,1,039,03,3,1,06,1,1,1,00,1, , , 
 2,2010,10,1,23,049,10,1,040,01,1,1,34,3,2,2,10,5,2,1,1
 2,2010,10,1,23,049,10,1,040,02,2,2,32,3,2,2,10,5,2,1,2
 2,2010,10,1,23,049,10,1,040,03,3,2,01,3,2,1,  , , , , 
 2,2010,10,1,23,049,10,1,040,04,9,2,22,1,1,1,10,5,1,2,2
 2,2010,10,1,23,049,10,1,040,05,7,1,23,3,2,1,10,5,2,1,1
 2,2010,10,1,23,049,10,1,040,06,7,1,30,3,2,1,10,5,2,1,1
 2,2010,10,2,23,050,01,1,041,01,1,2,35,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,01,1,041,02,2,1,41,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,01,1,041,03,3,1,03,1,1,1,  , , , , 
 2,2010,10,2,23,050,01,1,041,04,3,1,00,1,1,1,  , , , , 
 2,2010,10,2,23,050,02,1,042,01,1,2,40,1,1,2,08,5,1,2,2
 2,2010,10,2,23,050,02,1,042,02,3,1,16,1,1,1,08,1,1,2,2
 2,2010,10,2,23,050,02,1,042,03,3,2,09,1,1,1,03,1, , , 
 2,2010,10,2,23,050,02,1,042,04,3,2,01,1,1,1,  , , , , 
 2,2010,10,2,23,050,03,1,043,01,1,1,61,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,03,1,043,02,2,2,50,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,03,1,043,03,3,1,27,1,1,1,11,5,1,2,2
 2,2010,10,2,23,050,03,1,043,04,3,2,21,1,1,1,13,5,1,2,2
 2,2010,10,2,23,050,03,1,043,05,5,2,53,1,1,1,10,5,1,2,2
 2,2010,10,2,23,050,04,1,044,01,1,1,46,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,04,1,044,02,2,2,40,1,1,2,11,5,1,2,2
 2,2010,10,2,23,050,04,1,044,03,4,2,92,1,1,1,11,5,1,2,2
 2,2010,10,2,23,050,04,1,044,04,3,1,15,1,1,1,09,1,1,2,2
 2,2010,10,2,23,050,04,1,044,05,3,2,07,1,1,1,02,1, , , 
 2,2010,10,2,23,050,04,1,044,06,3,1,01,1,1,1,  , , , , 
 2,2010,10,2,23,050,05,1,045,01,1,2,42,1,1,2,08,5,1,2,2
 2,2010,10,2,23,050,05,1,045,02,4,1,76,1,1,2,08,5,1,2,2
 2,2010,10,2,23,050,05,1,045,03,4,2,70,1,1,2,08,5,1,2,2
 2,2010,10,2,23,050,06,1,046,01,1,1,33,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,06,1,046,02,2,2,29,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,06,1,046,03,3,1,04,1,1,1,  , , , , 
 2,2010,10,2,23,050,07,1,047,01,1,2,84,1,1,3,09,5,1,2,2
 2,2010,10,2,23,050,07,1,047,02,5,1,46,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,07,1,047,03,3,2,44,1,1,2,13,5,1,2,2
 2,2010,10,2,23,050,08,1,048,01,1,1,62,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,08,1,048,02,2,2,63,1,1,2,10,5,1,2,2
 2,2010,10,2,23,050,08,1,048,03,3,2,35,1,1,2,13,5,1,2,2
 2,2010,10,2,23,050,08,1,048,04,5,1,07,1,1,1,01,1, , , 
 2,2010,10,2,23,050,09,1,049,01,1,2,52,1,1,3,07,5,1,2,2
 2,2010,10,2,23,050,10,1,050,01,1,1,74,1,1,2,07,5,1,2,2
 2,2010,10,2,23,050,10,1,050,02,2,2,71,1,1,2,03,5,1,2,2
 2,2010,10,3,23,051,01,1,051,01,1,2,28,3,2,2,06,5,2,1,2
 2,2010,10,3,23,051,01,1,051,02,3,1,05,3,2,1,19,5, , , 
 2,2010,10,3,23,051,01,1,051,03,3,2,00,3,2,1,  , , , , 
 2,2010,10,3,23,051,01,1,051,04,5,2,16,3,2,1,08,5,2,1,2
 2,2010,10,3,23,051,02,1,052,01,1,1,62,3,2,2,04,5,2,1,2
 2,2010,10,3,23,051,02,1,052,02,2,2,50,3,2,2,05,5,2,1,2
 2,2010,10,3,23,051,02,1,052,03,3,1,19,3,2,1,01,1,2,1,2
 2,2010,10,3,23,051,02,1,052,04,3,1,16,3,2,1,09,1,2,1,2
 2,2010,10,3,23,051,03,1,053,01,1,2,45,3,4,2,05,5,2,1,2
 2,2010,10,3,23,051,03,1,053,02,3,1,21,3,4,1,10,5,2,1,2
 2,2010,10,3,23,051,04,1,054,01,1,1,64,3,2,2,01,5,2,2,2
 2,2010,10,3,23,051,04,1,054,02,2,2,52,3,2,2,04,5,2,2,2
 2,2010,10,3,23,051,04,1,054,03,3,1,19,3,2,1,05,5,2,1,2
 2,2010,10,3,23,051,04,1,054,04,3,2,15,3,2,1,08,1,2,1,2
 2,2010,10,3,23,051,06,1,056,01,1,2,54,3,2,3,19,5,2,2,2
 2,2010,10,3,23,051,06,1,056,02,3,1,25,3,2,1,08,5,2,1,2
 2,2010,10,3,23,051,06,1,056,03,3,2,26,3,2,1,09,5,2,1,2
 2,2010,10,3,23,051,06,1,056,04,3,1,15,3,2,1,08,1,2,1,2
 2,2010,10,3,23,051,07,1,057,01,1,1,25,3,2,2,04,5,2,2,2
 2,2010,10,3,23,051,07,1,057,02,2,2,24,3,2,2,07,5,2,1,2
 2,2010,10,3,23,051,07,1,057,03,3,2,02,3,2,1,  , , , , 
 2,2010,10,3,23,051,07,1,057,04,5,2,28,3,2,1,07,5,2,1,2
 2,2010,10,3,23,051,07,1,057,05,5,1,23,3,2,1,10,5,2,1,2
 2,2010,10,3,23,051,07,1,057,06,4,2,55,3,2,3,19,5,2,2,2
 2,2010,10,3,23,051,08,1,058,01,1,2,52,3,2,3,19,5,2,2,2
 2,2010,10,3,23,051,08,1,058,02,3,1,32,3,2,2,08,5,2,1,2
 2,2010,10,3,23,051,08,1,058,03,5,2,25,3,2,2,10,5,2,1,2
 2,2010,10,3,23,051,08,1,058,04,5,2,03,3,2,1,  , , , , 
 2,2010,10,3,23,051,09,1,059,01,1,1,39,3,2,2,13,5,1,1,1
 2,2010,10,3,23,051,09,1,059,02,2,2,36,1,1,2,13,5,1,2,1
 2,2010,10,3,23,051,09,1,059,03,3,2,11,3,2,1,05,1,1,1,2
 2,2010,10,3,23,051,09,1,059,04,3,2,06,3,2,1,00,1, , , 
 2,2010,10,3,23,051,10,1,060,01,1,1,61,3,2,2,11,5,1,1,1
 2,2010,10,3,23,051,10,1,060,02,2,2,60,3,2,2,10,5,2,1,2
 2,2010,10,3,23,051,10,1,060,03,3,2,30,3,2,2,13,5,2,1,1
 2,2010,10,3,23,051,10,1,060,04,3,2,28,3,2,1,13,5,2,1,1
 2,2010,10,3,23,051,10,1,060,05,3,2,26,3,2,1,13,5,2,1,1
 2,2010,10,3,23,051,10,1,060,06,5,2,01,3,2,1,  , , , , 
 2,2010,11,2,23,052,01,1,001,01,1,1,64,1,1,2,10,5,1,2,2
 2,2010,11,2,23,052,01,1,001,02,2,2,57,1,1,2,10,5,1,2,2
 2,2010,11,2,23,052,02,1,002,01,1,2,56,1,1,3,08,5,1,2,2
 2,2010,11,2,23,052,02,1,002,02,3,1,31,1,1,2,11,5,1,2,2
 2,2010,11,2,23,052,02,1,002,03,5,2,28,1,1,2,13,5,1,2,2
 2,2010,11,2,23,052,02,1,002,04,5,1,03,1,1,1,  , , , , 
 2,2010,11,2,23,052,04,1,004,01,1,1,53,1,1,2,07,5,1,2,2
 2,2010,11,2,23,052,04,1,004,02,2,2,46,1,1,2,10,5,1,2,2
 2,2010,11,2,23,052,04,1,004,03,3,1,23,1,1,1,10,5,1,2,2
 2,2010,11,2,23,052,05,1,005,01,1,1,62,1,1,2,03,5,1,2,2
 2,2010,11,2,23,052,05,1,005,02,2,2,56,1,1,2,06,5,1,2,2
 2,2010,11,2,23,052,05,1,005,03,3,1,28,1,1,2,10,5,1,2,2
 2,2010,11,2,23,052,05,1,005,04,5,2,25,1,1,2,10,5,1,2,2
 2,2010,11,2,23,052,05,1,005,05,5,1,03,1,1,1,  , , , , 
 2,2010,11,2,23,052,05,1,005,06,5,2,00,1,1,1,  , , , , 
 2,2010,11,2,23,052,06,1,006,01,1,1,42,1,1,2,09,5,1,2,2
 2,2010,11,2,23,052,06,1,006,02,2,2,38,1,1,2,12,5,1,2,2
 2,2010,11,2,23,052,06,1,006,03,3,1,20,1,1,2,13,5,1,2,2
 2,2010,11,2,23,052,06,1,006,04,3,2,16,1,1,2,10,1,1,2,2
 2,2010,11,2,23,052,07,1,007,01,1,1,46,1,1,5,10,5,1,2,2
 2,2010,11,2,23,052,09,1,009,01,1,1,67,1,1,3,10,5,1,2,1
 2,2010,11,3,23,053,01,1,011,01,1,1,46,1,1,2,10,5,1,2,2
 2,2010,11,3,23,053,01,1,011,02,2,2,43,1,1,2,04,5,1,2,2
 2,2010,11,3,23,053,01,1,011,03,3,1,18,1,1,1,10,5,1,2,2
 2,2010,11,3,23,053,01,1,011,04,3,2,22,1,1,2,12,5,1,2,1
 2,2010,11,3,23,053,01,1,011,05,5,1,03,1,1,1,  , , , , 
 2,2010,11,3,23,053,02,1,012,01,1,1,59,3,2,2,04,5,2,1,2
 2,2010,11,3,23,053,02,1,012,02,2,2,59,3,2,2,19,5,2,2,2
 2,2010,11,3,23,053,02,1,012,03,3,1,28,3,2,1,09,5,2,1,2
 2,2010,11,3,23,053,02,1,012,04,3,1,33,3,2,2,10,5,2,1,2
 2,2010,11,3,23,053,02,1,012,05,5,2,30,3,2,2,08,5,1,1,2
 2,2010,11,3,23,053,02,1,012,06,5,1,09,3,2,1,03,1, , , 
 2,2010,11,3,23,053,02,1,012,07,5,2,07,3,2,1,01,1, , , 
 2,2010,11,3,23,053,02,1,012,08,5,1,05,3,2,1,00,1, , , 
 2,2010,11,3,23,053,03,1,013,01,1,1,52,3,2,2,04,5,2,2,2
 2,2010,11,3,23,053,03,1,013,02,2,2,52,3,2,2,02,5,2,2,2
 2,2010,11,3,23,053,03,1,013,03,3,2,17,3,2,1,10,1,2,1,2
 2,2010,11,3,23,053,03,1,013,04,3,1,20,3,2,2,10,5,2,1,2
 2,2010,11,3,23,053,03,1,013,05,5,2,19,3,2,2,09,5,2,1,2
 2,2010,11,3,23,053,04,1,014,01,1,1,36,3,2,2,10,5,2,1,2
 2,2010,11,3,23,053,04,1,014,02,2,2,34,3,2,2,07,5,2,1,2
 2,2010,11,3,23,053,04,1,014,03,3,2,02,3,2,1,  , , , , 
 2,2010,11,3,23,053,04,1,014,04,5,2,56,3,2,3,19,5,2,2,2
 2,2010,11,3,23,053,04,1,014,05,5,1,29,3,2,1,07,5,2,2,2
 2,2010,11,3,23,053,05,1,015,01,1,1,49,1,1,2,04,5,2,2,2
 2,2010,11,3,23,053,05,1,015,02,2,2,45,1,1,2,06,5,2,2,2
 2,2010,11,3,23,053,05,1,015,03,3,2,22,1,1,1,10,5,1,2,2
 2,2010,11,3,23,053,05,1,015,04,3,1,27,1,1,2,10,5,1,2,2
 2,2010,11,3,23,053,05,1,015,05,5,2,24,1,1,2,10,5,1,2,2
 2,2010,11,3,23,053,05,1,015,06,5,2,04,1,1,1,  , , , , 
 2,2010,11,3,23,053,06,1,016,01,1,1,59,3,2,2,02,5,2,1,2
 2,2010,11,3,23,053,06,1,016,02,2,2,59,3,2,2,02,5,2,2,2
 2,2010,11,3,23,053,07,1,017,01,1,1,65,3,2,2,04,5,2,1,2
 2,2010,11,3,23,053,07,1,017,02,2,2,49,3,2,2,10,5,2,1,2
 2,2010,11,3,23,053,07,1,017,03,3,1,30,3,2,1,10,5,2,1,2
 2,2010,11,3,23,053,07,1,017,04,3,1,33,3,2,2,13,5,2,1,2
 2,2010,11,3,23,053,07,1,017,05,5,2,31,3,2,2,10,5,2,1,2
 2,2010,11,3,23,053,07,1,017,06,5,1,01,3,2,1,  , , , , 
 2,2010,11,3,23,053,08,1,018,01,1,1,46,1,1,2,19,5,2,2,2
 2,2010,11,3,23,053,08,1,018,02,2,2,42,1,1,2,19,5,2,2,2
 2,2010,11,2,23,054,01,1,021,01,1,1,42,1,1,2,10,5,1,2,2
 2,2010,11,2,23,054,01,1,021,02,2,2,38,1,1,2,09,5,1,2,2
 2,2010,11,2,23,054,01,1,021,03,3,1,18,1,1,1,12,1,1,2,2
 2,2010,11,2,23,054,01,1,021,04,3,1,16,1,1,1,10,1,1,2,2
 2,2010,11,2,23,054,01,1,021,05,5,2,69,1,1,3,04,5,2,2,2
 2,2010,11,2,23,054,03,1,023,01,1,2,66,1,1,3,01,5,2,2,2
 2,2010,11,2,23,054,03,1,023,02,5,2,30,1,1,2,10,5,1,2,2
 2,2010,11,2,23,054,03,1,023,03,5,2,04,1,1,1,  , , , , 
 2,2010,11,2,23,054,04,1,024,01,1,1,56,3,2,2,08,5,2,1,2
 2,2010,11,2,23,054,04,1,024,02,2,2,46,3,2,2,04,5,2,2,2
 2,2010,11,2,23,054,04,1,024,03,3,2,24,3,2,1,10,5,2,1,2
 2,2010,11,2,23,054,04,1,024,04,3,2,19,3,2,1,12,1,2,1,2
 2,2010,11,2,23,054,04,1,024,05,3,1,17,3,2,1,11,1,2,1,2
 2,2010,11,2,23,054,04,1,024,06,5,2,63,3,2,1,04,5,2,2,2
 2,2010,11,2,23,054,05,1,025,01,1,2,62,1,1,2,11,5,1,2,2
 2,2010,11,2,23,054,05,1,025,02,2,1,69,1,1,2,11,5,1,2,2
 2,2010,11,2,23,054,05,1,025,03,3,1,27,1,1,1,11,5,1,2,2
 2,2010,11,2,23,054,05,1,025,04,3,1,17,1,1,1,11,1,1,2,2
 2,2010,11,2,23,054,05,1,025,05,5,1,16,1,1,1,10,1,1,2,2
 2,2010,11,2,23,054,05,2,026,01,1,2,30,1,1,2,13,5,1,2,2
 2,2010,11,2,23,054,05,2,026,02,2,1,39,1,1,2,10,5,1,2,1
 2,2010,11,2,23,054,05,2,026,03,3,2,05,1,1,1,19,5, , , 
 2,2010,11,2,23,054,05,2,026,04,3,2,01,1,1,1,  , , , , 
 2,2010,11,2,23,054,06,1,027,01,1,1,41,1,1,2,10,5,1,2,2
 2,2010,11,2,23,054,06,1,027,02,2,2,38,1,1,2,12,5,1,2,2
 2,2010,11,2,23,054,06,1,027,03,3,1,08,1,1,1,01,1, , , 
 2,2010,11,2,23,054,06,1,027,04,3,2,02,1,1,1,  , , , , 
 2,2010,11,2,23,054,07,1,028,01,1,1,50,1,1,2,04,5,1,2,2
 2,2010,11,2,23,054,07,1,028,02,2,2,49,1,1,2,06,5,1,2,2
 2,2010,11,2,23,054,07,1,028,03,3,1,23,1,1,1,16,5,1,2,2
 2,2010,11,2,23,054,07,1,028,04,3,1,20,1,1,1,10,5,1,2,2
 2,2010,11,2,23,054,08,1,029,01,1,1,70,1,1,2,03,5,1,2,2
 2,2010,11,2,23,054,08,1,029,02,2,2,57,1,1,2,02,5,1,2,2
 2,2010,11,2,23,054,09,1,030,01,1,1,51,1,1,2,12,5,1,2,2
 2,2010,11,2,23,054,09,1,030,02,2,2,47,1,1,2,10,5,1,2,2
 2,2010,11,2,23,054,09,1,030,03,3,2,21,1,1,1,12,5,1,2,2
 2,2010,11,2,23,054,09,1,030,04,3,1,16,1,1,1,10,1,1,2,2
 2,2010,11,2,23,054,10,1,031,01,1,1,57,1,1,2,02,5,2,2,2
 2,2010,11,2,23,054,10,1,031,02,2,2,57,1,1,2,02,5,2,2,2
 2,2010,11,2,23,054,10,1,031,03,3,1,40,1,1,1,19,5,2,2,2
 2,2010,11,2,23,054,10,1,031,04,3,2,35,1,1,5,10,5,1,2,2
 2,2010,11,3,23,055,01,1,032,01,1,1,70,3,2,3,05,5,2,2,2
 2,2010,11,3,23,055,01,1,032,02,3,1,33,3,2,2,08,5,2,1,2
 2,2010,11,3,23,055,01,1,032,03,5,2,27,3,2,2,08,5,2,1,2
 2,2010,11,3,23,055,01,1,032,04,5,2,09,3,2,1,02,1, , , 
 2,2010,11,3,23,055,01,1,032,05,5,2,08,3,2,1,01,1, , , 
 2,2010,11,3,23,055,01,1,032,06,5,1,00,3,2,1,  , , , , 
 2,2010,11,3,23,055,02,1,033,01,1,2,38,3,2,2,10,5,2,1,2
 2,2010,11,3,23,055,02,1,033,02,3,2,12,3,2,1,06,1,2,1,2
 2,2010,11,3,23,055,02,1,033,03,3,2,10,3,2,1,04,1,2,1,2
 2,2010,11,3,23,055,02,1,033,04,3,1,06,3,2,1,00,1, , , 
 2,2010,11,3,23,055,03,1,034,01,1,1,35,3,2,2,05,5,2,1,2
 2,2010,11,3,23,055,03,1,034,02,2,2,32,3,2,2,08,5,2,1,2
 2,2010,11,3,23,055,03,1,034,03,3,1,04,3,2,1,19, , , , 
 2,2010,11,3,23,055,03,1,034,04,3,1,03,3,2,1,19, , , , 
 2,2010,11,3,23,055,03,1,034,05,4,1,65,3,2,2,05,5,2,1,2
 2,2010,11,3,23,055,03,1,034,06,4,2,52,3,2,2,03,5,2,2,2
 2,2010,11,3,23,055,04,1,035,01,1,1,23,3,2,2,07,5,1,1,2
 2,2010,11,3,23,055,04,1,035,02,2,2,18,3,2,2,07,5,2,1,2
 2,2010,11,3,23,055,05,1,036,01,1,1,68,3,2,2,02,5,2,1,2
 2,2010,11,3,23,055,05,1,036,02,2,2,58,3,2,2,04,5,2,1,2
 2,2010,11,3,23,055,06,1,037,01,1,2,55,3,4,3,19,5,2,2,2
 2,2010,11,3,23,055,06,1,037,02,3,2,32,3,4,1,10,5,2,1,2
 2,2010,11,3,23,055,06,1,037,03,3,2,30,3,4,1,10,5,2,1,2
 2,2010,11,3,23,055,07,1,038,01,1,1,28,3,4,1,10,5,2,1,2
 2,2010,11,3,23,055,07,1,038,02,4,2,62,3,4,3,05,5,2,1,2
 2,2010,11,3,23,055,08,1,039,01,1,1,38,3,2,2,10,5,2,1,2
 2,2010,11,3,23,055,08,1,039,02,2,2,39,3,2,2,07,5,2,1,2
 2,2010,11,3,23,055,08,1,039,03,3,1,16,3,2,1,08,1,2,1,2
 2,2010,11,3,23,055,08,1,039,04,3,1,14,3,2,1,08,1,2,1,2
 2,2010,11,3,23,055,09,1,040,01,1,2,56,3,4,3,05,5,2,1,2
 2,2010,11,3,23,055,09,1,040,02,3,2,21,3,4,1,12,5,2,1,2
 2,2010,11,3,23,055,09,1,040,03,3,2,19,3,4,1,10,5,2,1,2
 2,2010,11,3,23,055,10,1,041,01,1,2,31,3,2,2,08,5,1,1,2
 2,2010,11,3,23,055,10,1,041,02,2,1,31,3,2,2,11,5,2,1,1
 2,2010,11,3,23,055,10,1,041,03,3,1,11,3,2,1,05,1,2,1,2
 2,2010,11,3,23,055,10,1,041,04,3,1,08,3,2,1,01,1, , , 
 2,2010,11,3,23,055,10,1,041,05,3,1,00,3,2,1,  , , , , 
 2,2010,11,3,23,056,01,1,042,01,1,1,72,3,2,2,05,5,2,1,2
 2,2010,11,3,23,056,01,1,042,02,2,2,60,3,2,2,05,5,2,1,2
 2,2010,11,3,23,056,01,1,042,03,5,2,31,3,2,2,13,5,2,1,1
 2,2010,11,3,23,056,01,1,042,04,5,2,02,3,2,1,  , , , , 
 2,2010,11,3,23,056,01,1,042,05,5,2,00,3,2,1,  , , , , 
 2,2010,11,3,23,056,02,1,043,01,1,1,62,3,2,3,05,5,2,1,2
 2,2010,11,3,23,056,02,1,043,02,3,2,26,3,2,1,13,5,1,1,1
 2,2010,11,3,23,056,02,1,043,03,5,1,09,3,2,1,03,1, , , 
