REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,P1_PERSON_SERIAL_NO,P3_RELATIONSHIP,P4_SEX,P5_AGE,P6_RACE,P7_RELIGION,P8_MARITAL_STATUS,P9_EDUCATIONAL_ATTAINMENT,P10_CURRENT_EDUCATIONAL,P11_LITERACY_SINHALA,P12_LITERACY_TAMIL,P13_LITERACY_ENGLISH
 2,2010,04,2,21,046,07,1,077,01,1,1,60,3,2,2,05,5,1,1,1
 2,2010,04,2,21,046,07,1,077,02,2,2,59,3,2,2,06,5,2,2,2
 2,2010,04,2,21,046,07,1,077,03,3,1,33,3,2,1,05,5,2,1,2
 2,2010,04,2,21,046,07,1,077,04,3,1,24,3,2,1,19,5,2,2,2
 2,2010,04,2,21,046,09,1,079,01,1,1,33,3,2,2,05,5,2,1,2
 2,2010,04,2,21,046,09,1,079,02,2,2,32,3,2,2,11,5,1,1,2
 2,2010,04,2,21,046,09,1,079,03,3,2,08,3,2,1,02,1, , , 
 2,2010,04,2,21,046,09,1,079,04,3,1,03,3,2,1,  , , , , 
 2,2010,04,2,21,046,09,1,079,05,3,1,01,3,2,1,  , , , , 
 2,2010,04,2,21,047,01,1,091,01,1,1,48,1,1,2,10,5,1,2,2
 2,2010,04,2,21,047,01,1,091,02,2,2,43,1,1,2,12,5,1,2,2
 2,2010,04,2,21,047,01,1,091,03,3,1,16,1,1,1,10,1,1,2,2
 2,2010,04,2,21,047,02,1,092,01,1,1,72,1,1,2,07,5,1,2,2
 2,2010,04,2,21,047,02,1,092,02,2,2,66,1,1,2,07,5,1,2,2
 2,2010,04,2,21,047,02,1,092,03,5,2,10,1,1,1,03,1,1,2,2
 2,2010,04,2,21,047,03,1,093,01,1,2,38,1,1,2,10,5,1,2,2
 2,2010,04,2,21,047,03,1,093,02,3,2,16,1,1,1,10,1,1,2,2
 2,2010,04,2,21,047,03,1,093,03,4,1,68,1,1,2,05,5,1,2,2
 2,2010,04,2,21,047,03,1,093,04,4,2,58,1,1,2,07,5,1,2,2
 2,2010,04,2,21,047,04,1,094,01,1,1,49,1,1,2,16,5,1,2,1
 2,2010,04,2,21,047,04,1,094,02,2,2,35,1,1,2,10,5,1,2,2
 2,2010,04,2,21,047,04,1,094,03,3,1,22,1,1,1,10,5,1,2,2
 2,2010,04,2,21,047,04,1,094,04,3,2,04,1,1,1,  , , , , 
 2,2010,04,2,21,047,04,1,094,05,3,2,00,1,1,1,  , , , , 
 2,2010,04,2,21,047,05,1,095,01,1,1,28,1,1,2,09,5,1,2,2
 2,2010,04,2,21,047,05,1,095,02,2,2,25,1,1,2,11,5,1,2,2
 2,2010,04,2,21,047,05,1,095,03,3,1,02,1,1,1,  , , , , 
 2,2010,04,2,21,047,06,1,096,01,1,1,55,1,1,2,08,5,1,2,2
 2,2010,04,2,21,047,06,1,096,02,3,2,16,1,1,1,10,1,1,2,2
 2,2010,04,2,21,047,06,1,096,03,3,2,13,1,1,1,08,1,1,2,2
 2,2010,04,2,21,047,06,1,096,04,3,2,11,1,1,1,06,1,1,2,2
 2,2010,04,2,21,047,07,1,097,01,1,1,31,1,1,2,12,5,1,2,2
 2,2010,04,2,21,047,07,1,097,02,2,2,26,1,1,2,10,5,1,2,2
 2,2010,04,2,21,047,07,1,097,03,3,1,02,1,1,1,  , , , , 
 2,2010,04,2,21,047,08,1,098,01,1,1,61,1,1,2,07,5,1,2,2
 2,2010,04,2,21,047,08,1,098,02,2,2,60,1,1,2,06,5,1,2,2
 2,2010,04,2,21,047,08,1,098,03,3,1,31,1,1,2,10,5,1,2,2
 2,2010,04,2,21,047,08,1,098,04,5,2,28,1,1,2,11,5,1,2,2
 2,2010,04,2,21,047,08,1,098,05,5,1,04,1,1,1,  , , , , 
 2,2010,04,2,21,047,08,1,098,06,5,2,00,1,1,1,  , , , , 
 2,2010,04,2,21,047,09,1,099,01,1,1,63,1,1,2,06,5,1,2,2
 2,2010,04,2,21,047,09,1,099,02,2,2,51,1,1,2,09,5,1,2,2
 2,2010,04,2,21,047,09,1,099,03,3,1,16,1,1,1,10,1,1,2,2
 2,2010,04,2,21,047,09,1,099,04,3,1,14,1,1,1,08,1,1,2,2
 2,2010,04,2,21,047,10,1,100,01,1,1,69,1,1,2,06,5,1,2,2
 2,2010,04,2,21,047,10,1,100,02,2,2,66,1,1,2,07,5,1,2,2
 2,2010,05,2,21,048,01,1,001,01,1,1,56,1,1,2,08,5,1,2,2
 2,2010,05,2,21,048,01,1,001,02,2,2,50,1,1,2,19,5,2,2,2
 2,2010,05,2,21,048,01,1,001,03,3,1,29,1,1,1,10,5,1,2,2
 2,2010,05,2,21,048,02,1,002,01,1,1,50,1,1,2,05,5,2,2,2
 2,2010,05,2,21,048,02,1,002,02,2,2,45,1,1,2,12,5,1,2,2
 2,2010,05,2,21,048,03,1,003,01,1,1,42,1,1,2,04,5,2,2,2
 2,2010,05,2,21,048,03,1,003,02,2,2,41,1,1,2,03,5,2,2,2
 2,2010,05,2,21,048,03,1,003,03,3,1,22,1,1,1,10,5,1,2,2
 2,2010,05,2,21,048,03,1,003,04,3,2,19,1,1,1,10,5,1,2,2
 2,2010,05,2,21,048,03,1,003,05,3,1,15,1,1,1,09,1,1,2,2
 2,2010,05,2,21,048,04,1,004,01,1,1,58,1,1,2,05,5,1,2,2
 2,2010,05,2,21,048,04,1,004,02,2,2,55,1,1,2,08,5,1,2,2
 2,2010,05,2,21,048,04,1,004,03,3,1,33,1,1,2,10,5,1,2,2
 2,2010,05,2,21,048,04,1,004,04,3,1,31,1,1,2,13,5,1,2,2
 2,2010,05,2,21,048,04,1,004,05,3,1,28,1,1,1,10,5,1,2,2
 2,2010,05,2,21,048,04,1,004,06,5,2,25,1,1,2,08,5,1,2,2
 2,2010,05,2,21,048,04,1,004,07,5,2,26,1,1,2,13,5,1,2,2
 2,2010,05,2,21,048,04,1,004,08,5,2,00,1,1,1,  , , , , 
 2,2010,05,2,21,048,05,1,005,01,1,1,73,1,1,2,08,5,1,2,2
 2,2010,05,2,21,048,05,1,005,02,2,2,69,1,1,2,19,5,2,2,2
 2,2010,05,2,21,048,05,1,005,03,3,1,43,1,1,2,05,5,1,2,2
 2,2010,05,2,21,048,05,1,005,04,5,2,41,1,1,2,10,5,1,2,2
 2,2010,05,2,21,048,05,1,005,05,5,1,16,1,1,1,10,1,1,2,2
 2,2010,05,2,21,048,05,1,005,06,5,2,10,1,1,1,04,1,1,2,2
 2,2010,05,2,21,048,08,1,008,01,1,1,45,1,1,2,04,5,2,2,2
 2,2010,05,2,21,048,08,1,008,02,2,2,40,1,1,2,07,5,1,2,2
 2,2010,05,2,21,048,08,1,008,03,3,1,24,1,1,1,08,5,1,2,2
 2,2010,05,2,21,048,08,1,008,04,3,1,17,1,1,1,09,5,1,2,2
 2,2010,05,2,21,048,08,1,008,05,3,2,13,1,1,1,07,1,1,2,2
 2,2010,05,2,21,048,08,1,008,06,3,2,05,1,1,1,00,1, , , 
 2,2010,05,2,21,048,09,1,009,01,1,1,53,1,1,2,10,5,1,2,2
 2,2010,05,2,21,048,09,1,009,02,2,2,43,1,1,2,10,5,1,2,2
 2,2010,05,2,21,048,09,1,009,03,3,2,23,1,1,2,13,5,1,2,2
 2,2010,05,2,21,048,09,1,009,04,5,1,24,1,1,2,11,5,1,2,2
 2,2010,05,2,21,048,09,1,009,05,3,1,22,1,1,1,11,5,1,2,2
 2,2010,05,2,21,048,09,1,009,06,5,1,03,1,1,1,  , , , , 
 2,2010,05,2,21,048,10,1,010,01,1,1,73,1,1,2,04,5,2,2,2
 2,2010,05,2,21,048,10,1,010,02,2,2,63,1,1,2,10,5,1,2,2
 2,2010,05,2,21,050,01,1,011,01,1,1,81,1,1,2,06,5,1,2,1
 2,2010,05,2,21,050,01,1,011,02,2,2,66,1,1,2,06,5,1,2,2
 2,2010,05,2,21,050,01,1,011,03,3,1,30,1,1,1,04,5,1,2,2
 2,2010,05,2,21,050,02,1,012,01,1,1,68,4,3,2,03,5,2,1,2
 2,2010,05,2,21,050,02,1,012,02,2,2,63,4,3,2,04,5,2,1,2
 2,2010,05,2,21,050,02,1,012,03,3,1,45,4,3,2,13,5,1,1,1
 2,2010,05,2,21,050,02,1,012,04,3,1,38,4,3,2,11,5,1,1,2
 2,2010,05,2,21,050,02,1,012,05,5,1,35,4,3,2,10,5,1,1,2
 2,2010,05,2,21,050,02,1,012,06,5,1,20,4,3,1,10,5,2,1,2
 2,2010,05,2,21,050,02,1,012,07,6,2,40,4,3,2,19,5,2,2,2
 2,2010,05,2,21,050,04,1,014,01,1,2,42,1,1,2,12,5,1,2,2
 2,2010,05,2,21,050,04,1,014,02,3,1,24,1,1,1,12,5,1,2,2
 2,2010,05,2,21,050,04,1,014,03,3,2,19,1,1,1,12,1,1,2,1
 2,2010,05,2,21,050,05,1,015,01,1,1,46,1,1,2,08,5,1,2,2
 2,2010,05,2,21,050,05,1,015,02,2,2,43,1,1,2,13,5,1,2,2
 2,2010,05,2,21,050,05,1,015,03,3,2,14,1,1,1,08,1,1,2,2
 2,2010,05,2,21,050,05,1,015,04,3,2,11,1,1,1,05,1,1,2,2
 2,2010,05,2,21,050,05,1,015,05,3,2,05,1,1,1,00,1, , , 
 2,2010,05,2,21,050,06,1,016,01,1,2,39,1,1,2,10,5,1,2,2
 2,2010,05,2,21,050,06,1,016,02,3,1,15,1,1,1,10,1,1,2,2
 2,2010,05,2,21,050,06,1,016,03,3,1,11,1,1,1,06,1,1,2,2
 2,2010,05,2,21,050,07,1,017,01,1,2,43,1,1,2,13,5,1,2,2
 2,2010,05,2,21,050,07,1,017,02,3,2,11,1,1,1,05,1,1,2,2
 2,2010,05,2,21,050,07,1,017,03,3,2,08,1,1,1,03,1, , , 
 2,2010,05,2,21,050,08,1,018,01,1,1,49,1,1,2,12,5,1,2,2
 2,2010,05,2,21,050,08,1,018,02,2,2,40,1,1,2,10,5,1,2,2
 2,2010,05,2,21,050,08,1,018,03,3,2,17,1,1,1,10,5,1,2,2
 2,2010,05,2,21,050,08,1,018,04,3,1,11,1,1,1,06,1,1,2,2
 2,2010,05,2,21,050,08,1,018,05,3,1,09,1,1,1,03,1, , , 
 2,2010,05,2,21,050,09,1,019,01,1,1,34,2,2,2,09,5,2,1,2
 2,2010,05,2,21,050,09,1,019,02,2,2,28,2,2,2,09,5,2,1,2
 2,2010,05,2,21,050,09,1,019,03,3,2,00,2,2,1,  , , , , 
 2,2010,05,2,21,050,10,1,020,01,1,1,66,1,1,2,13,5,1,2,2
 2,2010,05,2,21,050,10,1,020,02,2,2,61,1,1,2,11,5,1,2,2
 2,2010,05,2,21,050,10,1,020,03,3,2,34,1,1,2,13,5,1,2,1
 2,2010,05,2,21,050,10,1,020,04,5,1,38,1,1,2,12,5,1,2,2
 2,2010,05,2,21,050,10,1,020,05,5,1,10,1,1,1,05,1,1,2,2
 2,2010,05,2,21,050,10,1,020,06,5,1,04,1,1,1,  , , , , 
 2,2010,05,2,21,051,02,1,022,01,1,2,54,1,1,3,08,5,1,2,1
 2,2010,05,2,21,051,02,1,022,02,3,1,33,1,1,2,10,5,1,2,1
 2,2010,05,2,21,051,02,1,022,03,5,2,24,1,1,2,11,5,1,2,1
 2,2010,05,2,21,051,02,1,022,04,5,2,02,1,1,1,  , , , , 
 2,2010,05,2,21,051,02,2,023,01,1,1,31,1,1,2,13,5,1,2,1
 2,2010,05,2,21,051,02,2,023,02,2,2,28,1,1,2,13,5,1,2,1
 2,2010,05,2,21,051,02,2,023,03,3,1,02,1,1,1,  , , , , 
 2,2010,05,2,21,051,03,1,024,01,1,1,32,1,1,2,11,5,1,2,1
 2,2010,05,2,21,051,03,1,024,02,2,2,33,1,1,2,11,5,1,2,1
 2,2010,05,2,21,051,03,1,024,03,3,2,08,1,1,1,03,1, , , 
 2,2010,05,2,21,051,03,1,024,04,3,2,02,1,1,1,  , , , , 
 2,2010,05,2,21,051,04,1,025,01,1,1,40,1,1,2,13,5,1,2,1
 2,2010,05,2,21,051,04,1,025,02,2,2,32,1,1,2,13,5,1,2,1
 2,2010,05,2,21,051,04,1,025,03,4,2,63,1,1,1,04,5,1,2,2
 2,2010,05,2,21,051,04,1,025,04,3,1,10,1,1,1,04,1,1,2,2
 2,2010,05,2,21,051,04,1,025,05,3,2,03,1,1,1,  , , , , 
 2,2010,05,2,21,051,05,1,026,01,1,2,25,1,1,2,08,5,1,2,1
 2,2010,05,2,21,051,05,1,026,02,3,1,08,1,1,1,02,5, , , 
 2,2010,05,2,21,051,05,1,026,03,3,1,03,1,1,1,  , , , , 
 2,2010,05,2,21,051,06,1,027,01,1,2,60,4,3,3,10,5,1,1,2
 2,2010,05,2,21,051,06,1,027,02,3,1,36,4,3,1,13,5,1,1,1
 2,2010,05,2,21,051,06,1,027,03,3,1,31,4,3,1,06,5,1,2,1
 2,2010,05,2,21,051,07,1,028,01,1,1,47,1,1,2,03,5,2,2,2
 2,2010,05,2,21,051,07,1,028,02,2,2,47,1,1,2,10,5,1,2,2
 2,2010,05,2,21,051,07,1,028,03,3,2,09,1,1,1,04,1, , , 
 2,2010,05,2,21,051,09,1,030,01,1,1,30,2,2,2,11,5,1,1,2
 2,2010,05,2,21,051,09,1,030,02,2,2,30,2,2,2,13,5,1,1,1
 2,2010,05,2,21,051,09,1,030,03,5,2,21,2,2,1,11,5,1,1,1
 2,2010,05,2,21,051,09,1,030,04,3,2,08,2,2,1,02,1, , , 
 2,2010,05,2,21,051,09,1,030,05,3,1,01,2,2,1,  , , , , 
 2,2010,05,2,21,051,10,1,031,01,1,1,56,1,1,2,11,5,1,2,2
 2,2010,05,2,21,051,10,1,031,02,2,2,47,1,1,2,06,5,1,2,2
 2,2010,05,2,21,051,10,1,031,03,3,1,18,1,1,1,10,5,1,2,1
 2,2010,05,2,21,051,10,1,031,04,3,1,11,1,1,1,05,1,1,2,1
 2,2010,05,1,21,052,01,1,032,01,1,2,52,1,1,3,08,5,1,2,2
 2,2010,05,1,21,052,01,1,032,02,3,2,25,2,1,1,15,5,1,2,1
 2,2010,05,1,21,052,01,1,032,03,3,1,22,2,1,1,11,5,1,2,2
 2,2010,05,1,21,052,03,1,034,01,1,1,50,1,1,2,10,5,1,2,2
 2,2010,05,1,21,052,03,1,034,02,2,2,49,1,1,2,10,5,1,2,2
 2,2010,05,1,21,052,03,1,034,03,3,1,28,1,1,1,15,5,1,2,1
 2,2010,05,1,21,052,03,1,034,04,3,2,22,1,1,1,13,2,1,2,1
 2,2010,05,1,21,052,03,1,034,05,7,2,18,1,1,1,11,1,1,2,1
 2,2010,05,1,21,052,03,1,034,06,7,2,18,1,1,1,11,1,1,2,1
 2,2010,05,1,21,052,04,1,035,01,1,1,43,6,4,2,08,5,1,2,1
 2,2010,05,1,21,052,04,1,035,02,3,2,13,6,4,1,07,1,1,2,1
 2,2010,05,1,21,052,04,1,035,03,3,2,08,6,4,1,02,1, , , 
 2,2010,05,1,21,052,07,1,038,01,1,1,68,1,1,2,10,5,1,2,1
 2,2010,05,1,21,052,07,1,038,02,2,2,54,1,1,2,07,5,1,2,2
 2,2010,05,1,21,052,07,1,038,03,3,1,33,1,1,1,08,5,1,2,2
 2,2010,05,1,21,052,08,1,039,01,1,2,34,4,3,2,10,5,1,1,2
 2,2010,05,1,21,052,08,1,039,02,2,1,37,4,3,2,08,5,1,1,1
 2,2010,05,1,21,052,08,1,039,03,3,1,06,4,3,1,01,1, , , 
 2,2010,05,1,21,052,08,1,039,04,5,1,35,4,3,3,10,5,1,1,2
 2,2010,05,1,21,052,08,1,039,05,5,2,58,4,3,3,19,5,1,1,2
 2,2010,05,2,21,053,01,1,042,01,1,2,73,1,1,3,11,5,1,2,2
 2,2010,05,2,21,053,01,1,042,02,3,1,41,1,3,2,12,5,1,2,2
 2,2010,05,2,21,053,01,1,042,03,3,2,33,1,3,2,10,5,1,2,2
 2,2010,05,2,21,053,02,1,043,01,1,1,74,1,1,2,03,5,1,2,2
 2,2010,05,2,21,053,02,1,043,02,2,2,65,1,1,2,07,5,1,2,2
 2,2010,05,2,21,053,02,1,043,03,3,2,17,1,1,1,10,3,1,2,2
 2,2010,05,2,21,053,02,1,043,04,4,2,80,1,1,3,01,5,1,2,2
 2,2010,05,2,21,053,02,2,044,01,1,1,37,1,1,2,11,5,1,2,1
 2,2010,05,2,21,053,02,2,044,02,2,2,34,1,1,2,10,5,1,2,2
 2,2010,05,2,21,053,02,2,044,03,3,1,09,1,1,1,03,1, , , 
 2,2010,05,2,21,053,02,2,044,04,3,2,04,1,1,1,  , , , , 
 2,2010,05,2,21,053,03,1,045,01,1,1,58,1,1,2,13,5,1,2,1
 2,2010,05,2,21,053,03,1,045,02,2,2,55,1,1,2,13,5,1,2,1
 2,2010,05,2,21,053,03,1,045,03,3,2,20,1,1,1,13,2,1,2,1
 2,2010,05,2,21,053,03,1,045,04,4,2,72,1,1,3,12,5,1,2,2
 2,2010,05,2,21,053,03,1,045,05,5,2,54,1,1,3,15,5,1,2,1
 2,2010,05,2,21,053,03,1,045,06,5,1,18,1,1,1,11,1,1,2,1
 2,2010,05,2,21,053,04,1,046,01,1,1,36,1,1,2,11,5,1,2,2
 2,2010,05,2,21,053,04,1,046,02,2,2,32,1,1,2,10,5,1,2,2
 2,2010,05,2,21,053,04,1,046,03,3,2,08,1,1,1,03,1, , , 
 2,2010,05,2,21,053,04,1,046,04,3,2,04,1,1,1,  , , , , 
 2,2010,05,2,21,053,05,1,047,01,1,1,47,1,1,2,10,5,1,2,1
 2,2010,05,2,21,053,05,1,047,02,2,2,47,1,1,2,13,5,1,2,1
 2,2010,05,2,21,053,05,1,047,03,3,1,18,1,1,1,12,1,1,2,2
 2,2010,05,2,21,053,05,1,047,04,3,1,13,1,1,1,08,1,1,2,2
 2,2010,05,2,21,053,05,1,047,05,3,2,10,1,1,1,04,1,1,2,2
 2,2010,05,2,21,053,06,1,048,01,1,2,75,1,4,3,10,5,1,2,1
 2,2010,05,2,21,053,06,1,048,02,3,2,39,1,4,1,13,5,1,2,1
 2,2010,05,2,21,053,06,1,048,03,3,1,27,1,4,1,13,3,1,2,1
 2,2010,05,2,21,053,07,1,049,01,1,1,49,1,1,2,04,5,1,2,2
 2,2010,05,2,21,053,07,1,049,02,2,2,46,1,1,2,10,5,1,2,2
 2,2010,05,2,21,053,07,1,049,03,3,2,21,1,1,1,12,5,1,2,2
 2,2010,05,2,21,053,07,1,049,04,3,2,15,1,1,1,10,1,1,2,2
 2,2010,05,2,21,053,08,1,050,01,1,1,30,1,1,2,09,5,1,2,2
 2,2010,05,2,21,053,08,1,050,02,2,2,29,1,1,2,12,5,1,2,2
 2,2010,05,2,21,053,08,1,050,03,3,2,06,1,1,1,00,1, , , 
 2,2010,05,2,21,053,09,1,051,01,1,2,80,1,1,3,07,5,1,2,2
 2,2010,05,2,21,053,09,1,051,02,3,2,45,1,1,2,12,5,1,2,2
 2,2010,05,2,21,053,09,2,052,01,1,1,50,1,1,2,12,5,1,2,2
 2,2010,05,2,21,053,09,2,052,02,2,2,49,1,1,2,10,5,1,2,2
 2,2010,05,2,21,053,09,2,052,03,3,1,14,1,1,1,08,1,1,2,2
 2,2010,05,2,21,053,10,1,053,01,1,2,80,1,1,3,10,5,1,2,2
 2,2010,05,2,21,053,10,1,053,02,3,1,56,1,1,2,06,5,1,2,2
 2,2010,05,2,21,053,10,1,053,03,5,2,47,1,1,2,10,5,1,2,2
 2,2010,05,2,21,053,10,1,053,04,5,2,20,1,1,1,12,3,1,2,1
 2,2010,05,2,21,053,10,1,053,05,5,1,19,1,1,1,12,3,1,2,2
 2,2010,05,2,21,054,01,1,084,01,1,1,52,1,1,2,10,5,1,2,2
 2,2010,05,2,21,054,01,1,084,02,2,2,50,1,1,2,03,5,1,2,2
 2,2010,05,2,21,054,01,1,084,03,3,1,24,1,1,1,10,5,1,2,2
 2,2010,05,2,21,054,01,1,084,04,3,1,16,1,1,1,10,1,1,2,2
 2,2010,05,2,21,054,02,1,085,01,1,2,70,1,1,3,19,5,2,2,2
 2,2010,05,2,21,054,02,1,085,02,3,1,45,1,1,2,11,5,1,2,2
 2,2010,05,2,21,054,02,1,085,03,5,2,40,1,1,2,11,5,1,2,2
 2,2010,05,2,21,054,02,1,085,04,5,2,11,1,1,1,06,1,1,2,2
 2,2010,05,2,21,054,02,1,085,05,5,2,08,1,1,1,03,1, , , 
 2,2010,05,2,21,054,02,1,085,06,5,2,04,1,1,1,  , , , , 
 2,2010,05,2,21,054,03,1,086,01,1,1,45,1,1,2,05,5,1,2,2
 2,2010,05,2,21,054,03,1,086,02,2,2,36,1,1,2,07,5,1,2,2
 2,2010,05,2,21,054,03,1,086,03,3,2,18,1,1,2,10,5,1,2,2
 2,2010,05,2,21,054,04,1,087,01,1,1,57,1,1,2,05,5,1,2,2
 2,2010,05,2,21,054,04,1,087,02,2,2,56,1,1,2,08,5,1,2,2
 2,2010,05,2,21,054,04,1,087,03,3,2,20,1,1,1,13,3,1,2,1
 2,2010,05,2,21,054,05,1,088,01,1,1,85,1,1,3,03,5,1,2,2
 2,2010,05,2,21,054,05,1,088,02,3,1,25,1,1,1,13,5,1,2,2
 2,2010,05,2,21,054,06,1,089,01,1,1,41,1,1,2,07,5,1,2,2
 2,2010,05,2,21,054,06,1,089,02,2,2,40,1,1,2,13,5,1,2,2
 2,2010,05,2,21,054,06,1,089,03,3,1,13,1,1,1,08,1,1,2,2
 2,2010,05,2,21,054,06,1,089,04,3,2,09,1,1,1,04,1, , , 
 2,2010,05,2,21,054,08,1,091,01,1,2,75,1,1,3,01,5,1,2,2
 2,2010,05,2,21,054,08,1,091,02,3,2,49,1,1,1,05,5,1,2,2
 2,2010,05,2,21,054,08,1,091,03,3,1,43,1,1,2,13,5,1,2,1
 2,2010,05,2,21,054,08,1,091,04,5,2,33,1,1,2,08,5,1,2,2
 2,2010,05,2,21,054,08,1,091,05,5,1,07,1,1,1,02,1, , , 
 2,2010,05,2,21,054,08,1,091,06,5,1,05,1,1,1,19,5, , , 
 2,2010,05,2,21,054,08,1,091,07,5,2,01,1,1,1,  , , , , 
 2,2010,05,2,21,054,09,1,092,01,1,1,61,1,4,4,11,5,1,2,2
 2,2010,05,2,21,054,10,1,093,01,1,1,60,1,1,3,07,5,1,2,2
 2,2010,05,2,21,054,10,1,093,02,3,1,29,1,1,1,11,5,1,2,2
 2,2010,05,2,21,055,01,1,054,01,1,1,42,4,3,2,07,5,2,1,2
 2,2010,05,2,21,055,01,1,054,02,2,2,36,4,3,2,10,5,2,1,2
 2,2010,05,2,21,055,01,1,054,03,3,1,16,4,3,1,10,1,2,1,2
 2,2010,05,2,21,055,01,1,054,04,3,2,08,4,3,1,01,1, , , 
 2,2010,05,2,21,055,02,1,055,01,1,2,39,4,3,2,13,5,2,1,2
 2,2010,05,2,21,055,02,1,055,02,3,1,04,4,3,1,19, , , , 
 2,2010,05,2,21,055,03,1,056,01,1,1,59,4,3,2,12,5,2,1,2
 2,2010,05,2,21,055,03,1,056,02,2,2,52,4,3,2,13,5,2,1,2
 2,2010,05,2,21,055,03,1,056,03,3,2,26,4,3,1,14,2,2,1,2
 2,2010,05,2,21,055,03,1,056,04,3,2,24,4,3,1,13,5,2,1,2
 2,2010,05,2,21,055,03,1,056,05,3,1,21,4,3,1,13,5,2,1,2
 2,2010,05,2,21,055,04,1,057,01,1,2,36,4,3,2,12,5,2,1,2
 2,2010,05,2,21,055,04,1,057,02,3,2,14,4,3,1,08,1,2,1,2
 2,2010,05,2,21,055,04,1,057,03,3,2,10,4,3,1,04,1,2,1,2
 2,2010,05,2,21,055,04,1,057,04,3,1,08,4,3,1,02,1, , , 
 2,2010,05,2,21,055,05,1,058,01,1,1,55,4,3,2,10,5,2,1,2
 2,2010,05,2,21,055,05,1,058,02,2,2,50,4,3,2,05,5,2,2,2
 2,2010,05,2,21,055,05,1,058,03,3,2,30,4,3,2,10,5,1,1,2
 2,2010,05,2,21,055,05,1,058,04,5,1,32,4,3,2,10,5,2,1,2
 2,2010,05,2,21,055,05,1,058,05,5,2,01,4,3,1,  , , , , 
 2,2010,05,2,21,055,06,1,059,01,1,1,55,4,3,2,10,5,2,1,2
 2,2010,05,2,21,055,06,1,059,02,2,2,44,4,3,2,10,5,2,1,2
 2,2010,05,2,21,055,06,1,059,03,3,2,18,4,3,1,12,1,2,1,2
 2,2010,05,2,21,055,06,1,059,04,3,2,16,4,3,1,10,1,2,1,2
 2,2010,05,2,21,055,06,1,059,05,5,1,06,4,3,1,00,1, , , 
 2,2010,05,2,21,055,07,1,060,01,1,2,35,4,3,2,08,5,2,1,2
 2,2010,05,2,21,055,07,1,060,02,2,1,39,4,3,2,08,5,2,1,2
 2,2010,05,2,21,055,07,1,060,03,3,1,04,4,3,1,  , , , , 
 2,2010,05,2,21,055,08,1,061,01,1,1,52,4,3,2,10,5,2,1,2
 2,2010,05,2,21,055,08,1,061,02,3,2,23,4,3,1,13,5,2,1,2
 2,2010,05,2,21,055,08,1,061,03,3,2,19,4,3,1,12,1,2,1,2
 2,2010,05,2,21,055,08,1,061,04,3,2,15,4,3,1,09,1,2,1,2
 2,2010,05,2,21,055,08,1,061,05,3,1,14,4,3,1,08,1,2,1,2
 2,2010,05,2,21,055,08,1,061,06,3,2,11,4,3,1,05,1,2,1,2
 2,2010,05,2,21,055,09,1,062,01,1,1,62,4,3,2,06,5,2,1,2
 2,2010,05,2,21,055,09,1,062,02,2,2,55,4,3,2,06,5,2,1,2
 2,2010,05,2,21,055,09,1,062,03,3,1,29,4,3,1,07,5,2,1,2
 2,2010,05,2,21,055,09,1,062,04,3,2,24,4,3,1,10,5,2,1,2
 2,2010,05,2,21,055,09,1,062,05,3,1,18,4,3,1,10,5,2,1,2
 2,2010,05,2,21,055,10,1,063,01,1,1,69,4,3,2,16,5,1,1,2
 2,2010,05,2,21,055,10,1,063,02,2,2,56,4,3,2,13,5,1,1,2
 2,2010,05,2,21,055,10,1,063,03,3,1,32,4,3,1,13,5,2,1,2
 2,2010,05,2,21,055,10,1,063,04,3,2,26,4,3,1,13,5,2,1,2
 2,2010,05,2,21,055,10,1,063,05,3,1,18,4,3,1,12,1,2,1,2
 2,2010,05,2,21,056,02,1,065,01,1,1,48,1,1,2,13,5,1,2,2
 2,2010,05,2,21,056,02,1,065,02,2,2,46,1,1,2,13,5,1,2,2
 2,2010,05,2,21,056,02,1,065,03,3,2,16,1,1,1,11,1,1,2,2
 2,2010,05,2,21,056,02,1,065,04,3,2,13,1,1,1,07,1,1,2,2
 2,2010,05,2,21,056,03,1,066,01,1,1,61,1,1,2,10,5,1,2,2
 2,2010,05,2,21,056,03,1,066,02,2,2,60,1,1,2,13,5,1,2,2
 2,2010,05,2,21,056,03,1,066,03,3,1,24,1,1,1,13,5,1,2,1
 2,2010,05,2,21,056,03,1,066,04,5,2,27,1,1,2,13,5,1,2,1
 2,2010,05,2,21,056,04,1,067,01,1,1,48,1,1,2,12,5,1,2,2
 2,2010,05,2,21,056,04,1,067,02,2,2,38,1,1,2,12,5,1,2,2
 2,2010,05,2,21,056,04,1,067,03,3,2,10,1,1,1,04,1,1,2,2
 2,2010,05,2,21,056,04,1,067,04,3,1,04,1,1,1,  , , , , 
 2,2010,05,2,21,056,06,1,069,01,1,1,45,1,1,2,10,5,1,2,2
 2,2010,05,2,21,056,06,1,069,02,2,2,43,1,1,2,10,5,1,2,2
 2,2010,05,2,21,056,06,1,069,03,3,2,13,1,1,1,08,1,1,2,2
 2,2010,05,2,21,056,06,1,069,04,3,2,10,1,1,1,05,1,1,2,2
 2,2010,05,2,21,056,06,1,069,05,3,1,05,1,1,1,19,5, , , 
