REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q14_PERSON_SERIAL_NO,Q14_REGISTERED_EPF_OR_IRD,Q15_PROPER_ACCOUNTING_SYSTEM,Q16_NO_OF_EMPLOYEES,Q17_NO_OF_HOURS_USEALLY_WORK,Q18_NO_ACTUALLY_WORK_HOURS
 5,2010,01,1,11,001,01,1,001,01,2,2,1,70,70
 5,2010,01,1,11,001,02,1,002,03,2,2,1,50,50
 5,2010,01,1,11,001,03,1,003,01,2,2,8,42,42
 5,2010,01,1,11,001,03,1,003,03, , , ,70,20
 5,2010,01,1,11,001,03,1,003,04, , , ,70,30
 5,2010,01,1,11,001,03,1,003,07, , , ,70,30
 5,2010,01,1,11,001,04,1,004,01,1,1,6,70,50
 5,2010,01,1,11,001,05,1,005,01,2,2,1,70,70
 5,2010,01,1,11,001,05,1,005,03,2,2,8,14,18
 5,2010,01,1,11,001,05,1,005,04, , , ,70,40
 5,2010,01,1,11,001,07,1,007,01,2,2,8,56,56
 5,2010,01,1,11,001,07,1,007,02,2,2,8,28,28
 5,2010,01,1,11,001,09,1,009,01, , , ,60,60
 5,2010,01,1,11,002,01,1,011,01,2,2,8,70,00
 5,2010,01,1,11,002,02,1,012,02,2,2,8,35,35
 5,2010,01,1,11,002,02,1,012,04,2,2,8,70,70
 5,2010,01,1,11,002,03,1,013,03,2,2,8,36,36
 5,2010,01,1,11,002,04,1,014,01,1,1,5,45,50
 5,2010,01,1,11,002,05,1,015,03, , , ,50,50
 5,2010,01,1,11,002,05,1,015,04, , , ,50,50
 5,2010,01,1,11,002,05,1,015,05,2,2,8,20,20
 5,2010,01,1,11,002,06,1,016,02, , , ,48,48
 5,2010,01,1,11,002,06,1,016,03,1,1,2,45,45
 5,2010,01,1,11,002,06,1,016,04,1,1,2,45,45
 5,2010,01,1,11,002,06,1,016,06, , , ,70,30
 5,2010,01,1,11,002,06,1,016,08,2,2,8,21,21
 5,2010,01,1,11,002,07,1,017,01,2,2,1,50,50
 5,2010,01,1,11,002,09,1,019,02,2,2,8,70,70
 5,2010,01,1,11,002,09,1,019,03,2,2,1,70,60
 5,2010,01,1,11,003,01,1,021,01, , , ,45,45
 5,2010,01,1,11,003,02,1,022,01,2,2,8,50,50
 5,2010,01,1,11,003,03,1,023,02,2,2,7,60,60
 5,2010,01,1,11,003,05,1,025,01,2,2,7,70,70
 5,2010,01,1,11,003,05,1,025,05,2,2,7,60,60
 5,2010,01,1,11,003,06,1,026,01,1,1,5,45,45
 5,2010,01,1,11,003,06,1,026,03,2,2,8,60,60
 5,2010,01,1,11,003,06,1,026,04,2,2,3,40,40
 5,2010,01,1,11,003,07,1,027,01,2,2,7,45,45
 5,2010,01,1,11,003,08,1,028,01,2,2,8,60,60
 5,2010,01,1,11,003,08,1,028,02,1,1,6,45,45
 5,2010,01,1,11,003,09,1,029,01,2,2,8,45,45
 5,2010,01,1,11,003,09,1,029,02,1,1,6,45,50
 5,2010,01,1,11,003,10,1,030,01,2,2,8,60,60
 5,2010,01,2,11,004,01,1,031,01,2,2,1,60,60
 5,2010,01,2,11,004,02,1,032,01,2,2,8,70,00
 5,2010,01,2,11,004,02,1,032,02,1,1,3,48,48
 5,2010,01,2,11,004,03,1,033,01,1,1,3,40,40
 5,2010,01,2,11,004,05,1,035,01,2,2,8,60,50
 5,2010,01,2,11,004,05,1,035,03,1,1,3,45,45
 5,2010,01,2,11,004,05,1,035,04,1,1,4,40,40
 5,2010,01,2,11,004,05,1,035,05,2,2,8,70,40
 5,2010,01,2,11,004,05,1,035,06,2,2,8,70,00
 5,2010,01,2,11,004,06,1,036,04,2,2,1,60,60
 5,2010,01,2,11,004,07,1,037,01, , , ,40,40
 5,2010,01,2,11,004,09,1,039,01, , , ,40,40
 5,2010,01,2,11,004,09,1,039,04, , , ,70,70
 5,2010,01,2,11,004,09,1,039,05,1,1,6,45,45
 5,2010,01,2,11,004,09,1,039,06,1,1,6,45,45
 5,2010,01,2,11,004,10,1,040,01,2,2,1,56,56
 5,2010,01,2,11,004,10,1,040,02, , , ,40,40
 5,2010,01,2,11,005,01,1,041,01,2,2,2,56,56
 5,2010,01,2,11,005,01,1,041,03,2,2,1,70,70
 5,2010,01,2,11,005,02,1,042,01,2,2,8,35,35
 5,2010,01,2,11,005,02,1,042,02,2,2,1,56,32
 5,2010,01,2,11,005,08,1,045,01, , , ,44,44
 5,2010,01,2,11,005,08,1,045,02,1,1,6,48,48
 5,2010,01,2,11,005,08,1,048,01,2,2,1,60,60
 5,2010,01,2,11,005,08,1,048,07,2,2,1,60,60
 5,2010,01,2,11,005,09,1,049,03,1,1,6,40,40
 5,2010,01,2,11,005,10,1,050,01,1,1,5,48,48
 5,2010,01,2,11,006,02,1,052,01, , , ,40,40
 5,2010,01,2,11,006,04,1,054,01, , , ,40,40
 5,2010,01,2,11,006,06,1,056,01,2,2,8,84,84
 5,2010,01,2,11,006,06,1,056,02,1,1,5,45,45
 5,2010,01,2,11,006,07,1,057,01,2,2,1,63,36
 5,2010,01,2,11,006,08,1,058,01,1,1,5,48,48
 5,2010,01,2,11,006,08,1,058,04,1,1,5,84,84
 5,2010,01,2,11,006,10,1,060,01,1,1,6,44,44
 5,2010,01,2,11,006,10,1,060,02,1,1,2,70,70
 5,2010,01,2,11,007,01,1,061,01,2,2,8,35,35
 5,2010,01,2,11,007,01,1,061,02,2,2,8,60,60
 5,2010,01,2,11,007,02,1,062,01,1,1,6,54,54
 5,2010,01,2,11,007,02,1,062,02,1,1,1,45,45
 5,2010,01,2,11,007,04,1,064,03, , , ,40,40
 5,2010,01,2,11,007,04,1,064,04,1,1,6,72,72
 5,2010,01,2,11,007,05,1,065,03,1,1,5,45,45
 5,2010,01,2,11,007,05,1,065,04,1,1,6,60,60
 5,2010,01,2,11,007,06,1,066,02,2,2,8,70,70
 5,2010,01,2,11,007,07,1,067,04, , , ,45,45
 5,2010,01,2,11,007,08,1,068,04,1,1,6,55,55
 5,2010,01,2,11,007,09,1,069,01,1,1,8,70,70
 5,2010,01,2,11,007,09,1,069,02,1,1,2,70,70
 5,2010,01,2,11,007,09,1,069,03,1,1,2,70,70
 5,2010,01,2,11,007,10,1,070,01,2,2,8,84,84
 5,2010,01,2,11,007,10,1,070,02,2,2,8,49,49
 5,2010,01,2,11,008,01,1,071,01, , , ,45,35
 5,2010,01,2,11,008,02,1,072,01,1,1,6,72,90
 5,2010,01,2,11,008,04,1,074,01, , , ,40,40
 5,2010,01,2,11,008,04,1,074,05,1,1,4,54,54
 5,2010,01,2,11,008,05,1,075,03,1,1,5,45,45
 5,2010,01,2,11,008,06,1,076,02,2,2,8,35,35
 5,2010,01,2,11,008,07,1,077,01,1,1,8,77,77
 5,2010,01,2,11,008,07,1,077,02,1,1,1,70,70
 5,2010,01,2,11,008,08,1,078,03, , , ,40,40
 5,2010,01,2,11,008,09,1,079,03,1,1,3,54,54
 5,2010,01,2,11,008,10,1,080,01, , , ,45,45
 5,2010,01,2,11,008,10,1,080,02,1,1,6,54,54
 5,2010,01,2,11,009,01,1,081,01,1,1,6,49,42
 5,2010,01,2,11,009,01,1,081,02,2,2,1,40,40
 5,2010,01,2,11,009,01,1,081,03, , , ,40,36
 5,2010,01,2,11,009,03,1,083,01,1,1,6,42,36
 5,2010,01,2,11,009,04,1,084,01,2,2,8,42,36
 5,2010,01,2,11,009,04,1,084,02,2,2,8,42,36
 5,2010,01,2,11,009,04,1,084,03,1,1,1,55,55
 5,2010,01,2,11,009,05,1,085,01,2,2,8,07,07
 5,2010,01,2,11,009,05,1,085,02,2,2,8,72,72
 5,2010,01,2,11,009,06,1,086,03,1,1,5,64,54
 5,2010,01,2,11,009,06,1,086,04,1,3,2,50,50
 5,2010,01,2,11,009,06,1,086,05,1,1,6,60,60
 5,2010,01,2,11,009,06,1,086,06,1,1,6,58,58
 5,2010,01,2,11,009,08,1,088,01,1,1,4,60,60
 5,2010,01,2,11,009,09,1,089,01,3,2,2,65,65
 5,2010,01,2,11,009,10,1,090,01,2,2,8,35,35
 5,2010,01,2,11,009,10,1,090,03,2,2,8,32,32
 5,2010,01,1,11,010,01,1,091,01,2,2,1,99,99
 5,2010,01,1,11,010,03,1,093,01, , , ,40,16
 5,2010,01,1,11,010,03,1,093,02, , , ,40,40
 5,2010,01,1,11,010,04,1,094,01,1,1,6,45,80
 5,2010,01,1,11,010,05,1,095,01,2,2,8,50,50
 5,2010,01,1,11,010,05,1,095,02,2,2,7,50,00
 5,2010,01,1,11,010,05,1,095,06,2,2,8,60,60
 5,2010,01,1,11,010,06,1,096,03, , , ,40,40
 5,2010,01,1,11,010,07,1,097,01,2,2,8,42,42
 5,2010,01,1,11,010,07,1,097,02,2,2,8,42,42
 5,2010,01,1,11,010,08,1,098,01, , , ,40,50
 5,2010,01,1,11,010,08,1,098,02,2,2,8,50,00
 5,2010,01,1,11,010,09,1,099,02, , , ,40,40
 5,2010,01,1,11,011,01,1,101,03, , , ,40,40
 5,2010,01,1,11,011,02,1,102,01,1,1,6,40,40
 5,2010,01,1,11,011,02,1,102,03, , , ,40,40
 5,2010,01,1,11,011,02,1,102,04,1,1,6,45,45
 5,2010,01,1,11,011,02,1,102,05, , , ,35,35
 5,2010,01,1,11,011,02,1,102,06, , , ,35,35
 5,2010,01,1,11,011,03,1,103,01,2,2,1,40,40
 5,2010,01,1,11,011,03,1,103,02,2,2,8,35,35
 5,2010,01,1,11,011,04,1,104,01,2,2,2,60,60
 5,2010,01,1,11,011,05,1,105,03, , , ,35,35
 5,2010,01,1,11,011,05,1,105,04,2,2,7,40,00
 5,2010,01,1,11,011,06,1,106,01,1,1,1,70,70
 5,2010,01,1,11,011,06,1,106,02,1,1,8,70,70
 5,2010,01,1,11,011,07,1,107,01,1,1,2,45,45
 5,2010,01,1,11,011,08,1,108,02,1,1,5,40,40
 5,2010,01,1,11,011,09,1,109,01,1,1,4,40,40
 5,2010,01,1,11,011,09,1,109,03, , , ,40,24
 5,2010,01,1,11,011,10,1,110,02,1,1,5,40,40
 5,2010,01,1,11,012,01,1,111,01,1,1,2,54,54
 5,2010,01,1,11,012,01,1,111,03,1,1,5,30,30
 5,2010,01,1,11,012,02,1,112,01,1,1,6,44,44
 5,2010,01,1,11,012,02,1,112,02,1,1,6,44,50
 5,2010,01,1,11,012,03,1,113,01,2,2,8,21,21
 5,2010,01,1,11,012,04,1,114,01,1,1,4,50,50
 5,2010,01,1,11,012,05,1,115,01,1,1,6,45,50
 5,2010,01,1,11,012,06,1,116,03, , , ,40,45
 5,2010,01,1,11,012,06,1,116,04, , , ,40,50
 5,2010,01,1,11,012,07,1,117,02,2,2,1,55,55
 5,2010,01,1,11,013,01,1,121,01,2,2,1,48,48
 5,2010,01,1,11,013,01,1,121,05,2,2,1,60,60
 5,2010,01,1,11,013,02,1,122,04,2,2,8,50,55
 5,2010,01,1,11,013,03,1,123,01,2,2,8,06,06
 5,2010,01,1,11,013,05,1,125,02,1,1,5,40,45
 5,2010,01,1,11,013,09,1,129,01, , , ,40,45
 5,2010,01,1,11,013,09,1,129,06, , , ,40,40
 5,2010,01,1,11,013,09,1,129,07,1,1,6,44,44
 5,2010,01,1,11,013,10,1,130,01,2,2,8,60,60
 5,2010,01,1,11,013,10,1,130,02,2,2,8,66,66
 5,2010,01,1,11,014,02,1,132,03,1,1,8,54,54
 5,2010,01,1,11,014,06,1,136,01,2,2,8,63,45
 5,2010,01,1,11,014,07,1,137,02,1,1,3,44,44
 5,2010,01,1,11,014,08,1,138,01, , , ,40,40
 5,2010,01,1,11,014,08,1,138,02,1,1,3,40,40
 5,2010,01,2,11,016,01,1,141,01,1,1,6,40,40
 5,2010,01,2,11,016,01,1,141,02, , , ,20,20
 5,2010,01,2,11,016,02,1,142,02,3,3,1,40,32
 5,2010,01,2,11,016,02,1,142,05,3,3,1,40,40
 5,2010,01,2,11,016,04,1,144,04, , , ,40,40
 5,2010,01,2,11,016,04,1,144,05,3,3,4,60,48
 5,2010,01,2,11,016,04,1,144,06,1,1,5,60,60
 5,2010,01,2,11,016,05,1,145,01,2,2,7,28,20
 5,2010,01,2,11,016,05,1,145,02, , , ,40,32
 5,2010,01,2,11,016,05,1,145,04,2,2,6,40,40
 5,2010,01,2,11,016,06,1,146,01,2,2,7,21,21
 5,2010,01,2,11,016,07,1,147,01, , , ,48,48
 5,2010,01,2,11,016,07,1,147,03,3,3,1,45,45
 5,2010,01,2,11,016,07,1,147,04,3,3,1,45,45
 5,2010,01,2,11,016,08,1,148,01,3,3,1,70,20
 5,2010,01,2,11,016,08,1,148,03,1,1,6,40,40
 5,2010,01,2,11,016,10,1,150,01,1,1,6,45,40
 5,2010,01,2,11,017,01,1,151,01,1,1,4,60,60
 5,2010,01,2,11,017,02,1,152,03,1,1,3,48,48
 5,2010,01,2,11,017,03,1,153,01, , , ,72,72
 5,2010,01,2,11,017,04,1,154,01, , , ,98,98
 5,2010,01,2,11,017,07,1,157,01,1,1,1,48,48
 5,2010,01,2,11,017,07,1,157,02,1,1,1,48,40
 5,2010,01,2,11,017,09,1,159,01,1,1,1,48,48
 5,2010,01,2,11,017,10,1,160,01,1,1,4,45,40
 5,2010,01,2,11,018,01,1,161,02, , , ,56,32
 5,2010,01,2,11,018,02,1,162,01,1,1,2,56,56
 5,2010,01,2,11,018,03,1,163,03,1,1,4,45,45
 5,2010,01,2,11,018,04,1,164,01,2,2,8,21,21
 5,2010,01,2,11,018,05,1,165,01, , , ,56,56
 5,2010,01,2,11,018,05,1,165,04,1,1,4,40,40
 5,2010,01,2,11,018,07,1,167,01,2,3,7,45,45
 5,2010,01,2,11,018,07,1,167,03,1,1,4,40,40
 5,2010,01,2,11,018,08,1,168,02,1,1,2,20,20
 5,2010,01,2,11,018,09,1,169,01, , , ,84,84
 5,2010,01,2,11,018,10,1,170,04,1,1,2,60,60
 5,2010,02,1,11,019,01,1,001,02,2,2,2,40,40
 5,2010,02,1,11,019,01,1,001,05,2,2,1,40,40
 5,2010,02,1,11,019,02,1,002,06,1,3,2,40,40
 5,2010,02,1,11,019,03,1,003,03,2,2,1,45,45
 5,2010,02,1,11,019,04,1,004,01,2,2,8,40,40
 5,2010,02,1,11,019,05,1,005,10,1,1,5,48,48
 5,2010,02,1,11,019,05,1,005,11,2,2,8,45,45
 5,2010,02,1,11,019,05,1,005,12,2,2,7,40,40
 5,2010,02,1,11,019,08,1,008,01,2,2,1,50,50
 5,2010,02,1,11,020,02,1,012,02,2,2,1,60,60
 5,2010,02,1,11,020,03,1,013,03,2,2,1,60,60
 5,2010,02,1,11,020,04,1,014,01,1,1,5,45,45
 5,2010,02,1,11,020,04,1,014,02,1,1,4,40,40
 5,2010,02,1,11,020,04,1,014,04,2,2,1,55,60
 5,2010,02,1,11,020,05,1,015,02,1,1,6,35,35
 5,2010,02,1,11,020,05,1,015,03,1,1,5,45,45
 5,2010,02,1,11,020,06,1,016,03,1,1,6,45,45
 5,2010,02,1,11,020,06,1,016,04,2,2,1,45,50
 5,2010,02,1,11,020,06,1,016,05,2,2,1,50,60
 5,2010,02,1,11,020,09,1,019,03,1,1,6,45,50
 5,2010,02,1,11,020,09,1,019,04,1,1,6,45,45
 5,2010,02,1,11,020,10,1,020,02,2,2,1,55,60
 5,2010,02,1,11,020,10,1,020,03,2,2,1,50,60
 5,2010,02,1,11,020,10,1,020,04,2,2,1,45,45
 5,2010,02,2,11,021,01,1,021,01,2,2,7,70,40
 5,2010,02,2,11,021,01,1,021,02,1,1,3,40,40
 5,2010,02,2,11,021,02,1,022,01,2,2,7,70,20
 5,2010,02,2,11,021,03,1,023,01, , , ,40,45
 5,2010,02,2,11,021,04,1,024,01,2,2,1,70,60
 5,2010,02,2,11,021,05,1,025,01,2,2,7,70,30
 5,2010,02,2,11,021,05,1,025,02,2,2,7,60,40
 5,2010,02,2,11,021,06,1,026,01,1,1,6,70,70
 5,2010,02,2,11,021,06,1,026,04,2,2,1,70,70
 5,2010,02,2,11,021,06,1,026,05,2,2,1,70,70
 5,2010,02,2,11,021,06,1,026,06,2,2,1,70,70
 5,2010,02,2,11,021,07,1,027,02,1,1,1,48,48
 5,2010,02,2,11,021,09,1,029,01,2,2,8,50,50
 5,2010,02,2,11,021,09,1,029,03,1,1,4,45,45
 5,2010,02,2,11,021,10,1,030,01,2,2,1,60,60
 5,2010,02,2,11,021,10,1,030,03,1,1,8,70,70
 5,2010,02,2,11,021,10,1,030,04, , , ,40,40
 5,2010,02,2,11,022,01,1,031,01,1,1,5,70,70
 5,2010,02,2,11,022,01,1,031,02,1,1,5,44,44
 5,2010,02,2,11,022,02,1,032,01,2,2,1,63,45
 5,2010,02,2,11,022,03,1,033,01,1,1,1,42,36
 5,2010,02,2,11,022,04,1,034,01, , , ,40,40
 5,2010,02,2,11,022,05,1,035,03,1,1,1,45,45
 5,2010,02,2,11,022,05,1,035,04,1,1,6,45,45
 5,2010,02,2,11,022,06,1,036,01,2,2,1,56,24
 5,2010,02,2,11,022,06,1,036,02,1,1,4,40,40
 5,2010,02,2,11,022,09,1,039,01,1,1,6,40,40
 5,2010,02,2,11,022,09,1,039,03, , , ,40,40
 5,2010,02,2,11,023,01,1,041,03,2,2,3,70,10
 5,2010,02,2,11,023,02,2,043,01,2,2,1,56,24
 5,2010,02,2,11,023,03,1,044,01,2,2,1,45,36
 5,2010,02,2,11,023,04,1,045,01,2,2,1,56,24
 5,2010,02,2,11,023,05,1,046,01,2,2,2,70,00
 5,2010,02,2,11,023,06,1,047,01,2,2,1,56,16
 5,2010,02,2,11,023,07,1,048,02,2,2,1,48,48
 5,2010,02,2,11,023,07,1,048,03,1,1,6,44,44
 5,2010,02,2,11,023,07,1,048,04,1,1,6,44,44
 5,2010,02,2,11,023,08,1,049,01,2,2,1,56,24
 5,2010,02,2,11,023,08,1,049,03,1,1,2,40,40
 5,2010,02,2,11,023,09,1,050,03,1,1,8,56,56
 5,2010,02,2,11,023,09,2,051,01,1,1,5,40,40
 5,2010,02,2,11,023,09,2,051,02,2,3,1,48,48
 5,2010,02,2,11,023,10,1,052,02,1,1,5,48,48
 5,2010,02,2,11,023,10,1,052,03,1,3,1,40,40
 5,2010,02,2,11,024,02,1,054,01, , , ,35,35
 5,2010,02,2,11,024,04,1,056,01,2,2,8,49,49
 5,2010,02,2,11,024,04,1,056,02, , , ,35,35
 5,2010,02,2,11,024,06,1,058,01, , , ,40,70
 5,2010,02,2,11,024,06,1,058,02, , , ,35,35
 5,2010,02,2,11,024,07,1,059,01,1,1,4,45,45
 5,2010,02,2,11,024,08,1,060,01,1,1,1,70,70
 5,2010,02,2,11,024,09,1,061,01,2,2,7,40,25
 5,2010,02,2,11,024,09,1,061,04,1,1,1,45,45
 5,2010,02,2,11,024,10,1,062,01,1,1,6,88,88
 5,2010,02,2,11,025,01,1,063,01,2,2,1,21,21
 5,2010,02,2,11,025,02,1,064,01, , , ,40,40
 5,2010,02,2,11,025,03,1,065,01, , , ,40,40
 5,2010,02,2,11,025,03,1,065,02, , , ,40,40
 5,2010,02,2,11,025,04,1,066,01,2,2,8,21,21
 5,2010,02,2,11,025,04,1,066,04,2,2,1,60,60
 5,2010,02,2,11,025,04,1,066,05,1,1,6,40,40
 5,2010,02,2,11,025,04,1,066,06,1,1,6,60,60
 5,2010,02,2,11,025,05,1,067,03, , , ,40,40
 5,2010,02,2,11,025,05,1,067,04, , , ,40,40
 5,2010,02,2,11,025,05,1,067,05, , , ,30,30
 5,2010,02,2,11,025,06,1,068,01,2,2,1,99,99
 5,2010,02,2,11,025,07,1,069,04, , , ,40,40
 5,2010,02,2,11,025,08,1,070,02,1,1,5,48,48
 5,2010,02,2,11,025,08,1,070,03,1,1,6,40,40
 5,2010,02,2,11,025,08,1,070,04,2,2,1,30,30
 5,2010,02,2,11,025,09,1,071,01, , , ,40,40
 5,2010,02,2,11,025,09,1,071,03, , , ,48,48
 5,2010,02,2,11,025,09,1,071,04,1,1,6,54,54
 5,2010,02,2,11,025,10,1,072,01,2,2,1,40,40
 5,2010,02,2,11,025,10,1,072,03,1,1,6,40,40
 5,2010,02,2,11,026,01,1,073,01,1,1,6,45,45
 5,2010,02,2,11,026,01,1,073,02,1,1,2,40,40
 5,2010,02,2,11,026,02,1,074,01,2,2,8,18,10
 5,2010,02,2,11,026,03,1,075,01, , , ,32,32
 5,2010,02,2,11,026,03,1,075,02, , , ,25,25
 5,2010,02,2,11,026,04,1,076,01,3,3,1,36,00
 5,2010,02,2,11,026,04,1,076,02,1,1,6,55,55
 5,2010,02,2,11,026,05,1,077,01, , , ,32,00
 5,2010,02,2,11,026,06,1,078,01,2,2,8,10,10
 5,2010,02,2,11,026,07,1,079,01,1,1,4,50,50
 5,2010,02,2,11,026,08,1,080,01, , , ,60,60
 5,2010,02,2,11,026,08,1,080,03,1,1,6,45,27
 5,2010,02,2,11,026,09,1,081,01,1,1,6,45,36
 5,2010,02,2,11,026,09,1,081,02,2,2,8,25,25
 5,2010,02,2,11,026,10,1,082,01,1,1,4,54,54
 5,2010,02,2,11,026,10,1,082,04,1,1,6,62,62
 5,2010,02,1,11,027,01,1,083,01,1,1,2,72,72
 5,2010,02,1,11,027,01,1,083,05,2,2,8,70,70
 5,2010,02,1,11,027,02,1,084,01,2,2,8,35,35
 5,2010,02,1,11,027,02,1,084,02,2,2,7,50,50
 5,2010,02,1,11,027,02,1,084,03,1,1,6,45,50
 5,2010,02,1,11,027,02,1,084,04,2,2,7,50,50
 5,2010,02,1,11,027,02,1,084,05,2,2,7,50,50
 5,2010,02,1,11,027,03,1,085,02, , , ,30,30
 5,2010,02,1,11,027,03,1,085,03, , , ,40,40
 5,2010,02,1,11,027,04,1,086,01,1,1,1,56,56
 5,2010,02,1,11,027,05,1,087,01,2,2,8,60,60
 5,2010,02,1,11,027,05,1,087,02,2,2,8,60,60
 5,2010,02,1,11,027,05,1,087,04,2,2,8,60,60
 5,2010,02,1,11,027,05,1,087,05,2,2,8,60,60
 5,2010,02,1,11,027,06,1,088,02,2,2,8,40,40
 5,2010,02,1,11,027,06,1,088,03,2,2,8,40,40
 5,2010,02,1,11,027,06,1,088,04,2,2,8,40,40
 5,2010,02,1,11,027,06,1,088,05,1,1,6,45,45
 5,2010,02,1,11,027,06,1,088,07,1,1,6,45,45
 5,2010,02,1,11,027,07,1,089,02,2,2,8,35,35
 5,2010,02,1,11,027,07,1,089,03,1,1,6,40,45
 5,2010,02,1,11,027,09,1,091,02,2,2,8,45,45
 5,2010,02,1,11,027,09,1,091,03,1,1,6,45,45
 5,2010,02,1,11,027,10,1,092,01,2,1,1,99,99
 5,2010,02,1,11,027,10,1,092,03,1,1,6,50,50
 5,2010,02,1,11,027,10,1,092,04,2,1,1,42,42
 5,2010,02,1,11,028,01,1,093,01, , , ,40,40
 5,2010,02,1,11,028,01,1,093,02,2,2,8,28,28
 5,2010,02,1,11,028,03,1,095,01,2,2,8,50,50
 5,2010,02,1,11,028,04,1,096,01,2,2,8,45,45
 5,2010,02,1,11,028,04,1,096,02,2,2,8,45,45
 5,2010,02,1,11,028,06,1,098,01,2,2,7,50,50
 5,2010,02,1,11,028,06,1,098,02,2,2,7,21,21
 5,2010,02,1,11,028,08,1,100,01,1,1,4,50,50
 5,2010,02,1,11,028,08,1,100,02,2,2,2,50,60
 5,2010,02,1,11,028,09,1,101,01,2,2,8,40,08
 5,2010,02,1,11,029,01,1,103,01, , , ,40,40
 5,2010,02,1,11,029,01,1,103,02, , , ,40,40
 5,2010,02,1,11,029,02,1,104,01,1,1,3,50,50
 5,2010,02,1,11,029,03,1,105,01,1,1,4,40,40
 5,2010,02,1,11,029,04,1,106,01,2,2,8,40,40
 5,2010,02,1,11,029,05,1,107,01,2,2,8,45,45
 5,2010,02,1,11,029,05,1,107,03,1,1,4,40,40
 5,2010,02,1,11,029,06,1,108,01,1,1,5,40,40
 5,2010,02,1,11,029,07,1,109,02,2,2,8,60,60
 5,2010,02,1,11,029,08,1,110,02,1,1,5,40,40
 5,2010,02,1,11,029,10,1,112,06,1,1,3,40,40
 5,2010,02,1,11,030,02,1,114,03,1,1,6,40,50
 5,2010,02,1,11,030,02,1,114,04,2,2,1,66,66
 5,2010,02,1,11,030,02,1,114,05,1,1,4,20,20
 5,2010,02,1,11,030,04,1,116,01,2,2,8,50,55
 5,2010,02,1,11,030,04,1,116,02,1,1,2,45,50
 5,2010,02,1,11,030,05,1,117,01,1,1,5,50,50
 5,2010,02,1,11,030,05,1,117,03,1,1,4,45,48
 5,2010,02,1,11,030,06,1,118,01,2,2,1,33,33
 5,2010,02,1,11,030,06,1,118,02,2,2,7,50,50
 5,2010,02,1,11,030,07,1,119,02,2,2,1,24,24
 5,2010,02,1,11,030,07,1,119,03,2,2,2,45,50
 5,2010,02,1,11,030,08,1,120,01,2,2,1,60,60
 5,2010,02,1,11,030,08,1,120,02,1,1,4,45,45
 5,2010,02,1,11,030,08,1,120,04,2,2,8,40,50
 5,2010,02,1,11,030,10,1,122,01,2,2,8,30,30
 5,2010,02,1,11,031,01,1,123,02,2,2,7,40,40
 5,2010,02,1,11,031,01,1,123,03,2,2,8,35,20
 5,2010,02,1,11,031,02,1,124,01,2,2,8,48,40
 5,2010,02,1,11,031,02,1,124,02,2,3,8,72,60
 5,2010,02,1,11,031,02,1,124,06,2,3,8,72,60
 5,2010,02,1,11,031,03,1,125,03,2,2,1,48,40
 5,2010,02,1,11,031,03,1,125,05, , , ,45,45
 5,2010,02,1,11,031,05,1,127,01,2,2,8,48,40
 5,2010,02,1,11,031,05,1,127,03, , , ,48,40
 5,2010,02,1,11,031,06,1,128,01,3,3,8,48,40
 5,2010,02,1,11,031,09,1,131,01,1,1,5,48,48
 5,2010,02,1,11,032,03,1,135,01,2,2,7,70,70
 5,2010,02,1,11,032,06,1,138,01,1,1,6,40,40
 5,2010,02,1,11,032,07,1,139,02, , , ,40,40
 5,2010,02,1,11,032,10,1,142,01, , , ,48,48
 5,2010,02,1,11,032,10,1,142,02,2,2,2,60,60
 5,2010,02,1,11,033,01,1,144,01,2,2,8,60,60
 5,2010,02,1,11,033,01,1,144,03,1,1,6,45,45
 5,2010,02,1,11,033,03,1,145,03, , , ,40,40
 5,2010,02,1,11,033,03,1,145,04,1,1,6,45,45
 5,2010,02,1,11,033,03,1,145,05,1,1,6,45,45
 5,2010,02,1,11,033,04,1,146,01,2,2,8,60,60
 5,2010,02,1,11,033,04,1,146,02,2,2,8,60,60
 5,2010,02,1,11,033,05,1,147,01,1,1,8,60,60
 5,2010,02,1,11,033,06,1,148,02,2,2,8,60,60
 5,2010,02,1,11,033,08,1,150,01,2,2,8,60,60
 5,2010,02,1,11,033,08,1,150,02,2,2,1,45,45
 5,2010,02,1,11,033,08,2,151,01,2,2,1,60,60
 5,2010,02,1,11,033,10,1,153,01,1,1,3,50,50
 5,2010,02,1,11,033,10,1,153,03,1,1,3,45,45
 5,2010,02,1,11,034,03,1,156,01,1,1,3,45,45
 5,2010,02,1,11,034,03,1,156,02,2,3,1,40,40
 5,2010,02,1,11,034,03,1,156,06,1,1,3,45,45
 5,2010,02,1,11,034,04,1,157,02,2,2,8,60,60
 5,2010,02,1,11,034,04,1,157,06,3,2,3,70,70
 5,2010,02,1,11,034,05,1,158,01,2,2,8,40,40
 5,2010,02,1,11,034,05,1,158,03,2,2,2,40,40
 5,2010,02,1,11,034,05,1,158,04,2,2,7,40,10
 5,2010,02,1,11,034,06,1,159,01,1,1,6,40,40
 5,2010,02,1,11,034,06,1,159,02, , , ,40,40
 5,2010,02,1,11,034,06,1,159,03, , , ,50,50
 5,2010,02,1,11,034,07,1,160,01,2,2,8,35,35
