REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q47_PERSON_SERIAL_NO,Q47_WHY_NOT_FORMAL_TRAINING,Q48_ENGEGED_WORK,Q49_MAIN_ACTIVITY_PERFORMED,Q50_PREVIOUS_EMPLOYMENT
12,2010,05,2,12,071,10,1,070,01,4,1,9341,1
12,2010,05,1,12,072,06,1,076,03,9,1,9213,1
12,2010,05,1,12,072,10,1,080,04,9,1,8322,1
12,2010,05,2,12,075,07,1,107,02, ,2,    , 
12,2010,06,2,12,084,02,1,032,04, ,2,    , 
12,2010,06,2,12,085,06,1,047,02,9,2,    , 
12,2010,06,2,12,085,07,1,048,03,3,2,    , 
12,2010,06,2,12,085,09,1,050,01, ,1,3439,1
12,2010,06,2,12,088,04,1,075,04,2,1,4122,1
12,2010,06,2,12,089,05,1,086,06, ,2,    , 
12,2010,06,2,12,096,09,1,160,04,1,1,8290,1
12,2010,07,2,12,100,02,1,032,02,2,2,    , 
12,2010,07,2,12,100,03,1,033,02, ,1,9341,1
12,2010,07,2,12,107,05,1,105,01,2,1,5122,1
12,2010,08,2,12,115,01,1,021,03,2,2,    , 
12,2010,08,2,12,117,06,1,046,02,2,1,7433,1
12,2010,08,2,12,126,06,1,136,03, ,1,4112,1
12,2010,08,2,12,127,04,1,144,04, ,2,    , 
12,2010,09,2,12,132,07,1,037,03, ,1,3429,1
12,2010,09,2,12,133,04,1,044,04,3,2,    , 
12,2010,09,2,12,134,01,2,052,01, ,1,8290,1
12,2010,09,2,12,134,04,1,055,03, ,2,    , 
12,2010,09,2,12,135,01,1,062,03,3,2,    , 
12,2010,09,2,12,135,07,1,068,03,1,1,9132,1
12,2010,09,2,12,135,07,1,068,05,1,2,    , 
12,2010,09,2,12,139,05,1,106,02,1,2,    , 
12,2010,09,2,12,140,05,1,116,02, ,1,2359,1
12,2010,09,2,12,140,08,1,119,03, ,1,9132,1
12,2010,09,2,12,141,10,1,131,02,4,2,    , 
12,2010,10,2,12,147,04,1,024,04,2,2,    , 
12,2010,10,2,12,148,07,1,037,02, ,1,9132,1
12,2010,10,2,12,155,04,1,094,02,2,1,9162,1
12,2010,10,2,12,156,01,1,101,04, ,2,    , 
12,2010,10,2,12,157,07,1,117,03, ,1,5122,1
12,2010,10,1,12,158,01,1,121,03, ,2,    , 
12,2010,11,1,12,161,04,1,004,02,1,2,    , 
12,2010,11,2,12,164,06,1,036,02,9,2,    , 
12,2010,11,2,12,164,08,1,038,04,9,1,3412,1
12,2010,11,2,12,165,10,1,050,04,9,1,7414,1
12,2010,11,2,12,168,05,1,076,01,2,1,4115,1
12,2010,11,2,12,168,05,1,076,04,1,2,    , 
12,2010,11,2,12,168,07,1,078,03,1,2,    , 
12,2010,11,2,12,171,02,1,104,02,9,1,7435,1
12,2010,11,2,12,171,05,1,107,03, ,2,    , 
12,2010,11,2,12,175,09,1,151,03, ,1,7231,1
12,2010,11,2,12,176,04,1,156,03,1,2,    , 
12,2010,12,1,12,177,04,1,004,04, ,2,    , 
12,2010,12,2,12,182,01,1,051,02,2,1,5123,1
12,2010,12,2,12,182,01,1,051,03,2,1,9153,1
12,2010,12,2,12,182,06,1,056,04,9,1,7433,1
12,2010,12,2,12,190,04,1,134,04,6,2,    , 
12,2010,01,2,13,002,05,1,055,03, ,2,    , 
12,2010,01,2,13,002,05,1,055,04, ,2,    , 
12,2010,01,2,13,002,09,1,059,01, ,1,8322,1
12,2010,01,1,13,005,06,1,086,02, ,1,2221,1
12,2010,01,2,13,006,01,1,067,03,3,1,7433,1
12,2010,01,2,13,006,09,1,069,08,3,2,    , 
12,2010,01,2,13,008,03,1,013,04,3,1,9132,1
12,2010,01,3,13,010,09,1,079,03,3,1,8322,1
12,2010,01,3,13,010,09,1,079,04,2,2,    , 
12,2010,02,2,13,012,04,1,064,03,3,2,    , 
12,2010,02,2,13,014,05,1,015,03,3,1,7433,1
12,2010,02,2,13,014,06,1,016,04,1,1,9114,1
12,2010,02,2,13,014,06,1,016,05,1,1,3116,1
12,2010,02,2,13,014,06,1,016,06,1,2,    , 
12,2010,02,2,13,015,03,1,023,02,2,2,    , 
12,2010,02,2,13,016,10,1,040,05,2,2,    , 
12,2010,02,1,13,017,02,1,052,05,1,2,    , 
12,2010,02,2,13,019,10,1,010,03,1,1,4121,1
12,2010,02,2,13,020,01,1,091,04,4,2,    , 
12,2010,03,2,13,023,03,1,074,03, ,1,7214,1
12,2010,03,2,13,025,04,1,014,04, ,2,    , 
12,2010,04,2,13,034,02,1,052,03, ,2,    , 
12,2010,04,2,13,034,02,1,052,04, ,2,    , 
12,2010,04,2,13,034,10,1,060,03, ,2,    , 
12,2010,04,3,13,037,10,1,010,03,2,2,    , 
12,2010,04,2,13,039,06,1,096,03, ,2,    , 
12,2010,04,2,13,039,06,1,096,04, ,2,    , 
12,2010,04,2,13,040,06,1,036,04,9,1,1314,3
12,2010,04,2,13,040,06,1,036,06, ,1,1314,3
12,2010,05,2,13,045,09,1,039,03, ,2,    , 
12,2010,05,1,13,046,09,1,089,03,6,2,    , 
12,2010,05,2,13,049,07,1,057,04, ,1,3232,1
12,2010,05,2,13,049,10,1,060,03,1,1,1224,1
12,2010,06,2,13,056,02,1,032,03, ,2,    , 
12,2010,06,2,13,056,02,1,032,04, ,1,4112,1
12,2010,06,2,13,057,02,1,092,02, ,1,7433,1
12,2010,06,2,13,057,08,1,098,03, ,1,5123,1
12,2010,06,2,13,061,04,1,084,03,2,2,    , 
12,2010,07,2,13,063,06,1,048,03, ,1,5162,1
12,2010,07,2,13,065,08,1,099,03,2,2,    , 
12,2010,07,2,13,070,03,1,023,03,3,2,    , 
12,2010,07,2,13,070,05,1,025,03, ,2,    , 
12,2010,07,2,13,070,08,1,028,04, ,2,    , 
12,2010,08,1,13,072,09,1,009,07,1,2,    , 
12,2010,08,2,13,073,01,1,061,03, ,2,    , 
12,2010,08,2,13,077,01,1,081,04,1,2,    , 
12,2010,08,2,13,081,05,1,095,09, ,2,    , 
12,2010,08,2,13,081,05,1,095,10,1,2,    , 
12,2010,08,2,13,081,07,1,097,03,9,1,7433,1
12,2010,09,2,13,084,07,1,027,01, ,1,7231,1
12,2010,09,2,13,085,05,1,075,03,9,2,    , 
12,2010,09,2,13,089,09,1,039,02,3,1,1319,3
12,2010,10,2,13,094,06,1,006,03,9,2,    , 
12,2010,10,2,13,095,06,1,096,03,2,1,7433,1
12,2010,10,2,13,095,07,1,097,05,4,2,    , 
12,2010,10,2,13,095,10,1,100,03, ,2,    , 
12,2010,10,1,13,096,08,1,058,04,2,2,    , 
12,2010,10,1,13,096,08,1,058,05,2,2,    , 
12,2010,11,2,13,105,03,1,013,02, ,1,5220,1
12,2010,11,2,13,106,04,1,054,03,3,2,    , 
12,2010,11,2,13,109,07,1,097,01,9,1,9211,1
12,2010,12,3,13,116,04,1,054,03,4,1,4121,1
12,2010,12,2,13,121,10,1,080,04,1,2,    , 
12,2010,01,2,21,004,02,1,032,02, ,1,4115,1
12,2010,01,2,21,004,03,1,033,01, ,1,2359,1
12,2010,01,2,21,004,03,1,033,02,2,1,9153,1
12,2010,01,2,21,004,05,1,035,03, ,2,    , 
12,2010,01,2,21,004,06,1,036,02, ,1,4115,1
12,2010,01,2,21,007,04,1,104,01, ,1,3142,1
12,2010,01,2,21,008,06,1,066,03,3,1,9322,1
12,2010,01,2,21,009,06,1,076,02,9,2,    , 
12,2010,01,2,21,010,04,1,084,04,2,1,4115,1
12,2010,01,2,21,010,08,1,088,03,2,2,    , 
12,2010,01,3,21,011,02,1,092,02,2,2,    , 
12,2010,02,2,21,013,07,1,018,03,1,1,4121,1
12,2010,02,2,21,013,07,1,018,04,1,2,    , 
12,2010,02,2,21,015,02,1,033,02,3,1,7433,1
12,2010,02,2,21,015,04,1,035,03,3,2,    , 
12,2010,02,2,21,015,06,1,037,02,2,1,4115,3
12,2010,02,2,21,015,09,1,040,03,9,1,8322,1
12,2010,02,2,21,015,10,1,042,03,4,2,    , 
12,2010,02,2,21,016,04,1,046,03,4,2,    , 
12,2010,02,2,21,016,09,1,052,04, ,2,    , 
12,2010,02,2,21,017,05,1,058,03, ,2,    , 
12,2010,02,1,21,020,03,1,083,04,2,2,    , 
12,2010,02,1,21,020,08,1,088,04,2,2,    , 
12,2010,02,2,21,021,03,1,093,03, ,2,    , 
12,2010,02,2,21,021,03,1,093,04, ,2,    , 
12,2010,02,2,21,021,10,1,100,03,3,2,    , 
12,2010,02,3,21,023,04,1,114,01,2,1,5122,1
12,2010,02,3,21,023,04,1,114,02,9,2,    , 
12,2010,02,3,21,023,06,1,116,01,2,1,9211,1
12,2010,03,2,21,025,01,1,011,03, ,2,    , 
12,2010,03,2,21,025,10,1,020,04, ,2,    , 
12,2010,03,2,21,026,01,1,021,03,9,2,    , 
12,2010,03,2,21,027,04,1,034,01,2,1,7245,1
12,2010,03,2,21,027,08,1,038,03, ,2,    , 
12,2010,03,2,21,027,09,1,039,02, ,1,7223,1
12,2010,03,3,21,028,02,1,042,03,9,1,5122,1
12,2010,03,3,21,028,07,1,047,01,2,1,9211,1
12,2010,03,3,21,028,07,1,047,03,3,2,    , 
12,2010,03,3,21,028,09,1,049,02,2,1,9211,1
12,2010,03,2,21,031,07,1,067,04, ,2,    , 
12,2010,03,1,21,034,04,1,096,03,2,2,    , 
12,2010,04,2,21,040,01,1,011,01,2,1,9111,3
12,2010,04,2,21,040,03,1,013,02,4,1,7432,3
12,2010,04,2,21,040,04,1,014,02,2,1,7436,1
12,2010,04,2,21,040,04,1,014,03,9,2,    , 
12,2010,04,2,21,040,09,1,019,02, ,1,7433,1
12,2010,04,2,21,043,07,1,047,03,9,1,7433,1
12,2010,04,2,21,043,10,1,050,03,9,2,    , 
12,2010,04,2,21,046,04,1,075,05,1,2,    , 
12,2010,05,2,21,051,04,1,025,01, ,1,4215,1
12,2010,05,2,21,051,04,1,025,02, ,1,4212,1
12,2010,05,2,21,051,05,1,026,01,3,1,7433,3
12,2010,05,2,21,051,06,1,027,03,2,1,7241,3
12,2010,05,2,21,051,07,1,028,02,3,1,9131,1
12,2010,05,2,21,051,10,1,031,01,3,1,9312,1
12,2010,05,2,21,051,10,1,031,02,3,1,9322,1
12,2010,05,2,21,051,10,1,031,03, ,2,    , 
12,2010,05,1,21,052,01,1,032,02,9,2,    , 
12,2010,05,1,21,052,01,1,032,03,9,2,    , 
12,2010,05,2,21,053,02,1,043,03, ,2,    , 
12,2010,05,2,21,054,01,1,084,03, ,2,    , 
12,2010,05,2,21,054,06,1,089,01,2,1,5220,1
12,2010,05,2,21,055,09,1,062,05,2,2,    , 
12,2010,05,2,21,056,03,1,066,03, ,2,    , 
12,2010,05,3,21,058,04,1,077,03,2,2,    , 
12,2010,05,3,21,058,09,1,082,03,2,1,7433,1
12,2010,06,2,21,062,03,1,023,02,4,2,    , 
12,2010,06,2,21,062,04,1,024,01,9,1,7433,3
12,2010,06,2,21,062,04,1,024,03,2,2,    , 
12,2010,06,2,21,062,07,1,027,02,2,1,9132,1
12,2010,06,2,21,062,10,1,030,02,6,1,8322,1
12,2010,06,2,21,064,01,1,037,03,2,1,5220,1
12,2010,06,2,21,064,02,1,038,04, ,2,    , 
12,2010,06,2,21,064,04,1,040,03,9,2,    , 
12,2010,06,3,21,068,08,1,084,03,2,2,    , 
12,2010,06,3,21,068,09,1,085,02,2,2,    , 
12,2010,06,3,21,068,09,1,085,03,2,2,    , 
12,2010,06,2,21,069,10,1,096,03,2,2,    , 
12,2010,07,2,21,071,02,1,012,01,9,1,0110,1
12,2010,07,2,21,071,09,1,019,02, ,2,    , 
12,2010,07,2,21,073,02,1,032,01,2,1,9341,3
12,2010,07,2,21,073,03,1,033,04, ,1,7223,1
12,2010,07,2,21,073,05,1,035,02,9,1,1224,1
12,2010,07,1,21,074,02,1,042,05,9,2,    , 
12,2010,07,1,21,074,02,1,042,07,9,2,    , 
12,2010,07,2,21,078,10,1,080,03, ,2,    , 
12,2010,07,2,21,081,06,1,086,02,1,2,    , 
12,2010,07,2,21,081,10,1,090,03, ,1,9131,1
12,2010,08,2,21,082,04,1,004,03,6,2,    , 
12,2010,08,2,21,083,02,1,012,03,3,2,    , 
12,2010,08,2,21,083,06,1,016,03,2,1,9341,1
12,2010,08,2,21,085,01,2,032,01, ,1,2444,1
12,2010,08,2,21,085,03,1,034,01, ,1,2321,1
12,2010,08,2,21,085,09,1,040,01, ,1,6111,1
12,2010,08,2,21,085,09,1,040,03, ,2,    , 
12,2010,08,2,21,085,09,2,041,02, ,1,4211,1
12,2010,08,2,21,089,01,1,053,03, ,1,5210,1
12,2010,08,2,21,089,09,1,061,03,3,2,    , 
12,2010,08,2,21,092,01,1,106,04,2,2,    , 
12,2010,08,2,21,092,09,1,114,04,2,2,    , 
12,2010,09,2,21,094,06,1,006,03,2,1,5220,1
12,2010,09,2,21,094,06,1,006,04,2,2,    , 
12,2010,09,2,21,095,03,1,013,02,2,2,    , 
12,2010,09,1,21,096,09,1,030,01,2,1,4211,1
12,2010,09,1,21,096,09,1,030,03, ,2,    , 
12,2010,09,1,21,096,09,1,030,04, ,2,    , 
12,2010,09,2,21,099,02,1,043,01,2,1,8324,1
12,2010,09,2,21,099,02,1,043,03, ,1,9322,1
12,2010,09,2,21,099,06,1,047,04,2,1,7433,1
12,2010,09,2,21,099,08,1,049,01,2,1,3413,1
12,2010,09,2,21,099,08,1,049,02,4,2,    , 
12,2010,09,2,21,099,08,1,049,04,3,2,    , 
12,2010,09,2,21,099,09,1,051,02,2,1,6210,1
12,2010,09,2,21,099,09,1,051,04, ,2,    , 
12,2010,09,2,21,100,10,1,062,03, ,2,    , 
12,2010,09,2,21,101,01,1,063,02,3,2,    , 
12,2010,09,2,21,101,03,1,065,03, ,2,    , 
12,2010,09,2,21,104,05,1,097,03, ,2,    , 
12,2010,09,1,21,105,07,1,109,03,2,2,    , 
12,2010,09,1,21,105,08,1,110,06,2,2,    , 
12,2010,10,2,21,108,10,1,021,03, ,1,7241,1
12,2010,10,2,21,109,09,1,100,01,9,1,4121,1
12,2010,10,2,21,111,04,1,035,02, ,1,4211,1
12,2010,10,2,21,112,02,1,043,03, ,2,    , 
12,2010,10,2,21,112,10,1,051,04,1,1,4121,1
12,2010,10,2,21,113,05,1,056,04,2,1,5220,1
12,2010,10,2,21,113,10,1,061,03,3,1,9341,1
12,2010,10,2,21,115,04,1,075,03,2,2,    , 
12,2010,10,2,21,115,06,1,077,02,2,1,9153,1
12,2010,11,2,21,117,07,1,007,03,1,2,    , 
12,2010,11,2,21,120,03,1,033,02,4,1,7434,1
12,2010,11,2,21,120,07,1,037,03,1,1,2332,3
12,2010,11,2,21,125,04,1,054,01,2,1,7141,1
12,2010,11,3,21,126,09,1,089,03, ,2,    , 
12,2010,11,2,21,127,01,1,091,03, ,2,    , 
12,2010,11,2,21,127,01,1,091,04,2,2,    , 
12,2010,11,2,21,127,01,1,091,05,2,2,    , 
12,2010,11,2,21,127,05,1,095,03,2,2,    , 
12,2010,11,1,21,128,04,1,104,04,2,2,    , 
12,2010,11,2,21,129,08,1,118,01,2,1,8324,1
12,2010,11,2,21,129,08,1,118,05,2,1,7433,1
12,2010,12,2,21,130,04,1,004,02,1,2,    , 
12,2010,12,2,21,131,01,1,011,03, ,1,4121,1
12,2010,12,2,21,131,06,1,016,04,9,1,0110,1
12,2010,12,2,21,134,10,1,040,02,2,1,9131,1
12,2010,12,1,21,135,03,1,043,04, ,1,2359,1
12,2010,12,1,21,135,08,1,048,03,1,2,    , 
12,2010,12,2,21,137,05,1,065,04, ,2,    , 
12,2010,12,2,21,137,07,1,067,03,9,2,    , 
12,2010,12,2,21,137,07,1,067,04,6,2,    , 
12,2010,12,2,21,138,07,1,077,03, ,1,7231,1
12,2010,12,2,21,140,06,1,096,04,1,2,    , 
12,2010,01,2,22,001,08,1,018,03, ,2,    , 
12,2010,01,2,22,002,03,1,044,03, ,1,3152,1
12,2010,01,2,22,004,06,1,037,02,3,1,7435,1
12,2010,02,2,22,007,08,1,008,02, ,2,    , 
12,2010,03,2,22,012,01,1,001,01, ,2,    , 
12,2010,03,2,22,013,01,1,021,03, ,1,2332,1
12,2010,03,2,22,014,03,1,033,03, ,1,4113,1
12,2010,04,2,22,016,07,1,018,02,3,2,    , 
12,2010,04,2,22,016,08,1,019,02, ,1,9131,1
12,2010,04,1,22,019,08,3,041,02, ,1,2359,1
12,2010,05,2,22,023,10,1,010,03,2,2,    , 
12,2010,05,2,22,024,08,1,048,03,2,1,2359,1
12,2010,05,2,22,025,07,1,027,03,6,2,    , 
12,2010,06,2,22,027,08,1,038,02, ,1,9131,1
12,2010,06,2,22,028,09,1,019,02, ,2,    , 
12,2010,07,2,22,032,05,1,015,02,3,2,    , 
12,2010,07,2,22,032,07,1,017,02,3,1,7433,1
12,2010,07,2,22,033,04,1,045,03, ,1,8264,1
12,2010,07,2,22,033,09,1,050,02, ,1,4211,1
12,2010,07,2,22,034,04,1,024,05,9,2,    , 
12,2010,07,2,22,034,04,1,024,06, ,2,    , 
12,2010,07,2,22,035,02,1,002,01,4,1,9341,1
12,2010,07,2,22,036,02,1,032,01,1,1,7341,1
12,2010,08,2,22,038,02,1,002,06,2,2,    , 
12,2010,08,2,22,038,04,1,004,01, ,1,7135,1
12,2010,09,2,22,042,06,1,016,04,3,1,7433,1
12,2010,09,2,22,042,08,1,018,02,9,1,9341,1
12,2010,09,2,22,043,07,1,037,05, ,1,3152,1
12,2010,09,2,22,044,05,1,005,02, ,1,9131,1
12,2010,09,2,22,044,05,1,005,03, ,2,    , 
12,2010,10,2,22,048,01,1,001,02, ,2,    , 
12,2010,10,2,22,048,06,1,006,03,6,2,    , 
12,2010,10,2,22,049,08,1,018,03,3,2,    , 
12,2010,10,2,22,049,08,1,018,04,3,2,    , 
12,2010,10,2,22,051,03,1,033,03, ,2,    , 
12,2010,11,2,22,052,06,1,016,04,6,2,    , 
12,2010,11,2,22,052,06,1,016,05,6,2,    , 
12,2010,11,3,22,056,03,1,023,05,2,2,    , 
12,2010,12,2,22,057,01,1,001,01,3,1,5220,1
12,2010,12,2,22,057,09,1,009,01, ,1,4111,1
12,2010,12,2,22,058,01,1,011,03, ,2,    , 
12,2010,12,2,22,058,06,1,016,03, ,1,3412,1
12,2010,12,2,22,059,04,1,024,03,6,2,    , 
12,2010,02,3,23,010,06,1,048,03,6,2,    , 
12,2010,03,3,23,014,02,1,032,07,4,2,    , 
12,2010,03,3,23,015,02,1,042,04,1,2,    , 
12,2010,03,3,23,015,03,1,043,03,1,2,    , 
12,2010,04,3,23,019,04,1,034,02,3,2,    , 
12,2010,05,3,23,022,02,1,013,03,2,2,    , 
12,2010,05,2,23,024,04,1,035,03,1,2,    , 
12,2010,06,2,23,026,01,1,001,03,2,2,    , 
12,2010,06,2,23,026,02,1,002,04, ,2,    , 
12,2010,06,2,23,029,04,1,034,03,9,2,    , 
12,2010,07,2,23,031,05,1,005,03,4,2,    , 
12,2010,07,1,23,033,01,1,021,03,1,2,    , 
12,2010,07,1,23,033,08,1,028,04,1,1,4121,1
