REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q43_PERSON_SERIAL_NO,Q43_EXPECT_MINIMUM_SALARY,Q44_HOW_LONG_LOOKING_JOB,Q45_FORMAL_TRAINING,Q46B1_TRAINING_FIELD_1ST,Q46C1_NATURE_CERTIFICATE_1ST,Q46D1_INSTITUTION_1ST,Q46E1_DURATION_1ST,Q46B2_TRAINING_FIELD_2ND,Q46C2_NATURE_CERTIFICATE_2ND,Q46D2_INSTITUTION_2ND,Q46E2_DURATION_2ND
11,2010,05,2,12,071,02,1,062,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,05,2,12,071,02,1,062,05,01500,3,2,   , ,  ,  ,   , ,  ,  
11,2010,05,2,12,071,10,1,070,01,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,05,1,12,072,06,1,076,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,05,1,12,072,10,1,080,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,05,2,12,075,07,1,107,02,12000,1,1,719,1,46,06,   , ,  ,  
11,2010,06,2,12,084,02,1,032,04,15000,3,1,719,2,06,06,   , ,  ,  
11,2010,06,2,12,085,06,1,047,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,06,2,12,085,07,1,048,03,07000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,06,2,12,085,09,1,050,01,25000,1,1,856,2,43,00,   , ,  ,  
11,2010,06,2,12,088,04,1,075,04,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,06,2,12,089,05,1,086,06,10000,3,1,871,2,46,12,   , ,  ,  
11,2010,06,2,12,096,09,1,160,04,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,07,2,12,100,02,1,032,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,07,2,12,100,03,1,033,02,08000,3,1,231,2,46,06,   , ,  ,  
11,2010,07,2,12,107,05,1,105,01,12500,1,2,   , ,  ,  ,   , ,  ,  
11,2010,08,2,12,115,01,1,021,03,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,08,2,12,117,06,1,046,02,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,08,2,12,126,06,1,136,03,12000,3,1,719,2,46,24,   , ,  ,  
11,2010,08,2,12,127,04,1,144,04,35000,1,1,922,3,44,36,   , ,  ,  
11,2010,09,2,12,132,07,1,037,03,15000,3,1,719,2,46,06,   , ,  ,  
11,2010,09,2,12,133,04,1,044,04,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,12,134,01,2,052,01,10000,3,1,229,1,43,15,   , ,  ,  
11,2010,09,2,12,134,04,1,055,03,08000,1,1,213,1,46,12,   , ,  ,  
11,2010,09,2,12,135,01,1,062,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,12,135,07,1,068,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,12,135,07,1,068,05,40000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,12,139,05,1,106,02,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,12,140,05,1,116,02,15000,3,1,719,1,46,06,   , ,  ,  
11,2010,09,2,12,140,08,1,119,03,20000,3,1,141,1,46,12,   , ,  ,  
11,2010,09,2,12,141,10,1,131,02,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,12,147,04,1,024,04,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,12,148,07,1,037,02,12000,3,1,611,1,43,06,   , ,  ,  
11,2010,10,2,12,155,04,1,094,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,12,156,01,1,101,04,15000,3,1,719,2,46,12,931,1,46,12
11,2010,10,2,12,157,07,1,117,03,15000,1,1,843,1,46,12,971,1,46,06
11,2010,10,1,12,158,01,1,121,03,20000,3,1,719,1,43,06,   , ,  ,  
11,2010,11,1,12,161,04,1,004,02,35000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,164,06,1,036,02,17000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,164,08,1,038,04,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,165,10,1,050,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,168,05,1,076,01,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,168,05,1,076,04,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,168,07,1,078,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,171,02,1,104,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,12,171,05,1,107,03,14000,3,1,719,1,46,06,   , ,  ,  
11,2010,11,2,12,175,09,1,151,03,20000,3,1,161,2,43,42,   , ,  ,  
11,2010,11,2,12,176,04,1,156,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,12,1,12,177,04,1,004,04,10000,3,1,719,1,46,06,   , ,  ,  
11,2010,12,2,12,182,01,1,051,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,12,2,12,182,01,1,051,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,12,2,12,182,06,1,056,04,04000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,12,2,12,190,04,1,134,04,07000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,13,002,05,1,055,03,25000,1,1,811,1,45,06,719,1,44,04
11,2010,01,2,13,002,05,1,055,04,15000,2,1,811,1,45,06,719,1,25,06
11,2010,01,2,13,002,09,1,059,01,12000,1,1,217,1,46,99,   , ,  ,  
11,2010,01,1,13,005,06,1,086,02,10000,2,1,518,3,43,06,   , ,  ,  
11,2010,01,2,13,006,01,1,067,03,04000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,13,006,09,1,069,08,05000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,13,008,03,1,013,04,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,01,3,13,010,09,1,079,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,01,3,13,010,09,1,079,04,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,012,04,1,064,03,05000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,014,05,1,015,03,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,014,06,1,016,04,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,014,06,1,016,05,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,014,06,1,016,06,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,015,03,1,023,02,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,016,10,1,040,05,05000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,02,1,13,017,02,1,052,05,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,019,10,1,010,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,13,020,01,1,091,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,03,2,13,023,03,1,074,03,15000,1,1,845,1,46,06,   , ,  ,  
11,2010,03,2,13,025,04,1,014,04,10000,1,1,931,2,46,06,   , ,  ,  
11,2010,04,2,13,034,02,1,052,03,15000,3,1,719,1,43,06,   , ,  ,  
11,2010,04,2,13,034,02,1,052,04,15000,3,1,845,2,03,06,   , ,  ,  
11,2010,04,2,13,034,10,1,060,03,20000,3,1,217,1,46,01,   , ,  ,  
11,2010,04,3,13,037,10,1,010,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,04,2,13,039,06,1,096,03,07000,3,1,852,2,01,12,   , ,  ,  
11,2010,04,2,13,039,06,1,096,04,06000,3,1,719,1,01,06,   , ,  ,  
11,2010,04,2,13,040,06,1,036,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,04,2,13,040,06,1,036,06,40000,1,1,618,2,06,12,   , ,  ,  
11,2010,05,2,13,045,09,1,039,03,20000,2,1,217,1,46,02,   , ,  ,  
11,2010,05,1,13,046,09,1,089,03,06000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,05,2,13,049,07,1,057,04,15000,1,1,542,1,45,12,   , ,  ,  
11,2010,05,2,13,049,10,1,060,03,50000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,06,2,13,056,02,1,032,03,10000,3,1,719,1,45,06,   , ,  ,  
11,2010,06,2,13,056,02,1,032,04,10000,1,1,712,2,45,18,   , ,  ,  
11,2010,06,2,13,057,02,1,092,02,09000,3,1,821,1,47,03,   , ,  ,  
11,2010,06,2,13,057,08,1,098,03,10000,2,1,848,1,46,03,   , ,  ,  
11,2010,06,2,13,061,04,1,084,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,07,2,13,063,06,1,048,03,15000,3,1,719,1,46,04,931,2,45,12
11,2010,07,2,13,065,08,1,099,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,07,2,13,070,03,1,023,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,07,2,13,070,05,1,025,03,12000,3,1,719,1,46,06,   , ,  ,  
11,2010,07,2,13,070,08,1,028,04,10000,3,1,983,1,43,06,   , ,  ,  
11,2010,08,1,13,072,09,1,009,07,25000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,08,2,13,073,01,1,061,03,08000,1,1,213,1,46,01,   , ,  ,  
11,2010,08,2,13,077,01,1,081,04,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,08,2,13,081,05,1,095,09,12000,1,1,518,2,43,24,   , ,  ,  
11,2010,08,2,13,081,05,1,095,10,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,08,2,13,081,07,1,097,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,13,084,07,1,027,01,15000,1,1,212,2,38,48,   , ,  ,  
11,2010,09,2,13,085,05,1,075,03,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,09,2,13,089,09,1,039,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,13,094,06,1,006,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,13,095,06,1,096,03,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,13,095,07,1,097,05,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,10,2,13,095,10,1,100,03,09000,2,1,233,2,46,12,   , ,  ,  
11,2010,10,1,13,096,08,1,058,04,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,10,1,13,096,08,1,058,05,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,13,105,03,1,013,02,07000,1,1,719,1,44,06,   , ,  ,  
11,2010,11,2,13,106,04,1,054,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,11,2,13,109,07,1,097,01,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,12,3,13,116,04,1,054,03,30000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,12,2,13,121,10,1,080,04,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,21,004,02,1,032,02,10000,3,1,854,1,44,12,   , ,  ,  
11,2010,01,2,21,004,03,1,033,01,07000,3,1,122,1,46,12,122,1,46,03
11,2010,01,2,21,004,03,1,033,02,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,21,004,05,1,035,03,10000,3,1,871,2,46,06,871,2,46,18
11,2010,01,2,21,004,06,1,036,02,10000,3,1,719,1,25,06,   , ,  ,  
11,2010,01,2,21,007,04,1,104,01,20000,3,1,848,1,22,15,   , ,  ,  
11,2010,01,2,21,008,06,1,066,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,21,009,06,1,076,02,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,21,010,04,1,084,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,01,2,21,010,08,1,088,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,01,3,21,011,02,1,092,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,013,07,1,018,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,013,07,1,018,04,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,015,02,1,033,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,015,04,1,035,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,015,06,1,037,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,015,09,1,040,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,015,10,1,042,03,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,016,04,1,046,03,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,016,09,1,052,04,12000,2,1,719,1,05,06,   , ,  ,  
11,2010,02,2,21,017,05,1,058,03,08000,3,1,716,3,25,12,   , ,  ,  
11,2010,02,1,21,020,03,1,083,04,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,02,1,21,020,08,1,088,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,02,2,21,021,03,1,093,03,15000,1,1,541,1,18,36,   , ,  ,  
11,2010,02,2,21,021,03,1,093,04,12000,2,1,218,1,46,02,   , ,  ,  
11,2010,02,2,21,021,10,1,100,03,18000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,02,3,21,023,04,1,114,01,04000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,02,3,21,023,04,1,114,02,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2010,02,3,21,023,06,1,116,01,04000,1,2,   , ,  ,  ,   , ,  ,  
11,2010,03,2,21,025,01,1,011,03,15000,3,1,233,1,25,06,719,1,25,06
11,2010,03,2,21,025,10,1,020,04,10000,1,1,851,1,01,12,931,1,01,12
11,2010,03,2,21,026,01,1,021,03,14000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,03,2,21,027,04,1,034,01,07000,3,2,   , ,  ,  ,   , ,  ,  
11,2010,03,2,21,027,08,1,038,03,08000,1,1,931,1,01,12,   , ,  ,  
11,2010,03,2,21,027,09,1,039,02,15000,1,1,231,1,43,06,   , ,  ,  
