YEAR,DISTRICT,AGE_CAT,GENDER,COUNT
2004,82,2,2,138052.75510000007
2004,82,2,1,175103.6605999995
2004,82,1,2,38291.75920000002
2004,82,1,1,38616.427600000025
2004,82,2,3,15348.9966
2004,82,1,3,15072.798300000006
2004,82,3,1,22010.3269
2004,82,3,2,16189.311000000003
2004,92,3,1,49789.6271
2004,92,2,2,278595.93190000043
2004,92,2,1,325589.31929999846
2004,92,3,2,51150.07669999997
2004,92,1,1,45919.281099999964
2004,92,1,3,21355.290499999996
2004,92,1,2,39327.946399999986
2004,92,2,5,4728.460099999999
2004,92,2,3,24095.792499999992
2004,92,1,5,7419.342499999999
2004,31,2,4,831.3557999999999
2004,12,2,4,1520.1417000000001
2004,21,1,4,191.8644
2004,32,1, ,1971.7316999999998
2004,41,2,5,1304.0122999999996
2004,52,2,5,757.8928
2004,53,1,3,17599.3423
2004,53,2,5,711.7862
2004,72,2,5,891.8307
2004,82,1,5,540.1671
2004,92,1, ,1300.6900999999998
2004,23,1, ,1281.6053000000002
2004,23,2,4,212.0108
2004,31,2,6,300.6265
2004,62,2,6,67.7612
2004,11,2,6,220.4095
2004,12,1, ,657.0632
2004,21,2,4,503.8642
2004,22,1, ,439.7888
2004,31,2,7,337.5668
2004,33,1, ,1821.7587
2004,82,2,4,391.6354
2004,91,1, ,4346.2901
2004,33,1,5,1450.3418
2004,31,2, ,464.8211
2004,43,2,5,166.5451
2004,61,1,4,254.4086
2004,13,1, ,3916.7087999999985
2004,21,1, ,2390.0873000000006
2004,41,1, ,518.3084
2004,71,2,4,301.3833
2004,33,2,4,279.8336
2004,42,1,5,216.3818
2004,43,2,9,55.1971
2004,91,2,4,197.9122
2004,23,2,6,207.7423
2004,53,1,5,454.6531
2004,21,3, ,224.0987
2004,31,1, ,711.124
2004,31,3, ,190.4914
2004,61,2,4,228.4642
2004,61,2,9,237.9074
2004,82,2,5,1047.138
2004,81,1,4,19.3469
2004,41,2,6,104.0352
2004,52,3, ,830.1644
2004,11,1, ,3773.6555000000003
2004,11,2,4,245.4552
2004,11,1,4,245.4552
2004,22,1,4,180.8035
2004,71,1, ,425.6323
2004,92,1,4,144.0377
2004,42,1, ,62.4393
2004,81,1, ,486.33
2004,52,2,4,120.7484
2004,23,1,4,689.1542999999999
2004,33,1,9,236.2538
2004,71,2,7,322.026
2004,82,1,9,802.9308
2004,81,2,4,193.5395
2011,11,2,1,755610.1435564916
2011,11,2,2,813194.251036733
2011,11,1,1,131384.39288107917
2011,11,3,2,219905.9447310102
2011,11,1,2,118572.3549963083
2011,11,3,1,186538.1017719497
2011,12,2,2,810001.0610249606
2011,12,2,1,757161.2199015203
2011,12,1,2,126359.3549504868
2011,12,3,1,183002.10612364937
2011,12,1,1,134855.86144634688
2011,12,3,2,230240.45104407033
2011,13,2,1,390206.9081817521
2011,13,2,2,432569.6327057429
2011,13,3,2,124976.15841238524
2011,13,1,1,73063.56196089076
2011,13,3,1,102927.25902719905
2011,13,1,2,70692.77538132005
2011,21,2,2,
2011,21,2,1,
2011,21,3,2,
2011,21,3,1,
2011,21,1,1,87704.34126108246
2011,21,1,2,80393.98424367286
2011,22,3,1,37111.64013754463
2011,22,3,2,37465.613884907856
2011,22,2,2,182103.42226245243
2011,22,2,1,149522.9607804083
2011,22,1,1,30103.351179723144
2011,22,1,2,32740.419004054405
2011,23,3,2,50978.410897782764
2011,23,2,1,232695.18334908603
2011,23,2,2,261216.52659968426
2011,23,1,2,52687.547252062686
2011,23,3,1,49946.09351249728
2011,23,1,1,48444.37984921321
2011,31,2,1,337305.32969547424
2011,31,2,2,357755.79908263247
2011,31,1,2,67597.73249898363
2011,31,1,1,74118.01502346195
2011,31,3,2,104759.13109391053
2011,31,3,1,92431.02046174521
2011,32,2,2,298497.72000529396
2011,32,3,1,67802.29040824273
2011,32,2,1,253458.95648406734
2011,32,1,2,49198.98589239674
2011,32,3,2,74717.9430138288
2011,32,1,1,49560.526746701034
2011,33,2,1,188145.74895702588
2011,33,2,2,214157.8167404236
2011,33,1,2,39001.37118802282
2011,33,1,1,43567.32937606687
2011,33,3,1,48677.936000997994
2011,33,3,2,47433.620657743064
2011,41,3,2,52113.43253832405
2011,41,2,1,182364.51962403755
2011,41,2,2,210959.9558929101
2011,41,1,2,37678.07076758102
2011,41,1,1,40161.545496330975
2011,41,3,1,51198.53309082794
2011,42,2,1,33699.669305764495
2011,42,2,2,35357.27673079774
2011,42,1,2,6552.11836620939
2011,42,3,2,6199.338391807891
2011,42,3,1,5841.331394143451
2011,42,1,1,7469.233085058834
2011,43,2,1,56987.47107914674
2011,43,2,2,60589.58691154545
2011,43,3,1,11235.238332208619
2011,43,1,2,12107.258163507142
2011,43,3,2,9938.677651465774
2011,43,1,1,13242.535424422606
2011,44,2,1,27147.31103864377
2011,44,2,2,34826.055816372136
2011,44,3,1,5852.163157614249
2011,44,3,2,5366.617623297954
2011,44,1,2,5976.252938657765
2011,44,1,1,9859.009464231465
2011,45,2,1,36155.92742112629
2011,45,2,2,38464.463329488455
2011,45,1,2,11721.909169534178
2011,45,3,2,8053.625791831176
2011,45,3,1,8551.461141469277
2011,45,1,1,8622.531287549398
2011,51,2,1,172366.92297060412
2011,51,2,2,188559.1867892324
2011,51,1,2,40962.60201240614
2011,51,3,2,39819.9365239177
2011,51,1,1,43140.996610426904
2011,51,3,1,32987.083805834875
2011,52,2,2,235819.503177011
2011,52,2,1,215466.93850941252
2011,52,1,1,44644.0436407197
2011,52,3,2,49083.80901324775
2011,52,3,1,37245.1637035917
2011,52,1,2,49356.045235544465
2011,53,2,1,135350.29910796857
2011,53,2,2,138304.30377024968
2011,53,3,2,18853.794015393632
2011,53,3,1,20447.072155050926
2011,53,1,1,30288.1849634801
2011,53,1,2,25574.28721168086
2011,61,2,1,
2011,61,2,2,
2011,61,1,1,95205.11738075865
2011,61,3,1,127631.77775609697
2011,61,3,2,136544.83742073266
2011,61,1,2,104293.74622988082
2011,62,2,1,251240.00039109323
2011,62,2,2,266064.5542625417
2011,62,1,1,53951.74318137606
2011,62,3,2,61868.17331185595
2011,62,1,2,55263.65550696534
2011,62,3,1,55922.59917640748
2011,71,2,1,279592.35302964324
2011,71,2,2,317939.4349955729
2011,71,3,1,53009.039437667016
2011,71,3,2,50359.51590749712
2011,71,1,2,54376.51437955044
2011,71,1,1,63355.37001232818
2011,72,2,1,136047.2648260904
2011,72,2,2,149641.6438642451
2011,72,1,1,26317.860207582497
2011,72,3,2,25735.605132037803
2011,72,1,2,24533.83919977731
2011,72,3,1,27852.650624816994
2011,81,3,1,62749.909724539146
2011,81,3,2,65943.88049374058
2011,81,2,1,
2011,81,2,2,
2011,81,1,1,50810.56396277624
2011,81,1,2,59209.69702266525
2011,82,2,2,150113.10112343286
2011,82,2,1,156184.59985970482
2011,82,1,1,34732.58560928068
2011,82,1,2,34224.97286893587
2011,82,3,2,29731.787417625437
2011,82,3,1,29342.068042250703
2011,91,2,1,360838.640199118
2011,91,2,2,378446.07538738486
2011,91,1,2,62582.12973614349
2011,91,3,1,100957.4562710344
2011,91,1,1,72280.66534106896
2011,91,3,2,88971.46277435521
2011,92,2,2,304738.3310224725
2011,92,1,2,
2011,92,3,2,76916.33234568988
2011,92,2,1,269592.8424282518
2011,92,3,1,67967.93790958195
2011,92,1,1,47538.158051748236
2002,11,2,1,788276.4445000025
2002,11,2,2,844343.1052000045
2002,11,1,2,117872.7122000001
2002,11,3,1,150582.2097000001
2002,11,3,2,171773.64559999993
2002,11,1,1,145978.0875
2002,12,2,1,762758.3371000006
2002,12,2,2,829961.9277000029
2002,12,1,1,151014.5545
2002,12,3,2,151963.67860000007
2002,12,1,2,124224.91050000014
2002,12,3,1,135023.30319999997
2002,13,2,2,414395.01269999635
2002,13,2,1,392691.073699997
2002,13,3,2,92096.11440000005
2002,13,1,1,87346.16370000005
2002,13,1,2,76086.76320000012
2002,13,3,1,81227.28630000011
2002,21,2,2,459254.8104999988
2002,21,2,1,412103.27139999834
2002,21,1,2,88293.10450000002
2002,21,3,2,89447.21279999996
2002,21,3,1,73099.01140000002
2002,21,1,1,85673.79270000008
2002,31,3,2,90046.87890000003
2002,31,2,2,369947.7427000011
2002,31,2,1,353707.3232000007
2002,31,1,1,77156.67600000006
2002,31,1,2,70272.42070000003
2002,31,3,1,80064.31410000005
2002,32,2,1,259032.40329999945
2002,32,2,2,295045.08049999987
2002,32,1,1,64924.7998999999
2002,32,3,2,68101.84950000001
2002,32,1,2,59491.05960000003
2002,32,3,1,60603.95950000001
2002,61,2,2,576173.1417000039
2002,61,3,1,103788.86329999992
2002,61,1,2,110963.77819999987
2002,61,3,2,105000.1713
2002,61,2,1,563454.3259000035
2002,61,1,1,111732.41970000001
2002,62,2,2,281595.92720000097
2002,62,2,1,265923.9503000012
2002,62,1,1,63304.270199999984
2002,62,1,2,54310.57370000003
2002,62,3,1,49817.70370000001
2002,62,3,2,55575.90169999999
2002,71,2,1,275418.9602000004
2002,71,2,2,276750.4096000002
2002,71,1,1,62908.675800000005
2002,71,3,1,46507.44840000001
2002,71,1,2,58074.982200000006
2002,71,3,2,40868.527
2002,81,2,1,312324.86289999966
2002,81,2,2,323790.09489999904
2002,81,1,1,64032.12120000005
2002,81,3,2,59984.36840000002
2002,81,3,1,61039.68030000003
2002,81,1,2,69777.55780000001
2002,91,3,1,77987.24169999991
2002,91,3,2,68763.37799999992
2002,91,2,1,381794.1860000019
2002,91,2,2,370226.39550000185
2002,91,1,1,75348.46349999987
2002,91,1,2,78627.18709999991
2002,22,2,1,139527.29859999943
2002,22,2,2,143754.5831999992
2002,22,3,2,25452.242700000006
2002,22,1,1,34815.64220000002
2002,22,1,2,32950.62700000002
2002,22,3,1,26186.849200000015
2002,23,2,1,219069.05709999963
2002,23,2,2,240351.64919999952
2002,23,1,1,57054.43320000003
2002,23,1,2,46359.09520000005
2002,23,3,1,45085.97600000007
2002,23,3,2,37527.787700000015
2002,33,3,2,41059.06269999998
2002,33,3,1,42983.693999999996
2002,33,2,2,196555.09120000014
2002,33,2,1,199737.8314000003
2002,33,1,1,45404.05250000001
2002,33,1,2,46379.45550000001
2002,72,2,2,130380.53940000002
2002,72,2,1,137069.5189999999
2002,72,3,1,19146.531399999993
2002,72,3,2,24673.428899999988
2002,72,1,1,24776.257499999996
2002,72,1,2,28047.224399999977
2002,82,2,1,148094.9154000002
2002,82,2,2,156472.06190000052
2002,82,1,2,28957.2868
2002,82,1,1,32666.73300000001
2002,82,3,1,33742.802899999995
2002,82,3,2,23318.505100000006
2002,92,2,2,313958.9295999978
2002,92,2,1,316427.2094999975
2002,92,1,2,56515.42529999993
2002,92,3,2,64719.79109999994
2002,92,1,1,60784.03359999996
2002,92,3,1,61000.93119999995
2017,11,3,1,637691.210752936
2017,11,3,2,692897.2512991641
2017,11,1,2,121871.51403879034
2017,11,2,1,341912.7473217978
2017,11,2,2,384680.41222445405
2017,11,1,1,136365.97015993448
2017,12,3,1,654261.4729228044
2017,12,3,2,707715.4095865214
2017,12,2,1,321026.5405245514
2017,12,2,2,381759.259184225
2017,12,1,2,133563.43241906026
2017,12,1,1,133398.09319224555
2017,13,2,1,179389.2073867859
2017,13,3,2,370788.92281448684
2017,13,2,2,213639.2847055012
2017,13,3,1,340666.2492525921
2017,13,1,1,65655.51468231558
2017,13,1,2,76111.74358139912
2017,21,2,1,220295.7789741546
2017,21,2,2,251772.64678917738
2017,21,3,2,420883.1373473594
2017,21,3,1,327131.28073564585
2017,21,1,1,90779.01605940251
2017,21,1,2,94964.55677055105
2017,22,3,2,152472.4091707106
2017,22,2,2,83840.96372830665
2017,22,2,1,76496.45645484411
