	MONTH	SECTOR	DISTRICT	PSU_NO	HH_NO	BLANK	RES_1	RES_2	RES_3	TIME_1	TIME_2	TIME_3	QQ4	QQ5	QQ6	P1_SERIAL_NO	P3_RELATION_SHIP_TO_HEAD_OF_HOUS	P4_SEX	P5_AGE	P6_ETHNIC_GROUP	P7_RELIGION	P8_MARRIAL_STATUS	P10_PALCE_OF_BIRTH	P11_EDUCATIONAL_ATTAINMENT_5YEAR	P12_ATTENDANCE_AT_SCHOOL	P13_DID_HAVE_VOC_TECH_TRAINING	TEMP_1	P15_CODE	P16_FOMAL_INFORMAL	P17_DURATION	P18_REASON_FOR_GOING_ABROAD	P19_YEAR_OF_LEAVING	P20_COUNTRY_OF_EMPLOYMENT	P22_OCCUPATION	P23_DURATION	Q2_DID_ANY_WORK	Q3_DID_NOT_ANY_WORK	Q4_PASTWEEK_LOOKING_FOR_JOB	Q5_TAKEN_A_JOB_LASTWEEK	Q6_COULDNOT_WORK_LASTWEEK	Q7_NOT_AVAILABLE_LOOKING_FOR_JOB	Q8_WHY_DID_NOT_WORK	Q9A_INDUSTRY	Q9B_OCCUPATION	Q9C_SECTOR	Q9D_STATUS	Q9E_PAID_DAILY	Q10_SHIFT	Q11Y_HOW_LONG_HAVE_CURRENT_EMOLO	Q11M_HOW_LONG_HAVE_CURRENT_EMOLO	Q12Y_HOW_LONG_WORKING_THIS_OCCUP	Q12M_HOW_LONG_WORKING_THIS_OCCUP	Q13_NUMBER_OF_HOURS_USUALLY_WORK	Q14_NUMBEROF_HOURS_ACTIALLY_WORK	Q16_ASK_REASON	Q17_SECONDARY_WORKED	Q18A_INDUSTRY	Q18B_OCCUPATION	Q18C_SECTOR	Q18D_STATUS	Q19Y_HOW_LONG_ENGEGED_THIS_ACTIV	Q19M_HOW_LONG_ENGEGED_THIS_ACTIV	Q20_NO_OF_HOURS_ACTUALLY_WORKED	Q21_ADDITIONAL_WORK	Q22_LOOKING_FOR_ALTERNATIVE_WORK	Q23_WORK_EXPECT_TO_GET	Q24_LOWEST_WAGE_WOULD_ACCEPT	Q25_AVAILABLE_FOR	Q26_SEARCH_OF_WORK	Q27_HOW_LONG_SEEKING	Q28_SEEKING_EMPLOYMENT	Q29_EVER_HAVE_A_JOB	Q30_WHEN_LAST_TIME_JOB	Q31_WHAT_KIND_OF_WORK	Q32_ASSISTANCE_DURING_PERIED_OF	Q33_DO_ANY_WORK_FOR_PAY_PROFIT	Q34_NO_WEEK_WORKED_IN_EACH_MONTH	Q36_AVAILABLE_FOR_WORK	Q37_LOOKING_FOR_WORK_IN_EACH	Q38_THIS_PERSON_WAS	Q39_MAIN_OCCUPATION	Q40A_MULTIPLY_WAGE_DAYS_WORKED	Q40B_ANY_PAYMENTS_IN_KIND	Q41_EMPLOYER_THE_SECONDARY_ACTIV	Q42A_EARNING_FROM_SECOND_JOB	Q42B_ANY_PAYMENTS_IN_KIND	INFLATION_FACTOR
936	9	2	3	155	69	1	1	 	 	45	  	  	  	  	1	1	1	1	55	1	1	2	3	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	111	6111	2	3	 	 	40	0	40	0	40	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	2	     	 	2	     	 	173.3753
937	9	2	3	155	73	1	1	 	 	45	  	  	  	  	1	1	1	2	52	1	1	2	3	6	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2211	7433	2	3	 	 	20	0	20	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	173.3753
938	9	2	3	155	73	2	1	 	 	45	  	  	  	  	1	2	2	1	51	1	1	2	3	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	111	6111	2	3	 	 	20	0	20	0	30	0	6	1	23	1181	4	1	21	20	0	2	0	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	2	     	 	1	1000	2	173.3753
939	9	2	3	178	81	3	1	 	 	25	  	  	  	  	1	3	5	1	35	4	3	2	4	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4002	9313	2	1	1	6	2	0	2	0	32	0	9	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	1	1000	2	2	     	 	371.1651
940	9	2	4	229	77	1	1	 	 	35	  	  	  	  	1	1	1	1	40	1	1	2	4	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	113	6111	2	3	 	 	6	0	6	0	70	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	43	 	  	1	2	     	 	2	     	 	233.9743
941	9	2	4	229	82	4	1	 	 	40	  	  	  	  	1	4	3	1	26	1	1	1	4	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8519	7437	2	1	2	1	1	0	1	0	44	0	3	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	44	 	  	1	1	7000	2	2	     	 	233.9743
942	9	2	4	229	86	1	1	 	 	35	  	  	  	  	1	1	1	1	44	1	1	2	4	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	9000	9211	2	1	1	1	17	0	17	0	40	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1950	2	2	     	 	233.9743
943	9	2	4	229	89	2	1	 	 	40	  	  	  	  	1	2	1	1	38	1	1	2	4	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	4001	7124	2	1	1	1	13	0	13	0	40	0	1	1	123	6122	2	3	2	0	21	2	0	    	    	 	     	  	 	 	 	    	     	1	50	 	  	1	1	2000	2	2	     	 	233.9743
944	9	2	4	278	60	1	1	 	 	25	  	  	  	  	1	1	1	1	35	1	1	2	4	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	9000	9211	2	1	1	1	10	0	10	0	56	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	50	 	  	1	1	2250	2	2	     	 	229.3984
945	9	2	5	22	15	2	1	 	 	25	  	  	  	  	1	2	3	1	32	1	1	1	25	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	5	111	6111	2	3	 	 	10	0	10	0	56	0	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	17	1	52	2	2	     	 	2	     	 	215.9993
946	9	2	5	53	22	2	1	 	 	15	  	  	  	  	1	2	2	2	35	1	1	2	5	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	10	0	10	0	50	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	2	     	 	2	     	 	100.1529
947	9	2	5	53	23	1	1	 	 	20	  	  	  	  	1	1	1	1	48	1	1	2	5	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	4	 	 	20	0	25	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	100.1529
948	9	2	5	53	23	2	1	 	 	20	  	  	  	  	1	2	2	2	40	1	1	2	5	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	20	0	20	0	35	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	12	2	  	3	2	     	 	2	     	 	100.1529
949	9	2	7	96	47	1	1	 	 	25	  	  	  	  	1	1	1	1	55	1	1	2	7	8	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	4001	7122	2	1	1	1	0	5	30	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	25	2	  	3	1	1600	 	2	     	 	146.3359
950	9	2	7	96	50	2	1	 	 	25	  	  	  	  	1	2	2	2	28	1	1	2	7	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	1	0	6	5	0	30	30	 	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	750	2	2	     	 	146.3359
951	9	2	7	96	52	3	1	 	 	20	  	  	  	  	1	3	5	2	23	1	1	2	7	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2332	2	1	2	1	3	0	3	0	24	0	3	2	    	    	 	 	  	  	  	2	1	    	    	1		  	 	 	 	    	     	1	31	 	  	1	1	1000	2	2	     	 	146.3359
952	9	2	8	24	25	1	1	 	 	15	  	  	  	  	1	1	1	1	55	1	1	2	8	12	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	2211	7432	2	3	 	 	20	0	20	0	25	0	4	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	141.5243
953	9	2	8	55	32	1	1	 	 	30	  	  	  	  	1	1	1	2	36	1	1	2	8	6	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2220	7432	2	1	2	6	15	0	15	0	30	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	1	1200	2	2	     	 	110.4471
954	9	2	8	55	35	3	1	 	 	30	  	  	  	  	1	3	3	1	29	1	1	1	8	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2312	7124	2	1	2	6	10	0	10	0	30	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	1500	2	2	     	 	110.4471
955	9	2	8	55	36	1	1	 	 	25	  	  	  	  	1	1	1	1	37	1	1	2	9	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	2691	7113	2	3	 	6	15	0	15	0	40	0	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	22	2	  	3	2	     	 	2	     	 	110.4471
956	9	2	8	55	40	1	1	 	 	25	  	  	  	  	1	1	1	1	32	1	1	2	8	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	2691	7113	2	3	 	 	2	0	2	0	28	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	110.4471
957	9	2	8	55	40	3	1	 	 	25	  	  	  	  	1	3	2	2	27	1	1	2	8	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	2691	7113	2	4	 	 	0	4	0	4	28	28	 	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	10	2	  	3	2	     	 	2	     	 	110.4471
958	9	2	8	55	41	2	1	 	 	25	  	  	  	  	1	2	3	1	24	1	1	1	16	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	5	4001	7122	2	1	1	6	2	0	2	0	30	15	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	19	2	  	3	1	2000	2	2	     	 	110.4471
959	9	2	8	55	42	4	1	 	 	30	  	  	  	  	1	4	3	1	18	1	1	1	9	8	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	4001	7122	2	1	1	6	3	0	3	0	35	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	1	4000	2	2	     	 	110.4471
960	9	2	8	90	57	2	1	 	 	40	  	  	  	  	1	2	2	2	45	2	4	2	24	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	2220	7433	2	3	 	 	10	0	10	0	32	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	285.6484
961	9	2	8	141	68	1	1	 	 	30	  	  	  	  	1	1	1	1	71	1	1	2	8	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	8599	5151	2	3	 	 	50	0	50	0	36	0	4	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	39	 	  	1	2	     	 	2	     	 	273.0683
962	9	2	8	141	70	1	1	 	 	40	  	  	  	  	1	1	1	1	38	1	1	2	8	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	9000	9211	2	1	1	5	19	0	19	0	56	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	44	 	  	1	1	1750	2	2	     	 	273.0683
963	9	2	8	141	73	4	1	 	 	30	  	  	  	  	1	4	3	1	19	1	1	1	8	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	3	 	 	2	0	2	0	49	0	1	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	273.0683
964	9	2	8	141	75	1	1	 	 	45	  	  	  	  	1	1	1	1	44	1	1	2	8	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	9000	9211	2	1	1	5	22	0	22	0	56	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	450	2	2	     	 	273.0683
965	9	2	8	141	75	2	1	 	 	45	  	  	  	  	1	2	2	2	43	1	1	2	8	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	114	6210	2	1	1	5	10	0	10	0	36	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	1	2	2	     	 	273.0683
966	9	2	9	54	18	1	1	 	 	25	  	  	  	  	1	1	1	1	39	1	1	2	9	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	2610	7321	2	3	 	 	10	0	10	0	70	2	6	1	1	3092	1	1	21	10	0	4	8	    	    	 	     	  	 	 	 	    	     	1	43	 	  	1	2	     	 	1	900	2	157.3847
967	9	2	9	54	18	2	1	 	 	25	  	  	  	  	1	2	2	2	30	1	1	2	9	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2610	7321	2	4	 	 	10	0	10	0	70	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	157.3847
968	9	2	9	54	19	3	1	 	 	25	  	  	  	  	1	3	3	1	23	1	1	1	9	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	15	0	15	0	70	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	 	2	     	 	157.3847
969	9	2	9	54	19	4	1	 	 	25	  	  	  	  	1	4	3	1	45	1	1	1	9	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	20	0	20	0	70	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	 	2	     	 	157.3847
970	9	2	9	54	23	1	1	 	 	30	  	  	  	  	1	1	1	1	50	1	1	2	9	1	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	3	 	 	30	0	30	0	70	0	6	1	26	9173	2	1	23	3	0	4	0	    	    	 	     	  	 	 	 	    	     	1	47	 	  	1	2	     	 	2	     	 	157.3847
971	9	2	9	54	25	1	1	 	 	31	  	  	  	  	1	1	1	1	65	1	1	2	8	7	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	113	6111	2	3	 	 	5	0	5	0	60	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	44	 	  	1	2	     	 	2	     	 	157.3847
972	9	2	9	54	25	3	1	 	 	31	  	  	  	  	1	3	3	1	25	1	1	1	9	1	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	2	0	2	0	70	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	 	2	     	 	157.3847
973	9	2	9	54	25	4	1	 	 	31	  	  	  	  	1	4	3	1	17	1	1	1	9	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	3	0	3	0	70	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	43	 	  	1	2	     	 	2	     	 	157.3847
974	9	2	9	54	28	2	1	 	 	20	  	  	  	  	1	2	2	2	32	1	1	2	9	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	113	6111	2	4	 	 	7	0	7	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	157.3847
975	9	2	9	54	30	2	1	 	 	25	  	  	  	  	1	2	2	2	56	1	1	2	8	1	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	3	 	 	40	0	40	0	60	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	 	2	     	 	157.3847
976	9	2	9	54	30	3	1	 	 	25	  	  	  	  	1	3	3	1	28	1	1	1	9	5	4	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	113	6111	2	4	 	 	2	0	2	0	70	0	6	1	23	2071	2	4	21	2	0	4	0	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	 	1	2000	2	157.3847
977	9	2	9	54	31	4	1	 	 	29	  	  	  	  	1	4	3	2	22	1	1	1	8	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	2	0	1	0	40	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	 	2	     	 	157.3847
978	9	2	9	54	31	5	1	 	 	29	  	  	  	  	1	5	3	1	18	1	1	1	8	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	2	0	2	0	40	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	2	     	2	2	     	 	157.3847
979	9	2	9	69	32	3	1	 	 	30	  	  	  	  	1	3	3	1	21	1	1	1	9	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4001	9313	2	1	1	1	4	0	4	0	54	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	35	 	  	1	1	1	 	2	     	 	253.637
980	9	2	9	69	43	1	4	 	 	  	  	  	  	  	 	  	 	1	54	1	1	2	7	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	20	0	20	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	253.637
981	9	2	18	51	4	2	1	 	 	50	  	  	  	  	1	2	2	2	36	1	1	2	18	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	6114	2	4	 	 	20	0	20	0	15	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	209.8714
982	9	2	18	51	5	1	1	 	 	45	  	  	  	  	1	1	1	2	44	1	1	3	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	6114	2	3	 	 	28	0	28	0	10	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	209.8714
983	9	2	18	51	8	2	1	 	 	40	  	  	  	  	1	2	2	2	27	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	9211	2	4	 	 	10	0	10	0	10	3	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	209.8714
984	9	2	18	51	9	2	1	 	 	40	  	  	  	  	1	2	2	2	39	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	6114	2	4	 	 	22	0	22	0	15	5	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	209.8714
985	9	2	18	51	12	2	1	 	 	40	  	  	  	  	1	2	2	2	28	1	1	2	18	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	9211	2	1	2	6	12	0	12	0	35	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	1	800	2	2	     	 	209.8714
986	9	2	18	143	43	1	1	 	 	35	  	  	  	  	1	1	1	2	48	1	1	5	18	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	121	6111	2	3	 	 	18	0	18	0	48	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	2	  	2	  	3	2	     	 	2	     	 	242.8209
987	9	2	18	225	76	1	1	 	 	20	  	  	  	  	1	1	1	2	60	1	1	3	18	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	3	 	 	40	0	40	0	42	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	2	     	 	2	     	 	349.7841
988	9	2	19	78	17	1	1	 	 	35	  	  	  	  	1	1	1	1	63	1	1	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	8	2311	7331	2	1	1	6	40	0	40	0	40	0	8	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	29	 	  	1	1	1	2	2	     	 	153.5767
989	9	2	19	78	20	1	1	 	 	15	  	  	  	  	1	1	1	1	63	1	4	2	19	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	4001	7122	2	1	1	5	40	0	40	0	48	0	6	1	113	9211	2	3	10	0	40	1	0	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	1	 	2	     	 	153.5767
990	9	2	19	78	28	1	1	 	 	20	  	  	  	  	1	1	1	1	69	1	1	2	19	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	9211	2	4	 	 	35	0	35	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	2	     	 	2	     	 	153.5767
