REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q40SERNO,Q40A,Q40B,Q41,Q42,Q43,Q44
 9,2014,01,1,11,27,010,05,1,098,01,50,50, , ,  , 
 9,2014,01,1,11,27,010,05,1,098,03,40,40, , ,  , 
 9,2014,01,1,11,27,010,06,1,099,03,40,40, , ,  , 
 9,2014,01,1,11,27,010,07,1,100,01,45,45, , ,  , 
 9,2014,01,1,11,27,010,07,1,100,04,40,40, , ,  , 
 9,2014,01,1,11,30,011,05,1,108,01,35,35, , ,  , 
 9,2014,01,1,11,30,011,05,1,108,02,40,40, , ,  , 
 9,2014,01,1,11,30,011,05,1,108,03,35,35, , ,  , 
 9,2014,01,1,11,30,011,05,1,108,04,45,45, , ,  , 
 9,2014,01,1,11,30,011,07,1,110,01,35,35, , ,  , 
 9,2014,01,1,11,30,011,09,1,112,03,35,35, , ,  , 
 9,2014,01,1,11,30,011,09,1,112,05,35,35, , ,  , 
 9,2014,01,1,11,30,011,09,1,112,06,35,35, , ,  , 
 9,2014,01,1,11,30,011,10,1,113,01,35,35, , ,  , 
 9,2014,01,1,11,31,012,02,1,115,01,40,40, , ,  , 
 9,2014,01,1,11,31,012,03,1,116,02,56,56, , ,  , 
 9,2014,01,1,11,31,012,04,1,117,02,40,40, , ,  , 
 9,2014,01,1,11,31,012,05,1,118,03,30,  ,1,1,20,1
 9,2014,01,1,11,31,012,08,1,121,03,48,48, , ,  , 
 9,2014,01,1,11,31,012,09,1,122,01,45,45, , ,  , 
 9,2014,01,1,11,33,013,02,1,125,01,60,60, , ,  , 
 9,2014,01,1,11,33,013,03,1,126,02,50,50, , ,  , 
 9,2014,01,1,11,33,013,04,1,127,02,50,70, , ,  , 
 9,2014,01,1,11,33,013,04,1,127,03,50,50, , ,  , 
 9,2014,01,1,11,33,013,05,1,128,01,60,60, , ,  , 
 9,2014,01,1,11,33,013,07,1,130,03,50,50, , ,  , 
 9,2014,01,1,11,33,013,08,1,131,01,70,70, , ,  , 
 9,2014,01,1,11,33,013,08,1,131,02,45,50, , ,  , 
 9,2014,01,1,11,33,013,08,1,131,03,50,50, , ,  , 
 9,2014,01,1,11,33,013,09,1,132,01,50,50, , ,  , 
 9,2014,01,1,11,33,013,09,1,132,03,60,60, , ,  , 
 9,2014,01,1,11,33,013,10,1,133,01,50,50, , ,  , 
 9,2014,01,1,11,33,013,10,1,133,03,50,50, , ,  , 
 9,2014,01,1,11,33,013,10,1,133,04,40,45, , ,  , 
 9,2014,01,1,11,36,014,01,1,134,03,40,24, , ,  , 
 9,2014,01,1,11,36,014,01,1,134,04,56,56, , ,  , 
 9,2014,01,1,11,36,014,02,1,135,01,45,32, , ,  , 
 9,2014,01,1,11,36,014,03,1,136,02,40,40, , ,  , 
 9,2014,01,1,11,36,014,03,1,136,03,40,24, , ,  , 
 9,2014,01,1,11,36,014,04,1,137,02,40,24, , ,  , 
 9,2014,01,1,11,36,014,04,1,137,03,40,24, , ,  , 
 9,2014,01,1,11,36,014,05,1,138,01,40,40, , ,  , 
 9,2014,01,1,11,36,014,05,1,138,02,42,42, , ,  , 
 9,2014,01,1,11,36,014,05,1,138,05,42,42, , ,  , 
 9,2014,01,1,11,36,014,07,1,140,01,40,40, , ,  , 
 9,2014,01,1,11,36,014,08,1,141,03,50,50, , ,  , 
 9,2014,01,1,11,36,014,09,1,142,01,56,56, , ,  , 
 9,2014,01,1,11,36,014,10,1,143,01,80,80, , ,  , 
 9,2014,01,1,11,36,015,02,1,145,02,70,70, , ,  , 
 9,2014,01,1,11,36,015,03,1,146,01,70,70, , ,  , 
 9,2014,01,1,11,36,015,04,1,147,01,40,40, , ,  , 
 9,2014,01,1,11,36,015,04,1,147,02,56,56, , ,  , 
 9,2014,01,1,11,36,015,04,1,147,03,35,35, , ,  , 
 9,2014,01,1,11,36,015,05,1,148,01,40,40, , ,  , 
 9,2014,01,1,11,36,015,06,1,149,01,40,40, , ,  , 
 9,2014,01,1,11,36,015,06,1,149,03,40,40, , ,  , 
 9,2014,01,1,11,36,015,07,1,150,03,45,27, , ,  , 
 9,2014,01,1,11,36,015,08,1,151,02,84,84, , ,  , 
 9,2014,01,1,11,36,015,09,1,152,01,60,60, , ,  , 
 9,2014,01,1,11,36,015,10,1,153,01,40,40, , ,  , 
 9,2014,01,1,11,36,015,10,1,153,02,28,  ,2, ,  , 
 9,2014,01,2,11,06,016,01,1,154,01,42,36, , ,  , 
 9,2014,01,2,11,06,016,02,1,155,03,46,38, , ,  , 
 9,2014,01,2,11,06,016,03,1,156,01,56,56, , ,  , 
 9,2014,01,2,11,06,016,06,1,159,03,50,30, , ,  , 
 9,2014,01,2,11,06,016,07,1,160,01,76,76, , ,  , 
 9,2014,01,2,11,06,016,07,1,160,02,56,56, , ,  , 
 9,2014,01,2,11,06,016,07,1,160,03,40,48, , ,  , 
 9,2014,01,2,11,06,016,08,1,161,01,56,48, , ,  , 
 9,2014,01,2,11,06,016,10,1,163,03,60,50, , ,  , 
 9,2014,01,2,11,12,018,01,1,164,03,45,45, , ,  , 
 9,2014,01,2,11,12,018,01,1,164,04,36,36, , ,  , 
 9,2014,01,2,11,12,018,02,1,165,01,48,48, , ,  , 
 9,2014,01,2,11,12,018,03,1,166,01,45,45, , ,  , 
 9,2014,01,2,11,12,018,05,1,168,03,40,32, , ,  , 
 9,2014,01,2,11,12,018,06,1,169,01,40,40, , ,  , 
 9,2014,01,2,11,12,018,07,1,170,01,60,60, , ,  , 
 9,2014,01,2,11,12,018,07,1,170,02,30,  ,2, ,  , 
 9,2014,01,2,11,12,018,07,1,170,03,45,45, , ,  , 
 9,2014,01,2,11,12,018,09,1,172,01,51,51, , ,  , 
 9,2014,01,2,11,12,018,09,1,172,02,48,48, , ,  , 
 9,2014,01,2,11,12,018,10,1,173,01,40,40, , ,  , 
 9,2014,01,2,11,12,018,10,1,173,03,63,63, , ,  , 
 9,2014,01,2,11,18,019,01,1,174,01,50,50, , ,  , 
 9,2014,01,2,11,18,019,02,1,175,01,70,70, , ,  , 
 9,2014,01,2,11,18,019,02,1,175,02,35,35, , ,  , 
 9,2014,01,2,11,18,019,03,1,176,01,45,45, , ,  , 
 9,2014,01,2,11,18,019,03,1,176,02,40,40, , ,  , 
 9,2014,01,2,11,18,019,04,1,177,01,65,40, , ,  , 
 9,2014,01,2,11,18,019,04,1,177,02,40,40, , ,  , 
 9,2014,01,2,11,18,019,04,1,177,04,48,48, , ,  , 
 9,2014,01,2,11,18,019,05,1,178,01,60,40, , ,  , 
 9,2014,01,2,11,18,019,05,1,178,02,60,60, , ,  , 
 9,2014,01,2,11,18,019,05,1,178,03,40,40, , ,  , 
 9,2014,01,2,11,18,019,05,1,178,04,40,40, , ,  , 
 9,2014,01,2,11,18,019,06,1,179,01,65,45, , ,  , 
 9,2014,01,2,11,18,019,07,1,180,01,50,50, , ,  , 
 9,2014,01,2,11,18,019,08,1,181,01,60,30, , ,  , 
 9,2014,01,2,11,18,019,08,1,181,03,45,45, , ,  , 
 9,2014,01,2,11,18,019,08,1,181,04,45,45, , ,  , 
 9,2014,01,2,11,18,019,09,1,182,01,60,60, , ,  , 
 9,2014,01,2,11,18,019,10,1,183,01,60,20, , ,  , 
 9,2014,01,1,51,11,001,01,1,051,01,60,60, , ,  , 
 9,2014,01,1,51,11,001,02,1,052,01,40,40, , ,  , 
 9,2014,01,1,51,11,001,02,1,052,02,35,35, , ,  , 
 9,2014,01,1,51,11,001,03,1,053,01,60,60, , ,  , 
 9,2014,01,1,51,11,001,04,1,054,01,60,60, , ,  , 
 9,2014,01,1,51,11,001,04,1,054,02,35,35, , ,  , 
 9,2014,01,1,51,11,001,06,1,056,01,60,60, , ,  , 
 9,2014,01,1,51,11,001,07,1,057,01,54,54, , ,  , 
 9,2014,01,1,51,11,001,08,1,058,01,54,42, , ,  , 
 9,2014,01,1,51,11,001,08,1,058,05,42,42, , ,  , 
 9,2014,01,1,51,11,001,09,1,059,01,54,54, , ,  , 
 9,2014,01,1,51,11,001,09,1,059,02,40,40, , ,  , 
 9,2014,01,1,51,11,001,10,1,060,01,48,48, , ,  , 
 9,2014,01,1,51,11,001,10,1,060,02,40,40, , ,  , 
 9,2014,01,2,51,35,002,01,1,041,01,40,40, , ,  , 
 9,2014,01,2,51,35,002,02,1,042,01,60,60, , ,  , 
 9,2014,01,2,51,35,002,04,1,044,01,48,48, , ,  , 
 9,2014,01,2,51,35,002,05,1,045,01,70,70, , ,  , 
 9,2014,01,2,51,35,002,06,1,046,01,50,50, , ,  , 
 9,2014,01,2,51,35,002,07,1,047,01,56,56, , ,  , 
 9,2014,01,2,51,35,002,08,1,048,01,60,60, , ,  , 
 9,2014,01,2,51,35,002,08,1,048,03,60,60, , ,  , 
 9,2014,01,2,51,35,002,09,1,049,01,60,60, , ,  , 
 9,2014,01,2,51,35,002,09,1,049,02,60,60, , ,  , 
 9,2014,01,2,51,35,002,10,1,050,02,60,60, , ,  , 
 9,2014,01,2,51,34,003,01,1,001,01,42,42, , ,  , 
 9,2014,01,2,51,34,003,02,1,002,01,48,48, , ,  , 
 9,2014,01,2,51,34,003,03,1,003,01,63,45, , ,  , 
 9,2014,01,2,51,34,003,06,1,006,03,63,45, , ,  , 
 9,2014,01,2,51,34,003,07,1,007,01,63,45, , ,  , 
 9,2014,01,2,51,34,003,07,1,007,04,56,56, , ,  , 
 9,2014,01,2,51,34,003,08,1,008,01,63,54, , ,  , 
 9,2014,01,2,51,34,003,08,1,008,03,56,56, , ,  , 
 9,2014,01,2,51,34,003,10,1,010,01,49,49, , ,  , 
 9,2014,01,2,51,31,004,01,1,021,01,42,42, , ,  , 
 9,2014,01,2,51,31,004,01,1,021,03,48,48, , ,  , 
 9,2014,01,2,51,31,004,01,1,021,05,60,60, , ,  , 
 9,2014,01,2,51,31,004,01,1,021,07,48,48, , ,  , 
 9,2014,01,2,51,31,004,02,1,022,01,60,30, , ,  , 
 9,2014,01,2,51,31,004,02,1,022,03,54,54, , ,  , 
 9,2014,01,2,51,31,004,02,1,022,04,48,48, , ,  , 
 9,2014,01,2,51,31,004,03,1,023,01,42,42, , ,  , 
 9,2014,01,2,51,31,004,04,1,024,02,70,70, , ,  , 
 9,2014,01,2,51,31,004,05,1,025,01,60,30, , ,  , 
 9,2014,01,2,51,31,004,06,1,026,01,60,60, , ,  , 
 9,2014,01,2,51,31,004,07,1,027,01,42,42, , ,  , 
 9,2014,01,2,51,31,004,08,1,028,01,36,24, , ,  , 
 9,2014,01,2,51,31,004,09,1,029,01,60,00, , ,  , 
 9,2014,01,2,51,31,004,10,1,030,01,42,42, , ,  , 
 9,2014,01,2,51,31,004,10,1,030,02,56,56, , ,  , 
 9,2014,01,2,51,40,005,01,1,061,01,36,30, , ,  , 
 9,2014,01,2,51,40,005,02,1,062,03,40,36, , ,  , 
 9,2014,01,2,51,40,005,03,1,063,01,36,35, , ,  , 
 9,2014,01,2,51,40,005,03,1,063,03,48,48, , ,  , 
 9,2014,01,2,51,40,005,05,1,065,01,48,48, , ,  , 
 9,2014,01,2,51,40,005,06,1,066,01,40,35, , ,  , 
 9,2014,01,2,51,40,005,07,1,067,01,56,21, , ,  , 
 9,2014,01,2,51,40,005,09,1,069,01,50,30,2, ,  , 
 9,2014,01,2,51,40,005,10,1,070,01,35,35, , ,  , 
 9,2014,01,2,51,37,006,01,1,031,02,42,14, , ,  , 
 9,2014,01,2,51,37,006,02,1,032,01,20,  ,2, ,  , 
 9,2014,01,2,51,37,006,03,1,033,01,42,24,2, ,  , 
 9,2014,01,2,51,37,006,04,1,034,01,36,  , , ,  , 
 9,2014,01,2,51,37,006,04,1,034,03,45,45, , ,  , 
 9,2014,01,2,51,37,006,06,1,036,01,40,32,2, ,  , 
 9,2014,01,2,51,37,006,06,1,036,03,40,28,2, ,  , 
 9,2014,01,2,51,37,006,07,1,037,01,42,32,2, ,  , 
 9,2014,01,2,51,37,006,08,1,038,01,42,  , , ,  , 
 9,2014,01,2,51,37,006,09,1,039,01,35,35, , ,  , 
 9,2014,01,2,51,37,006,10,1,040,01,48,  , , ,  , 
 9,2014,01,2,51,41,007,03,1,013,01,42,42, , ,  , 
 9,2014,01,2,51,41,007,03,1,013,02,28,  ,2, ,  , 
 9,2014,01,2,51,41,007,04,1,014,01,42,42, , ,  , 
 9,2014,01,2,51,41,007,04,1,014,02,49,49, , ,  , 
 9,2014,01,2,51,41,007,06,1,016,03,48,48, , ,  , 
 9,2014,01,2,51,41,007,07,1,017,01,42,42, , ,  , 
 9,2014,01,2,51,41,007,10,1,020,01,60,60, , ,  , 
 9,2014,01,2,81,03,001,01,1,042,01,48,48, , ,  , 
 9,2014,01,2,81,03,001,02,1,043,01,40,40, , ,  , 
 9,2014,01,2,81,03,001,03,1,044,01,40,40, , ,  , 
 9,2014,01,2,81,03,001,04,1,045,01,50,50, , ,  , 
 9,2014,01,2,81,03,001,05,1,046,01,40,40, , ,  , 
 9,2014,01,2,81,03,001,06,1,047,01,48,48, , ,  , 
 9,2014,01,2,81,03,001,07,1,048,03,48,48, , ,  , 
 9,2014,01,2,81,03,001,09,1,050,01,48,48, , ,  , 
 9,2014,01,2,81,03,001,09,1,050,02,40,40, , ,  , 
 9,2014,01,2,81,03,001,10,1,051,01,40,40, , ,  , 
 9,2014,01,2,81,12,002,01,1,011,01,42,45, , ,  , 
 9,2014,01,2,81,12,002,01,1,011,02,35,35, , ,  , 
 9,2014,01,2,81,12,002,01,1,011,03,50,50, , ,  , 
 9,2014,01,2,81,12,002,02,1,012,01,60,60, , ,  , 
 9,2014,01,2,81,12,002,03,1,013,01,60,60, , ,  , 
 9,2014,01,2,81,12,002,03,1,013,02,10,  ,2, ,  , 
 9,2014,01,2,81,12,002,04,1,014,01,50,50, , ,  , 
 9,2014,01,2,81,12,002,04,1,014,02,35,35, , ,  , 
 9,2014,01,2,81,12,002,05,1,015,01,42,42, , ,  , 
 9,2014,01,2,81,12,002,05,1,015,02,35,35, , ,  , 
 9,2014,01,2,81,12,002,05,1,015,03,35,20, , ,  , 
 9,2014,01,2,81,12,002,06,1,016,01,42,42, , ,  , 
 9,2014,01,2,81,12,002,06,1,016,02,42,42, , ,  , 
 9,2014,01,2,81,12,002,07,1,017,03,45,45, , ,  , 
 9,2014,01,2,81,12,002,08,1,018,01,45,45, , ,  , 
 9,2014,01,2,81,12,002,08,1,018,02,45,45, , ,  , 
 9,2014,01,2,81,12,002,08,2,019,01,50,50, , ,  , 
 9,2014,01,2,81,12,002,09,1,020,01,48,48, , ,  , 
 9,2014,01,2,81,12,002,09,1,020,02,32,  ,1,1,24,1
 9,2014,01,2,81,12,002,10,1,021,01,32,  ,1,1,24,1
 9,2014,01,2,81,24,003,01,1,022,01,84,84, , ,  , 
 9,2014,01,2,81,24,003,01,1,022,02,84,84, , ,  , 
 9,2014,01,2,81,24,003,02,1,023,01,78,78, , ,  , 
 9,2014,01,2,81,24,003,03,1,024,01,48,48, , ,  , 
 9,2014,01,2,81,24,003,03,1,024,03,48,48, , ,  , 
 9,2014,01,2,81,24,003,03,1,024,04,48,48, , ,  , 
 9,2014,01,2,81,24,003,04,1,025,01,36,36, , ,  , 
 9,2014,01,2,81,24,003,05,1,026,01,36,36, , ,  , 
 9,2014,01,2,81,24,003,06,1,027,01,48,48, , ,  , 
 9,2014,01,2,81,24,003,07,1,028,01,84,84, , ,  , 
 9,2014,01,2,81,24,003,07,1,028,02,48,48, , ,  , 
 9,2014,01,2,81,24,003,08,1,029,01,72,72, , ,  , 
 9,2014,01,2,81,24,003,09,1,030,01,48,48, , ,  , 
 9,2014,01,2,81,24,003,09,1,030,02,48,48, , ,  , 
 9,2014,01,2,81,24,003,10,1,031,01,72,72, , ,  , 
 9,2014,01,2,81,24,003,10,1,031,02,48,00, , ,  , 
 9,2014,01,2,81,27,004,01,1,062,01,35,35, , ,  , 
 9,2014,01,2,81,27,004,01,1,062,02,48,48, , ,  , 
 9,2014,01,2,81,27,004,02,1,063,01,56,56, , ,  , 
 9,2014,01,2,81,27,004,02,1,063,02,35,35, , ,  , 
 9,2014,01,2,81,27,004,04,1,065,01,40,48, , ,  , 
 9,2014,01,2,81,27,004,04,1,065,02,35,26, , ,  , 
 9,2014,01,2,81,27,004,07,1,068,01,70,70, , ,  , 
 9,2014,01,2,81,27,004,07,1,068,02,42,42, , ,  , 
 9,2014,01,2,81,27,004,08,1,069,01,70,50, , ,  , 
 9,2014,01,2,81,27,004,08,1,069,03,60,50, , ,  , 
 9,2014,01,2,81,27,004,09,1,070,01,56,40, , ,  , 
 9,2014,01,2,81,27,004,09,1,070,03,70,40, , ,  , 
 9,2014,01,2,81,30,005,01,1,001,01,36,36, , ,  , 
 9,2014,01,2,81,30,005,01,1,001,02,36,36, , ,  , 
 9,2014,01,2,81,30,005,01,1,001,03,40,40, , ,  , 
 9,2014,01,2,81,30,005,01,1,001,04,40,40, , ,  , 
 9,2014,01,2,81,30,005,02,1,002,01,40,40, , ,  , 
 9,2014,01,2,81,30,005,02,1,002,02,20,  ,2, ,  , 
 9,2014,01,2,81,30,005,02,1,002,03,99,99, , ,  , 
 9,2014,01,2,81,30,005,02,1,002,04,99,99, , ,  , 
 9,2014,01,2,81,30,005,03,1,003,01,35,35, , ,  , 
 9,2014,01,2,81,30,005,03,1,003,02,20,  ,2, ,  , 
 9,2014,01,2,81,30,005,03,1,003,03,40,40, , ,  , 
 9,2014,01,2,81,30,005,03,1,003,04,25,  ,1,2,30,1
 9,2014,01,2,81,30,005,06,1,006,01,40,40, , ,  , 
 9,2014,01,2,81,30,005,06,1,006,02,35,35, , ,  , 
 9,2014,01,2,81,30,005,07,1,007,01,50,50, , ,  , 
 9,2014,01,2,81,30,005,07,1,007,02,70,70, , ,  , 
 9,2014,01,2,81,30,005,07,1,007,05,70,70, , ,  , 
 9,2014,01,2,81,30,005,08,1,008,01,45,45, , ,  , 
 9,2014,01,2,81,30,005,08,1,008,02,35,35, , ,  , 
 9,2014,01,2,81,30,005,09,1,009,01,60,50, , ,  , 
 9,2014,01,2,81,30,005,10,1,010,01,40,40, , ,  , 
 9,2014,01,2,81,30,005,10,1,010,02,45,45, , ,  , 
 9,2014,01,3,81,19,006,01,1,052,01,84,84, , ,  , 
 9,2014,01,3,81,19,006,02,1,053,01,70,70, , ,  , 
 9,2014,01,3,81,19,006,03,1,054,01,63,63, , ,  , 
 9,2014,01,3,81,19,006,04,1,055,01,60,48, , ,  , 
 9,2014,01,3,81,19,006,04,1,055,03,48,40, , ,  , 
 9,2014,01,3,81,19,006,05,1,056,01,70,70, , ,  , 
 9,2014,01,3,81,19,006,06,1,057,03,65,40, , ,  , 
 9,2014,01,3,81,19,006,07,1,058,01,60,60, , ,  , 
 9,2014,01,3,81,19,006,07,1,058,02,70,70, , ,  , 
 9,2014,01,3,81,19,006,08,1,059,01,70,70, , ,  , 
 9,2014,01,3,81,19,006,09,1,060,01,42,42, , ,  , 
 9,2014,01,3,81,19,006,09,1,060,02,70,70, , ,  , 
 9,2014,01,3,81,19,006,10,1,061,01,42,42, , ,  , 
 9,2014,01,3,81,19,006,10,1,061,02,40,40, , ,  , 
 9,2014,01,3,81,19,007,04,1,035,01,40,40, , ,  , 
 9,2014,01,3,81,19,007,05,1,036,01,40,40, , ,  , 
 9,2014,01,3,81,19,007,05,1,036,02,40,40, , ,  , 
 9,2014,01,3,81,19,007,06,1,037,01,77,77, , ,  , 
 9,2014,01,3,81,19,007,07,1,038,01,48,24, , ,  , 
 9,2014,01,3,81,19,007,08,1,039,01,56,40, , ,  , 
 9,2014,01,3,81,19,007,08,1,039,02,36,36, , ,  , 
 9,2014,01,3,81,19,007,09,1,040,01,56,40, , ,  , 
 9,2014,01,3,81,19,007,09,1,040,02,56,40, , ,  , 
 9,2014,01,3,81,19,007,09,1,040,03,70,60, , ,  , 
 9,2014,01,3,81,19,007,10,1,041,01,56,56, , ,  , 
 9,2014,01,1,71,33,001,02,1,052,03,50,50, , ,  , 
 9,2014,01,1,71,33,001,03,1,053,01,60,60, , ,  , 
 9,2014,01,1,71,33,001,03,1,053,03,60,60, , ,  , 
 9,2014,01,1,71,33,001,03,1,053,04,50,50, , ,  , 
 9,2014,01,1,71,33,001,06,1,056,01,50,50, , ,  , 
 9,2014,01,1,71,33,001,07,1,057,02,50,50, , ,  , 
 9,2014,01,1,71,33,001,08,1,058,01,45,45, , ,  , 
 9,2014,01,1,71,33,001,09,1,059,01,48,48, , ,  , 
 9,2014,01,1,71,33,001,10,1,060,01,48,48, , ,  , 
 9,2014,01,2,71,09,002,01,1,011,01,86,50, , ,  , 
 9,2014,01,2,71,09,002,01,1,011,02,20,  ,2, ,  , 
 9,2014,01,2,71,09,002,01,1,011,03,15,  ,2, ,  , 
 9,2014,01,2,71,09,002,02,1,012,01,86,50, , ,  , 
 9,2014,01,2,71,09,002,02,1,012,02,80,90, , ,  , 
 9,2014,01,2,71,09,002,03,1,013,01,48,48, , ,  , 
 9,2014,01,2,71,09,002,03,1,013,02,48,48, , ,  , 
 9,2014,01,2,71,09,002,04,1,014,01,78,78, , ,  , 
 9,2014,01,2,71,09,002,04,1,014,02,10,  ,2, ,  , 
 9,2014,01,2,71,09,002,04,1,014,03,60,60, , ,  , 
 9,2014,01,2,71,09,002,06,1,016,01,56,40, , ,  , 
 9,2014,01,2,71,09,002,06,1,016,02,20,  ,2, ,  , 
 9,2014,01,2,71,09,002,08,1,018,01,88,80, , ,  , 
 9,2014,01,2,71,09,002,08,1,018,02,40,40, , ,  , 
 9,2014,01,2,71,09,002,09,1,019,01,60,20,2, ,  , 
 9,2014,01,2,71,09,002,09,1,019,02,92,52, , ,  , 
 9,2014,01,2,71,09,002,10,1,020,01,86,86, , ,  , 
 9,2014,01,2,71,09,002,10,1,020,02,80,80, , ,  , 
 9,2014,01,2,71,21,003,02,1,002,01,40,40, , ,  , 
 9,2014,01,2,71,21,003,03,1,003,02,34,  ,2, ,  , 
 9,2014,01,2,71,21,003,04,1,004,01,40,40, , ,  , 
 9,2014,01,2,71,21,003,04,1,004,02,40,40, , ,  , 
 9,2014,01,2,71,21,003,06,1,006,01,50,50, , ,  , 
 9,2014,01,2,71,21,003,06,1,006,02,50,50, , ,  , 
 9,2014,01,2,71,21,003,06,1,006,03,60,60, , ,  , 
 9,2014,01,2,71,21,003,07,1,007,01,40,40, , ,  , 
 9,2014,01,2,71,21,003,07,1,007,02,09,  ,2, ,  , 
 9,2014,01,2,71,21,003,07,1,007,03,35,35, , ,  , 
 9,2014,01,2,71,21,003,07,1,007,04,45,45, , ,  , 
 9,2014,01,2,71,21,003,08,1,008,01,38,38, , ,  , 
 9,2014,01,2,71,21,003,08,1,008,02,12,  ,2, ,  , 
 9,2014,01,2,71,42,004,01,1,041,01,28,  ,1,1,12,1
 9,2014,01,2,71,42,004,01,1,041,02,35,16,1,1,10,1
 9,2014,01,2,71,42,004,04,1,044,01,40,40, , ,  , 
 9,2014,01,2,71,42,004,04,1,044,02,35,00, , ,  , 
 9,2014,01,2,71,42,004,05,1,045,01,67,72, , ,  , 
 9,2014,01,2,71,42,004,06,1,046,01,24,  ,1,2,24,1
 9,2014,01,2,71,42,004,07,1,047,01,40,16, , ,  , 
 9,2014,01,2,71,42,004,09,1,049,01,84,70, , ,  , 
 9,2014,01,2,71,42,004,10,1,050,01,35,35, , ,  , 
 9,2014,01,2,71,42,004,10,1,050,02,40,40, , ,  , 
 9,2014,01,2,71,54,005,02,1,022,02,48,35, , ,  , 
 9,2014,01,2,71,54,005,03,1,023,01,50,43, , ,  , 
 9,2014,01,2,71,54,005,04,1,024,01,99,99, , ,  , 
 9,2014,01,2,71,54,005,04,1,024,02,48,60, , ,  , 
 9,2014,01,2,71,54,005,05,1,025,03,45,60, , ,  , 
 9,2014,01,2,71,54,005,05,1,025,04,99,99, , ,  , 
 9,2014,01,2,71,54,005,05,1,025,05,50,30, , ,  , 
 9,2014,01,2,71,54,005,06,1,026,01,99,60, , ,  , 
 9,2014,01,2,71,54,005,06,1,026,05,48,56, , ,  , 
 9,2014,01,2,71,54,005,06,1,026,06,45,29, , ,  , 
 9,2014,01,2,71,54,005,07,1,027,01,99,60, , ,  , 
 9,2014,01,2,71,54,005,10,1,030,01,40,30, , ,  , 
 9,2014,01,2,71,54,005,10,1,030,02,40,00, , ,  , 
 9,2014,01,2,71,66,006,02,1,032,01,71,39, , ,  , 
 9,2014,01,2,71,66,006,02,1,032,02,57,32, , ,  , 
 9,2014,01,2,71,66,006,03,1,033,01,52,26, , ,  , 
 9,2014,01,2,71,66,006,03,1,033,02,36,20, , ,  , 
 9,2014,01,2,71,66,006,04,1,034,01,67,42, , ,  , 
 9,2014,01,2,71,66,006,04,1,034,02,35,21, , ,  , 
 9,2014,01,2,71,66,006,05,1,035,01,54,18, , ,  , 
 9,2014,01,2,71,66,006,05,1,035,02,35,24, , ,  , 
 9,2014,01,2,71,66,006,06,1,036,01,63,42, , ,  , 
 9,2014,01,2,71,66,006,06,1,036,02,35,24, , ,  , 
 9,2014,01,2,71,66,006,06,1,036,03,39,39, , ,  , 
 9,2014,01,2,71,66,006,06,1,036,04,63,42, , ,  , 
 9,2014,01,2,71,66,006,06,1,036,06,39,39, , ,  , 
 9,2014,01,2,71,66,006,07,1,037,02,36,00, , ,  , 
 9,2014,01,2,71,66,006,07,1,037,03,45,27, , ,  , 
 9,2014,01,2,71,66,006,08,1,038,01,40,24, , ,  , 
 9,2014,01,2,71,66,006,08,1,038,02,35,35, , ,  , 
 9,2014,01,2,71,66,006,08,1,038,03,54,45, , ,  , 
 9,2014,01,2,71,66,006,09,1,039,01,54,45, , ,  , 
 9,2014,01,2,71,66,006,10,1,040,01,36,27, , ,  , 
 9,2014,01,2,71,66,006,10,1,040,03,45,36, , ,  , 
 9,2014,01,1,52,15,001,01,1,001,01,40,40, , ,  , 
 9,2014,01,1,52,15,001,02,1,002,01,99,99, , ,  , 
 9,2014,01,1,52,15,001,02,1,002,02,99,99, , ,  , 
 9,2014,01,1,52,15,001,03,1,003,01,54,54, , ,  , 
 9,2014,01,1,52,15,001,04,1,004,01,40,35, , ,  , 
 9,2014,01,1,52,15,001,04,1,004,02,40,24, , ,  , 
 9,2014,01,1,52,15,001,07,1,007,01,84,72, , ,  , 
 9,2014,01,1,52,15,001,07,1,007,02,36,30, , ,  , 
 9,2014,01,1,52,15,001,08,1,008,01,36,36, , ,  , 
 9,2014,01,1,52,15,001,09,1,009,02,28,  ,2, ,  , 
 9,2014,01,1,52,15,001,10,1,010,01,40,40, , ,  , 
 9,2014,01,1,52,15,001,10,1,010,02,36,48, , ,  , 
 9,2014,01,1,52,24,002,01,1,011,01,45,45, , ,  , 
 9,2014,01,1,52,24,002,04,1,014,01,48,48, , ,  , 
 9,2014,01,1,52,24,002,04,1,014,03,40,40, , ,  , 
 9,2014,01,1,52,24,002,04,1,014,04,40,40, , ,  , 
 9,2014,01,1,52,24,002,05,1,015,01,40,40, , ,  , 
 9,2014,01,1,52,24,002,05,1,015,03,48,48, , ,  , 
 9,2014,01,1,52,24,002,06,1,016,01,40,40, , ,  , 
 9,2014,01,1,52,24,002,06,1,016,02,40,40, , ,  , 
 9,2014,01,1,52,24,002,08,1,018,01,40,40, , ,  , 
 9,2014,01,1,52,24,002,08,1,018,02,40,40, , ,  , 
 9,2014,01,1,52,24,002,09,1,019,01,40,40, , ,  , 
 9,2014,01,1,52,24,002,10,1,020,01,48,48, , ,  , 
 9,2014,01,1,52,24,002,10,1,020,02,40,40, , ,  , 
 9,2014,01,2,52,03,003,02,1,012,02,56,56, , ,  , 
 9,2014,01,2,52,03,003,02,1,012,03,35,35, , ,  , 
 9,2014,01,2,52,03,003,03,1,013,01,50,50, , ,  , 
