REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q7SERNO,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
 4,2014,04,1,53,15,014,06,1,026,02,7512,47814,3, , , , , 
 4,2014,04,1,53,15,014,07,1,027,01,8321,49222,3, , , , , 
 4,2014,04,1,53,15,014,07,1,027,04,2163,14101,3, , , , , 
 4,2014,04,1,53,15,014,08,1,028,01,1212,70200,1,1,1,1,1,3
 4,2014,04,1,53,15,014,09,1,029,01,7111,41003,1,4, , , , 
 4,2014,04,1,53,15,014,10,1,030,01,3256,84120,1,1,1,1,1,1
 4,2014,04,1,53,24,015,01,1,011,01,5223,47216,1,4, , , , 
 4,2014,04,1,53,24,015,02,1,012,01,6225,03111,1,4, , , , 
 4,2014,04,1,53,24,015,03,1,013,01,7511,47214,3, , , , , 
 4,2014,04,1,53,24,015,03,1,013,03,6225,03111,1,4, , , , 
 4,2014,04,1,53,24,015,04,1,014,01,6225,03111,1,4, , , , 
 4,2014,04,1,53,24,015,05,1,015,01,6225,03111,1,4, , , , 
 4,2014,04,1,53,24,015,05,1,015,03,6225,03111,1,4, , , , 
 4,2014,04,1,53,24,015,06,1,016,01,7316,13955,3, , , , , 
 4,2014,04,1,53,24,015,07,1,017,01,9218,46613,1,4, , , , 
 4,2014,04,1,53,24,015,08,1,018,01,7114,23941,3, , , , , 
 4,2014,04,1,53,24,015,09,1,019,01,2342,85101,1,4, , , , 
 4,2014,04,1,53,24,015,10,1,020,01,7512,56107,1,4, , , , 
 4,2014,04,2,53,18,016,01,1,011,01,6113,01120,3, , , , , 
 4,2014,04,2,53,18,016,01,1,011,03,6118,01139,4, , , , , 
 4,2014,04,2,53,18,016,02,1,012,01,8322,49233,1,4, , , , 
 4,2014,04,2,53,18,016,04,1,014,01,6113,01120,3, , , , , 
 4,2014,04,2,53,18,016,04,1,014,04,6113,01120,3, , , , , 
 4,2014,04,2,53,18,016,05,1,015,01,6113,01120,3, , , , , 
 4,2014,04,2,53,18,016,06,1,016,01,6113,01120,3, , , , , 
 4,2014,04,2,53,18,016,07,1,017,01,2341,85102,1,1,1,1,1,1
 4,2014,04,2,53,18,016,07,1,017,02,2341,85102,1,1,1,1,1,1
 4,2014,04,2,53,18,016,08,1,018,01,6121,01411,1,2,2,2,2,3
 4,2014,04,2,53,18,016,08,1,018,02,2342,85101,1,2,2,2,1,3
 4,2014,04,2,53,18,016,09,1,020,01,5211,47217,3, , , , , 
 4,2014,04,2,53,18,016,09,1,020,05,8332,49232,1,1,1,1,1,3
 4,2014,04,2,53,30,017,01,1,001,01,6113,01120,3, , , , , 
 4,2014,04,2,53,30,017,01,1,001,02,6113,01120,4, , , , , 
 4,2014,04,2,53,30,017,01,1,001,03,6113,01120,3, , , , , 
 4,2014,04,2,53,30,017,02,1,002,01,1120,84120,1,1,1,1,1,1
 4,2014,04,2,53,30,017,02,1,002,03,4110,84110,1,1,1,1,1,1
 4,2014,04,2,53,30,017,03,1,003,01,6113,01120,3, , , , , 
 4,2014,04,2,53,30,017,03,1,003,02,2163,14105,3, , , , , 
 4,2014,04,2,53,30,017,03,1,003,03,5415,84220,1,3,1,1,1,1
 4,2014,04,2,53,30,017,04,1,004,01,6113,01120,3, , , , , 
 4,2014,04,2,53,30,017,05,1,005,01,5415,84220,1,1,1,2,1,1
 4,2014,04,2,53,30,017,05,1,005,03,6113,01120,4, , , , , 
 4,2014,04,2,53,30,017,06,1,006,01,7111,41001,3, , , , , 
 4,2014,04,2,53,30,017,08,1,008,01,9211,01611,1,4, , , , 
 4,2014,04,2,53,30,017,09,1,009,01,8113,08101,3, , , , , 
 4,2014,04,2,53,30,017,10,1,010,01,9211,01611,1,4, , , , 
 4,2014,04,1,91,48,030,03,1,083,01,6113,01120,3, , , , , 
 4,2014,04,1,91,48,030,03,1,083,03,7131,43304,1,2,2,2,2,3
 4,2014,04,1,91,48,030,03,1,083,04,5211,47113,1,2,2,2,2,3
 4,2014,04,1,91,48,030,04,1,084,02,7131,43304,3, , , , , 
 4,2014,04,1,91,48,030,04,1,084,03,3122,14109,1,1,1,1,1,3
 4,2014,04,1,91,48,030,06,1,086,01,1221,47813,3, , , , , 
 4,2014,04,1,91,48,030,08,1,088,01,6111,01222,3, , , , , 
 4,2014,04,1,91,48,030,08,1,088,02,6111,01222,4, , , , , 
 4,2014,04,1,91,48,030,09,1,089,03,7116,41001,1,4, , , , 
 4,2014,04,1,91,48,030,10,1,090,01,7221,25939,3, , , , , 
 4,2014,04,2,91,03,031,01,1,061,01,1321,56299,3, , , , , 
 4,2014,04,2,91,03,031,01,1,061,02,1321,56299,4, , , , , 
 4,2014,04,2,91,03,031,01,1,061,03,3343,14109,1,1,1,2,1,3
 4,2014,04,2,91,03,031,01,1,061,04,5142,96024,1,3,2,2,2,3
 4,2014,04,2,91,03,031,02,1,062,02,9322,10791,1,1,1,2,2,3
 4,2014,04,2,91,03,031,02,1,062,03,9322,14107,1,1,1,2,1,3
 4,2014,04,2,91,03,031,03,1,063,01,9311,08991,1,2,2,2,2,3
 4,2014,04,2,91,03,031,04,1,064,01,9311,08991,1,3,2,2,2,3
 4,2014,04,2,91,03,031,04,1,064,02,7533,13121,1,1,1,1,1,3
 4,2014,04,2,91,03,031,06,1,066,01,9311,08991,1,3,2,2,2,3
 4,2014,04,2,91,03,031,07,1,067,01,7531,14101,2, , , , , 
 4,2014,04,2,91,03,031,08,1,068,01,8332,49232,3, , , , , 
 4,2014,04,2,91,03,031,09,1,069,02,1420,47721,2, , , , , 
 4,2014,04,2,91,03,031,10,1,070,02,3322,10713,1,1,1,1,1,3
 4,2014,04,2,91,03,031,10,1,070,03,5223,47721,1,1,1,1,1,3
 4,2014,04,2,91,06,032,01,1,071,01,9311,08991,1,2,2,2,2,3
 4,2014,04,2,91,06,032,01,1,071,04,7115,31001,1,4, , , , 
 4,2014,04,2,91,06,032,02,1,072,01,1412,47113,3, , , , , 
 4,2014,04,2,91,06,032,02,1,072,02,5223,56307,4, , , , , 
 4,2014,04,2,91,06,032,03,1,073,01,1311,01302,3, , , , , 
 4,2014,04,2,91,06,032,03,1,073,02,6118,01302,4, , , , , 
 4,2014,04,2,91,06,032,04,1,074,01,9213,01291,3, , , , , 
 4,2014,04,2,91,06,032,04,1,074,02,9311,08991,1,2,2,2,2,3
 4,2014,04,2,91,06,032,05,1,075,02,9212,01271,1,4, , , , 
 4,2014,04,2,91,06,032,07,1,077,02,8323,49222,3, , , , , 
 4,2014,04,2,91,06,032,08,1,078,01,7318,13941,3, , , , , 
 4,2014,04,2,91,06,032,08,1,078,02,5223,47529,1,1,1,2,1,3
 4,2014,04,2,91,06,032,09,1,079,01,5413,84230,1,1,1,1,1,1
 4,2014,04,2,91,06,032,10,1,080,01,9211,01271,1,2,2,2,2,3
 4,2014,04,2,91,06,032,10,1,080,02,9213,01291,1,2,2,2,2,3
 4,2014,04,2,91,12,033,02,1,002,01,9212,01271,3, , , , , 
 4,2014,04,2,91,12,033,02,1,002,02,9212,01271,4, , , , , 
 4,2014,04,2,91,12,033,03,1,003,01,6114,01271,3, , , , , 
 4,2014,04,2,91,12,033,03,1,003,03,4311,14109,1,2,1,2,2,3
 4,2014,04,2,91,12,033,03,1,003,04,3122,14109,1,2,1,2,2,3
 4,2014,04,2,91,12,033,04,1,004,02,4110,64192,1,1,1,1,1,2
 4,2014,04,2,91,12,033,05,1,005,03,9212,01271,3, , , , , 
 4,2014,04,2,91,12,033,06,1,006,01,6114,01271,3, , , , , 
 4,2014,04,2,91,12,033,06,1,006,03,6114,01271,4, , , , , 
 4,2014,04,2,91,12,033,06,1,006,04,9322,14109,1,2,1,2,2,3
 4,2014,04,2,91,12,033,07,1,007,01,9212,01271,1,4, , , , 
 4,2014,04,2,91,12,033,08,1,008,03,9212,01271,1,4, , , , 
 4,2014,04,2,91,12,033,10,1,010,01,1221,46306,3, , , , , 
 4,2014,04,2,91,15,034,01,1,051,01,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,01,1,051,02,1420,47113,3, , , , , 
 4,2014,04,2,91,15,034,02,1,052,01,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,03,1,053,01,9321,10711,1,3,2,2,2,3
 4,2014,04,2,91,15,034,03,1,053,02,9212,01271,1,4, , , , 
 4,2014,04,2,91,15,034,04,1,054,03,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,05,1,055,01,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,05,1,055,02,6114,01271,4, , , , , 
 4,2014,04,2,91,15,034,06,1,056,01,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,06,1,056,02,6114,01271,4, , , , , 
 4,2014,04,2,91,15,034,08,1,058,01,6113,01120,3, , , , , 
 4,2014,04,2,91,15,034,08,1,058,02,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,08,1,058,03,8323,49222,3, , , , , 
 4,2014,04,2,91,15,034,08,1,058,05,7115,16222,3, , , , , 
 4,2014,04,2,91,15,034,09,1,059,01,7512,10711,1,3,2,2,2,3
 4,2014,04,2,91,15,034,09,1,059,02,6114,01271,3, , , , , 
 4,2014,04,2,91,15,034,10,1,060,01,9212,01271,1,3,2,2,2,3
 4,2014,04,2,91,21,035,01,1,041,01,9311,08991,1,4, , , , 
 4,2014,04,2,91,21,035,01,1,041,02,6114,01271,3, , , , , 
 4,2014,04,2,91,21,035,01,1,041,03,8323,49222,3, , , , , 
 4,2014,04,2,91,21,035,02,1,042,01,6115,01291,3, , , , , 
 4,2014,04,2,91,21,035,02,1,042,02,9322,10791,1,1,1,1,1,3
 4,2014,04,2,91,21,035,03,1,043,01,5230,47591,1,2,2,1,1,3
 4,2014,04,2,91,21,035,03,1,043,02,5230,46692,1,2,2,1,1,3
 4,2014,04,2,91,21,035,04,1,044,01,9213,01291,1,2,2,2,2,3
 4,2014,04,2,91,21,035,05,1,045,01,9213,01291,3, , , , , 
 4,2014,04,2,91,21,035,05,1,045,03,9311,08991,1,4, , , , 
 4,2014,04,2,91,21,035,06,1,046,01,9311,08991,1,4, , , , 
 4,2014,04,2,91,21,035,06,1,046,03,9311,08991,1,4, , , , 
 4,2014,04,2,91,21,035,06,1,046,07,4110,41004,1,1,1,1,1,3
 4,2014,04,2,91,21,035,07,1,047,01,6114,01271,3, , , , , 
 4,2014,04,2,91,21,035,07,1,047,02,9311,08991,1,4, , , , 
 4,2014,04,2,91,21,035,08,1,048,01,6114,01271,3, , , , , 
 4,2014,04,2,91,21,035,08,1,048,04,3322,46304,1,1,1,1,1,3
 4,2014,04,2,91,21,035,09,1,049,01,6114,01271,3, , , , , 
 4,2014,04,2,91,21,035,09,1,049,02,2212,86902,1,2,2,2,2,3
 4,2014,04,2,91,21,035,09,1,049,03,9313,41003,1,4, , , , 
 4,2014,04,2,91,27,036,01,1,031,01,7412,43219,3, , , , , 
 4,2014,04,2,91,27,036,01,1,031,02,9322,10791,1,2,2,2,2,3
 4,2014,04,2,91,27,036,02,1,032,02,6114,01271,3, , , , , 
 4,2014,04,2,91,27,036,03,1,033,01,9311,08991,1,4, , , , 
 4,2014,04,2,91,27,036,03,1,033,02,6114,01271,3, , , , , 
 4,2014,04,2,91,27,036,04,1,034,01,9311,08991,1,4, , , , 
 4,2014,04,2,91,27,036,04,1,034,02,6111,01132,3, , , , , 
 4,2014,04,2,91,27,036,05,1,035,02,1212,84110,1,1,1,1,1,1
 4,2014,04,2,91,27,036,06,1,036,03,9112,84110,1,1,1,1,1,1
 4,2014,04,2,91,27,036,07,1,037,01,9311,08991,1,1,2,2,2,3
 4,2014,04,2,91,27,036,08,1,038,01,7116,41001,1,4, , , , 
 4,2014,04,2,91,27,036,09,1,039,01,9112,84130,1,1,1,1,1,1
 4,2014,04,2,91,27,036,09,1,039,03,3313,66199,1,1,1,1,1,3
 4,2014,04,2,91,27,036,10,1,040,01,6114,01271,3, , , , , 
 4,2014,04,2,91,27,036,10,1,040,02,9212,01271,4, , , , , 
 4,2014,04,2,91,27,036,10,1,040,03,7116,41001,1,4, , , , 
 4,2014,04,2,91,36,037,01,1,021,01,9629,84120,1,1,1,1,1,1
 4,2014,04,2,91,36,037,01,1,021,03,9311,08991,1,2,2,2,2,3
 4,2014,04,2,91,36,037,03,1,023,01,9311,08991,1,2,2,2,2,3
 4,2014,04,2,91,36,037,05,1,025,01,1221,47113,3, , , , , 
 4,2014,04,2,91,36,037,05,1,025,02,5211,47113,4, , , , , 
 4,2014,04,2,91,36,037,05,1,025,03,9112,84130,1,1,1,1,1,1
 4,2014,04,2,91,36,037,06,1,026,02,9211,01291,1,1,1,2,2,3
 4,2014,04,2,91,36,037,06,1,026,03,7231,45205,1,2,2,2,2,3
 4,2014,04,2,91,36,037,07,1,027,01,8322,49223,3, , , , , 
 4,2014,04,2,91,36,037,08,1,028,01,9311,08991,1,2,2,2,2,3
 4,2014,04,2,91,36,037,08,1,028,02,7512,47814,3, , , , , 
 4,2014,04,2,91,36,037,09,1,029,01,9629,42101,1,1,1,1,1,2
 4,2014,04,2,91,36,037,09,1,029,02,9211,01291,1,1,1,2,2,3
 4,2014,04,2,91,36,037,10,1,030,01,2330,85211,1,1,1,1,1,1
 4,2014,04,2,91,42,038,02,1,012,01,4323,49211,1,1,1,1,1,1
 4,2014,04,2,91,42,038,02,1,012,03,5414,84230,1,3,1,2,2,3
 4,2014,04,2,91,42,038,03,1,013,01,8323,49222,3, , , , , 
 4,2014,04,2,91,42,038,04,1,014,01,9212,01271,1,2,2,2,2,3
 4,2014,04,2,91,42,038,04,1,014,02,7513,10505,1,1,1,1,1,3
 4,2014,04,2,91,42,038,05,1,015,01,7533,14109,1,1,1,1,1,3
 4,2014,04,2,91,42,038,06,1,016,01,9624,16299,1,2,2,2,2,3
 4,2014,04,2,91,42,038,06,1,016,04,5211,47612,1,2,2,2,2,3
 4,2014,04,2,91,42,038,07,1,017,01,8331,49212,1,3,2,2,2,3
 4,2014,04,2,91,42,038,08,1,018,04,5211,47821,1,3,1,2,2,3
 4,2014,04,2,91,42,038,09,1,019,01,3142,01271,1,1,1,1,1,3
 4,2014,04,2,91,42,038,09,1,019,03,4110,10791,1,1,1,1,1,3
 4,2014,04,2,91,42,038,09,1,019,04,8332,41002,1,3,2,2,2,3
 4,2014,04,2,91,48,039,10,1,091,01,7531,14101,3, , , , , 
 4,2014,04,2,91,48,039,02,1,092,01,9322,10791,1,1,1,2,2,3
 4,2014,04,2,91,48,039,03,1,093,01,8121,10612,3, , , , , 
 4,2014,04,2,91,48,039,03,1,093,02,6121,01625,3, , , , , 
 4,2014,04,2,91,48,039,06,1,096,01,9313,41003,1,4, , , , 
 4,2014,04,2,91,48,039,07,1,097,01,8121,10614,3, , , , , 
 4,2014,04,2,91,48,039,08,1,098,01,6111,01222,3, , , , , 
 4,2014,04,2,91,48,039,10,1,100,01,1221,47221,2, , , , , 
 4,2014,04,2,62,48,023,01,1,051,01,9322,10611,1,4, , , , 
 4,2014,04,2,62,48,023,01,1,051,02,9321,12007,3, , , , , 
 4,2014,04,2,62,48,023,03,1,053,01,5169,96094,3, , , , , 
 4,2014,04,2,62,48,023,04,1,054,01,5245,46611,1,3,3,3,2,3
 4,2014,04,2,62,48,023,05,1,055,01,8322,84130,1,1,1,1,1,1
 4,2014,04,2,62,48,023,08,1,058,01,5414,64199,1,3,2,2,2,3
 4,2014,04,2,62,48,023,08,1,058,03,2330,84120,1,1,1,1,1,1
 4,2014,04,2,62,48,023,09,1,059,01,6121,01413,3, , , , , 
 4,2014,04,2,62,48,023,10,1,060,01,7318,13952,3, , , , , 
 4,2014,04,2,62,42,022,01,1,041,01,5211,47113,3, , , , , 
 4,2014,04,2,62,42,022,01,1,041,04,7116,41001,1,2,2,2,2,3
 4,2014,04,2,62,42,022,02,1,042,01,7116,41001,1,2,2,2,2,3
 4,2014,04,2,62,42,022,04,1,044,01,7116,41001,1,2,2,2,2,3
 4,2014,04,2,62,42,022,04,1,044,03,9313,41001,1,2,2,2,2,3
 4,2014,04,2,62,42,022,05,1,045,01,5162,47113,1,2,2,2,2,3
 4,2014,04,2,62,42,022,05,1,045,03,7313,23933,1,1,1,1,1,3
 4,2014,04,2,62,42,022,05,1,045,04,9112,13951,1,2,3,3,3,3
 4,2014,04,2,62,42,022,06,1,046,01,9322,10102,1,3,3,2,2,3
 4,2014,04,2,62,42,022,07,1,047,01,9322,14101,3, , , , , 
 4,2014,04,2,62,42,022,07,1,047,02,7318,13945,1,2,2,2,2,3
 4,2014,04,2,62,42,022,08,1,048,01,9322,10795,1,2,2,2,2,3
 4,2014,04,2,62,42,022,08,1,048,02,9322,41001,1,2,2,2,2,3
 4,2014,04,2,62,42,022,09,1,049,01,8154,96010,1,1,1,1,1,3
 4,2014,04,2,62,42,022,10,1,050,01,1311,01261,1,1,1,1,1,3
 4,2014,04,2,62,33,021,01,1,031,01,9322,84110,1,1,1,1,1,1
 4,2014,04,2,62,33,021,01,1,031,02,9322,01132,1,4, , , , 
 4,2014,04,2,62,33,021,02,1,032,01,6113,01120,3, , , , , 
 4,2014,04,2,62,33,021,02,1,032,02,6113,01120,4, , , , , 
 4,2014,04,2,62,33,021,02,1,032,05,6113,01120,4, , , , , 
 4,2014,04,2,62,33,021,03,1,033,01,9322,01120,1,4, , , , 
 4,2014,04,2,62,33,021,03,1,033,03,8189,20296,1,2,2,2,1,3
 4,2014,04,2,62,33,021,03,1,033,04,8189,20296,1,2,2,2,1,3
 4,2014,04,2,62,33,021,04,1,034,01,1221,10614,1,1,1,2,2,3
 4,2014,04,2,62,33,021,05,1,035,01,6113,01120,3, , , , , 
 4,2014,04,2,62,33,021,05,1,035,02,2330,84120,1,1,1,1,1,1
 4,2014,04,2,62,33,021,06,1,036,01,6111,01132,3, , , , , 
 4,2014,04,2,62,33,021,06,1,036,02,9322,01132,4, , , , , 
 4,2014,04,2,62,33,021,06,1,036,04,9322,01132,4, , , , , 
 4,2014,04,2,62,33,021,07,1,037,01,6111,01132,3, , , , , 
 4,2014,04,2,62,33,021,07,1,037,02,9322,01132,4, , , , , 
 4,2014,04,2,62,33,021,08,1,038,01,6117,01292,3, , , , , 
 4,2014,04,2,62,33,021,08,1,038,02,9322,01292,4, , , , , 
 4,2014,04,2,62,33,021,08,1,038,03,9322,01292,4, , , , , 
 4,2014,04,2,62,33,021,10,1,040,01,6118,01132,4, , , , , 
 4,2014,04,2,62,33,021,10,1,040,03,6118,01132,3, , , , , 
 4,2014,04,2,62,24,020,01,1,021,01,3353,84110,1,1,1,1,1,2
 4,2014,04,2,62,24,020,03,1,023,01,5211,47113,3, , , , , 
 4,2014,04,2,62,24,020,03,1,023,02,5211,47113,4, , , , , 
 4,2014,04,2,62,24,020,03,1,023,03,5211,23941,2, , , , , 
 4,2014,04,2,62,24,020,04,1,024,01,7531,14109,3, , , , , 
 4,2014,04,2,62,24,020,08,1,028,01,2342,85101,3, , , , , 
 4,2014,04,2,62,24,020,09,1,029,01,6113,01120,3, , , , , 
 4,2014,04,2,62,24,020,09,1,029,02,5162,01120,4, , , , , 
 4,2014,04,2,62,24,020,09,1,029,03,3341,84110,1,1,1,1,1,1
 4,2014,04,2,62,03,019,01,1,011,01,6223,03111,3, , , , , 
 4,2014,04,2,62,03,019,03,1,013,01,9219,03111,1,4, , , , 
 4,2014,04,2,62,03,019,05,1,015,01,6224,03111,3, , , , , 
 4,2014,04,2,62,03,019,07,1,017,01,5211,46305,3, , , , , 
 4,2014,04,2,62,03,019,07,1,017,03,5162,46305,4, , , , , 
 4,2014,04,2,62,03,019,08,1,018,01,8332,49233,1,4, , , , 
 4,2014,04,2,62,03,019,09,1,019,01,9211,01261,1,4, , , , 
 4,2014,04,2,62,03,019,10,1,020,01,1221,45103,1,3,2,2,2,3
 4,2014,04,2,62,03,019,10,1,020,02,4110,64193,1,1,1,1,1,2
 4,2014,04,1,62,15,018,03,1,003,01,3322,47113,3, , , , , 
 4,2014,04,1,62,15,018,05,1,005,01,9112,43302,1,2,2,2,2,3
 4,2014,04,1,62,15,018,06,1,006,02,9112,84110,1,1,1,1,1,1
 4,2014,04,1,62,15,018,08,1,008,01,8323,49222,3, , , , , 
 4,2014,04,1,62,15,018,08,1,008,02,2330,85211,1,1,1,1,1,1
 4,2014,04,1,62,15,018,09,1,009,01,9112,84110,1,2,2,2,1,1
 4,2014,04,2,72,06,014,01,1,021,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,02,1,022,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,02,1,022,02,7319,20294,3, , , , , 
 4,2014,04,2,72,06,014,02,1,022,03,9211,01120,1,4, , , , 
 4,2014,04,2,72,06,014,02,1,022,04,9211,01120,1,4, , , , 
 4,2014,04,2,72,06,014,02,1,022,05,9211,01120,1,4, , , , 
 4,2014,04,2,72,06,014,03,1,023,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,04,1,024,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,04,1,024,02,7319,20294,3, , , , , 
 4,2014,04,2,72,06,014,04,1,024,03,4321,14101,1,1,1,1,1,3
 4,2014,04,2,72,06,014,06,1,026,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,06,1,026,02,7319,20294,3, , , , , 
 4,2014,04,2,72,06,014,07,1,027,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,07,1,027,03,5249,63990,3, , , , , 
 4,2014,04,2,72,06,014,08,1,028,01,6113,01120,3, , , , , 
 4,2014,04,2,72,06,014,08,1,028,03,6111,01132,3, , , , , 
 4,2014,04,2,72,06,014,08,1,028,04,6113,01120,4, , , , , 
 4,2014,04,2,72,06,014,09,1,029,01,5211,47113,3, , , , , 
 4,2014,04,2,72,06,014,09,1,029,02,5211,47113,3, , , , , 
 4,2014,04,2,72,06,014,10,1,030,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,01,1,011,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,02,1,012,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,03,1,013,01,5415,84230,1,3,2,1,1,1
 4,2014,04,2,72,10,015,04,1,014,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,05,1,015,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,08,1,018,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,09,1,019,01,9311,08105,1,2,2,2,2,3
 4,2014,04,2,72,10,015,07,1,017,01,5415,84230,1,3,1,1,1,1
 4,2014,04,2,72,10,015,10,1,020,01,6113,01120,3, , , , , 
 4,2014,04,2,72,10,015,10,1,020,02,6113,01120,4, , , , , 
 4,2014,04,2,72,10,015,10,1,020,03,4419,85229,1,2,2,2,2,3
 4,2014,04,2,72,12,016,02,1,002,02,6113,01120,3, , , , , 
 4,2014,04,2,72,12,016,09,1,009,01,5244,47725,1,1,1,1,1,3
 4,2014,04,2,72,12,016,07,1,007,01,5415,84230,1,3,2,2,1,1
 4,2014,04,2,72,12,016,05,1,005,01,6113,01120,3, , , , , 
 4,2014,04,2,72,12,016,05,1,005,02,6113,01120,4, , , , , 
 4,2014,04,2,72,12,016,03,2,003,01,6113,01120,3, , , , , 
 4,2014,04,2,72,12,016,03,2,003,02,4211,64199,1,2,2,2,2,2
 4,2014,04,2,72,18,017,02,1,032,01,5211,56307,3, , , , , 
 4,2014,04,2,72,18,017,05,2,035,01,1345,85211,1,1,1,1,1,1
 4,2014,04,2,72,18,017,05,2,035,02,5211,47619,3, , , , , 
 4,2014,04,2,72,18,017,07,1,037,01,9629,42101,1,2,2,2,2,3
 4,2014,04,2,72,18,017,07,1,037,03,2341,85102,1,1,1,1,1,1
 4,2014,04,2,72,18,017,08,1,039,01,3123,42101,1,2,3,1,1,1
 4,2014,04,2,72,18,017,08,1,039,04,7531,14101,1,2,1,3,1,3
 4,2014,04,2,72,18,017,10,1,040,01,6113,01120,3, , , , , 
 4,2014,04,2,72,18,017,10,1,040,03,6113,01120,3, , , , , 
 4,2014,04,1,23,15,016,01,1,001,01,1420,47211,3, , , , , 
 4,2014,04,1,23,15,016,02,1,002,01,6122,01461,4, , , , , 
 4,2014,04,1,23,15,016,02,1,002,02,6122,01461,4, , , , , 
 4,2014,04,1,23,15,016,02,1,002,03,1420,46900,3, , , , , 
 4,2014,04,1,23,15,016,03,1,003,01,1112,84120,1,1,1,1,1,1
 4,2014,04,1,23,15,016,03,1,003,02,2330,85211,1,1,1,1,1,1
 4,2014,04,1,23,15,016,03,1,003,06,1420,47511,3, , , , , 
 4,2014,04,1,23,15,016,04,1,004,01,2330,85221,1,1,1,1,1,1
 4,2014,04,1,23,15,016,05,1,005,01,4214,68104,3, , , , , 
 4,2014,04,1,23,15,016,06,1,006,01,1111,94920,1,1,1,1,1,1
 4,2014,04,1,23,15,016,06,1,006,03,1420,47511,3, , , , , 
 4,2014,04,1,23,15,016,06,1,006,04,4110,10791,1,1,1,1,1,2
 4,2014,04,1,23,15,016,06,1,006,07,1420,47511,3, , , , , 
 4,2014,04,1,23,15,016,06,1,006,08,9212,97002,1,2,2,2,2,3
 4,2014,04,1,23,15,016,07,1,007,05,2330,85221,1,1,1,1,1,1
 4,2014,04,1,23,15,016,08,1,008,01,2330,85221,1,1,1,1,1,1
 4,2014,04,1,23,15,016,09,1,009,01,1324,47721,1,1,1,1,1,3
 4,2014,04,1,23,15,016,09,1,009,02,2330,85211,1,1,1,1,1,1
 4,2014,04,1,23,15,016,10,1,010,01,4110,69201,1,3,2,2,2,3
 4,2014,04,1,23,15,016,10,1,010,03,2330,85211,1,1,1,1,1,1
 4,2014,04,1,23,15,016,10,1,010,04,2330,85499,3, , , , , 
 4,2014,04,2,23,09,017,02,1,012,01,7116,41003,1,4, , , , 
 4,2014,04,2,23,09,017,02,1,012,02,6111,01132,3, , , , , 
 4,2014,04,2,23,09,017,03,1,013,01,7131,41003,1,4, , , , 
 4,2014,04,2,23,09,017,03,1,013,04,5412,84230,1,1,1,1,1,1
 4,2014,04,2,23,09,017,04,1,014,01,7312,77291,1,2,2,2,2,3
 4,2014,04,2,23,09,017,06,1,016,01,6113,01120,3, , , , , 
 4,2014,04,2,23,09,017,07,1,017,01,7111,41001,3, , , , , 
 4,2014,04,2,23,09,017,10,1,020,01,3422,96099,3, , , , , 
 4,2014,04,2,23,12,018,01,1,021,01,6118,01192,3, , , , , 
 4,2014,04,2,23,12,018,01,1,021,02,9211,10505,1,1,1,1,1,2
 4,2014,04,2,23,12,018,02,1,022,01,6113,01120,4, , , , , 
 4,2014,04,2,23,12,018,02,1,022,02,3115,84110,1,1,1,1,1,1
 4,2014,04,2,23,12,018,02,1,022,03,9335,79110,1,2,2,2,1,1
 4,2014,04,2,23,12,018,03,1,023,03,6111,01131,3, , , , , 
 4,2014,04,2,23,12,018,04,1,024,01,8152,10505,1,1,1,1,1,2
 4,2014,04,2,23,12,018,05,1,025,01,3142,84110,1,1,1,1,1,1
 4,2014,04,2,23,12,018,05,1,025,02,6118,01192,3, , , , , 
 4,2014,04,2,23,12,018,07,1,027,01,6111,01131,3, , , , , 
 4,2014,04,2,23,12,018,08,1,028,01,6111,01131,3, , , , , 
 4,2014,04,2,23,12,018,09,1,029,01,6111,01131,3, , , , , 
 4,2014,04,2,23,12,018,09,1,029,02,6118,01192,3, , , , , 
 4,2014,04,2,23,12,018,10,1,030,01,6111,01131,3, , , , , 
 4,2014,04,2,23,12,018,10,1,030,02,6111,01131,4, , , , , 
 4,2014,04,3,23,03,019,01,1,031,01,6118,01271,1,3,1,2,1,3
 4,2014,04,3,23,03,019,01,1,031,02,5211,47113,3, , , , , 
 4,2014,04,3,23,03,019,02,1,032,01,9211,47811,1,4, , , , 
