REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q47SERNO,Q47,Q48,Q49A,Q49B,Q49C,Q50
11,2014,04,2,91,42,038,10,1,020,01,2, , , , , 
11,2014,04,2,91,42,038,10,1,020,02,1,2, , , ,6
11,2014,04,2,91,42,038,10,1,020,03,1,2, , , ,6
11,2014,04,2,91,42,038,10,1,020,04,1,2, , , ,6
11,2014,04,2,91,42,038,10,1,020,05,1,2, , , ,7
11,2014,04,2,91,48,039,02,1,092,02,2, , , , , 
11,2014,04,2,91,48,039,02,1,092,03,2, , , , , 
11,2014,04,2,91,48,039,04,1,094,01,2, , , , , 
11,2014,04,2,91,48,039,04,1,094,02,2, , , , , 
11,2014,04,2,91,48,039,06,1,096,02,2, , , , , 
11,2014,04,2,91,48,039,06,1,096,05,2, , , , , 
11,2014,04,2,91,48,039,06,1,096,06,2, , , , , 
11,2014,04,2,91,48,039,07,1,097,02,2, , , , , 
11,2014,04,2,91,48,039,07,1,097,03,1,1,3, , , 
11,2014,04,2,91,48,039,07,1,097,04,1,1,3, , , 
11,2014,04,2,91,48,039,07,1,097,05,1,1,4, , , 
11,2014,04,2,91,48,039,08,1,098,02,2, , , , , 
11,2014,04,2,91,48,039,08,1,098,03,1,1,2,3,4, 
11,2014,04,2,91,48,039,10,1,100,02,2, , , , , 
11,2014,04,2,62,48,023,02,1,052,01,2, , , , , 
11,2014,04,2,62,48,023,03,1,053,02,2, , , , , 
11,2014,04,2,62,48,023,03,1,053,03,2, , , , , 
11,2014,04,2,62,48,023,04,1,054,02,2, , , , , 
11,2014,04,2,62,48,023,05,1,055,02,2, , , , , 
11,2014,04,2,62,48,023,05,1,055,03,2, , , , , 
11,2014,04,2,62,48,023,06,1,056,01,2, , , , , 
11,2014,04,2,62,48,023,06,1,056,02,2, , , , , 
11,2014,04,2,62,48,023,08,1,058,02,2, , , , , 
11,2014,04,2,62,48,023,09,1,059,02,2, , , , , 
11,2014,04,2,62,48,023,10,1,060,02,2, , , , , 
11,2014,04,2,62,42,022,01,1,041,02,2, , , , , 
11,2014,04,2,62,42,022,01,1,041,03,2, , , , , 
11,2014,04,2,62,42,022,01,1,041,06,2, , , , , 
11,2014,04,2,62,42,022,02,1,042,02,2, , , , , 
11,2014,04,2,62,42,022,04,1,044,02,2, , , , , 
11,2014,04,2,62,42,022,05,1,045,02,2, , , , , 
11,2014,04,2,62,42,022,06,1,046,02,2, , , , , 
11,2014,04,2,62,42,022,09,1,049,03,2, , , , , 
11,2014,04,2,62,42,022,10,1,050,02,1,2, , , ,7
11,2014,04,2,62,42,022,10,1,050,03,2, , , , , 
11,2014,04,2,62,33,021,01,1,031,03,2, , , , , 
11,2014,04,2,62,33,021,03,1,033,02,2, , , , , 
11,2014,04,2,62,33,021,04,1,034,02,2, , , , , 
11,2014,04,2,62,33,021,10,1,040,02,2, , , , , 
11,2014,04,2,62,24,020,01,1,021,02,1,2, , , ,6
11,2014,04,2,62,24,020,03,1,023,04,2, , , , , 
11,2014,04,2,62,24,020,04,1,024,02,2, , , , , 
11,2014,04,2,62,24,020,04,1,024,04,2, , , , , 
11,2014,04,2,62,24,020,05,1,025,01,2, , , , , 
11,2014,04,2,62,24,020,06,1,026,01,2, , , , , 
11,2014,04,2,62,24,020,10,1,030,01,2, , , , , 
11,2014,04,2,62,24,020,10,1,030,02,2, , , , , 
11,2014,04,2,62,03,019,01,1,011,02,2, , , , , 
11,2014,04,2,62,03,019,02,1,012,01,2, , , , , 
11,2014,04,2,62,03,019,02,1,012,02,2, , , , , 
11,2014,04,2,62,03,019,03,1,013,02,2, , , , , 
11,2014,04,2,62,03,019,04,1,014,01,2, , , , , 
11,2014,04,2,62,03,019,04,1,014,02,2, , , , , 
11,2014,04,2,62,03,019,05,1,015,02,2, , , , , 
11,2014,04,2,62,03,019,05,1,015,03,2, , , , , 
11,2014,04,2,62,03,019,07,1,017,02,2, , , , , 
11,2014,04,2,62,03,019,07,1,017,04,2, , , , , 
11,2014,04,2,62,03,019,07,1,017,10,2, , , , , 
11,2014,04,2,62,03,019,08,1,018,02,2, , , , , 
11,2014,04,2,62,03,019,09,1,019,02,2, , , , , 
11,2014,04,2,62,03,019,09,1,019,03,2, , , , , 
11,2014,04,2,62,03,019,10,1,020,03,2, , , , , 
11,2014,04,2,62,03,019,10,1,020,06,2, , , , , 
11,2014,04,1,62,15,018,01,1,001,01,2, , , , , 
11,2014,04,1,62,15,018,01,1,001,02,2, , , , , 
11,2014,04,1,62,15,018,02,1,002,01,2, , , , , 
11,2014,04,1,62,15,018,02,1,002,02,2, , , , , 
11,2014,04,1,62,15,018,02,1,002,03,2, , , , , 
11,2014,04,1,62,15,018,02,1,002,04,2, , , , , 
11,2014,04,1,62,15,018,03,1,003,02,1,1,4, , , 
11,2014,04,1,62,15,018,04,1,004,01,2, , , , , 
11,2014,04,1,62,15,018,05,1,005,02,2, , , , , 
11,2014,04,1,62,15,018,06,1,006,01,2, , , , , 
11,2014,04,1,62,15,018,06,1,006,03,2, , , , , 
11,2014,04,1,62,15,018,08,1,008,03,2, , , , , 
11,2014,04,1,62,15,018,08,1,008,04,2, , , , , 
11,2014,04,1,62,15,018,08,1,008,05,2, , , , , 
11,2014,04,1,62,15,018,09,1,009,02,2, , , , , 
11,2014,04,2,72,06,014,01,1,021,02,2, , , , , 
11,2014,04,2,72,06,014,01,1,021,03,2, , , , , 
11,2014,04,2,72,06,014,03,1,023,02,2, , , , , 
11,2014,04,2,72,06,014,05,1,025,01,2, , , , , 
11,2014,04,2,72,06,014,06,1,026,03,2, , , , , 
11,2014,04,2,72,06,014,07,1,027,02,2, , , , , 
11,2014,04,2,72,06,014,07,1,027,04,2, , , , , 
11,2014,04,2,72,06,014,08,1,028,02,2, , , , , 
11,2014,04,2,72,06,014,09,1,029,05,2, , , , , 
11,2014,04,2,72,06,014,10,1,030,02,2, , , , , 
11,2014,04,2,72,10,015,02,1,012,02,2, , , , , 
11,2014,04,2,72,10,015,03,1,013,02,2, , , , , 
11,2014,04,2,72,10,015,04,1,014,03,2, , , , , 
11,2014,04,2,72,10,015,05,1,015,02,2, , , , , 
11,2014,04,2,72,10,015,08,1,018,02,2, , , , , 
11,2014,04,2,72,10,015,09,1,019,02,2, , , , , 
11,2014,04,2,72,10,015,09,1,019,07,2, , , , , 
11,2014,04,2,72,10,015,09,1,019,08,2, , , , , 
11,2014,04,2,72,10,015,07,1,017,02,1,1,1, , , 
11,2014,04,2,72,10,015,10,1,020,04,2, , , , , 
11,2014,04,2,72,12,016,01,1,001,01,2, , , , , 
11,2014,04,2,72,12,016,01,1,001,03,2, , , , , 
11,2014,04,2,72,12,016,02,1,002,01,2, , , , , 
11,2014,04,2,72,12,016,02,1,002,03,2, , , , , 
11,2014,04,2,72,12,016,06,1,006,01,2, , , , , 
11,2014,04,2,72,12,016,06,1,006,02,1,2, , , ,5
11,2014,04,2,72,12,016,06,1,006,03,1,2, , , ,5
11,2014,04,2,72,12,016,08,1,008,01,2, , , , , 
11,2014,04,2,72,12,016,09,1,009,02,2, , , , , 
11,2014,04,2,72,12,016,09,1,009,03,2, , , , , 
11,2014,04,2,72,12,016,07,1,007,02,2, , , , , 
11,2014,04,2,72,12,016,07,1,007,03,2, , , , , 
11,2014,04,2,72,12,016,10,1,010,01,2, , , , , 
11,2014,04,2,72,18,017,01,1,031,01,2, , , , , 
11,2014,04,2,72,18,017,01,1,031,04,2, , , , , 
11,2014,04,2,72,18,017,02,1,032,02,2, , , , , 
11,2014,04,2,72,18,017,03,1,033,01,2, , , , , 
11,2014,04,2,72,18,017,03,1,033,02,2, , , , , 
11,2014,04,2,72,18,017,07,1,037,02,2, , , , , 
11,2014,04,2,72,18,017,08,1,038,01,2, , , , , 
11,2014,04,2,72,18,017,08,1,039,02,2, , , , , 
11,2014,04,2,72,18,017,08,1,039,03,2, , , , , 
11,2014,04,2,72,18,017,10,1,040,02,2, , , , , 
11,2014,04,2,72,18,017,10,1,040,04,1,2, , , ,6
11,2014,04,1,23,15,016,01,1,001,02,1,2, , , ,6
11,2014,04,1,23,15,016,01,1,001,03,1,2, , , ,7
11,2014,04,1,23,15,016,02,1,002,04,1,2, , , ,2
11,2014,04,1,23,15,016,03,1,003,03,1,2, , , ,7
11,2014,04,1,23,15,016,03,1,003,05,2, , , , , 
11,2014,04,1,23,15,016,04,1,004,02,1,1,1, , , 
11,2014,04,1,23,15,016,04,1,004,03,1,1,1, , , 
11,2014,04,1,23,15,016,06,1,006,02,2, , , , , 
11,2014,04,1,23,15,016,06,1,006,05,2, , , , , 
11,2014,04,1,23,15,016,07,1,007,01,2, , , , , 
11,2014,04,1,23,15,016,07,1,007,02,2, , , , , 
11,2014,04,1,23,15,016,07,1,007,03,1,1,1,4, , 
11,2014,04,1,23,15,016,07,1,007,04,1,2, , , ,7
11,2014,04,1,23,15,016,08,1,008,02,2, , , , , 
11,2014,04,1,23,15,016,08,1,008,03,2, , , , , 
11,2014,04,1,23,15,016,08,1,008,05,2, , , , , 
11,2014,04,1,23,15,016,10,1,010,02,2, , , , , 
11,2014,04,2,23,09,017,01,1,011,01,2, , , , , 
11,2014,04,2,23,09,017,02,1,012,03,2, , , , , 
11,2014,04,2,23,09,017,02,1,012,05,2, , , , , 
11,2014,04,2,23,09,017,03,1,013,02,2, , , , , 
11,2014,04,2,23,09,017,03,1,013,03,1,2, , , ,4
11,2014,04,2,23,09,017,04,1,014,02,2, , , , , 
11,2014,04,2,23,09,017,06,1,016,02,2, , , , , 
11,2014,04,2,23,09,017,07,1,017,02,2, , , , , 
11,2014,04,2,23,09,017,07,1,017,03,2, , , , , 
11,2014,04,2,23,09,017,08,1,018,01,2, , , , , 
11,2014,04,2,23,09,017,08,1,018,02,2, , , , , 
11,2014,04,2,23,09,017,08,1,018,03,2, , , , , 
11,2014,04,2,23,09,017,09,1,019,01,2, , , , , 
11,2014,04,2,23,09,017,10,1,020,02,2, , , , , 
11,2014,04,2,23,12,018,01,1,021,03,2, , , , , 
11,2014,04,2,23,12,018,02,1,022,04,2, , , , , 
11,2014,04,2,23,12,018,02,1,022,05,2, , , , , 
11,2014,04,2,23,12,018,03,1,023,01,2, , , , , 
11,2014,04,2,23,12,018,03,1,023,02,2, , , , , 
11,2014,04,2,23,12,018,04,1,024,02,2, , , , , 
11,2014,04,2,23,12,018,09,1,029,05,2, , , , , 
11,2014,04,3,23,03,019,01,1,031,06,2, , , , , 
11,2014,04,3,23,03,019,02,1,032,06,2, , , , , 
11,2014,04,3,23,03,019,04,1,034,01,2, , , , , 
11,2014,04,3,23,03,019,04,1,034,02,2, , , , , 
11,2014,04,3,23,03,019,04,1,034,03,2, , , , , 
11,2014,04,3,23,03,019,05,1,035,01,2, , , , , 
11,2014,04,3,23,03,019,05,1,035,02,2, , , , , 
11,2014,04,3,23,03,019,05,1,035,04,2, , , , , 
11,2014,04,3,23,03,019,06,1,036,04,2, , , , , 
11,2014,04,3,23,03,019,07,1,037,03,2, , , , , 
11,2014,04,3,23,03,019,08,1,038,01,2, , , , , 
11,2014,04,3,23,03,019,08,1,038,02,2, , , , , 
11,2014,04,3,23,03,019,08,1,038,03,2, , , , , 
11,2014,04,3,23,03,019,08,1,038,04,2, , , , , 
11,2014,04,3,23,03,019,09,1,039,02,2, , , , , 
11,2014,04,3,23,03,019,10,1,040,01,2, , , , , 
11,2014,04,3,23,03,019,10,1,040,02,2, , , , , 
11,2014,04,3,23,15,020,01,1,041,06,2, , , , , 
11,2014,04,3,23,15,020,01,1,041,07,2, , , , , 
11,2014,04,3,23,15,020,01,1,041,11,2, , , , , 
11,2014,04,3,23,15,020,02,1,042,05,2, , , , , 
11,2014,04,3,23,15,020,02,1,042,06,2, , , , , 
11,2014,04,3,23,15,020,03,1,043,01,2, , , , , 
11,2014,04,3,23,15,020,04,1,044,01,2, , , , , 
11,2014,04,3,23,15,020,05,1,045,01,2, , , , , 
11,2014,04,3,23,15,020,05,1,045,02,2, , , , , 
11,2014,04,3,23,15,020,06,1,046,06,2, , , , , 
11,2014,04,3,23,15,020,06,1,046,07,2, , , , , 
11,2014,04,3,23,15,020,07,1,047,01,2, , , , , 
11,2014,04,3,23,15,020,07,1,047,04,2, , , , , 
11,2014,04,3,23,15,020,08,1,048,02,2, , , , , 
11,2014,04,3,23,15,020,08,1,048,03,1,1,4, , , 
11,2014,04,3,23,15,020,10,1,050,01,2, , , , , 
11,2014,04,3,23,15,020,10,1,050,05,2, , , , , 
11,2014,04,2,44,06,010,02,1,012,01,2, , , , , 
11,2014,04,2,44,06,010,02,1,012,02,2, , , , , 
11,2014,04,2,44,06,010,03,1,013,01,2, , , , , 
11,2014,04,2,44,06,010,04,1,014,01,2, , , , , 
11,2014,04,2,44,06,010,04,1,014,02,2, , , , , 
11,2014,04,2,44,06,010,05,1,015,01,1,2, , , ,5
11,2014,04,2,44,06,010,05,1,015,02,1,1,3, , , 
11,2014,04,2,44,06,010,06,1,016,01,2, , , , , 
11,2014,04,2,44,06,010,06,1,016,02,2, , , , , 
11,2014,04,2,44,06,010,07,1,017,01,1,2, , , ,5
11,2014,04,2,44,06,010,07,1,017,02,2, , , , , 
11,2014,04,2,44,06,010,08,1,018,01,2, , , , , 
11,2014,04,2,44,06,010,09,1,019,01,2, , , , , 
11,2014,04,2,44,06,010,10,1,020,01,2, , , , , 
11,2014,04,2,44,12,011,01,1,001,02,1,1,4,5, , 
11,2014,04,2,44,12,011,03,1,003,01,2, , , , , 
11,2014,04,2,44,12,011,04,1,004,02,2, , , , , 
11,2014,04,2,44,12,011,05,1,005,03,2, , , , , 
11,2014,04,2,44,12,011,07,1,007,02,2, , , , , 
11,2014,04,2,44,12,011,07,1,007,05,2, , , , , 
11,2014,04,2,44,12,011,07,1,007,06,2, , , , , 
11,2014,04,2,44,12,011,09,1,009,02,1,2, , , ,6
11,2014,04,2,44,12,011,10,1,010,01,2, , , , , 
11,2014,04,2,44,15,012,01,1,021,02,2, , , , , 
11,2014,04,2,44,15,012,02,1,022,02,2, , , , , 
11,2014,04,2,44,15,012,02,1,022,03,2, , , , , 
11,2014,04,2,44,15,012,03,1,023,02,2, , , , , 
11,2014,04,2,44,15,012,04,1,024,02,2, , , , , 
11,2014,04,2,44,15,012,04,1,024,03,2, , , , , 
11,2014,04,2,44,15,012,05,1,025,02,2, , , , , 
11,2014,04,2,44,15,012,07,1,027,05,2, , , , , 
11,2014,04,2,44,15,012,08,1,028,01,2, , , , , 
11,2014,04,2,44,15,012,09,1,029,01,2, , , , , 
11,2014,04,2,44,15,012,09,1,029,02,2, , , , , 
11,2014,04,2,44,15,012,10,1,030,02,2, , , , , 
11,2014,04,2,44,15,012,10,1,030,03,2, , , , , 
11,2014,04,2,22,03,015,01,1,001,02,2, , , , , 
11,2014,04,2,22,03,015,02,1,002,02,2, , , , , 
11,2014,04,2,22,03,015,04,1,004,03,2, , , , , 
11,2014,04,2,22,03,015,05,1,005,01,2, , , , , 
11,2014,04,2,22,03,015,07,1,007,03,2, , , , , 
11,2014,04,2,22,03,015,08,1,008,03,2, , , , , 
11,2014,04,2,22,03,015,09,1,009,02,2, , , , , 
11,2014,04,2,22,03,015,10,1,010,04,2, , , , , 
11,2014,04,2,22,06,016,01,1,011,01,2, , , , , 
11,2014,04,2,22,06,016,02,1,012,01,2, , , , , 
11,2014,04,2,22,06,016,02,1,012,02,3, , , , , 
11,2014,04,2,22,06,016,02,1,012,04,3, , , , , 
11,2014,04,2,22,06,016,02,1,012,06,1,1,4, , , 
11,2014,04,2,22,06,016,03,1,013,02,2, , , , , 
11,2014,04,2,22,06,016,04,1,014,05,2, , , , , 
11,2014,04,2,22,06,016,05,1,015,01,2, , , , , 
11,2014,04,2,22,06,016,05,1,015,02,1,1,4, , , 
11,2014,04,2,22,06,016,05,1,015,03,2, , , , , 
11,2014,04,2,22,06,016,06,1,016,01,2, , , , , 
11,2014,04,2,22,06,016,06,1,016,03,2, , , , , 
11,2014,04,2,22,06,016,08,1,018,01,2, , , , , 
11,2014,04,2,22,06,016,08,1,018,02,3, , , , , 
11,2014,04,2,22,06,016,08,1,018,03,2, , , , , 
11,2014,04,2,22,06,016,09,1,019,02,2, , , , , 
11,2014,04,2,22,06,016,10,1,020,02,2, , , , , 
11,2014,04,2,22,06,016,10,1,020,03,1,1,4, , , 
11,2014,04,2,22,06,016,10,1,020,04,2, , , , , 
11,2014,04,2,22,15,017,02,1,022,02,2, , , , , 
11,2014,04,2,22,15,017,03,1,023,02,2, , , , , 
11,2014,04,2,22,15,017,04,1,024,01,2, , , , , 
11,2014,04,2,22,15,017,04,1,024,02,1,1,1,3,4, 
11,2014,04,2,22,15,017,05,1,025,02,2, , , , , 
11,2014,04,2,22,15,017,05,1,025,04,2, , , , , 
11,2014,04,2,22,15,017,09,1,029,01,2, , , , , 
11,2014,04,2,22,15,017,09,1,029,02,2, , , , , 
11,2014,04,2,22,15,017,10,1,030,03,2, , , , , 
11,2014,04,2,22,15,017,10,1,030,04,2, , , , , 
11,2014,04,2,22,27,018,03,1,033,01,2, , , , , 
11,2014,04,2,22,27,018,03,1,033,03,2, , , , , 
11,2014,04,2,22,27,018,04,1,034,02,2, , , , , 
11,2014,04,2,22,27,018,05,1,035,03,2, , , , , 
11,2014,04,2,22,27,018,06,1,036,02,1,2, , , ,6
11,2014,04,2,22,27,018,08,1,038,01,2, , , , , 
11,2014,04,2,22,27,018,09,1,040,01,1,2, , , ,2
11,2014,04,2,22,27,018,09,1,040,04,2, , , , , 
11,2014,04,2,22,33,019,01,1,042,02,2, , , , , 
11,2014,04,2,22,33,019,01,1,042,03,2, , , , , 
11,2014,04,2,22,33,019,03,1,044,01,2, , , , , 
11,2014,04,2,22,33,019,03,1,044,02,2, , , , , 
11,2014,04,2,22,33,019,03,1,044,04,2, , , , , 
11,2014,04,2,22,33,019,04,1,045,01,2, , , , , 
11,2014,04,2,22,33,019,04,1,045,03,2, , , , , 
11,2014,04,2,22,33,019,05,1,046,02,2, , , , , 
11,2014,04,2,22,33,019,05,1,046,04,2, , , , , 
11,2014,04,2,22,33,019,06,1,047,01,2, , , , , 
11,2014,04,2,22,33,019,06,1,047,02,2, , , , , 
11,2014,04,2,22,33,019,06,1,047,05,2, , , , , 
11,2014,04,2,22,33,019,07,1,048,02,2, , , , , 
11,2014,04,2,22,33,019,08,1,049,03,2, , , , , 
11,2014,04,2,22,33,019,09,1,050,01,1,2, , , ,6
11,2014,04,2,22,33,019,10,1,051,02,2, , , , , 
11,2014,04,2,82,03,012,01,1,001,02,2, , , , , 
11,2014,04,2,82,03,012,02,1,002,01,2, , , , , 
11,2014,04,2,82,03,012,02,1,002,02,2, , , , , 
11,2014,04,2,82,03,012,02,1,002,03,1,2, , , ,5
11,2014,04,2,82,03,012,02,1,002,04,2, , , , , 
11,2014,04,2,82,03,012,03,1,003,01,2, , , , , 
11,2014,04,2,82,03,012,03,1,003,02,2, , , , , 
11,2014,04,2,82,03,012,03,1,003,03,2, , , , , 
11,2014,04,2,82,03,012,04,1,004,01,2, , , , , 
11,2014,04,2,82,03,012,05,1,005,02,2, , , , , 
11,2014,04,2,82,03,012,06,1,006,02,2, , , , , 
11,2014,04,2,82,03,012,08,1,008,02,2, , , , , 
11,2014,04,2,82,03,012,08,1,008,04,2, , , , , 
11,2014,04,2,82,03,012,09,1,009,02,2, , , , , 
11,2014,04,2,82,03,012,09,1,009,03,2, , , , , 
11,2014,04,2,82,12,013,01,1,011,01,2, , , , , 
11,2014,04,2,82,12,013,01,1,011,02,2, , , , , 
11,2014,04,2,82,12,013,03,1,013,04,2, , , , , 
11,2014,04,2,82,12,013,06,1,016,03,2, , , , , 
11,2014,04,2,82,12,013,06,1,016,07,2, , , , , 
11,2014,04,2,82,12,013,08,1,018,01,2, , , , , 
11,2014,04,2,82,12,013,08,1,018,02,2, , , , , 
11,2014,04,2,82,21,014,01,1,021,03,2, , , , , 
11,2014,04,2,82,21,014,03,1,023,01,2, , , , , 
11,2014,04,2,82,21,014,03,1,023,03,2, , , , , 
11,2014,04,2,82,21,014,04,1,024,03,2, , , , , 
11,2014,04,2,82,21,014,05,1,025,02,2, , , , , 
11,2014,04,2,82,21,014,06,1,026,03,2, , , , , 
11,2014,04,2,82,21,014,09,1,029,02,2, , , , , 
11,2014,04,2,82,27,015,02,1,032,02,2, , , , , 
11,2014,04,2,82,27,015,05,1,035,01,2, , , , , 
11,2014,04,2,82,27,015,05,1,035,02,2, , , , , 
11,2014,04,2,82,27,015,06,1,036,02,2, , , , , 
11,2014,04,2,82,27,015,07,1,037,03,1,1,3, , , 
11,2014,04,2,82,27,015,07,1,037,04,2, , , , , 
11,2014,04,2,82,27,015,07,1,037,05,2, , , , , 
11,2014,04,2,82,27,015,08,1,038,03,1,1,4, , , 
11,2014,04,2,82,27,015,08,1,038,05,1,1,4, , , 
11,2014,04,2,82,27,015,09,1,039,02,2, , , , , 
11,2014,04,2,82,27,015,10,1,040,02,2, , , , , 
11,2014,04,1,32,42,031,01,1,001,03,2, , , , , 
11,2014,04,1,32,42,031,02,1,002,03,2, , , , , 
11,2014,04,1,32,42,031,02,1,002,04,2, , , , , 
11,2014,04,1,32,42,031,04,1,004,02,2, , , , , 
11,2014,04,1,32,42,031,05,1,005,01,2, , , , , 
11,2014,04,1,32,42,031,05,1,005,02,2, , , , , 
11,2014,04,1,32,42,031,05,1,005,04,2, , , , , 
11,2014,04,1,32,42,031,06,1,006,04,2, , , , , 
11,2014,04,1,32,42,031,07,1,007,02,2, , , , , 
11,2014,04,1,32,42,031,08,1,008,01,1,1,5, , , 
11,2014,04,1,32,42,031,08,1,008,02,2, , , , , 
11,2014,04,1,32,42,031,08,1,008,03,2, , , , , 
11,2014,04,1,32,42,031,09,1,009,02,2, , , , , 
11,2014,04,1,32,42,031,09,1,009,03,1,1,3, , , 
11,2014,04,1,32,42,031,09,1,009,04,1,1,3, , , 
11,2014,04,2,32,06,032,01,1,011,01,2, , , , , 
11,2014,04,2,32,06,032,02,1,012,03,2, , , , , 
11,2014,04,2,32,06,032,03,1,013,03,2, , , , , 
11,2014,04,2,32,06,032,04,1,014,03,1,1,1,2,4, 
11,2014,04,2,32,06,032,04,1,014,05,2, , , , , 
11,2014,04,2,32,09,033,01,1,021,02,2, , , , , 
11,2014,04,2,32,09,033,01,1,021,03,2, , , , , 
11,2014,04,2,32,09,033,02,1,022,03,2, , , , , 
11,2014,04,2,32,09,033,03,1,023,02,2, , , , , 
11,2014,04,2,32,09,033,03,1,023,03,2, , , , , 
11,2014,04,2,32,09,033,03,1,023,04,2, , , , , 
11,2014,04,2,32,09,033,03,1,023,06,2, , , , , 
11,2014,04,2,32,09,033,04,1,024,02,2, , , , , 
11,2014,04,2,32,09,033,04,1,024,05,2, , , , , 
11,2014,04,2,32,09,033,06,1,026,05,2, , , , , 
11,2014,04,2,32,09,033,08,1,028,02,2, , , , , 
11,2014,04,2,32,09,033,10,1,030,02,2, , , , , 
11,2014,04,2,32,12,034,01,1,031,03,2, , , , , 
11,2014,04,2,32,12,034,01,1,031,05,2, , , , , 
11,2014,04,2,32,12,034,04,1,034,01,2, , , , , 
11,2014,04,2,32,12,034,05,1,035,03,2, , , , , 
11,2014,04,2,32,12,034,06,1,036,01,2, , , , , 
11,2014,04,2,32,12,034,07,1,037,02,2, , , , , 
11,2014,04,2,32,12,034,07,1,037,03,1,2, , , ,3
11,2014,04,2,32,12,034,08,1,038,02,2, , , , , 
11,2014,04,2,32,18,035,01,1,041,01,2, , , , , 
11,2014,04,2,32,18,035,01,1,041,02,2, , , , , 
11,2014,04,2,32,18,035,02,1,042,01,2, , , , , 
11,2014,04,2,32,18,035,02,1,042,03,1,1,3,4, , 
11,2014,04,2,32,18,035,02,1,042,06,2, , , , , 
11,2014,04,2,32,18,035,03,1,043,02,2, , , , , 
11,2014,04,2,32,18,035,03,1,043,04,2, , , , , 
11,2014,04,2,32,18,035,06,1,046,01,2, , , , , 
11,2014,04,2,32,18,035,06,1,046,02,2, , , , , 
11,2014,04,2,32,18,035,07,1,047,01,2, , , , , 
11,2014,04,2,32,18,035,07,1,047,02,2, , , , , 
11,2014,04,2,32,18,035,09,1,049,03,2, , , , , 
11,2014,04,2,32,24,036,01,1,051,03,2, , , , , 
11,2014,04,2,32,24,036,02,1,052,01,1,1,5, , , 
11,2014,04,2,32,24,036,02,1,052,02,1,1,5, , , 
11,2014,04,2,32,24,036,03,1,053,02,2, , , , , 
11,2014,04,2,32,24,036,04,1,054,01,2, , , , , 
11,2014,04,2,32,24,036,04,1,054,02,2, , , , , 
11,2014,04,2,32,24,036,05,1,055,02,1,2, , , ,6
11,2014,04,2,32,24,036,06,1,056,01,2, , , , , 
11,2014,04,2,32,24,036,06,1,056,04,2, , , , , 
11,2014,04,2,32,24,036,08,1,058,01,2, , , , , 
11,2014,04,2,32,24,036,09,1,059,01,2, , , , , 
11,2014,04,2,32,24,036,10,1,060,02,1,2, , , ,6
11,2014,04,2,32,30,037,01,1,061,01,2, , , , , 
11,2014,04,2,32,30,037,02,1,062,01,2, , , , , 
11,2014,04,2,32,30,037,03,1,063,02,2, , , , , 
11,2014,04,2,32,30,037,03,1,063,03,2, , , , , 
11,2014,04,2,32,30,037,05,1,065,04,2, , , , , 
11,2014,04,2,32,30,037,06,1,066,02,1,1,4, , , 
11,2014,04,2,32,30,037,06,1,066,03,2, , , , , 
11,2014,04,2,32,30,037,07,1,067,02,2, , , , , 
11,2014,04,2,32,30,037,07,1,067,03,1,1,4, , , 
11,2014,04,2,32,30,037,07,1,067,04,2, , , , , 
11,2014,04,2,32,30,037,08,1,068,02,2, , , , , 
11,2014,04,2,32,30,037,09,1,069,02,2, , , , , 
11,2014,04,2,32,39,038,01,1,071,01,2, , , , , 
11,2014,04,2,32,39,038,01,1,071,04,2, , , , , 
11,2014,04,2,32,39,038,02,1,072,01,2, , , , , 
11,2014,04,2,32,39,038,02,1,072,02,2, , , , , 
11,2014,04,2,32,39,038,03,1,073,01,2, , , , , 
11,2014,04,2,32,39,038,04,1,074,01,2, , , , , 
11,2014,04,2,32,39,038,04,1,074,02,2, , , , , 
11,2014,04,2,32,39,038,04,1,074,03,2, , , , , 
11,2014,04,2,32,39,038,05,1,075,01,2, , , , , 
11,2014,04,2,32,39,038,05,1,075,02,2, , , , , 
11,2014,04,2,32,39,038,06,1,076,01,2, , , , , 
11,2014,04,2,32,39,038,06,1,076,03,2, , , , , 
11,2014,04,2,32,39,038,06,1,076,04,2, , , , , 
11,2014,04,2,32,39,038,07,1,077,01,2, , , , , 
11,2014,04,2,32,39,038,07,1,077,02,2, , , , , 
11,2014,04,2,32,39,038,07,1,077,03,2, , , , , 
11,2014,04,2,32,39,038,08,1,078,02,2, , , , , 
11,2014,04,2,32,39,038,08,1,078,03,2, , , , , 
11,2014,04,2,32,39,038,08,1,078,04,1,2, , , ,9
11,2014,04,2,32,39,038,09,1,079,01,2, , , , , 
11,2014,04,2,32,39,038,09,1,079,04,2, , , , , 
11,2014,04,2,32,39,038,09,1,079,05,2, , , , , 
11,2014,04,2,32,39,038,10,1,080,02,2, , , , , 
11,2014,04,2,32,45,039,01,1,081,03,1,2, , , ,7
11,2014,04,2,32,45,039,01,1,081,04,1,2, , , ,7
11,2014,04,2,32,45,039,02,1,082,03,2, , , , , 
11,2014,04,2,32,45,039,02,1,082,04,2, , , , , 
11,2014,04,2,32,45,039,04,1,084,01,1,2, , , ,3
11,2014,04,2,32,45,039,04,1,084,02,1,2, , , ,3
11,2014,04,2,32,45,039,06,1,086,01,2, , , , , 
11,2014,04,2,32,45,039,08,1,088,01,2, , , , , 
11,2014,04,2,32,45,039,08,1,088,02,2, , , , , 
