REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q7_PERSON_SERIAL_NO,Q7_MAIN_ECONAMIC_ACTIVITY,Q8_MAIN_ACTIVITY_PLACE,Q9_STATUS_OF_OCCUPATION,Q10_TYPE_OF_OCCUPATION,Q11_PENSION_CONTRIBUTION,Q12_ENTITILED_PAID_LEAVE,Q13_WORK_SECTOR
04,2006,01,2,11,012,08,1,121,01,5169,7522,1,1,1,1,1
04,2006,01,2,11,012,08,1,121,02,9322,1541,1,1,1,1,3
04,2006,01,2,11,012,09,1,122,01,8322,6022,3, , , , 
04,2006,01,2,11,012,10,1,123,01,7241,4531,3, , , , 
04,2006,01,2,11,013,01,1,124,01,3119,7513,1,1,1,1,2
04,2006,01,2,11,013,01,1,124,02,2340,7512,1,1,1,1,1
04,2006,01,2,11,013,02,1,125,02,4115,7494,1,3,2,2,3
04,2006,01,2,11,013,02,1,125,03,4121,6592,1,1,1,1,3
04,2006,01,2,11,013,04,1,127,01,2411,7511,1,1,1,1,1
04,2006,01,2,11,013,04,1,127,02,4121,6309,1,1,1,1,3
04,2006,01,2,11,013,04,1,127,03,4211,7430,1,1,1,1,3
04,2006,01,2,11,013,04,1,127,04,4121,6519,1,1,1,1,3
04,2006,01,2,11,013,05,1,128,01,7231,5020,3, , , , 
04,2006,01,2,11,013,06,1,129,01,1314,5133,3, , , , 
04,2006,01,2,11,013,06,1,129,03,3112,4521,1,1,1,1,3
04,2006,01,2,11,013,07,1,130,03,9132,6591,1,1,1,1,3
04,2006,01,2,11,013,09,1,132,01,7122,0000,1,2,3,3,3
04,2006,01,2,11,013,09,1,132,03,8322,7511,1,1,1,1,1
04,2006,01,2,11,013,10,1,133,01,7122,4521,1,2,2,2,3
04,2006,01,2,11,013,10,1,133,03,7433,1721,3, , , , 
04,2006,01,2,11,013,10,1,133,04,9341,2320,1,1,2,2,2
04,2006,01,2,11,014,01,1,134,01,1314,5239,1,1,1,1,3
04,2006,01,2,11,014,02,1,135,01,3212,7513,1,1,1,1,1
04,2006,01,2,11,014,03,1,136,01,1311,0212,2, , , , 
04,2006,01,2,11,014,04,1,137,01,2321,7512,1,1,1,1,1
04,2006,01,2,11,014,04,1,137,02,2321,7512,1,1,1,1,1
04,2006,01,2,11,014,04,1,137,03,2144,8022,1,1,1,1,3
04,2006,01,2,11,014,05,1,138,01,7122,4521,1,4, , , 
04,2006,01,2,11,014,05,1,138,02,7436,1810,1,1,1,1,3
04,2006,01,2,11,014,06,1,139,01,1312,5138,2, , , , 
04,2006,01,2,11,014,07,1,140,01,9114,5211,4, , , , 
04,2006,01,2,11,014,07,1,140,03,8322,6022,1,1,1,1,3
04,2006,01,2,11,014,07,1,140,04,1314,5211,3, , , , 
04,2006,01,2,11,014,07,1,140,06,7436,1810,1,3,2,2,3
04,2006,01,2,11,014,08,1,141,02,4214,5241,1,2,2,2,3
04,2006,01,2,11,014,08,1,141,03,4121,2691,1,2,1,2,3
04,2006,01,2,11,014,09,1,142,01,1318,5040,3, , , , 
04,2006,01,2,11,014,09,1,142,04,7436,1810,1,1,1,1,3
04,2006,01,2,11,014,09,1,142,07,9341,2691,1,2,1,2,3
04,2006,01,2,11,014,10,1,143,01,7122,4521,2, , , , 
04,2006,01,2,11,015,01,1,144,01,9312,2695,1,1,1,1,2
04,2006,01,2,11,015,01,1,144,02,7436,1722,3, , , , 
04,2006,01,2,11,015,02,1,145,01,5133,9500,1,2,2,2,3
04,2006,01,2,11,015,03,1,146,01,8322,6022,3, , , , 
04,2006,01,2,11,015,03,1,146,02,7331,2101,1,3,2,2,3
04,2006,01,2,11,015,04,1,147,01,7122,4510,1,2,2,2,3
04,2006,01,2,11,015,04,1,147,02,8263,1810,1,1,1,1,3
04,2006,01,2,11,015,05,1,148,01,9132,8031,1,1,1,1,1
04,2006,01,2,11,015,05,1,148,02,4132,1810,1,1,1,1,3
04,2006,01,2,11,015,07,1,150,03,9112,5232,3, , , , 
04,2006,01,2,11,015,07,1,150,06,4211,5219,1,1,1,1,3
04,2006,01,2,11,015,08,1,151,01,7124,4521,1,4, , , 
04,2006,01,2,11,015,09,1,152,01,7124,2029,3, , , , 
04,2006,01,2,11,015,10,1,153,01,7231,5020,3, , , , 
04,2006,01,2,11,015,10,1,153,02,7436,1810,3, , , , 
04,2006,01,2,11,016,02,1,155,01,7412,1531,3, , , , 
04,2006,01,2,11,016,02,1,155,02,7241,4531,3, , , , 
04,2006,01,2,11,016,03,1,156,01,4121,7514,1,1,1,1,2
04,2006,01,2,11,016,04,1,157,01,9113,5220,3, , , , 
04,2006,01,2,11,016,05,1,158,01,1314,5233,3, , , , 
04,2006,01,2,11,016,06,1,161,01,5169,7492,1,1,1,1,3
04,2006,01,2,11,016,06,1,161,02,1314,5211,3, , , , 
04,2006,01,2,11,016,06,1,161,03,8252,2211,1,1,1,1,3
04,2006,01,2,11,016,09,1,162,01,9112,5239,3, , , , 
04,2006,01,2,11,016,09,1,162,02,9112,5239,4, , , , 
04,2006,01,2,11,016,10,1,163,01,1312,3610,2, , , , 
04,2006,01,2,11,017,01,1,164,01,8322,6022,3, , , , 
04,2006,01,2,11,017,01,1,164,02,7436,1810,3, , , , 
04,2006,01,2,11,017,02,1,165,02,2411,5030,1,1,1,1,3
04,2006,01,2,11,017,04,1,167,01,7344,2222,1,1,1,1,1
04,2006,01,2,11,017,04,1,167,03,3434,1810,1,1,1,1,3
04,2006,01,2,11,017,04,1,167,05,3152,1810,1,1,1,1,3
04,2006,01,2,11,017,04,1,167,07,3445,7523,1,1,1,1,1
04,2006,01,2,11,017,05,1,168,01,7124,2027,1,2,2,3,3
04,2006,01,2,11,017,05,1,168,02,3228,8511,1,1,1,1,3
04,2006,01,2,11,017,06,1,169,01,5220,5211,1,1,1,1,3
04,2006,01,2,11,017,07,1,170,01,8323,6021,1,1,1,1,2
04,2006,01,2,11,017,09,1,172,01,1311,0212,1,1,1,1,3
04,2006,01,2,11,017,09,1,172,04,9131,9500,1,1,2,2,3
04,2006,01,2,11,018,01,1,174,02,2332,8012,1,2,2,2,3
04,2006,01,2,11,018,02,1,175,04,5169,7522,1,1,1,1,1
04,2006,01,2,11,018,04,1,177,01,9211,0212,1,2,2,2,3
04,2006,01,2,11,018,04,1,177,02,7142,5020,1,1,4,3,3
04,2006,01,2,11,018,06,1,179,01,9322,1547,1,1,1,1,3
04,2006,01,2,11,018,06,1,179,02,9341,2022,1,4, , , 
04,2006,01,2,11,018,07,1,180,01,8251,2222,1,1,1,1,1
04,2006,01,2,11,018,08,1,181,04,5220,5129,1,2,2,2,3
04,2006,01,2,11,018,08,1,181,05,9341,2022,1,2,2,2,3
04,2006,01,2,11,018,10,1,183,01,3419,6601,1,1,1,1,3
04,2006,01,2,11,018,10,1,183,06,4113,5510,1,2,1,1,3
04,2006,01,1,12,001,01,1,001,01,5122,5510,1,2,1,1,3
04,2006,01,1,12,001,02,1,002,01,7411,0601,3, , , , 
04,2006,01,1,12,001,03,1,003,03,7411,0601,3, , , , 
04,2006,01,1,12,001,03,1,003,04,8263,1810,1,1,1,1,3
04,2006,01,1,12,001,03,1,003,08,7411,0601,3, , , , 
04,2006,01,1,12,001,03,1,003,10,7141,4541,3, , , , 
04,2006,01,1,12,001,04,1,004,04,1318,5020,2, , , , 
04,2006,01,1,12,001,05,1,005,01,1314,5124,2, , , , 
04,2006,01,1,12,001,06,1,006,01,3417,6601,1,1,1,1,3
04,2006,01,1,12,001,07,1,007,01,1314,5211,3, , , , 
04,2006,01,1,12,001,07,1,007,02,5220,5211,4, , , , 
04,2006,01,1,12,001,07,1,007,03,4131,5510,1,3,2,2,3
04,2006,01,1,12,001,09,1,009,01,7411,0601,3, , , , 
04,2006,01,1,12,001,09,1,009,02,9113,5232,3, , , , 
04,2006,01,1,12,001,09,1,009,04,8263,1810,1,1,1,1,3
04,2006,01,1,12,002,02,1,012,01,4131,1810,1,2,1,1,3
04,2006,01,1,12,002,03,1,013,01,1312,1810,2, , , , 
04,2006,01,1,12,002,04,1,014,04,3152,1810,1,1,1,1,3
04,2006,01,1,12,002,05,1,015,01,9111,5211,3, , , , 
04,2006,01,1,12,002,06,1,016,01,9111,5211,3, , , , 
04,2006,01,1,12,002,07,1,017,01,8322,6022,3, , , , 
04,2006,01,1,12,002,07,1,017,03,9341,5127,1,2,1,1,3
04,2006,01,1,12,002,08,1,018,01,9111,5211,3, , , , 
04,2006,01,1,12,002,09,1,019,01,3151,1810,1,1,1,1,3
04,2006,01,1,12,002,09,1,019,04,7433,1810,3, , , , 
04,2006,01,1,12,002,10,1,020,01,5122,5520,1,3,2,2,3
04,2006,01,2,12,003,01,1,021,01,7122,4521,1,4, , , 
04,2006,01,2,12,003,01,1,021,03,8263,1810,1,1,1,1,3
04,2006,01,2,12,003,01,1,021,04,9313,4521,1,4, , , 
04,2006,01,2,12,003,02,1,022,05,7135,4526,1,2,2,2,2
04,2006,01,2,12,003,03,1,023,04,9331,6210,1,2,2,2,2
04,2006,01,2,12,003,04,1,024,02,8262,1810,1,1,1,1,3
04,2006,01,2,12,003,04,1,024,03,7435,1810,1,2,1,1,3
04,2006,01,2,12,003,05,1,025,02,7211,2811,1,1,1,1,3
04,2006,01,2,12,003,06,1,026,02,1316,6023,2, , , , 
04,2006,01,2,12,003,07,1,027,01,9341,9600,1,4, , , 
04,2006,01,2,12,003,07,1,027,02,9131,8539,1,2,2,2,3
04,2006,01,2,12,003,07,1,027,03,7239,5020,1,2,2,2,3
04,2006,01,2,12,003,07,1,027,04,7433,1810,1,2,2,2,3
04,2006,01,2,12,003,08,1,028,03,9331,6210,1,2,2,2,2
04,2006,01,2,12,003,08,1,028,05,9331,6210,1,1,1,1,2
04,2006,01,2,12,003,08,1,028,06,9132,6210,1,1,1,1,2
04,2006,01,2,12,003,09,1,029,01,0110,7522,1,1,1,1,1
04,2006,01,2,12,003,09,1,029,06,8252,2226,1,2,1,2,3
04,2006,01,2,12,003,09,1,029,07,9313,4521,1,4, , , 
04,2006,01,2,12,003,10,1,030,01,4133,7511,1,1,1,1,3
04,2006,01,2,12,004,01,1,031,01,3450,8532,1,2,2,2,1
04,2006,01,2,12,004,01,1,031,02,2231,8511,1,1,1,1,1
04,2006,01,2,12,004,02,1,032,01,3439,7511,1,3,2,2,1
04,2006,01,2,12,004,02,1,032,02,7433,1810,3, , , , 
04,2006,01,2,12,004,03,1,033,01,3421,7020,3, , , , 
04,2006,01,2,12,004,03,1,033,03,1312,1531,2, , , , 
04,2006,01,2,12,004,04,1,034,01,9341,5122,1,3,2,2,3
04,2006,01,2,12,004,04,1,034,03,8324,5122,1,3,2,2,3
04,2006,01,2,12,004,05,1,035,01,1314,5520,3, , , , 
04,2006,01,2,12,004,05,1,035,02,5220,5520,4, , , , 
04,2006,01,2,12,004,06,1,036,01,9341,1531,1,3,2,2,3
04,2006,01,2,12,004,06,1,036,02,7433,1810,1,1,1,1,3
04,2006,01,2,12,004,07,1,037,01,9341,5122,1,3,2,2,3
04,2006,01,2,12,004,08,1,038,03,4131,5211,1,1,1,1,2
04,2006,01,2,12,004,09,1,039,02,1314,5232,3, , , , 
04,2006,01,2,12,004,10,1,040,02,7433,1810,3, , , , 
04,2006,01,2,12,004,10,1,040,04,9341,5239,1,3,2,2,3
04,2006,01,2,12,005,01,1,041,01,7122,4521,1,4, , , 
04,2006,01,2,12,005,02,1,042,01,7433,1810,2, , , , 
04,2006,01,2,12,005,03,1,043,01,9341,9600,1,4, , , 
04,2006,01,2,12,005,05,1,045,01,7122,4521,1,4, , , 
04,2006,01,2,12,005,05,1,045,03,7241,4531,1,4, , , 
04,2006,01,2,12,005,06,1,046,01,5220,5211,1,1,2,2,3
04,2006,01,2,12,005,06,1,046,03,9152,2010,1,1,2,2,3
04,2006,01,2,12,005,07,1,047,01,6111,0161,3, , , , 
04,2006,01,2,12,005,08,1,048,02,9132,7493,1,1,1,2,3
04,2006,01,2,12,005,10,1,050,01,9322,1541,1,1,1,1,3
