REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q47_PERSON_SERIAL_NO,Q47_WHY_NOT_FORMAL_TRAINING,Q48_ENGEGED_WORK,Q49_MAIN_ACTIVITY_PERFORMED,Q50_PREVIOUS_EMPLOYMENT
12,2006,07,2,13,069,03,1,076,02, ,1,4141,1
12,2006,07,2,13,070,02,1,085,03,6,1,5220,1
12,2006,07,2,13,071,09,1,102,04, ,1,7331,1
12,2006,07,2,21,072,01,3,013,01,3,1,1312,2
12,2006,07,2,21,072,01,5,015,01,3,1,1312,2
12,2006,07,2,21,072,04,1,018,05,2,2,    , 
12,2006,07,2,21,072,05,1,019,04,2,2,    , 
12,2006,07,2,21,073,06,1,031,05,4,2,    , 
12,2006,07,2,21,076,09,1,064,02,3,1,7231,1
12,2006,07,2,21,076,09,1,064,03,3,2,    , 
12,2006,07,2,21,078,06,1,081,03, ,1,7433,1
12,2006,07,2,21,078,06,1,081,04,3,1,5133,1
12,2006,07,2,21,078,08,1,083,04, ,2,    , 
12,2006,07,3,21,081,03,1,108,02, ,1,7433,1
12,2006,07,3,21,081,10,1,115,01,2,1,9211,1
12,2006,07,2,22,035,09,1,039,02,2,1,8263,1
12,2006,07,2,22,035,09,1,039,03,3,1,0110,1
12,2006,07,2,22,036,07,1,047,03, ,2,    , 
12,2006,07,2,22,036,09,1,049,01,1,1,3439,1
12,2006,07,2,23,030,02,1,002,04,2,2,    , 
12,2006,07,3,23,032,03,1,023,03,6,2,    , 
12,2006,07,3,23,032,07,1,027,04,1,2,    , 
12,2006,07,3,23,032,08,1,028,04,1,2,    , 
12,2006,07,1,31,061,02,1,002,02,2,2,    , 
12,2006,07,1,31,061,06,1,006,03,9,2,    , 
12,2006,07,2,31,062,05,1,015,03,4,2,    , 
12,2006,07,2,31,064,02,1,032,05,4,2,    , 
12,2006,07,2,31,064,06,1,036,03, ,2,    , 
12,2006,07,2,31,064,08,1,038,05,4,2,    , 
12,2006,07,2,31,064,08,1,038,06,4,2,    , 
12,2006,07,2,31,065,06,1,046,04,2,2,    , 
12,2006,07,2,31,065,06,1,046,05,2,2,    , 
12,2006,07,2,31,065,06,1,046,06,2,2,    , 
12,2006,07,2,31,065,06,1,046,08,2,2,    , 
12,2006,07,2,31,065,08,1,048,04,2,2,    , 
12,2006,07,2,31,066,02,1,052,02,2,1,9211,1
12,2006,07,2,31,066,03,1,053,01,2,1,9211,1
12,2006,07,2,31,066,03,1,053,03,3,1,7433,1
12,2006,07,2,31,068,06,1,077,04,4,2,    , 
12,2006,07,2,31,069,03,1,084,03,9,1,9313,1
12,2006,07,2,31,069,04,1,085,03,3,2,    , 
12,2006,07,2,31,069,09,1,090,02, ,1,8277,1
12,2006,07,2,31,070,03,1,094,03,9,2,    , 
12,2006,07,2,31,070,07,1,098,05, ,1,7433,1
12,2006,07,2,31,070,08,1,099,03,9,1,8169,1
12,2006,07,1,32,049,07,1,007,05, ,1,5220,1
12,2006,07,1,32,049,07,2,008,02,6,2,    , 
12,2006,07,1,32,049,08,1,009,01, ,1,3439,1
12,2006,07,1,32,049,08,1,009,03, ,2,    , 
12,2006,07,2,32,051,07,1,028,04,6,2,    , 
12,2006,07,2,32,052,01,1,032,04,4,2,    , 
12,2006,07,2,32,052,03,1,034,04, ,2,    , 
12,2006,07,2,32,052,03,1,034,05,1,2,    , 
12,2006,07,2,32,053,07,1,048,03, ,2,    , 
12,2006,07,2,32,053,09,1,050,03,6,2,    , 
12,2006,07,2,32,054,03,1,054,03,1,2,    , 
12,2006,07,2,32,054,03,1,054,04,1,2,    , 
12,2006,07,2,32,054,04,1,055,03, ,2,    , 
12,2006,07,2,32,054,04,1,055,04,1,2,    , 
12,2006,07,2,32,054,04,1,055,05,1,2,    , 
12,2006,07,2,32,054,07,1,058,03, ,2,    , 
12,2006,07,2,32,054,09,1,060,01,1,2,    , 
12,2006,07,2,32,054,10,1,061,01,9,2,    , 
12,2006,07,2,32,055,06,1,063,03,2,1,9313,1
12,2006,07,2,32,055,09,1,070,03,1,2,    , 
12,2006,07,1,33,043,03,1,003,04,3,2,    , 
12,2006,07,1,33,043,05,1,005,01, ,1,8323,1
12,2006,07,1,33,043,08,1,008,03, ,2,    , 
12,2006,07,1,33,043,08,1,008,04,6,2,    , 
12,2006,07,2,33,044,01,1,011,04, ,2,    , 
12,2006,07,2,33,044,06,1,016,01,9,2,    , 
12,2006,07,2,33,044,08,1,018,03, ,1,9322,1
12,2006,07,2,33,044,08,1,018,04, ,2,    , 
12,2006,07,2,33,044,10,1,020,03, ,2,    , 
12,2006,07,2,33,044,10,1,020,05, ,2,    , 
12,2006,07,2,33,045,03,1,023,03,4,2,    , 
12,2006,07,2,33,045,07,1,027,03,2,2,    , 
12,2006,07,2,33,045,09,1,029,10,9,2,    , 
12,2006,07,2,33,046,04,1,034,02, ,1,3232,1
12,2006,07,2,33,046,08,1,038,04, ,2,    , 
12,2006,07,2,33,047,02,1,042,04,1,2,    , 
12,2006,07,2,33,047,05,1,045,03,3,2,    , 
12,2006,07,2,33,048,04,1,054,03,5,2,    , 
12,2006,07,2,33,048,10,1,060,03, ,2,    , 
12,2006,07,2,33,049,04,1,064,03,3,2,    , 
12,2006,07,2,61,087,09,1,029,03,1,1,6111,4
12,2006,07,2,61,090,09,1,059,02,6,2,    , 
12,2006,07,2,61,091,08,1,068,02,2,1,7433,1
12,2006,07,2,61,092,02,1,072,02, ,2,    , 
12,2006,07,2,61,094,01,1,092,02,9,1,4115,1
12,2006,07,2,61,095,02,1,103,04,2,1,9322,1
12,2006,07,2,61,097,01,1,122,03,3,2,    , 
12,2006,07,2,61,097,03,1,124,03,2,2,    , 
12,2006,07,2,61,097,03,1,124,04,2,2,    , 
12,2006,07,1,62,044,10,1,010,04, ,2,    , 
12,2006,07,2,62,045,03,1,013,02,4,2,    , 
12,2006,07,2,62,046,07,1,027,03,4,2,    , 
12,2006,07,2,62,047,02,1,032,03, ,1,8324,3
12,2006,07,2,62,049,09,1,059,01,2,1,9131,1
12,2006,07,2,62,048,08,1,048,03,3,1,7433,1
12,2006,07,1,71,049,05,1,005,04,2,2,    , 
12,2006,07,1,71,049,06,1,006,03, ,2,    , 
12,2006,07,2,71,052,06,1,036,03,3,1,6111,4
12,2006,07,2,71,052,09,1,039,01,9,1,9211,1
12,2006,07,2,71,054,09,1,059,03,3,2,    , 
12,2006,07,2,71,054,09,1,059,04,3,2,    , 
12,2006,07,2,71,055,01,1,061,03,2,1,6111,4
12,2006,07,2,71,055,04,1,064,03,3,1,6111,4
12,2006,07,2,71,057,08,1,088,03,3,2,    , 
12,2006,07,2,71,057,10,1,090,03,4,2,    , 
12,2006,07,2,72,025,02,1,002,04, ,1,7213,1
12,2006,07,2,81,047,05,1,036,03,6,2,    , 
12,2006,07,2,81,048,03,1,044,01,4,1,9211,1
12,2006,07,2,81,048,03,1,044,03,1,2,    , 
12,2006,07,2,81,048,06,1,047,05,1,2,    , 
12,2006,07,2,81,048,07,1,048,04,1,1,9211,1
12,2006,07,2,81,048,10,1,051,01,3,1,9211,1
12,2006,07,3,81,050,02,1,063,03,1,2,    , 
12,2006,07,3,81,050,02,1,063,04,1,2,    , 
12,2006,07,2,91,059,01,1,011,01,9,1,1314,2
12,2006,07,2,91,061,10,1,040,01,3,1,6111,3
12,2006,07,2,92,050,04,1,014,04,1,2,    , 
12,2006,07,2,92,051,04,1,024,04, ,2,    , 
12,2006,07,2,92,052,03,1,033,03,1,2,    , 
12,2006,07,2,92,053,02,1,042,03,1,2,    , 
12,2006,07,2,92,053,04,1,044,03,9,2,    , 
12,2006,07,2,92,053,05,1,045,04,3,2,    , 
12,2006,08,1,11,127,03,1,023,05,2,2,    , 
12,2006,08,1,11,128,03,1,034,04,1,2,    , 
12,2006,08,1,11,128,09,1,040,03,3,1,3412,1
12,2006,08,1,11,128,09,1,040,09,3,2,    , 
12,2006,08,1,11,129,06,1,047,02, ,1,4121,1
12,2006,08,1,11,132,07,1,078,02,2,2,    , 
12,2006,08,2,11,135,01,1,102,04,2,1,9161,1
12,2006,08,2,11,135,03,1,104,04, ,1,5123,1
12,2006,08,2,11,135,07,1,108,04,6,2,    , 
12,2006,08,2,11,135,10,1,111,02,3,2,    , 
12,2006,08,2,11,136,10,1,121,03,2,2,    , 
12,2006,08,2,11,137,07,1,128,03, ,1,3419,1
12,2006,08,2,11,139,06,1,147,04, ,2,    , 
12,2006,08,2,11,142,01,1,172,04,2,2,    , 
12,2006,08,1,12,114,02,1,012,02,2,1,3152,1
12,2006,08,1,12,114,05,1,015,03,2,2,    , 
12,2006,08,2,12,118,02,1,052,04,3,2,    , 
12,2006,08,2,12,119,04,1,064,05,2,1,7312,1
12,2006,08,2,12,120,06,1,076,03, ,2,    , 
12,2006,08,2,12,125,06,1,126,03,2,1,6111,3
12,2006,08,2,12,125,07,1,127,03,2,2,    , 
12,2006,08,2,12,126,02,1,132,01,1,1,0110,1
12,2006,08,2,12,126,05,1,135,01,2,1,7141,1
12,2006,08,2,12,128,08,1,159,03,6,2,    , 
12,2006,08,2,13,073,09,1,019,05,2,2,    , 
12,2006,08,2,13,073,09,1,019,06,2,2,    , 
12,2006,08,2,13,073,09,1,019,07,2,2,    , 
12,2006,08,2,13,073,10,1,020,04, ,2,    , 
12,2006,08,2,13,074,02,1,022,04, ,1,4121,1
12,2006,08,2,13,074,08,1,028,02,3,1,7433,1
12,2006,08,2,13,077,02,1,043,03,3,2,    , 
12,2006,08,2,13,077,04,1,045,02,4,1,9211,1
12,2006,08,2,13,077,06,1,047,02,3,2,    , 
12,2006,08,2,13,077,07,1,048,01,1,1,4115,1
12,2006,08,2,13,077,08,1,049,05,6,2,    , 
12,2006,08,2,13,077,10,1,051,04,3,2,    , 
12,2006,08,2,13,078,03,1,054,03, ,2,    , 
12,2006,08,2,13,078,07,1,058,01,2,1,8324,1
12,2006,08,2,13,078,07,1,058,02, ,2,    , 
12,2006,08,2,13,079,02,1,062,05,2,1,9113,4
12,2006,08,2,13,079,01,1,063,07,9,2,    , 
12,2006,08,2,13,079,09,1,070,04,9,2,    , 
12,2006,08,2,13,080,03,1,074,05, ,2,    , 
12,2006,08,2,13,080,05,1,076,03, ,2,    , 
12,2006,08,2,21,083,07,1,017,03, ,1,2231,1
12,2006,08,2,21,084,02,1,022,03, ,2,    , 
12,2006,08,2,21,084,09,1,029,02,3,2,    , 
12,2006,08,2,21,086,01,1,041,03, ,2,    , 
12,2006,08,2,21,086,06,2,047,02,2,2,    , 
12,2006,08,2,21,086,10,1,051,04,2,2,    , 
12,2006,08,2,21,087,09,1,060,04, ,1,2331,1
12,2006,08,2,21,088,01,1,062,03,4,2,    , 
12,2006,08,2,21,088,02,1,063,02,4,1,4121,1
12,2006,08,2,21,088,09,1,070,03,2,2,    , 
12,2006,08,2,21,088,10,1,071,04,1,2,    , 
12,2006,08,2,21,091,02,1,093,03,3,2,    , 
12,2006,08,2,21,092,06,1,108,02, ,1,3439,1
12,2006,08,3,22,041,04,1,044,04,4,2,    , 
12,2006,08,3,22,041,06,1,046,04,3,2,    , 
12,2006,08,3,22,041,07,1,047,03,3,2,    , 
12,2006,08,3,22,041,07,1,047,04,3,2,    , 
12,2006,08,3,22,041,09,1,049,03,4,2,    , 
12,2006,08,2,23,034,05,1,005,02,6,2,    , 
12,2006,08,2,23,035,06,1,016,07,2,2,    , 
12,2006,08,3,23,037,08,1,039,03,9,2,    , 
12,2006,08,3,23,037,08,1,039,04,9,2,    , 
12,2006,08,3,23,037,08,1,039,05,9,2,    , 
12,2006,08,3,23,038,03,1,044,04,3,2,    , 
12,2006,08,1,31,071,04,1,004,09, ,1,4121,1
12,2006,08,2,31,072,02,1,012,04, ,2,    , 
12,2006,08,2,31,072,03,1,013,03,3,1,5220,3
12,2006,08,2,31,072,03,1,013,04,3,1,9341,1
12,2006,08,2,31,072,05,1,015,02,1,2,    , 
12,2006,08,2,31,072,07,1,017,03,6,2,    , 
12,2006,08,2,31,072,08,1,018,03,1,2,    , 
12,2006,08,2,31,072,10,1,020,04,9,2,    , 
12,2006,08,2,31,074,02,1,032,03,3,2,    , 
12,2006,08,2,31,075,08,1,048,03, ,2,    , 
12,2006,08,2,31,076,05,1,055,03,2,2,    , 
12,2006,08,2,31,076,05,1,055,04,2,2,    , 
12,2006,08,2,31,076,06,1,056,03,2,2,    , 
12,2006,08,2,31,076,06,1,056,04,2,2,    , 
12,2006,08,2,31,076,06,1,056,05,2,2,    , 
12,2006,08,2,31,077,09,1,069,03,3,2,    , 
12,2006,08,2,31,077,09,1,069,04, ,2,    , 
12,2006,08,2,32,058,06,1,016,04,3,2,    , 
12,2006,08,2,32,058,07,1,017,02,4,1,6111,4
12,2006,08,2,32,058,09,1,019,05,4,1,6111,4
12,2006,08,2,32,058,09,1,019,06,1,2,    , 
12,2006,08,2,32,059,05,1,025,03, ,1,9132,1
12,2006,08,2,32,059,05,1,025,04, ,2,    , 
12,2006,08,2,32,060,02,1,032,03,1,2,    , 
12,2006,08,2,32,060,03,1,033,03,1,2,    , 
12,2006,08,2,32,061,05,1,045,03, ,2,    , 
12,2006,08,2,32,062,01,1,050,03, ,1,7433,1
12,2006,08,2,32,062,07,1,056,03,1,2,    , 
12,2006,08,2,32,063,05,1,064,02, ,2,    , 
12,2006,08,2,32,064,02,1,071,04,9,1,7231,1
12,2006,08,2,32,064,06,1,075,04, ,1,9153,1
12,2006,08,2,33,051,03,1,013,04, ,2,    , 
12,2006,08,2,33,051,04,1,014,04,9,2,    , 
12,2006,08,2,33,051,10,1,020,01,9,1,5133,1
12,2006,08,2,33,051,10,1,020,03,9,2,    , 
12,2006,08,2,33,052,06,1,026,02,2,2,    , 
12,2006,08,2,33,052,10,1,030,01,2,2,    , 
12,2006,08,2,33,056,06,1,066,03,2,2,    , 
12,2006,08,2,33,056,08,1,068,03, ,1,5220,1
12,2006,08,2,61,099,01,1,001,04,1,1,7433,1
12,2006,08,2,61,099,03,1,003,02,1,2,    , 
12,2006,08,2,61,100,08,1,018,03,6,1,3450,1
12,2006,08,2,61,103,03,1,043,03,9,1,7436,1
12,2006,08,2,61,103,03,1,043,04,4,1,7436,1
12,2006,08,2,61,107,02,1,082,03, ,2,    , 
12,2006,08,2,61,107,06,1,086,01,3,1,7433,3
12,2006,08,2,61,107,07,1,087,04, ,1,8322,1
12,2006,08,2,61,108,02,1,092,03,1,2,    , 
12,2006,08,2,61,108,04,1,094,02, ,2,    , 
12,2006,08,2,61,108,10,1,100,02,4,1,7435,1
12,2006,08,2,61,109,01,1,101,03, ,2,    , 
12,2006,08,2,62,053,03,1,023,02,2,2,    , 
12,2006,08,2,62,053,07,1,027,02, ,1,9131,1
12,2006,08,2,62,054,01,1,031,04,3,2,    , 
12,2006,08,2,62,054,04,1,034,03,3,2,    , 
12,2006,08,2,71,059,06,1,006,03,1,2,    , 
12,2006,08,2,71,061,03,1,023,02,1,2,    , 
12,2006,08,2,71,062,07,1,037,02,2,2,    , 
12,2006,08,2,71,064,08,1,059,02, ,1,4121,1
12,2006,08,2,72,029,01,1,001,02,2,2,    , 
12,2006,08,2,72,029,02,1,002,03,2,2,    , 
12,2006,08,2,72,029,04,1,004,04, ,2,    , 
12,2006,08,2,72,029,04,1,004,05,2,2,    , 
12,2006,08,2,72,030,06,1,016,02,1,2,    , 
12,2006,08,2,72,031,06,1,026,03,4,1,6111,4
12,2006,08,2,72,032,01,1,031,03,3,2,    , 
12,2006,08,2,81,051,01,1,001,03,4,2,    , 
12,2006,08,2,81,051,04,1,004,03,2,2,    , 
12,2006,08,2,81,055,09,1,050,03,4,1,0000,1
12,2006,08,3,81,056,01,1,052,05,1,2,    , 
12,2006,08,3,81,056,02,1,053,03,2,2,    , 
12,2006,08,3,81,056,02,1,053,04,2,2,    , 
12,2006,08,3,81,056,03,1,054,05,1,2,    , 
12,2006,08,2,82,029,07,1,007,04,3,2,    , 
12,2006,08,2,82,029,07,1,007,05,3,2,    , 
12,2006,08,2,82,032,02,1,032,03,3,1,7433,1
12,2006,08,2,82,032,04,1,034,03,2,1,7433,1
12,2006,08,2,82,032,04,1,034,04,3,1,5210,1
12,2006,08,2,82,032,04,1,034,05,2,2,    , 
12,2006,08,2,82,032,10,1,040,04,3,1,7433,1
12,2006,08,2,91,069,04,1,014,04,3,2,    , 
12,2006,08,2,91,071,09,1,039,04,2,2,    , 
12,2006,08,2,91,072,01,1,041,02,6,2,    , 
12,2006,08,2,91,072,01,1,041,03,2,2,    , 
12,2006,08,2,91,072,01,1,041,05, ,2,    , 
12,2006,08,2,91,072,07,1,047,03,2,2,    , 
12,2006,08,2,91,075,03,1,073,03,1,2,    , 
12,2006,08,2,91,075,03,1,073,04,1,1,4115,1
12,2006,08,2,91,075,06,1,076,04,9,1,4121,1
12,2006,08,1,92,056,04,1,006,07, ,2,    , 
12,2006,08,2,92,060,01,1,043,03,1,1,7433,1
12,2006,08,2,92,060,05,1,047,01,2,1,0110,1
12,2006,08,2,92,062,10,1,072,03,4,2,    , 
12,2006,09,1,11,143,03,1,003,06,2,2,    , 
12,2006,09,1,11,145,08,1,029,07,2,1,9341,1
12,2006,09,1,11,150,05,1,076,01, ,1,7124,1
12,2006,09,2,11,152,05,1,096,03, ,1,3461,1
12,2006,09,2,11,152,05,1,096,05,2,1,5210,1
12,2006,09,2,11,152,06,1,097,05, ,1,3439,1
12,2006,09,2,11,152,10,1,101,02, ,1,4115,1
12,2006,09,2,11,154,02,1,113,03,9,2,    , 
12,2006,09,2,11,154,10,1,121,03,9,1,8324,1
12,2006,09,2,13,082,10,1,010,03, ,2,    , 
12,2006,09,2,13,084,06,1,027,03,1,2,    , 
12,2006,09,2,13,085,04,1,037,03,1,2,    , 
12,2006,09,2,13,088,04,1,067,09,9,2,    , 
12,2006,09,2,13,089,04,1,077,05,3,2,    , 
12,2006,09,1,21,094,07,1,007,01,2,2,    , 
12,2006,09,1,21,094,08,1,008,01,2,1,5169,1
12,2006,09,2,21,096,01,1,022,03,9,1,3419,1
12,2006,09,2,21,096,05,1,026,03,1,2,    , 
12,2006,09,2,21,097,01,1,032,03,1,2,    , 
12,2006,09,2,21,097,05,1,037,03,9,1,4223,1
12,2006,09,2,21,097,05,1,037,04,9,2,    , 
12,2006,09,2,21,097,06,1,038,01,1,1,9341,1
12,2006,09,2,21,097,07,1,039,01,1,1,9341,1
12,2006,09,2,21,097,08,1,040,01,9,1,9341,1
12,2006,09,2,21,099,08,1,060,04, ,1,7433,1
12,2006,09,2,21,101,04,1,077,03,9,2,    , 
12,2006,09,2,21,101,06,1,079,02, ,2,    , 
12,2006,09,2,21,102,10,1,094,03,1,2,    , 
12,2006,09,2,21,103,03,1,097,03,2,1,8324,1
12,2006,09,2,21,103,07,1,101,01, ,1,5122,1
12,2006,09,2,21,104,02,1,106,03,9,2,    , 
12,2006,09,3,21,105,07,1,124,03,2,1,7433,1
12,2006,09,1,22,042,04,1,004,03,2,2,    , 
12,2006,09,1,22,042,08,1,008,04, ,2,    , 
12,2006,09,1,22,042,10,1,010,03,1,2,    , 
12,2006,09,2,22,044,01,1,021,03, ,1,3439,1
12,2006,09,2,22,045,09,1,039,04,6,2,    , 
12,2006,09,2,22,046,02,1,042,03,9,2,    , 
12,2006,09,2,22,046,02,1,042,04, ,2,    , 
12,2006,09,2,22,046,07,1,047,02,1,2,    , 
12,2006,09,2,22,046,08,1,048,02,1,1,3419,1
12,2006,09,2,23,040,07,1,017,03,1,2,    , 
12,2006,09,2,23,040,10,1,010,03,1,2,    , 
12,2006,09,3,23,041,06,1,026,03,2,1,5133,1
12,2006,09,3,23,042,01,1,031,04,2,2,    , 
12,2006,09,3,23,042,01,1,031,05,2,2,    , 
12,2006,09,3,23,042,03,1,033,05,2,2,    , 
12,2006,09,3,23,043,01,1,041,03,1,2,    , 
12,2006,09,2,31,082,09,1,020,04,4,1,9322,1
12,2006,09,2,31,084,06,1,037,04,9,2,    , 
12,2006,09,2,31,084,07,1,038,04,4,2,    , 
12,2006,09,2,31,085,08,1,049,03,3,2,    , 
12,2006,09,2,31,085,09,1,050,02,9,2,    , 
12,2006,09,2,31,086,01,1,052,03,4,2,    , 
12,2006,09,2,31,086,01,1,052,04,4,2,    , 
12,2006,09,2,31,086,07,1,058,03,1,2,    , 
12,2006,09,2,31,086,08,1,059,01,2,1,7331,3
12,2006,09,2,31,087,01,1,062,01,2,1,8324,1
12,2006,09,2,31,087,04,1,065,01,2,2,    , 
12,2006,09,2,32,065,04,1,004,03,4,2,    , 
12,2006,09,2,32,065,08,1,008,04,4,2,    , 
12,2006,09,2,32,065,08,1,008,05,4,2,    , 
12,2006,09,2,32,066,01,1,011,03,3,2,    , 
12,2006,09,2,32,066,01,1,011,04,6,2,    , 
12,2006,09,2,32,066,09,1,019,02,3,2,    , 
12,2006,09,2,32,068,05,1,035,02,2,1,8324,1
12,2006,09,2,32,068,10,1,040,04,1,2,    , 
12,2006,09,2,32,070,06,1,056,03,1,2,    , 
12,2006,09,2,32,070,06,1,056,04, ,2,    , 
12,2006,09,2,32,070,08,1,058,04,9,2,    , 
12,2006,09,2,32,071,02,1,063,07,9,2,    , 
12,2006,09,2,33,057,02,1,002,06, ,2,    , 
12,2006,09,2,33,057,03,1,003,05, ,2,    , 
12,2006,09,2,33,057,04,1,004,04, ,2,    , 
12,2006,09,2,33,057,06,1,006,05,3,2,    , 
12,2006,09,2,33,057,06,1,006,06, ,2,    , 
12,2006,09,2,33,057,09,1,009,03, ,2,    , 
12,2006,09,2,33,058,01,1,011,03, ,2,    , 
12,2006,09,2,33,058,01,1,011,04, ,2,    , 
12,2006,09,2,33,059,10,1,030,03, ,1,9211,1
12,2006,09,2,33,060,10,1,040,03,1,2,    , 
12,2006,09,2,33,061,02,1,042,04,2,2,    , 
12,2006,09,2,33,063,01,1,061,03, ,2,    , 
12,2006,09,2,33,063,01,1,061,04, ,2,    , 
12,2006,09,2,61,113,02,1,002,03,1,2,    , 
12,2006,09,2,61,114,02,1,012,02,2,1,9322,1
12,2006,09,2,61,114,09,1,019,03,6,1,9322,1
12,2006,09,2,61,115,01,1,021,03,1,1,1224,1
12,2006,09,2,61,116,04,1,034,05,4,2,    , 
12,2006,09,2,61,117,06,1,046,04, ,2,    , 
12,2006,09,2,61,120,10,1,080,02,1,1,4115,1
12,2006,09,2,61,123,09,1,109,04,3,2,    , 
12,2006,09,2,61,125,01,1,121,03,2,1,9211,1
12,2006,09,2,61,125,05,1,125,02,9,2,    , 
12,2006,09,2,71,067,03,1,013,03, ,2,    , 
12,2006,09,2,71,067,07,1,017,03,1,2,    , 
12,2006,09,2,71,068,03,1,023,03,1,2,    , 
12,2006,09,2,71,069,03,1,033,03,3,2,    , 
12,2006,09,2,71,069,09,1,039,02, ,2,    , 
12,2006,09,2,71,070,01,1,041,02,2,1,9131,1
12,2006,09,2,71,070,05,1,045,03,2,1,6121,4
12,2006,09,2,71,070,09,1,049,02,9,1,6111,4
12,2006,09,2,72,033,08,1,008,03,9,1,8322,4
12,2006,09,1,81,058,04,1,004,06,9,1,5220,1
12,2006,09,1,81,058,06,1,006,03,6,2,    , 
12,2006,09,1,81,058,10,2,011,03, ,2,    , 
12,2006,09,1,81,058,10,2,011,04, ,2,    , 
12,2006,09,1,81,058,10,2,011,05, ,2,    , 
12,2006,09,1,81,058,10,2,011,06, ,2,    , 
12,2006,09,1,81,058,10,2,011,07,9,1,2321,1
12,2006,09,2,81,062,01,1,044,02, ,1,4115,1
12,2006,09,3,81,064,08,1,072,03,3,2,    , 
12,2006,09,2,82,033,04,1,004,05,2,1,5123,1
12,2006,09,2,82,033,07,1,007,03, ,1,7433,1
12,2006,09,2,82,033,07,1,007,04, ,1,7433,1
12,2006,09,2,82,034,05,1,015,02,6,1,7433,1
12,2006,09,2,82,034,07,1,017,03,4,1,7122,1
12,2006,09,2,82,036,01,1,031,03,4,2,    , 
12,2006,09,2,82,036,03,1,033,03,1,2,    , 
12,2006,09,1,91,077,02,1,002,03,2,2,    , 
12,2006,09,1,91,077,09,1,011,02,2,2,    , 
12,2006,09,1,91,077,10,1,012,03,3,2,    , 
12,2006,09,2,91,079,06,1,028,03,3,2,    , 
12,2006,09,2,91,081,04,1,046,03,3,1,9311,1
12,2006,09,2,91,082,04,1,056,03, ,2,    , 
12,2006,09,2,91,083,01,1,063,04,2,2,    , 
12,2006,09,2,91,083,01,1,063,05,2,2,    , 
12,2006,09,2,91,083,05,1,067,03,1,1,4113,1
12,2006,09,2,91,083,07,1,069,04,2,1,8322,1
12,2006,09,2,91,083,08,1,070,03, ,1,2321,1
12,2006,09,2,91,083,08,1,070,04,2,2,    , 
12,2006,09,2,91,084,02,1,074,05,9,2,    , 
12,2006,09,2,91,084,03,1,075,03,1,2,    , 
12,2006,09,2,91,084,07,1,079,04, ,2,    , 
12,2006,09,2,91,084,07,1,079,05,1,2,    , 
12,2006,09,2,91,084,07,1,079,06,2,2,    , 
12,2006,09,2,91,085,02,1,084,04,3,2,    , 
12,2006,09,2,91,085,02,1,084,05,9,2,    , 
12,2006,09,2,91,085,03,1,085,03,3,2,    , 
12,2006,09,2,91,085,05,1,087,05,9,2,    , 
12,2006,09,2,91,085,09,1,091,03,3,2,    , 
12,2006,09,2,92,067,07,1,037,01,9,1,8323,1
12,2006,09,2,92,068,04,1,044,03, ,2,    , 
12,2006,09,2,92,068,06,1,046,03, ,2,    , 
12,2006,09,2,92,068,06,1,046,04,9,2,    , 
12,2006,09,2,92,070,01,1,061,04,4,2,    , 
12,2006,09,2,92,070,10,1,070,04, ,2,    , 
12,2006,09,1,12,130,07,1,017,03,1,1,1229,1
12,2006,09,2,12,133,06,1,046,04,2,2,    , 
12,2006,09,2,12,135,03,1,063,02,9,1,7433,1
12,2006,09,2,12,135,08,1,068,06,2,2,    , 
12,2006,09,2,12,135,08,1,068,07,9,2,    , 
12,2006,09,2,12,135,08,1,068,08,9,1,5133,1
12,2006,09,2,12,137,02,1,083,02,9,1,7433,3
12,2006,09,2,12,137,05,1,086,03,9,1,1210,1
12,2006,09,2,12,137,05,1,086,04, ,2,    , 
12,2006,09,2,12,138,07,1,098,05,6,2,    , 
12,2006,09,2,12,139,01,1,102,03, ,1,3439,1
12,2006,09,2,12,140,02,1,113,03, ,1,8263,1
12,2006,09,2,12,142,06,1,137,03, ,2,    , 
12,2006,09,2,12,142,08,1,139,02, ,1,7433,1
12,2006,09,2,62,058,08,1,008,04,3,2,    , 
12,2006,09,2,62,060,07,1,028,03,4,2,    , 
12,2006,09,2,62,060,10,1,031,02,2,1,9131,1
12,2006,09,2,62,061,05,1,036,03,2,2,    , 
12,2006,09,2,62,061,08,1,039,02,2,1,5133,1
12,2006,09,2,62,063,10,1,061,06,3,2,    , 
12,2006,09,2,62,064,01,1,062,03,2,2,    , 
12,2006,09,2,62,064,06,1,067,03, ,1,7239,1
12,2006,10,1,11,161,01,1,001,04,2,1,5210,1
12,2006,10,1,11,161,03,1,003,05,2,1,7433,1
12,2006,10,1,11,163,03,1,023,04,2,1,9132,1
12,2006,10,2,11,171,05,1,099,05,9,1,5210,1
12,2006,10,2,11,171,10,1,104,01,4,1,8159,1
12,2006,10,2,11,174,02,1,126,03, ,2,    , 
12,2006,10,2,11,174,07,1,131,03, ,1,3439,1
12,2006,10,2,11,175,01,1,135,01,9,1,5123,1
12,2006,10,2,11,175,01,1,135,03,3,1,7433,1
12,2006,10,2,11,175,02,1,136,03,4,2,    , 
12,2006,10,2,11,178,10,1,176,04,1,1,3429,1
12,2006,10,1,12,146,01,1,011,04,2,2,    , 
12,2006,10,1,12,147,07,1,027,05,2,1,9331,1
