REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q7_PERSON_SERIAL_NO,Q7_MAIN_ECONAMIC_ACTIVITY,Q8_MAIN_ACTIVITY_PLACE,Q9_STATUS_OF_OCCUPATION,Q10_TYPE_OF_OCCUPATION,Q11_PENSION_CONTRIBUTION,Q12_ENTITILED_PAID_LEAVE,Q13_WORK_SECTOR
 4,2011,01,1,11,005,10,1,050,03,3419,5233,1,1,1,1,3
 4,2011,01,1,11,006,01,1,051,01,1315,5520,2, , , , 
 4,2011,01,1,11,006,02,1,052,04,4112,7512,1,3,1,1,2
 4,2011,01,1,11,006,02,1,052,05,1317,1913,2, , , , 
 4,2011,01,1,11,006,02,1,052,07,4212,6519,1,1,1,1,3
 4,2011,01,1,11,006,02,1,052,08,8322,6024,3, , , , 
 4,2011,01,1,11,006,02,1,052,09,3431,7521,1,1,1,1,2
 4,2011,01,1,11,006,03,1,053,01,2221,8511,1,1,1,1,1
 4,2011,01,1,11,006,06,1,056,01,1317,6420,3, , , , 
 4,2011,01,1,11,006,06,1,056,02,3431,7513,1,1,1,1,2
 4,2011,01,1,11,006,07,1,057,01,1317,5233,3, , , , 
 4,2011,01,1,11,006,09,1,059,01,2421,7411,3, , , , 
 4,2011,01,1,11,006,09,1,059,02,2411,7412,2, , , , 
 4,2011,01,1,11,006,09,1,059,05,9131,9500,1,3,2,2,3
 4,2011,01,1,11,006,09,1,059,06,9131,9500,1,3,2,2,3
 4,2011,01,1,11,006,10,1,060,01,2421,7411,2, , , , 
 4,2011,01,1,11,006,10,1,060,02,1210,7411,1,1,1,1,3
 4,2011,01,1,11,006,10,1,060,05,9131,9500,1,3,2,2,3
 4,2011,01,1,11,007,05,1,065,03,2332,8012,1,1,1,1,3
 4,2011,01,1,11,007,05,1,065,04,3419,6519,1,1,1,1,3
 4,2011,01,1,11,007,05,1,065,05,3419,6519,1,1,1,1,3
 4,2011,01,1,11,007,06,1,066,01,7344,2229,1,1,1,1,1
 4,2011,01,1,11,007,06,1,066,03,8322,6024,3, , , , 
 4,2011,01,1,11,007,07,1,067,01,4121,7412,3, , , , 
 4,2011,01,1,11,007,07,1,067,03,4115,6420,1,1,1,1,3
 4,2011,01,1,11,007,08,1,068,01,1314,5220,3, , , , 
 4,2011,01,1,11,007,08,1,068,02,3231,8511,1,1,1,1,1
 4,2011,01,1,11,007,09,1,069,01,8322,6024,3, , , , 
 4,2011,01,1,11,007,10,1,070,01,4131,7512,1,1,1,1,1
 4,2011,01,1,11,007,10,1,070,02,7433,1810,3, , , , 
 4,2011,01,1,11,008,01,1,071,01,1317,5239,3, , , , 
 4,2011,01,1,11,008,01,1,071,04,9131,9500,1,3,2,2,3
 4,2011,01,1,11,008,03,1,073,01,1314,5211,3, , , , 
 4,2011,01,1,11,008,03,1,073,02,5220,5211,4, , , , 
 4,2011,01,1,11,008,05,1,075,02,1222,6519,1,1,1,1,3
 4,2011,01,1,11,008,07,1,077,01,7313,5236,3, , , , 
 4,2011,01,1,11,008,07,1,077,02,4111,5239,1,1,1,1,2
 4,2011,01,1,11,008,07,1,077,03,0000,0000,1,3,2,2,3
 4,2011,01,1,11,008,08,1,078,01,7313,5236,3, , , , 
 4,2011,01,1,11,009,01,1,081,03,9131,9500,1,2,2,2,3
 4,2011,01,1,11,009,04,1,084,01,1317,5233,3, , , , 
 4,2011,01,1,11,009,04,1,084,03,4121,7412,1,1,1,1,3
 4,2011,01,1,11,009,04,1,084,04,4121,6519,1,2,2,2,3
 4,2011,01,1,11,009,05,1,085,01,7124,4543,3, , , , 
 4,2011,01,1,11,009,06,1,086,01,1315,5211,2, , , , 
 4,2011,01,1,11,009,06,1,086,03,3114,6519,1,1,1,1,3
 4,2011,01,1,11,009,06,1,086,04,1315,5211,1,1,1,1,3
 4,2011,01,1,11,009,06,1,086,05,3114,7220,1,2,1,1,3
 4,2011,01,1,11,009,07,1,087,01,1317,3610,2, , , , 
 4,2011,01,1,11,009,07,1,087,03,9131,9500,1,2,2,2,3
 4,2011,01,1,11,009,07,1,087,04,9131,9500,1,2,2,2,3
 4,2011,01,1,11,009,08,1,088,02,3431,5233,1,1,1,1,3
 4,2011,01,2,11,010,01,1,091,02,7124,4543,1,3,2,2,3
 4,2011,01,2,11,010,02,1,092,01,8322,6023,3, , , , 
 4,2011,01,2,11,010,02,1,092,05,7436,1810,1,3,2,2,3
 4,2011,01,2,11,010,03,1,093,03,9322,5126,1,3,2,2,3
 4,2011,01,2,11,010,03,1,093,04,7436,1810,1,3,2,2,3
 4,2011,01,2,11,010,04,1,094,01,1314,5211,3, , , , 
 4,2011,01,2,11,010,04,1,094,04,7124,3699,1,1,1,1,3
 4,2011,01,2,11,010,05,1,095,01,7341,2229,1,3,1,1,3
 4,2011,01,2,11,010,06,1,096,01,9111,5220,3, , , , 
 4,2011,01,2,11,010,06,1,096,02,9151,7491,1,3,2,2,3
 4,2011,01,2,11,010,07,1,097,03,9313,4521,1,3,2,2,3
 4,2011,01,2,11,010,08,1,098,02,3434,2221,1,1,1,1,3
 4,2011,01,2,11,010,09,1,099,03,5220,5131,1,3,2,2,3
 4,2011,01,2,11,010,09,1,099,04,5220,5131,1,3,2,2,3
 4,2011,01,2,11,011,01,1,101,04,4131,7522,1,1,1,1,1
 4,2011,01,2,11,011,02,1,102,01,3431,7513,1,1,1,1,1
 4,2011,01,2,11,011,05,1,105,01,2411,4521,1,1,1,1,3
 4,2011,01,2,11,011,05,1,105,02,8324,6023,1,1,1,1,3
 4,2011,01,2,11,011,06,1,106,01,3152,0000,1,1,1,1,3
 4,2011,01,2,11,011,06,1,106,03,7341,2229,1,1,1,1,3
 4,2011,01,2,11,011,07,1,107,01,7241,4539,3, , , , 
 4,2011,01,2,11,011,08,1,108,03,3431,4521,1,1,1,1,3
 4,2011,01,2,11,011,08,1,108,04,4212,6519,1,1,1,1,3
 4,2011,01,2,11,011,10,1,110,01,4121,2221,1,1,1,1,2
 4,2011,01,2,11,011,10,1,110,02,1210,6591,1,1,1,1,3
 4,2011,01,2,11,012,01,1,111,02,1317,8012,2, , , , 
 4,2011,01,2,11,012,03,1,113,02,1222,6519,1,1,1,1,1
 4,2011,01,2,11,012,03,1,113,03,3439,2219,1,1,1,1,3
 4,2011,01,2,11,012,05,1,115,01,5141,9302,2, , , , 
 4,2011,01,2,11,012,05,1,115,02,2451,2219,1,1,1,1,2
 4,2011,01,2,11,012,06,1,116,01,2321,8021,1,1,1,1,1
 4,2011,01,2,11,012,06,1,116,02,2321,8021,1,1,1,1,1
 4,2011,01,2,11,012,07,1,117,01,1313,4521,2, , , , 
 4,2011,01,2,11,012,09,1,119,01,7433,1810,1,3,2,2,3
 4,2011,01,2,11,012,09,2,120,03,3439,5520,1,1,1,1,3
 4,2011,01,2,11,012,10,1,121,01,1314,5211,2, , , , 
 4,2011,01,2,11,012,10,2,122,01,1314,5211,2, , , , 
 4,2011,01,2,11,013,01,1,123,02,9111,5220,3, , , , 
 4,2011,01,2,11,013,01,1,123,04,9131,9500,1,3,2,2,3
 4,2011,01,2,11,013,02,1,124,02,9131,9500,1,3,2,2,3
 4,2011,01,2,11,013,02,1,124,03,7433,1810,3, , , , 
 4,2011,01,2,11,013,02,1,124,04,7124,4521,3, , , , 
 4,2011,01,2,11,013,03,1,125,01,7122,4521,1,3,2,2,3
 4,2011,01,2,11,013,03,1,125,02,7433,1810,1,1,1,1,3
 4,2011,01,2,11,013,03,1,125,03,8223,4521,1,3,2,2,3
 4,2011,01,2,11,013,03,1,125,04,8290,2429,1,1,1,1,3
 4,2011,01,2,11,013,03,1,125,05,7436,1810,1,1,1,1,3
 4,2011,01,2,11,013,05,1,127,01,8324,6023,3, , , , 
 4,2011,01,2,11,013,06,1,128,01,7124,3610,1,3,2,2,3
 4,2011,01,2,11,013,06,1,128,02,9131,9500,1,3,2,2,3
 4,2011,01,2,11,013,06,1,128,04,5220,5232,1,3,2,2,3
 4,2011,01,2,11,013,06,1,128,05,9113,5239,1,3,2,2,3
 4,2011,01,2,11,013,07,1,129,01,9152,7492,1,2,2,2,3
 4,2011,01,2,11,013,07,1,129,02,6210,0212,1,1,2,2,3
 4,2011,01,2,11,013,07,1,129,03,7432,1711,1,1,2,2,3
 4,2011,01,2,11,013,07,1,129,05,7231,1711,1,1,1,1,3
 4,2011,01,2,11,013,08,1,130,02,9153,7492,1,1,1,1,3
 4,2011,01,2,11,013,08,1,130,05,7231,2811,1,1,2,2,3
 4,2011,01,2,11,013,08,1,130,06,0110,7522,1,1,1,1,1
 4,2011,01,2,11,013,09,1,131,01,9312,4522,1,2,2,2,3
 4,2011,01,2,11,013,09,1,131,02,9131,9500,1,3,2,2,3
 4,2011,01,2,11,013,09,1,131,03,7124,3610,1,2,2,2,3
 4,2011,01,2,11,013,09,1,131,04,5141,9302,1,2,2,2,3
 4,2011,01,2,11,013,10,1,132,03,8322,6519,1,1,2,2,3
 4,2011,01,2,11,014,01,1,133,04,3431,7513,1,1,1,1,1
 4,2011,01,2,11,014,01,1,133,05,7442,1920,1,1,1,1,3
 4,2011,01,2,11,014,03,1,135,01,1314,5232,3, , , , 
 4,2011,01,2,11,014,03,1,135,02,7433,1810,4, , , , 
 4,2011,01,2,11,014,03,1,135,03,7433,1810,4, , , , 
 4,2011,01,2,11,014,03,1,135,04,7433,1810,4, , , , 
 4,2011,01,2,11,014,06,1,136,01,7135,4531,2, , , , 
 4,2011,01,2,11,014,04,1,137,01,8323,6024,1,2,2,2,3
 4,2011,01,2,11,014,07,1,139,02,4223,6420,3, , , , 
 4,2011,01,2,11,014,07,1,139,03,8322,6022,3, , , , 
 4,2011,01,2,11,014,08,1,140,01,8322,7513,3, , , , 
 4,2011,01,2,11,014,09,1,141,01,2321,8021,1,1,1,1,1
 4,2011,01,2,11,015,01,1,143,01,5141,9302,3, , , , 
 4,2011,01,2,11,015,01,1,143,02,8262,1810,1,1,1,2,3
 4,2011,01,2,11,015,01,1,143,05,9161,1810,1,2,1,2,3
 4,2011,01,2,11,015,02,1,144,01,9211,0212,1,1,1,2,3
 4,2011,01,2,11,015,04,1,146,01,8251,2221,1,2,2,2,3
 4,2011,01,2,11,015,05,1,147,01,9152,0212,1,1,1,2,3
 4,2011,01,2,11,015,05,1,147,02,9211,0212,1,1,1,2,3
 4,2011,01,2,11,015,06,1,148,01,9341,0502,1,4, , , 
 4,2011,01,2,11,015,06,1,148,02,1314,5211,3, , , , 
 4,2011,01,2,11,015,07,1,149,01,8284,2511,1,1,1,2,3
 4,2011,01,2,11,015,07,1,149,03,9313,4521,1,4, , , 
 4,2011,01,2,11,015,08,1,150,03,9211,0212,3, , , , 
 4,2011,01,2,11,015,08,1,150,04,3429,7499,1,4, , , 
 4,2011,01,2,11,015,08,1,150,05,2359,8090,1,2,2,2,3
 4,2011,01,2,11,015,10,1,152,02,6112,0231,3, , , , 
 4,2011,01,2,11,015,10,1,152,03,5162,7522,1,1,1,1,1
 4,2011,01,2,11,015,10,1,152,04,6112,0161,4, , , , 
 4,2011,01,2,11,016,01,1,153,03,2139,7220,1,1,1,1,3
 4,2011,01,2,11,016,02,1,154,01,1224,4521,1,1,1,1,3
 4,2011,01,2,11,016,03,1,155,01,1221,2422,1,1,1,1,3
 4,2011,01,2,11,016,04,1,156,01,9153,7492,1,1,1,1,3
 4,2011,01,2,11,016,04,1,156,02,7433,9302,3, , , , 
 4,2011,01,2,11,016,05,1,157,01,7239,5020,2, , , , 
 4,2011,01,2,11,016,05,1,157,02,4115,5020,4, , , , 
 4,2011,01,2,11,016,06,1,158,02,7124,3610,2, , , , 
 4,2011,01,2,11,016,07,1,159,01,7122,4521,3, , , , 
 4,2011,01,2,11,016,08,1,160,01,3123,5020,1,1,1,1,3
 4,2011,01,2,11,016,08,1,160,03,1210,1810,1,2,2,2,3
 4,2011,01,2,11,016,09,1,161,01,2411,4030,1,1,1,1,3
 4,2011,01,2,11,016,10,1,162,01,1222,6519,1,1,1,1,3
 4,2011,01,2,11,016,10,1,162,03,2340,8021,1,1,1,1,3
 4,2011,01,2,11,017,01,1,163,01,2411,7412,1,1,1,1,3
 4,2011,01,2,11,017,02,1,164,01,1312,2811,2, , , , 
 4,2011,01,2,11,017,03,2,166,01,7412,1531,3, , , , 
 4,2011,01,2,11,017,03,2,166,02,7412,1531,4, , , , 
 4,2011,01,2,11,017,03,2,166,03,7433,1810,1,1,1,1,3
 4,2011,01,2,11,017,03,2,166,04,9112,5239,3, , , , 
 4,2011,01,2,11,017,04,1,167,01,7239,5020,2, , , , 
 4,2011,01,2,11,017,05,1,168,03,8285,2025,1,2,2,2,3
 4,2011,01,2,11,017,08,1,171,01,8324,6023,3, , , , 
 4,2011,01,2,11,017,08,1,171,02,7433,1810,3, , , , 
 4,2011,01,2,11,017,09,1,172,01,7436,1722,3, , , , 
 4,2011,01,2,11,017,10,1,173,03,4142,6411,1,2,2,2,1
 4,2011,01,3,11,018,02,1,175,01,9211,0212,1,2,2,2,3
 4,2011,01,3,11,018,02,1,175,02,9211,0212,1,1,1,2,3
 4,2011,01,3,11,018,02,1,175,03,9162,1810,1,2,2,2,3
 4,2011,01,3,11,018,03,1,176,01,9341,9309,1,4, , , 
 4,2011,01,3,11,018,04,1,177,01,9211,0212,1,1,1,1,3
 4,2011,01,3,11,018,04,1,177,02,6112,0212,3, , , , 
 4,2011,01,3,11,018,05,1,178,01,9211,0212,1,1,1,2,3
 4,2011,01,3,11,018,05,1,178,02,9341,4521,1,4, , , 
 4,2011,01,3,11,018,05,1,178,07,9341,5242,1,2,2,2,3
 4,2011,01,3,11,018,05,1,178,08,7433,1810,1,2,2,2,3
 4,2011,01,3,11,018,05,1,178,09,9322,1810,1,2,2,2,3
 4,2011,01,3,11,018,05,1,178,10,9162,1810,1,1,1,1,3
 4,2011,01,3,11,018,06,1,179,02,9211,0212,1,2,2,2,3
 4,2011,01,3,11,018,06,1,179,03,9211,0212,1,1,1,2,3
 4,2011,01,3,11,018,07,1,180,01,9211,0212,1,2,2,2,3
 4,2011,01,3,11,018,07,1,180,03,7433,1810,1,2,1,2,3
 4,2011,01,3,11,018,08,1,181,01,9211,0212,1,1,1,2,3
 4,2011,01,3,11,018,09,1,182,01,8269,1729,1,2,2,2,3
 4,2011,01,3,11,018,09,1,182,02,9211,0212,1,1,1,1,3
 4,2011,01,3,11,018,09,1,182,03,7433,1810,1,2,2,2,3
 4,2011,01,3,11,018,09,1,182,04,7433,1810,1,2,1,1,3
 4,2011,01,3,11,018,09,1,182,05,7433,1810,1,2,2,2,3
 4,2011,01,3,11,018,10,1,183,01,9211,0212,1,1,1,2,3
 4,2011,01,3,11,018,10,1,183,02,9211,0212,1,1,1,2,3
 4,2011,01,3,11,018,10,1,183,04,9211,0212,1,2,2,2,3
 4,2011,02,1,11,019,01,1,001,02,1317,5235,3, , , , 
 4,2011,02,1,11,019,03,1,003,03,4112,7220,1,2,2,1,3
 4,2011,02,1,11,019,04,1,004,01,5220,5139,1,2,2,1,3
 4,2011,02,1,11,019,05,1,005,01,2411,5232,1,1,1,1,3
 4,2011,02,1,11,019,07,1,007,02,1317,6309,2, , , , 
 4,2011,02,1,11,019,09,1,009,01,3423,4541,2, , , , 
 4,2011,02,1,11,019,10,1,010,03,3431,6519,1,1,1,1,2
 4,2011,02,1,11,019,08,1,028,01,9341,9600,1,3,2,2,3
 4,2011,02,1,11,019,08,1,028,03,9313,4521,1,3,2,2,3
 4,2011,02,1,11,020,05,1,015,01,1317,5125,2, , , , 
 4,2011,02,1,11,020,07,1,017,02,3431,5143,1,1,1,1,3
 4,2011,02,1,11,020,09,1,019,01,9153,7492,1,1,1,1,3
 4,2011,02,1,11,020,10,1,020,03,3431,6519,1,1,1,1,3
 4,2011,02,1,11,021,01,1,021,04,9131,9500,1,3,2,2,3
 4,2011,02,1,11,021,01,1,021,06,9132,5260,1,3,2,2,3
 4,2011,02,1,11,021,01,1,021,07,7433,1810,1,3,2,2,3
 4,2011,02,1,11,021,02,1,022,01,8322,6023,1,3,2,2,3
 4,2011,02,1,11,021,02,1,022,03,9341,6024,1,3,2,2,3
 4,2011,02,1,11,021,02,1,022,05,7241,5260,3, , , , 
 4,2011,02,1,11,021,03,1,023,01,7412,1531,3, , , , 
 4,2011,02,1,11,021,04,1,024,01,9313,4521,1,3,2,2,3
 4,2011,02,1,11,021,04,1,024,03,9313,4521,1,3,2,2,3
 4,2011,02,1,11,021,05,1,025,02,6111,0161,3, , , , 
 4,2011,02,1,11,021,06,1,026,02,7436,1810,3, , , , 
 4,2011,02,1,11,021,07,1,027,03,9151,2520,1,3,2,2,3
 4,2011,02,1,11,021,09,1,029,03,5220,5232,1,3,2,2,3
 4,2011,02,1,11,021,10,1,030,01,1314,5239,3, , , , 
 4,2011,02,1,11,022,01,1,031,01,9211,0212,1,2,1,2,3
 4,2011,02,1,11,022,01,1,031,02,9211,0414,1,2,1,2,3
 4,2011,02,1,11,022,02,1,032,01,9211,0414,1,2,2,2,3
 4,2011,02,1,11,022,02,1,032,03,7213,2899,1,2,2,2,3
 4,2011,02,1,11,022,03,1,033,01,6122,0414,3, , , , 
 4,2011,02,1,11,022,03,1,033,02,6122,0414,4, , , , 
 4,2011,02,1,11,022,04,1,034,01,9341,9600,1,4, , , 
 4,2011,02,1,11,022,04,1,034,02,9341,9600,1,4, , , 
 4,2011,02,1,11,022,05,1,035,01,9111,5220,3, , , , 
 4,2011,02,1,11,022,05,1,035,04,9111,5220,3, , , , 
 4,2011,02,1,11,022,06,1,036,01,9341,9600,1,4, , , 
 4,2011,02,1,11,022,06,1,036,02,9211,0211,1,2,1,2,3
 4,2011,02,1,11,022,08,1,038,01,9341,9600,1,4, , , 
 4,2011,02,1,11,022,08,1,038,03,9341,9600,1,4, , , 
 4,2011,02,1,11,022,08,1,038,06,5220,5232,1,2,1,1,3
 4,2011,02,1,11,022,10,1,040,01,4122,0212,1,1,1,1,3
 4,2011,02,1,11,023,03,1,043,01,9313,4521,1,3,2,2,3
 4,2011,02,1,11,023,03,1,043,03,3434,7412,1,2,2,2,3
 4,2011,02,1,11,023,03,1,043,04,3434,7412,1,2,2,2,3
 4,2011,02,1,11,023,04,1,044,01,8323,6023,1,3,2,2,3
 4,2011,02,1,11,023,05,1,045,01,1317,5010,3, , , , 
 4,2011,02,1,11,023,05,1,045,02,7231,5020,3, , , , 
 4,2011,02,1,11,023,05,1,045,03,7231,5020,3, , , , 
 4,2011,02,1,11,023,06,1,046,03,4121,6592,1,1,1,1,3
 4,2011,02,1,11,023,06,1,046,04,2131,7220,1,2,1,1,3
 4,2011,02,1,11,023,06,1,046,06,4121,8511,1,1,1,1,3
 4,2011,02,1,11,023,06,1,046,09,9131,9500,1,3,2,2,3
 4,2011,02,1,11,023,07,1,047,02,3431,7491,1,1,1,1,3
 4,2011,02,1,11,023,07,1,047,03,1221,1541,1,1,1,1,3
 4,2011,02,1,11,023,08,1,048,01,5220,5220,1,3,2,2,3
 4,2011,02,1,11,023,09,1,049,01,8322,6024,3, , , , 
 4,2011,02,1,11,023,10,1,050,02,1210,5010,1,1,1,1,3
 4,2011,02,1,11,024,01,1,051,01,1210,0231,2, , , , 
 4,2011,02,1,11,024,01,1,051,03,5220,0231,4, , , , 
 4,2011,02,1,11,024,02,1,052,01,3431,7513,1,1,1,1,1
 4,2011,02,1,11,024,02,1,052,02,3431,5233,1,1,1,1,3
 4,2011,02,1,11,024,02,1,052,03,4121,5020,1,1,1,1,3
 4,2011,02,1,11,024,03,1,053,01,8324,6024,1,2,2,2,3
 4,2011,02,1,11,024,03,1,053,05,5220,5232,1,2,2,2,3
 4,2011,02,1,11,024,04,1,054,05,9153,7492,1,2,2,2,3
 4,2011,02,1,11,024,05,1,055,01,7122,4521,1,4, , , 
 4,2011,02,1,11,024,05,1,055,03,4121,6592,1,1,1,1,3
 4,2011,02,1,11,024,06,1,056,01,1226,5139,2, , , , 
 4,2011,02,1,11,024,07,1,057,03,3228,8512,1,1,1,1,3
 4,2011,02,1,11,024,08,1,058,01,5113,6308,1,2,3,3,3
 4,2011,02,1,11,024,08,1,058,03,7313,3691,1,2,2,2,3
 4,2011,02,1,11,024,08,1,058,04,7313,3691,1,2,2,2,3
 4,2011,02,1,11,024,10,1,060,01,2411,1912,1,1,1,1,3
 4,2011,02,1,11,025,02,1,152,01,2149,7421,1,1,1,1,3
 4,2011,02,1,11,025,04,1,154,01,1314,5211,3, , , , 
 4,2011,02,1,11,025,04,1,154,02,5220,5211,4, , , , 
 4,2011,02,1,11,025,05,1,155,01,2131,7220,2, , , , 
 4,2011,02,1,11,025,05,1,155,02,2139,7220,4, , , , 
 4,2011,02,1,11,025,06,1,156,01,3419,6601,1,1,1,1,3
 4,2011,02,1,11,025,06,1,156,04,3431,6308,1,1,1,1,3
 4,2011,02,1,11,025,07,1,157,01,2221,8511,1,1,1,1,1
 4,2011,02,1,11,025,07,1,157,02,2310,8031,1,1,1,1,3
 4,2011,02,1,11,025,08,1,158,01,3421,7499,2, , , , 
 4,2011,02,1,11,025,09,1,159,01,1317,5236,2, , , , 
 4,2011,02,1,11,025,09,1,159,08,1314,5131,3, , , , 
 4,2011,02,1,11,025,10,1,160,01,1210,2219,2, , , , 
 4,2011,02,1,11,025,10,1,160,02,1210,2219,2, , , , 
 4,2011,02,1,11,026,01,1,161,01,3431,7414,1,2,2,2,3
 4,2011,02,1,11,026,01,1,161,02,2321,8021,1,2,1,1,3
 4,2011,02,1,11,026,01,1,161,03,2221,8511,1,1,1,1,1
 4,2011,02,1,11,026,01,1,161,04,9131,9500,1,2,2,2,3
 4,2011,02,1,11,026,02,1,162,01,1226,9900,1,1,1,1,3
 4,2011,02,1,11,026,02,1,162,02,1222,9900,1,3,1,1,3
 4,2011,02,1,11,026,04,1,164,01,2411,2520,1,1,1,1,3
 4,2011,02,1,11,026,05,1,165,01,1314,5237,2, , , , 
 4,2011,02,1,11,026,05,1,165,06,9131,9500,1,2,2,2,3
 4,2011,02,1,11,026,08,1,168,02,8322,6029,1,3,1,1,3
 4,2011,02,1,11,026,08,1,168,04,8324,4522,1,3,1,1,3
 4,2011,02,1,11,026,09,1,169,01,9153,7492,1,3,2,1,3
 4,2011,02,1,11,027,01,1,061,02,3431,1810,1,1,1,1,3
