REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q20_PERSON_SERIAL_NO,Q20_REASON_FEWER_HOURS,Q21_ENGAGED_SECONDARY_OCCU,Q22_WHAT_SECONDARY_OCCU,Q23_PLACE_SECONDARY_OCCU,Q24_STATUS_OF_OCCUPATION,Q25_NO_OF_HOURS_OF_WORKING
 6,2011,01,1,11,003,02,1,022,02, ,2,    ,    , ,  
 6,2011,01,1,11,003,05,1,025,01,8,1,7231,5020,3,20
 6,2011,01,1,11,003,07,1,027,01,8,2,    ,    , ,  
 6,2011,01,1,11,003,07,1,027,03, ,2,    ,    , ,  
 6,2011,01,1,11,003,08,1,028,01, ,2,    ,    , ,  
 6,2011,01,1,11,003,08,1,028,03,3,2,    ,    , ,  
 6,2011,01,1,11,003,09,1,029,01,8,2,    ,    , ,  
 6,2011,01,1,11,003,09,1,029,02, ,2,    ,    , ,  
 6,2011,01,1,11,004,01,1,031,01,8,2,    ,    , ,  
 6,2011,01,1,11,004,01,1,031,04,8,2,    ,    , ,  
 6,2011,01,1,11,004,01,1,031,07, ,2,    ,    , ,  
 6,2011,01,1,11,004,02,1,032,02, ,2,    ,    , ,  
 6,2011,01,1,11,004,03,1,033,01, ,2,    ,    , ,  
 6,2011,01,1,11,004,03,1,033,05, ,2,    ,    , ,  
 6,2011,01,1,11,004,03,1,033,06, ,2,    ,    , ,  
 6,2011,01,1,11,004,05,1,035,01,8,2,    ,    , ,  
 6,2011,01,1,11,004,05,1,035,02,8,2,    ,    , ,  
 6,2011,01,1,11,004,05,1,035,06,8,2,    ,    , ,  
 6,2011,01,1,11,004,06,1,036,01,8,2,    ,    , ,  
 6,2011,01,1,11,004,09,1,039,01, ,2,    ,    , ,  
 6,2011,01,1,11,004,09,1,039,05,9,2,    ,    , ,  
 6,2011,01,1,11,004,10,1,040,01,1,2,    ,    , ,  
 6,2011,01,1,11,005,02,1,042,01, ,2,    ,    , ,  
 6,2011,01,1,11,005,03,1,043,01, ,2,    ,    , ,  
 6,2011,01,1,11,005,04,1,044,02, ,2,    ,    , ,  
 6,2011,01,1,11,005,04,1,044,03, ,2,    ,    , ,  
 6,2011,01,1,11,005,05,1,045,01, ,2,    ,    , ,  
 6,2011,01,1,11,005,06,1,046,01, ,2,    ,    , ,  
 6,2011,01,1,11,005,06,1,046,02, ,2,    ,    , ,  
 6,2011,01,1,11,005,07,1,047,01, ,2,    ,    , ,  
 6,2011,01,1,11,005,08,1,048,01, ,2,    ,    , ,  
 6,2011,01,1,11,005,10,1,050,02, ,2,    ,    , ,  
 6,2011,01,1,11,005,10,1,050,03, ,2,    ,    , ,  
 6,2011,01,1,11,006,01,1,051,01, ,2,    ,    , ,  
 6,2011,01,1,11,006,02,1,052,04, ,2,    ,    , ,  
 6,2011,01,1,11,006,02,1,052,05, ,2,    ,    , ,  
 6,2011,01,1,11,006,02,1,052,07, ,2,    ,    , ,  
 6,2011,01,1,11,006,02,1,052,08, ,2,    ,    , ,  
 6,2011,01,1,11,006,02,1,052,09, ,2,    ,    , ,  
 6,2011,01,1,11,006,03,1,053,01, ,2,    ,    , ,  
 6,2011,01,1,11,006,06,1,056,01, ,2,    ,    , ,  
 6,2011,01,1,11,006,06,1,056,02, ,2,    ,    , ,  
 6,2011,01,1,11,006,07,1,057,01, ,2,    ,    , ,  
 6,2011,01,1,11,006,09,1,059,01, ,2,    ,    , ,  
 6,2011,01,1,11,006,09,1,059,02, ,2,    ,    , ,  
 6,2011,01,1,11,006,09,1,059,05, ,2,    ,    , ,  
 6,2011,01,1,11,006,09,1,059,06, ,2,    ,    , ,  
 6,2011,01,1,11,006,10,1,060,01, ,2,    ,    , ,  
 6,2011,01,1,11,006,10,1,060,02, ,2,    ,    , ,  
 6,2011,01,1,11,006,10,1,060,05, ,2,    ,    , ,  
 6,2011,01,1,11,007,05,1,065,03,8,2,    ,    , ,  
 6,2011,01,1,11,007,05,1,065,04,8,2,    ,    , ,  
 6,2011,01,1,11,007,05,1,065,05,8,2,    ,    , ,  
 6,2011,01,1,11,007,06,1,066,01,8,2,    ,    , ,  
 6,2011,01,1,11,007,06,1,066,03,4,2,    ,    , ,  
 6,2011,01,1,11,007,07,1,067,01,9,2,    ,    , ,  
 6,2011,01,1,11,007,07,1,067,03, ,2,    ,    , ,  
 6,2011,01,1,11,007,08,1,068,01, ,2,    ,    , ,  
 6,2011,01,1,11,007,08,1,068,02, ,2,    ,    , ,  
 6,2011,01,1,11,007,09,1,069,01,1,2,    ,    , ,  
 6,2011,01,1,11,007,10,1,070,01,8,2,    ,    , ,  
 6,2011,01,1,11,007,10,1,070,02, ,2,    ,    , ,  
 6,2011,01,1,11,008,01,1,071,01, ,2,    ,    , ,  
 6,2011,01,1,11,008,01,1,071,04, ,2,    ,    , ,  
 6,2011,01,1,11,008,03,1,073,01, ,2,    ,    , ,  
 6,2011,01,1,11,008,03,1,073,02, ,2,    ,    , ,  
 6,2011,01,1,11,008,05,1,075,02, ,2,    ,    , ,  
 6,2011,01,1,11,008,07,1,077,01,8,2,    ,    , ,  
 6,2011,01,1,11,008,07,1,077,02,8,2,    ,    , ,  
 6,2011,01,1,11,008,07,1,077,03,8,2,    ,    , ,  
 6,2011,01,1,11,008,08,1,078,01,1,2,    ,    , ,  
 6,2011,01,1,11,009,01,1,081,03, ,2,    ,    , ,  
 6,2011,01,1,11,009,04,1,084,01, ,2,    ,    , ,  
 6,2011,01,1,11,009,04,1,084,03, ,2,    ,    , ,  
 6,2011,01,1,11,009,04,1,084,04, ,2,    ,    , ,  
 6,2011,01,1,11,009,05,1,085,01, ,2,    ,    , ,  
 6,2011,01,1,11,009,06,1,086,01, ,2,    ,    , ,  
 6,2011,01,1,11,009,06,1,086,03, ,2,    ,    , ,  
 6,2011,01,1,11,009,06,1,086,04, ,2,    ,    , ,  
 6,2011,01,1,11,009,06,1,086,05, ,2,    ,    , ,  
 6,2011,01,1,11,009,07,1,087,01, ,2,    ,    , ,  
 6,2011,01,1,11,009,07,1,087,03, ,2,    ,    , ,  
 6,2011,01,1,11,009,07,1,087,04, ,2,    ,    , ,  
 6,2011,01,1,11,009,08,1,088,02, ,2,    ,    , ,  
 6,2011,01,2,11,010,01,1,091,02, ,2,    ,    , ,  
 6,2011,01,2,11,010,02,1,092,01, ,2,    ,    , ,  
 6,2011,01,2,11,010,02,1,092,05, ,2,    ,    , ,  
 6,2011,01,2,11,010,03,1,093,03, ,2,    ,    , ,  
 6,2011,01,2,11,010,03,1,093,04, ,2,    ,    , ,  
 6,2011,01,2,11,010,04,1,094,01, ,2,    ,    , ,  
 6,2011,01,2,11,010,04,1,094,04, ,2,    ,    , ,  
 6,2011,01,2,11,010,05,1,095,01, ,2,    ,    , ,  
 6,2011,01,2,11,010,06,1,096,01, ,2,    ,    , ,  
 6,2011,01,2,11,010,06,1,096,02, ,2,    ,    , ,  
 6,2011,01,2,11,010,07,1,097,03,3,2,    ,    , ,  
 6,2011,01,2,11,010,08,1,098,02, ,2,    ,    , ,  
 6,2011,01,2,11,010,09,1,099,03, ,2,    ,    , ,  
 6,2011,01,2,11,010,09,1,099,04, ,2,    ,    , ,  
 6,2011,01,2,11,011,01,1,101,04, ,2,    ,    , ,  
 6,2011,01,2,11,011,02,1,102,01, ,2,    ,    , ,  
 6,2011,01,2,11,011,05,1,105,01, ,2,    ,    , ,  
 6,2011,01,2,11,011,05,1,105,02, ,2,    ,    , ,  
 6,2011,01,2,11,011,06,1,106,01, ,2,    ,    , ,  
 6,2011,01,2,11,011,06,1,106,03, ,2,    ,    , ,  
 6,2011,01,2,11,011,07,1,107,01,3,2,    ,    , ,  
 6,2011,01,2,11,011,08,1,108,03, ,2,    ,    , ,  
 6,2011,01,2,11,011,08,1,108,04, ,2,    ,    , ,  
 6,2011,01,2,11,011,10,1,110,01, ,2,    ,    , ,  
 6,2011,01,2,11,011,10,1,110,02, ,2,    ,    , ,  
 6,2011,01,2,11,012,01,1,111,02,8,2,    ,    , ,  
 6,2011,01,2,11,012,03,1,113,02,8,2,    ,    , ,  
 6,2011,01,2,11,012,03,1,113,03, ,2,    ,    , ,  
 6,2011,01,2,11,012,05,1,115,01, ,2,    ,    , ,  
 6,2011,01,2,11,012,05,1,115,02,8,2,    ,    , ,  
 6,2011,01,2,11,012,06,1,116,01,8,2,    ,    , ,  
 6,2011,01,2,11,012,06,1,116,02,8,2,    ,    , ,  
 6,2011,01,2,11,012,07,1,117,01, ,1,3463,9214,2,20
 6,2011,01,2,11,012,09,1,119,01,8,2,    ,    , ,  
 6,2011,01,2,11,012,09,2,120,03,8,2,    ,    , ,  
 6,2011,01,2,11,012,10,1,121,01, ,2,    ,    , ,  
 6,2011,01,2,11,012,10,2,122,01, ,2,    ,    , ,  
 6,2011,01,2,11,013,01,1,123,02, ,2,    ,    , ,  
 6,2011,01,2,11,013,01,1,123,04, ,2,    ,    , ,  
 6,2011,01,2,11,013,02,1,124,02, ,2,    ,    , ,  
 6,2011,01,2,11,013,02,1,124,03,8,2,    ,    , ,  
 6,2011,01,2,11,013,02,1,124,04,3,2,    ,    , ,  
 6,2011,01,2,11,013,03,1,125,01, ,2,    ,    , ,  
 6,2011,01,2,11,013,03,1,125,02,8,2,    ,    , ,  
 6,2011,01,2,11,013,03,1,125,03,8,2,    ,    , ,  
 6,2011,01,2,11,013,03,1,125,04,8,2,    ,    , ,  
 6,2011,01,2,11,013,03,1,125,05,8,2,    ,    , ,  
 6,2011,01,2,11,013,05,1,127,01,8,2,    ,    , ,  
 6,2011,01,2,11,013,06,1,128,01,3,2,    ,    , ,  
 6,2011,01,2,11,013,06,1,128,02, ,2,    ,    , ,  
 6,2011,01,2,11,013,06,1,128,04, ,2,    ,    , ,  
 6,2011,01,2,11,013,06,1,128,05,8,2,    ,    , ,  
 6,2011,01,2,11,013,07,1,129,01, ,2,    ,    , ,  
 6,2011,01,2,11,013,07,1,129,02,8,2,    ,    , ,  
 6,2011,01,2,11,013,07,1,129,03,8,2,    ,    , ,  
 6,2011,01,2,11,013,07,1,129,05,8,2,    ,    , ,  
 6,2011,01,2,11,013,08,1,130,02,8,2,    ,    , ,  
 6,2011,01,2,11,013,08,1,130,05, ,2,    ,    , ,  
 6,2011,01,2,11,013,08,1,130,06, ,2,    ,    , ,  
 6,2011,01,2,11,013,09,1,131,01,8,2,    ,    , ,  
 6,2011,01,2,11,013,09,1,131,02,7,2,    ,    , ,  
 6,2011,01,2,11,013,09,1,131,03,3,2,    ,    , ,  
 6,2011,01,2,11,013,09,1,131,04,8,2,    ,    , ,  
 6,2011,01,2,11,013,10,1,132,03,8,2,    ,    , ,  
 6,2011,01,2,11,014,01,1,133,04, ,2,    ,    , ,  
 6,2011,01,2,11,014,01,1,133,05, ,2,    ,    , ,  
 6,2011,01,2,11,014,03,1,135,01,7,2,    ,    , ,  
 6,2011,01,2,11,014,03,1,135,02, ,2,    ,    , ,  
 6,2011,01,2,11,014,03,1,135,03, ,2,    ,    , ,  
 6,2011,01,2,11,014,03,1,135,04, ,2,    ,    , ,  
 6,2011,01,2,11,014,06,1,136,01, ,2,    ,    , ,  
 6,2011,01,2,11,014,04,1,137,01, ,2,    ,    , ,  
 6,2011,01,2,11,014,07,1,139,02, ,2,    ,    , ,  
 6,2011,01,2,11,014,07,1,139,03, ,2,    ,    , ,  
 6,2011,01,2,11,014,08,1,140,01, ,2,    ,    , ,  
 6,2011,01,2,11,014,09,1,141,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,01,1,143,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,01,1,143,02, ,2,    ,    , ,  
 6,2011,01,2,11,015,01,1,143,05, ,2,    ,    , ,  
 6,2011,01,2,11,015,02,1,144,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,04,1,146,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,05,1,147,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,05,1,147,02, ,2,    ,    , ,  
 6,2011,01,2,11,015,06,1,148,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,06,1,148,02, ,2,    ,    , ,  
 6,2011,01,2,11,015,07,1,149,01, ,2,    ,    , ,  
 6,2011,01,2,11,015,07,1,149,03, ,2,    ,    , ,  
 6,2011,01,2,11,015,08,1,150,03, ,2,    ,    , ,  
 6,2011,01,2,11,015,08,1,150,04, ,2,    ,    , ,  
 6,2011,01,2,11,015,08,1,150,05, ,2,    ,    , ,  
 6,2011,01,2,11,015,10,1,152,02, ,2,    ,    , ,  
 6,2011,01,2,11,015,10,1,152,03, ,2,    ,    , ,  
 6,2011,01,2,11,015,10,1,152,04, ,2,    ,    , ,  
 6,2011,01,2,11,016,01,1,153,03, ,2,    ,    , ,  
 6,2011,01,2,11,016,02,1,154,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,03,1,155,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,04,1,156,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,04,1,156,02, ,2,    ,    , ,  
 6,2011,01,2,11,016,05,1,157,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,05,1,157,02, ,2,    ,    , ,  
 6,2011,01,2,11,016,06,1,158,02, ,2,    ,    , ,  
 6,2011,01,2,11,016,07,1,159,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,08,1,160,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,08,1,160,03, ,2,    ,    , ,  
 6,2011,01,2,11,016,09,1,161,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,10,1,162,01, ,2,    ,    , ,  
 6,2011,01,2,11,016,10,1,162,03, ,2,    ,    , ,  
 6,2011,01,2,11,017,01,1,163,01, ,2,    ,    , ,  
 6,2011,01,2,11,017,02,1,164,01, ,2,    ,    , ,  
 6,2011,01,2,11,017,03,2,166,01, ,2,    ,    , ,  
 6,2011,01,2,11,017,03,2,166,02, ,2,    ,    , ,  
 6,2011,01,2,11,017,03,2,166,03, ,2,    ,    , ,  
 6,2011,01,2,11,017,03,2,166,04, ,2,    ,    , ,  
 6,2011,01,2,11,017,04,1,167,01, ,2,    ,    , ,  
 6,2011,01,2,11,017,05,1,168,03, ,2,    ,    , ,  
 6,2011,01,2,11,017,08,1,171,01, ,2,    ,    , ,  
 6,2011,01,2,11,017,08,1,171,02, ,2,    ,    , ,  
 6,2011,01,2,11,017,09,1,172,01, ,2,    ,    , ,  
 6,2011,01,2,11,017,10,1,173,03, ,2,    ,    , ,  
 6,2011,01,3,11,018,02,1,175,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,02,1,175,02, ,2,    ,    , ,  
 6,2011,01,3,11,018,02,1,175,03, ,2,    ,    , ,  
 6,2011,01,3,11,018,03,1,176,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,04,1,177,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,04,1,177,02, ,2,    ,    , ,  
 6,2011,01,3,11,018,05,1,178,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,05,1,178,02, ,2,    ,    , ,  
 6,2011,01,3,11,018,05,1,178,07, ,2,    ,    , ,  
 6,2011,01,3,11,018,05,1,178,08, ,2,    ,    , ,  
 6,2011,01,3,11,018,05,1,178,09, ,2,    ,    , ,  
 6,2011,01,3,11,018,05,1,178,10, ,2,    ,    , ,  
 6,2011,01,3,11,018,06,1,179,02, ,2,    ,    , ,  
 6,2011,01,3,11,018,06,1,179,03, ,2,    ,    , ,  
 6,2011,01,3,11,018,07,1,180,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,07,1,180,03, ,2,    ,    , ,  
 6,2011,01,3,11,018,08,1,181,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,09,1,182,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,09,1,182,02, ,2,    ,    , ,  
 6,2011,01,3,11,018,09,1,182,03, ,2,    ,    , ,  
 6,2011,01,3,11,018,09,1,182,04, ,2,    ,    , ,  
 6,2011,01,3,11,018,09,1,182,05, ,2,    ,    , ,  
 6,2011,01,3,11,018,10,1,183,01, ,2,    ,    , ,  
 6,2011,01,3,11,018,10,1,183,02, ,2,    ,    , ,  
 6,2011,01,3,11,018,10,1,183,04, ,2,    ,    , ,  
 6,2011,02,1,11,019,01,1,001,02,8,2,    ,    , ,  
 6,2011,02,1,11,019,03,1,003,03, ,2,    ,    , ,  
 6,2011,02,1,11,019,04,1,004,01,8,2,    ,    , ,  
 6,2011,02,1,11,019,05,1,005,01,8,2,    ,    , ,  
 6,2011,02,1,11,019,07,1,007,02,8,2,    ,    , ,  
 6,2011,02,1,11,019,09,1,009,01, ,2,    ,    , ,  
 6,2011,02,1,11,019,10,1,010,03,8,1,2455,9211,1,02
 6,2011,02,1,11,019,08,1,028,01,3,2,    ,    , ,  
 6,2011,02,1,11,019,08,1,028,03,3,2,    ,    , ,  
 6,2011,02,1,11,020,05,1,015,01,8,2,    ,    , ,  
 6,2011,02,1,11,020,07,1,017,02, ,2,    ,    , ,  
 6,2011,02,1,11,020,09,1,019,01, ,2,    ,    , ,  
 6,2011,02,1,11,020,10,1,020,03,8,2,    ,    , ,  
 6,2011,02,1,11,021,01,1,021,04, ,2,    ,    , ,  
 6,2011,02,1,11,021,01,1,021,06, ,2,    ,    , ,  
 6,2011,02,1,11,021,01,1,021,07, ,2,    ,    , ,  
 6,2011,02,1,11,021,02,1,022,01, ,2,    ,    , ,  
 6,2011,02,1,11,021,02,1,022,03,3,2,    ,    , ,  
 6,2011,02,1,11,021,02,1,022,05,3,2,    ,    , ,  
 6,2011,02,1,11,021,03,1,023,01, ,2,    ,    , ,  
 6,2011,02,1,11,021,04,1,024,01,7,2,    ,    , ,  
 6,2011,02,1,11,021,04,1,024,03,3,2,    ,    , ,  
 6,2011,02,1,11,021,05,1,025,02, ,2,    ,    , ,  
 6,2011,02,1,11,021,06,1,026,02,4,2,    ,    , ,  
 6,2011,02,1,11,021,07,1,027,03, ,2,    ,    , ,  
 6,2011,02,1,11,021,09,1,029,03, ,2,    ,    , ,  
 6,2011,02,1,11,021,10,1,030,01, ,2,    ,    , ,  
 6,2011,02,1,11,022,01,1,031,01, ,2,    ,    , ,  
 6,2011,02,1,11,022,01,1,031,02, ,2,    ,    , ,  
 6,2011,02,1,11,022,02,1,032,01, ,2,    ,    , ,  
 6,2011,02,1,11,022,02,1,032,03, ,2,    ,    , ,  
 6,2011,02,1,11,022,03,1,033,01, ,2,    ,    , ,  
 6,2011,02,1,11,022,03,1,033,02, ,2,    ,    , ,  
 6,2011,02,1,11,022,04,1,034,01,1,2,    ,    , ,  
 6,2011,02,1,11,022,04,1,034,02, ,2,    ,    , ,  
 6,2011,02,1,11,022,05,1,035,01, ,1,9341,9600,1,24
 6,2011,02,1,11,022,05,1,035,04,7,2,    ,    , ,  
 6,2011,02,1,11,022,06,1,036,01, ,2,    ,    , ,  
 6,2011,02,1,11,022,06,1,036,02, ,2,    ,    , ,  
 6,2011,02,1,11,022,08,1,038,01, ,2,    ,    , ,  
 6,2011,02,1,11,022,08,1,038,03, ,2,    ,    , ,  
 6,2011,02,1,11,022,08,1,038,06, ,2,    ,    , ,  
 6,2011,02,1,11,022,10,1,040,01, ,2,    ,    , ,  
 6,2011,02,1,11,023,03,1,043,01,3,2,    ,    , ,  
 6,2011,02,1,11,023,03,1,043,03,8,2,    ,    , ,  
 6,2011,02,1,11,023,03,1,043,04,8,2,    ,    , ,  
 6,2011,02,1,11,023,04,1,044,01,2,2,    ,    , ,  
 6,2011,02,1,11,023,05,1,045,01,2,2,    ,    , ,  
 6,2011,02,1,11,023,05,1,045,02, ,2,    ,    , ,  
 6,2011,02,1,11,023,05,1,045,03, ,2,    ,    , ,  
 6,2011,02,1,11,023,06,1,046,03,8,2,    ,    , ,  
 6,2011,02,1,11,023,06,1,046,04,8,2,    ,    , ,  
 6,2011,02,1,11,023,06,1,046,06,8,2,    ,    , ,  
 6,2011,02,1,11,023,06,1,046,09, ,2,    ,    , ,  
 6,2011,02,1,11,023,07,1,047,02,8,2,    ,    , ,  
 6,2011,02,1,11,023,07,1,047,03,8,2,    ,    , ,  
 6,2011,02,1,11,023,08,1,048,01,9,2,    ,    , ,  
 6,2011,02,1,11,023,09,1,049,01,8,2,    ,    , ,  
 6,2011,02,1,11,023,10,1,050,02,8,2,    ,    , ,  
 6,2011,02,1,11,024,01,1,051,01,8,2,    ,    , ,  
 6,2011,02,1,11,024,01,1,051,03,8,2,    ,    , ,  
 6,2011,02,1,11,024,02,1,052,01,8,2,    ,    , ,  
 6,2011,02,1,11,024,02,1,052,02,8,2,    ,    , ,  
 6,2011,02,1,11,024,02,1,052,03,8,2,    ,    , ,  
 6,2011,02,1,11,024,03,1,053,01, ,2,    ,    , ,  
 6,2011,02,1,11,024,03,1,053,05,8,2,    ,    , ,  
 6,2011,02,1,11,024,04,1,054,05, ,2,    ,    , ,  
 6,2011,02,1,11,024,05,1,055,01,8,2,    ,    , ,  
 6,2011,02,1,11,024,05,1,055,03,8,2,    ,    , ,  
 6,2011,02,1,11,024,06,1,056,01,8,2,    ,    , ,  
 6,2011,02,1,11,024,07,1,057,03,8,2,    ,    , ,  
 6,2011,02,1,11,024,08,1,058,01,8,2,    ,    , ,  
 6,2011,02,1,11,024,08,1,058,03,8,2,    ,    , ,  
 6,2011,02,1,11,024,08,1,058,04,8,2,    ,    , ,  
 6,2011,02,1,11,024,10,1,060,01,8,2,    ,    , ,  
 6,2011,02,1,11,025,02,1,152,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,04,1,154,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,04,1,154,02, ,2,    ,    , ,  
 6,2011,02,1,11,025,05,1,155,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,05,1,155,02, ,2,    ,    , ,  
 6,2011,02,1,11,025,06,1,156,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,06,1,156,04, ,2,    ,    , ,  
 6,2011,02,1,11,025,07,1,157,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,07,1,157,02, ,2,    ,    , ,  
 6,2011,02,1,11,025,08,1,158,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,09,1,159,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,09,1,159,08, ,2,    ,    , ,  
 6,2011,02,1,11,025,10,1,160,01, ,2,    ,    , ,  
 6,2011,02,1,11,025,10,1,160,02, ,2,    ,    , ,  
 6,2011,02,1,11,026,01,1,161,01, ,2,    ,    , ,  
 6,2011,02,1,11,026,01,1,161,02, ,2,    ,    , ,  
 6,2011,02,1,11,026,01,1,161,03, ,2,    ,    , ,  
 6,2011,02,1,11,026,01,1,161,04, ,2,    ,    , ,  
 6,2011,02,1,11,026,02,1,162,01, ,2,    ,    , ,  
 6,2011,02,1,11,026,02,1,162,02, ,2,    ,    , ,  
 6,2011,02,1,11,026,04,1,164,01, ,2,    ,    , ,  
 6,2011,02,1,11,026,05,1,165,01, ,2,    ,    , ,  
 6,2011,02,1,11,026,05,1,165,06, ,2,    ,    , ,  
 6,2011,02,1,11,026,08,1,168,02, ,2,    ,    , ,  
 6,2011,02,1,11,026,08,1,168,04, ,2,    ,    , ,  
 6,2011,02,1,11,026,09,1,169,01, ,2,    ,    , ,  
 6,2011,02,1,11,027,01,1,061,02, ,2,    ,    , ,  
 6,2011,02,1,11,027,02,1,062,05, ,2,    ,    , ,  
 6,2011,02,1,11,027,02,1,062,07,4,2,    ,    , ,  
 6,2011,02,1,11,027,02,1,062,08, ,2,    ,    , ,  
 6,2011,02,1,11,027,05,1,065,02, ,2,    ,    , ,  
 6,2011,02,1,11,027,06,1,066,01, ,2,    ,    , ,  
 6,2011,02,1,11,027,08,1,068,01,4,2,    ,    , ,  
 6,2011,02,1,11,027,08,1,068,03, ,2,    ,    , ,  
 6,2011,02,1,11,027,09,1,069,01, ,2,    ,    , ,  
 6,2011,02,1,11,027,09,1,069,02, ,2,    ,    , ,  
 6,2011,02,1,11,027,09,1,069,06, ,2,    ,    , ,  
 6,2011,02,1,11,027,09,1,069,07, ,2,    ,    , ,  
 6,2011,02,1,11,028,02,1,072,03, ,2,    ,    , ,  
 6,2011,02,1,11,028,03,1,073,02, ,2,    ,    , ,  
 6,2011,02,1,11,028,04,1,074,01,8,2,    ,    , ,  
 6,2011,02,1,11,028,04,1,074,02,8,2,    ,    , ,  
 6,2011,02,1,11,028,05,1,075,03, ,2,    ,    , ,  
 6,2011,02,1,11,029,02,1,082,01, ,2,    ,    , ,  
 6,2011,02,1,11,029,03,1,083,01, ,2,    ,    , ,  
 6,2011,02,1,11,029,03,1,083,03, ,2,    ,    , ,  
 6,2011,02,1,11,029,03,1,083,04, ,2,    ,    , ,  
 6,2011,02,1,11,029,05,1,085,01, ,2,    ,    , ,  
 6,2011,02,1,11,029,06,1,086,01, ,2,    ,    , ,  
