REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q47_PERSON_SERIAL_NO,Q47_WHY_NOT_FORMAL_TRAINING,Q48_ENGEGED_WORK,Q49_MAIN_ACTIVITY_PERFORMED,Q50_PREVIOUS_EMPLOYMENT
12,2011,04,2,13,040,03,1,083,03,4,2,    , 
12,2011,06,1,13,052,03,1,053,01,9,1,1316,2
12,2011,06,1,13,052,10,1,060,02,2,1,4121,1
12,2011,06,2,13,054,01,1,041,05, ,2,    , 
12,2011,06,2,13,056,01,1,001,05, ,2,    , 
12,2011,06,2,13,056,04,1,004,02, ,2,    , 
12,2011,06,2,13,056,08,1,008,03, ,2,    , 
12,2011,06,2,13,056,08,1,008,04, ,2,    , 
12,2011,06,2,13,056,10,1,010,03,1,1,2310,1
12,2011,06,2,13,056,10,1,010,04,1,2,    , 
12,2011,06,2,13,058,04,1,093,01,2,1,8324,1
12,2011,07,1,13,062,06,1,017,02, ,2,    , 
12,2011,07,2,13,065,04,1,045,03,9,2,    , 
12,2011,07,2,13,065,06,1,047,05,3,1,9132,1
12,2011,07,2,13,068,06,1,077,04,3,2,    , 
12,2011,08,2,13,077,02,1,002,04,1,1,5162,1
12,2011,08,2,13,078,10,1,091,02,9,1,7433,1
12,2011,09,1,13,082,09,1,009,05, ,2,    , 
12,2011,09,2,13,086,02,1,032,03, ,2,    , 
12,2011,09,2,13,089,09,1,100,03,3,2,    , 
12,2011,09,2,13,090,07,1,087,04,1,2,    , 
12,2011,01,1,21,001,06,1,006,01, ,1,8324,1
12,2011,01,2,21,003,03,1,023,03,2,1,5220,1
12,2011,01,2,21,005,05,1,045,02,2,2,    , 
12,2011,01,2,21,005,05,1,045,04,1,1,9322,1
12,2011,01,2,21,008,04,1,074,03, ,1,9322,4
12,2011,01,2,21,010,04,1,094,03,1,2,    , 
12,2011,01,3,21,011,01,1,101,03,3,1,9341,1
12,2011,02,2,21,013,01,1,001,03, ,1,3449,1
12,2011,02,2,21,013,05,1,005,02, ,1,4211,1
12,2011,02,2,21,017,05,1,106,03,1,2,    , 
12,2011,02,2,21,017,05,1,106,04,1,2,    , 
12,2011,02,2,21,018,05,1,045,04, ,2,    , 
12,2011,02,2,21,019,05,1,056,04, ,1,7433,1
12,2011,02,2,21,019,05,1,056,05, ,1,7433,1
12,2011,02,2,21,022,01,1,082,03, ,1,9322,1
12,2011,02,2,21,022,03,1,084,03,6,2,    , 
12,2011,03,1,21,025,01,1,011,03,2,2,    , 
12,2011,03,1,21,025,08,1,018,02,2,1,7442,1
12,2011,03,2,21,029,05,1,095,02,2,1,4115,1
12,2011,03,2,21,030,06,1,056,02,9,1,5220,3
12,2011,03,2,21,033,04,1,074,03,1,2,    , 
12,2011,03,2,21,033,07,1,077,04,1,2,    , 
12,2011,03,2,21,033,09,1,079,03,1,2,    , 
12,2011,03,2,21,034,08,1,088,02,1,2,    , 
12,2011,03,2,21,034,09,1,089,03,1,2,    , 
12,2011,03,2,21,034,09,1,089,04,1,2,    , 
12,2011,04,1,21,036,02,1,002,04,1,2,    , 
12,2011,04,1,21,036,08,1,008,03,1,2,    , 
12,2011,04,1,21,036,08,1,008,04,1,2,    , 
12,2011,04,1,21,036,08,1,008,12,1,2,    , 
12,2011,04,2,21,038,03,1,024,02,1,2,    , 
12,2011,04,2,21,038,06,1,027,02,1,2,    , 
12,2011,04,2,21,040,01,1,103,02,9,1,7433,1
12,2011,04,2,21,040,06,1,108,03,6,2,    , 
12,2011,04,2,21,043,03,1,054,04, ,2,    , 
12,2011,04,3,21,047,09,1,101,05, ,2,    , 
12,2011,05,1,21,048,02,1,002,04,1,2,    , 
12,2011,05,1,21,048,02,1,002,05,1,2,    , 
12,2011,05,1,21,048,09,1,009,04,1,2,    , 
12,2011,05,2,21,050,01,1,021,03,6,2,    , 
12,2011,05,2,21,052,01,1,111,05,9,2,    , 
12,2011,05,2,21,052,01,1,111,06,2,1,7433,1
12,2011,05,2,21,052,02,1,112,02, ,1,7433,1
12,2011,05,2,21,052,03,1,113,02,1,1,2332,1
12,2011,05,2,21,052,05,1,115,03,9,2,    , 
12,2011,05,2,21,052,09,1,119,01,1,1,8274,1
12,2011,05,2,21,052,09,1,119,03,3,1,9153,1
12,2011,05,2,21,052,10,1,120,01,1,1,6121,3
12,2011,05,2,21,054,01,1,041,04, ,1,3231,1
12,2011,05,2,21,054,08,1,048,03,4,2,    , 
12,2011,05,2,21,057,06,1,076,03, ,2,    , 
12,2011,05,2,21,057,06,1,076,04,2,2,    , 
12,2011,06,2,21,062,02,1,012,03,9,2,    , 
12,2011,06,2,21,064,01,1,102,02, ,1,7433,1
12,2011,06,2,21,064,04,1,105,04, ,2,    , 
12,2011,06,2,21,064,04,1,105,05,9,1,9322,1
12,2011,06,2,21,064,05,1,106,01,1,2,    , 
12,2011,06,2,21,064,07,1,108,02,2,1,7414,1
12,2011,06,2,21,065,02,1,032,02,9,2,    , 
12,2011,06,2,21,065,04,1,034,04, ,2,    , 
12,2011,07,1,21,072,01,1,001,03, ,2,    , 
12,2011,07,1,21,072,08,1,008,02,2,1,7244,3
12,2011,07,2,21,073,04,1,014,02,4,2,    , 
12,2011,07,2,21,075,06,1,037,02, ,1,0110,1
12,2011,07,2,21,076,01,1,110,02,9,1,7436,1
12,2011,07,2,21,076,04,1,113,02,2,1,9132,1
12,2011,07,2,21,076,04,1,113,05,2,1,9322,1
12,2011,07,2,21,079,05,1,066,03,2,2,    , 
12,2011,07,2,21,079,08,1,069,03, ,2,    , 
12,2011,07,2,21,079,09,1,070,02, ,2,    , 
12,2011,08,1,21,083,04,1,004,02,9,2,    , 
12,2011,08,1,21,083,04,1,004,03,9,2,    , 
12,2011,08,2,21,086,06,1,036,03,2,2,    , 
12,2011,08,2,21,087,05,1,116,02,1,1,7433,1
12,2011,08,2,21,087,06,1,117,02,9,2,    , 
12,2011,08,2,21,088,07,1,047,05,2,2,    , 
12,2011,09,1,21,095,04,1,004,04,1,2,    , 
12,2011,09,2,21,096,10,1,020,02,3,2,    , 
12,2011,09,2,21,097,09,1,059,01,9,2,    , 
12,2011,09,2,21,098,01,1,103,03,2,2,    , 
12,2011,09,2,21,099,07,1,099,03, ,2,    , 
12,2011,09,2,21,099,09,1,101,04,9,2,    , 
12,2011,09,2,21,100,07,1,027,02, ,2,    , 
12,2011,09,2,21,101,10,1,050,03,9,1,2139,1
12,2011,09,2,21,102,02,1,062,04,2,1,7433,1
12,2011,01,2,22,002,04,2,045,01,3,1,7436,3
12,2011,01,2,22,002,07,1,048,02, ,1,4121,1
12,2011,01,2,22,003,01,1,001,02,2,2,    , 
12,2011,01,2,22,003,05,1,005,03, ,1,0110,1
12,2011,01,2,22,003,08,1,008,01,4,1,7442,3
12,2011,01,2,22,003,09,1,009,03, ,1,4112,1
12,2011,01,2,22,003,10,1,010,01, ,2,    , 
12,2011,01,2,22,004,03,1,054,02, ,2,    , 
12,2011,01,2,22,005,01,1,011,03,9,2,    , 
12,2011,01,2,22,005,03,1,013,02,3,2,    , 
12,2011,01,3,22,006,07,1,037,03,4,1,8322,1
12,2011,02,2,22,007,07,1,017,01, ,2,    , 
12,2011,02,2,22,010,07,1,047,02, ,2,    , 
12,2011,02,2,22,011,05,1,025,02,3,1,7212,1
12,2011,03,2,22,014,02,1,022,03,2,1,7433,1
12,2011,03,2,22,016,03,1,043,03, ,2,    , 
12,2011,04,2,22,018,03,1,003,03,3,1,5220,1
12,2011,04,2,22,018,09,1,009,03,6,1,5131,1
12,2011,04,2,22,019,05,1,015,01, ,1,7124,1
12,2011,05,2,22,026,10,1,020,03,3,2,    , 
12,2011,06,2,22,030,04,1,034,02, ,2,    , 
12,2011,06,2,22,032,06,1,046,02, ,1,8333,1
12,2011,06,3,22,033,02,1,012,04,3,1,7341,1
12,2011,06,3,22,033,03,1,013,03, ,2,    , 
12,2011,07,2,22,036,07,1,007,03, ,1,9322,3
12,2011,08,2,22,039,08,1,008,01,9,1,0110,1
12,2011,09,2,22,045,09,1,049,02, ,1,9141,1
12,2011,09,2,22,046,04,1,034,02,9,2,    , 
12,2011,01,2,23,001,10,1,010,03,1,2,    , 
12,2011,01,2,23,001,10,1,010,04,2,2,    , 
12,2011,01,3,23,004,02,1,022,02,4,1,5122,1
12,2011,02,3,23,008,07,1,027,03,3,1,9112,1
12,2011,02,3,23,010,05,1,046,04,1,2,    , 
12,2011,03,2,23,011,01,1,031,03,2,2,    , 
12,2011,04,2,23,016,04,1,004,02,2,1,8324,1
12,2011,06,2,23,026,01,1,001,03, ,2,    , 
12,2011,07,3,23,035,02,1,042,04,3,2,    , 
12,2011,07,3,23,035,06,1,046,04,1,2,    , 
12,2011,08,3,23,041,01,1,041,03,1,2,    , 
12,2011,09,3,23,046,01,1,041,03,1,2,    , 
12,2011,01,2,31,004,04,1,034,03,3,2,    , 
12,2011,01,2,31,004,10,1,040,04, ,2,    , 
12,2011,01,2,31,005,02,1,042,04, ,2,    , 
12,2011,01,2,31,006,08,1,058,03,2,2,    , 
12,2011,01,2,31,006,08,1,058,04,2,2,    , 
12,2011,01,2,31,009,02,1,082,02,2,1,7332,1
12,2011,01,2,31,009,04,1,084,03,9,2,    , 
12,2011,01,2,31,010,01,1,091,03,1,2,    , 
12,2011,01,2,31,010,02,1,092,03, ,2,    , 
12,2011,01,2,31,010,02,1,092,04, ,2,    , 
12,2011,01,2,31,010,03,1,093,04,2,2,    , 
12,2011,01,2,31,010,05,1,095,03, ,2,    , 
12,2011,02,2,31,012,01,1,011,04,1,1,7424,3
12,2011,02,2,31,013,08,1,028,01, ,2,    , 
12,2011,02,2,31,015,05,1,015,01,2,1,5220,3
12,2011,02,2,31,015,10,1,020,03,1,2,    , 
12,2011,03,2,31,023,02,1,023,03,1,2,    , 
12,2011,03,2,31,025,03,1,044,04,1,2,    , 
12,2011,03,2,31,025,05,1,046,04,1,2,    , 
12,2011,03,2,31,027,06,1,067,03,2,2,    , 
12,2011,03,2,31,030,01,1,092,03,6,2,    , 
12,2011,03,2,31,030,03,1,094,03, ,2,    , 
12,2011,03,2,31,030,05,1,096,03,2,2,    , 
12,2011,03,2,31,030,06,1,097,03,6,2,    , 
12,2011,03,2,31,030,08,1,099,02,2,1,7433,2
12,2011,04,2,31,032,02,1,012,05,1,2,    , 
12,2011,04,2,31,033,02,1,022,03,9,2,    , 
12,2011,04,2,31,036,09,1,059,05, ,2,    , 
12,2011,04,2,31,038,07,1,077,03,1,2,    , 
12,2011,04,2,31,038,10,1,080,02,2,1,8324,1
12,2011,04,2,31,040,01,1,091,03, ,2,    , 
12,2011,05,2,31,042,06,1,016,04,3,2,    , 
12,2011,05,2,31,048,08,1,078,02, ,2,    , 
12,2011,06,2,31,058,06,1,076,03,1,2,    , 
12,2011,07,2,31,063,06,1,026,04,1,2,    , 
12,2011,07,2,31,065,03,1,043,03,1,2,    , 
12,2011,07,2,31,065,05,1,045,04,1,2,    , 
12,2011,07,2,31,069,09,1,089,02,1,2,    , 
12,2011,08,1,31,071,03,1,003,03, ,2,    , 
12,2011,08,2,31,074,09,1,040,03,2,2,    , 
12,2011,08,2,31,076,01,1,051,05,1,2,    , 
12,2011,08,2,31,076,01,1,051,06,1,2,    , 
12,2011,08,2,31,078,01,1,071,03,2,2,    , 
12,2011,09,2,31,090,10,1,090,03,6,1,4121,1
12,2011,09,2,31,090,10,1,090,04,2,2,    , 
12,2011,01,1,32,001,02,1,002,05,3,1,9132,1
12,2011,01,1,32,001,06,1,006,03,6,2,    , 
12,2011,01,1,32,001,08,1,008,04,3,2,    , 
12,2011,01,1,32,001,09,1,009,08,3,2,    , 
12,2011,01,2,32,003,03,1,023,03,6,2,    , 
12,2011,01,2,32,003,04,1,024,03,1,2,    , 
12,2011,01,2,32,003,07,1,027,04,2,2,    , 
12,2011,01,2,32,005,07,1,047,01,2,1,9341,1
12,2011,01,2,32,005,10,1,050,02, ,1,4222,1
12,2011,01,2,32,006,02,1,052,03,9,1,7313,1
12,2011,01,2,32,006,02,1,052,04,9,1,7313,1
12,2011,01,2,32,006,02,1,052,07, ,2,    , 
12,2011,01,2,32,006,04,1,054,03, ,2,    , 
12,2011,01,2,32,007,01,1,061,05,6,2,    , 
12,2011,01,2,32,007,01,1,061,06,6,2,    , 
12,2011,01,2,32,007,03,1,063,04,2,1,7241,1
12,2011,01,2,32,007,03,1,063,05,3,2,    , 
12,2011,01,2,32,008,09,1,079,02,9,1,4115,1
12,2011,02,2,32,013,06,1,026,03, ,2,    , 
12,2011,02,2,32,013,10,1,030,03,2,1,5220,1
12,2011,02,2,32,014,04,1,084,02,2,1,7221,1
12,2011,02,2,32,016,10,2,070,04,2,1,3429,1
12,2011,03,2,32,019,07,1,017,04,3,1,9211,1
12,2011,03,2,32,020,05,1,025,03,6,2,    , 
12,2011,03,2,32,021,04,1,034,03,2,2,    , 
12,2011,03,2,32,022,01,1,041,02, ,2,    , 
12,2011,03,2,32,024,07,1,067,03,2,1,7313,1
12,2011,03,2,32,025,01,1,071,03,3,1,8263,1
12,2011,03,2,32,025,04,1,074,02,2,1,9313,1
12,2011,03,2,32,025,07,1,077,03, ,2,    , 
12,2011,03,2,32,025,07,1,077,04,9,2,    , 
12,2011,03,2,32,025,07,1,077,05, ,1,5122,1
12,2011,03,2,32,025,09,1,079,05,9,2,    , 
12,2011,04,2,32,029,05,1,015,02,1,2,    , 
12,2011,05,2,32,035,07,1,017,04,1,2,    , 
12,2011,05,2,32,038,01,1,041,06, ,2,    , 
12,2011,05,2,32,040,10,1,070,02,1,2,    , 
12,2011,06,2,32,044,06,1,066,02,3,1,3152,1
12,2011,06,2,32,044,06,1,066,03,3,2,    , 
12,2011,06,2,32,044,06,1,066,04,3,2,    , 
12,2011,06,2,32,044,10,1,070,03,4,2,    , 
12,2011,06,2,32,047,04,1,014,03,2,2,    , 
12,2011,06,2,32,047,06,1,016,02,3,2,    , 
12,2011,06,2,32,048,01,1,021,03, ,2,    , 
12,2011,06,2,32,048,07,1,027,02, ,1,7241,1
12,2011,06,2,32,048,09,1,029,04, ,2,    , 
12,2011,07,2,32,051,02,1,012,01,2,1,7433,1
12,2011,07,2,32,053,03,1,023,03,1,2,    , 
12,2011,07,2,32,053,08,1,028,04,1,2,    , 
12,2011,08,2,32,059,05,1,005,04,4,1,4142,1
12,2011,08,2,32,060,01,1,011,02,1,2,    , 
12,2011,08,2,32,062,07,1,037,03,6,2,    , 
12,2011,08,2,32,063,04,1,054,04, ,2,    , 
12,2011,08,2,32,063,05,1,055,05, ,2,    , 
12,2011,08,2,32,064,04,1,044,03,1,2,    , 
12,2011,08,3,32,066,01,1,071,03,2,2,    , 
12,2011,08,3,32,066,01,1,071,05,2,2,    , 
12,2011,08,3,32,066,01,1,071,06,2,2,    , 
12,2011,09,2,32,068,01,1,051,05,2,2,    , 
12,2011,09,2,32,071,06,1,026,05,3,1,9152,1
12,2011,09,2,32,072,06,1,067,03,2,2,    , 
12,2011,09,2,32,074,03,1,074,03,9,2,    , 
12,2011,01,2,33,001,01,1,001,03, ,2,    , 
12,2011,01,2,33,001,03,1,003,03,1,2,    , 
12,2011,01,2,33,002,09,1,019,05,2,2,    , 
12,2011,01,2,33,003,04,1,024,03, ,1,4211,1
12,2011,01,2,33,005,06,1,046,04, ,1,7433,1
12,2011,02,2,33,009,01,1,011,02,2,2,    , 
12,2011,02,2,33,012,08,1,038,02,2,2,    , 
12,2011,02,2,33,013,02,1,061,03,1,2,    , 
12,2011,03,2,33,016,05,1,015,03, ,1,3118,1
12,2011,03,2,33,018,01,1,021,03,2,1,7436,1
12,2011,03,2,33,018,01,1,021,04,1,2,    , 
12,2011,03,2,33,018,01,1,021,05,1,2,    , 
12,2011,03,2,33,018,07,1,027,04,2,2,    , 
12,2011,03,2,33,018,07,1,027,05, ,2,    , 
12,2011,04,2,33,023,04,1,004,03,6,2,    , 
12,2011,04,2,33,025,03,1,023,07,9,2,    , 
12,2011,04,2,33,025,05,1,025,03, ,2,    , 
12,2011,04,2,33,025,08,1,028,02,9,2,    , 
12,2011,04,2,33,026,05,1,035,03, ,2,    , 
12,2011,04,2,33,028,07,1,057,03,6,2,    , 
12,2011,04,2,33,028,09,1,059,03, ,1,7433,1
12,2011,04,2,33,028,09,1,059,05, ,1,6210,1
12,2011,04,2,33,029,01,1,061,02,2,2,    , 
12,2011,05,2,33,031,05,1,015,04,9,2,    , 
12,2011,05,2,33,034,04,1,044,03, ,2,    , 
12,2011,05,2,33,034,05,1,045,04, ,2,    , 
12,2011,05,2,33,035,07,1,057,04,6,1,5131,1
12,2011,05,2,33,035,09,1,059,04,2,2,    , 
12,2011,05,2,33,035,09,1,059,05, ,2,    , 
12,2011,05,2,33,036,03,1,063,02,9,1,7436,1
12,2011,05,2,33,036,04,1,064,01,9,1,7436,1
12,2011,05,2,33,036,09,1,069,04,9,1,0110,1
12,2011,05,2,33,036,09,1,069,05,9,2,    , 
12,2011,06,1,33,037,03,1,003,03,6,1,4121,1
12,2011,06,1,33,037,09,1,009,03, ,1,4112,1
12,2011,06,1,33,037,09,1,009,07, ,1,4121,1
12,2011,06,2,33,040,04,1,024,02,2,1,9211,1
12,2011,06,2,33,040,04,1,024,03,2,2,    , 
12,2011,06,2,33,040,08,1,028,04,2,1,7436,1
12,2011,06,2,33,041,03,1,033,03,2,1,8277,1
12,2011,06,2,33,041,03,1,033,08,2,1,8322,1
12,2011,06,2,33,043,04,1,054,03,1,2,    , 
12,2011,07,2,33,044,07,1,007,03,9,2,    , 
12,2011,07,2,33,044,08,1,008,03,9,2,    , 
12,2011,07,2,33,045,01,1,011,02, ,2,    , 
12,2011,07,2,33,046,01,1,021,02,6,2,    , 
12,2011,07,2,33,046,02,1,022,04,6,2,    , 
12,2011,07,2,33,046,02,1,022,05,6,2,    , 
12,2011,07,2,33,047,03,1,033,03,9,2,    , 
12,2011,07,2,33,047,10,1,040,03, ,2,    , 
12,2011,07,2,33,048,04,1,044,03, ,2,    , 
12,2011,07,2,33,049,06,1,056,03, ,2,    , 
12,2011,08,2,33,051,09,1,009,04,2,2,    , 
12,2011,08,2,33,056,03,1,053,04, ,2,    , 
12,2011,09,2,33,058,02,1,002,03,1,2,    , 
12,2011,09,2,33,058,03,1,003,03,2,2,    , 
12,2011,09,2,33,058,05,1,005,02,9,2,    , 
12,2011,09,2,33,063,04,1,034,03,1,2,    , 
12,2011,09,2,33,064,09,1,050,04,9,1,4115,1
12,2011,01,1,41,001,09,1,009,04, ,2,    , 
12,2011,01,1,41,002,10,1,020,03,6,2,    , 
12,2011,02,2,41,011,03,1,043,05,3,2,    , 
12,2011,02,2,41,011,03,1,043,06,2,2,    , 
12,2011,02,2,41,011,03,1,043,07,2,2,    , 
12,2011,02,2,41,011,05,1,045,03,3,2,    , 
12,2011,03,2,41,017,05,1,046,02,3,2,    , 
12,2011,03,2,41,018,07,1,058,04,2,2,    , 
12,2011,04,2,41,020,09,1,019,03,1,2,    , 
