REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q43_PERSON_SERIAL_NO,Q43_EXPECT_MINIMUM_SALARY,Q44_HOW_LONG_LOOKING_JOB,Q45_FORMAL_TRAINING,Q46B1_TRAINING_FIELD_1ST,Q46C1_NATURE_CERTIFICATE_1ST,Q46D1_INSTITUTION_1ST,Q46E1_DURATION_1ST,Q46B2_TRAINING_FIELD_2ND,Q46C2_NATURE_CERTIFICATE_2ND,Q46D2_INSTITUTION_2ND,Q46E2_DURATION_2ND
11,2008,01,2,32,001,09,1,009,02,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,32,002,01,1,011,04,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,32,004,01,1,031,03,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,32,004,01,1,031,04,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,32,008,08,1,078,02,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,32,008,08,1,078,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,32,008,10,1,080,03,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,33,001,02,1,002,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,33,001,02,1,002,04,08000,3,1,719,2,45,12,   , ,  ,  
11,2008,01,1,33,001,07,1,007,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,33,001,10,1,010,03,10000,3,1,235,3,36,06,   , ,  ,  
11,2008,01,1,33,001,10,1,010,04,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,33,002,04,1,014,04,05000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,33,003,03,1,023,04,12000,2,1,322,1,45,06,   , ,  ,  
11,2008,01,2,33,003,03,1,023,05,18000,2,1,231,1,45,02,   , ,  ,  
11,2008,01,2,33,004,01,1,031,01,04500,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,33,004,04,1,034,02,05600,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,33,004,05,1,035,02,09000,1,1,973,1,45,99,   , ,  ,  
11,2008,01,2,33,007,05,1,065,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,33,007,06,1,066,02,08000,3,1,871,2,45,06,854,1,45,12
11,2008,01,1,51,001,01,1,001,03,15000,3,1,231,1,01,24,   , ,  ,  
11,2008,01,1,51,001,09,1,009,02,15000,1,1,236,2,03,12,   , ,  ,  
11,2008,01,1,51,001,10,1,010,01,01500,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,51,002,03,1,013,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,52,001,07,1,007,02,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,002,10,1,020,03,13000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,003,01,1,021,02,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,003,02,1,022,01,10500,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,003,02,1,022,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,003,04,1,024,01,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,006,06,1,056,06,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,006,08,1,058,04,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,52,008,06,1,074,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,53,001,01,1,001,01,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,53,001,06,1,006,03,16000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,53,002,04,1,014,02,18000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,53,002,06,1,016,04,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,53,002,07,1,017,03,18000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,53,004,03,1,023,05,09000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,61,001,07,1,007,03,10000,3,1,614,3,43,36,   , ,  ,  
11,2008,01,2,61,002,04,1,014,02,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,61,002,10,1,020,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,61,003,10,1,030,04,30000,3,1,719,1,45,06,   , ,  ,  
11,2008,01,2,61,004,01,1,031,03,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,61,007,07,1,067,03,13000,3,1,711,1,44,06,   , ,  ,  
11,2008,01,2,61,008,06,1,076,05,10000,3,1,943,1,05,06,   , ,  ,  
11,2008,01,2,61,009,01,1,081,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,62,001,06,1,006,02,08000,3,1,121,1,35,06,   , ,  ,  
11,2008,01,1,62,001,09,1,009,02,10000,3,1,121,1,35,06,   , ,  ,  
11,2008,01,1,62,001,10,1,010,03,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,62,001,10,1,010,04,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,1,62,001,10,1,010,06,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,62,002,02,1,012,01,12000,3,1,611,1,43,24,   , ,  ,  
11,2008,01,2,62,002,03,1,013,03,08000,1,1,914,1,46,48,   , ,  ,  
11,2008,01,2,62,002,06,1,016,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,62,002,06,1,016,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,62,002,07,1,017,02,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,62,006,07,1,047,04,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,71,002,01,1,001,05,25000,2,1,718,2,47,06,   , ,  ,  
11,2008,01,2,71,002,01,1,001,06,10000,2,1,718,2,47,06,   , ,  ,  
11,2008,01,2,71,002,03,1,003,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,71,002,03,1,003,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,71,008,01,1,061,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,72,002,01,1,001,01,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,81,002,02,1,012,05,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,81,004,02,1,032,04,11500,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,81,005,05,1,045,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,81,005,05,1,045,04,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,81,005,09,1,049,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,3,81,006,02,1,052,01,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,3,81,006,04,1,054,07,03000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,82,001,10,1,010,03,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,82,002,06,1,016,04,12000,2,1,134,1,03,24,   , ,  ,  
11,2008,01,2,91,001,07,1,007,03,00001,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,91,006,10,1,060,05,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,3,91,009,09,1,079,04,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,92,004,03,1,033,02,10000,3,1,871,1,46,06,   , ,  ,  
11,2008,01,2,92,004,04,1,034,01,05000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,92,004,05,1,035,02,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,92,005,04,1,044,03,07000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,92,005,04,1,044,07,09000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,92,005,05,1,045,03,50000,2,1,711,1,46,06,931,2,46,12
11,2008,01,2,92,005,05,1,045,04,40000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,01,2,92,005,07,1,047,03,18000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,11,019,01,1,001,01,25000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,11,024,07,1,060,03,99000,2,1,712,3,45,36,   , ,  ,  
11,2008,02,1,11,024,09,1,062,04,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,11,024,09,1,062,05,07000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,11,026,08,1,081,02,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,11,029,02,1,105,02,14000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,11,031,05,1,118,02,03000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,11,034,05,1,148,05,10000,2,1,811,1,45,06,718,1,03,06
11,2008,02,2,11,036,08,1,171,02,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,12,018,06,1,016,01,25000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,12,018,08,1,018,03,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,12,021,03,1,044,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,12,023,07,1,068,04,08000,3,1,871,1,03,06,   , ,  ,  
11,2008,02,2,12,029,01,1,122,05,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,12,029,02,1,123,04,12500,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,13,013,02,1,012,01,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,13,020,05,1,086,03,07000,3,1,719,1,45,06,   , ,  ,  
11,2008,02,2,13,020,07,1,088,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,21,012,04,1,004,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,21,012,05,1,005,02,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,014,05,1,025,01,45000,1,1,217,1,43,99,   , ,  ,  
11,2008,02,2,21,016,01,1,041,01,02000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,016,01,1,041,02,12000,3,1,719,2,45,06,   , ,  ,  
11,2008,02,2,21,016,03,1,043,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,016,04,1,044,04,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,016,07,1,047,04,07500,3,1,122,1,45,06,   , ,  ,  
11,2008,02,2,21,017,05,1,055,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,017,05,1,055,04,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,018,02,1,062,05,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,21,019,01,1,071,04,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,22,006,03,1,003,05,06000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,22,006,03,1,003,06,06000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,22,009,01,1,031,03,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,22,009,01,1,031,04,20000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,23,006,01,1,001,01,12500,3,1,854,1,01,12,   , ,  ,  
11,2008,02,2,23,006,03,1,003,04,10000,3,1,719,2,45,12,   , ,  ,  
11,2008,02,3,23,008,10,1,031,04,07500,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,3,23,009,04,1,035,02,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,3,23,009,06,1,037,02,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,3,23,009,09,1,040,02,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,3,23,010,02,1,043,02,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,31,011,02,1,002,02,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,31,011,02,1,002,03,25000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,31,011,05,1,005,01,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,31,011,06,1,006,03,20000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,31,014,03,1,034,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,31,017,06,1,067,01,09000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,31,019,08,1,090,03,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,31,019,10,1,092,01,13000,1,1,213,1,38,99,   , ,  ,  
11,2008,02,2,61,017,01,1,021,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,021,05,1,065,04,15000,3,1,861,1,29,06,863,1,45,18
11,2008,02,2,61,023,01,1,081,03,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,023,02,1,082,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,023,06,1,086,05,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,023,10,1,090,04,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,023,10,1,090,06,12000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,024,10,1,100,03,08000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,61,025,08,1,108,02,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,62,008,02,1,002,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,62,008,04,1,004,04,12000,3,1,719,2,25,06,   , ,  ,  
11,2008,02,1,62,008,06,1,006,01,08000,3,1,122,1,46,99,   , ,  ,  
11,2008,02,1,62,008,06,1,006,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,62,011,03,1,033,05,12000,3,1,122,1,46,06,   , ,  ,  
11,2008,02,2,62,011,08,1,038,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,62,012,03,1,043,03,05000,2,1,122,1,46,06,   , ,  ,  
11,2008,02,2,62,013,06,1,056,08,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,71,010,10,1,020,06,07500,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,71,011,05,1,025,03,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,71,014,03,1,053,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,72,005,02,1,002,02,09000,3,1,114,1,46,12,   , ,  ,  
11,2008,02,2,72,005,10,1,010,03,07000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,81,008,03,1,003,02,06000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,81,009,07,1,017,01,03000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,81,009,08,1,018,03,06000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,81,011,04,1,034,02,06000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,81,011,06,1,036,03,10000,3,1,965,1,43,06,   , ,  ,  
11,2008,02,2,81,012,07,1,047,03,08000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,81,012,08,1,048,03,08000,3,1,856,2,43,06,   , ,  ,  
11,2008,02,2,82,008,01,1,022,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,82,009,06,1,036,04,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,91,014,03,1,044,04,07500,1,1,122,1,03,06,   , ,  ,  
11,2008,02,2,91,014,09,1,050,03,00001,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,91,015,04,1,055,04,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,91,016,01,1,062,03,02000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,91,018,05,1,086,03,10000,3,1,931,1,46,12,854,1,00,06
11,2008,02,2,91,018,05,1,086,05,10000,3,1,931,1,46,12,   , ,  ,  
11,2008,02,1,92,009,08,1,009,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,010,06,1,017,04,00001,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,010,07,1,018,04,05000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,010,08,1,019,02,05000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,010,08,1,019,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,010,10,1,021,06,00001,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,014,10,1,061,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,015,04,1,065,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,92,015,05,1,066,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,51,006,07,2,009,02,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,52,009,06,1,006,02,15000,3,1,871,1,43,06,   , ,  ,  
11,2008,02,1,52,009,07,1,007,05,15000,1,1,719,1,05,06,   , ,  ,  
11,2008,02,2,33,008,08,1,008,05,15000,3,1,719,1,45,06,   , ,  ,  
11,2008,02,2,33,008,08,1,008,10,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,008,10,1,010,03,20000,3,1,719,1,45,06,   , ,  ,  
11,2008,02,2,33,009,10,1,018,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,009,10,1,020,04,12000,3,1,719,1,45,06,   , ,  ,  
11,2008,02,2,33,010,10,1,030,03,12000,3,1,719,1,45,06,239, ,45,06
11,2008,02,2,33,014,10,1,063,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,014,10,1,066,03,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,014,10,1,066,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,014,10,1,067,02,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,014,10,1,068,03,09000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,33,014,10,1,070,02,09000,1,1,122,2,43,12,871,2,45,12
11,2008,02,2,33,014,10,1,070,03,10000,1,1,719,2,44,06,   , ,  ,  
11,2008,02,2,33,014,10,1,070,04,10000,3,1,829,2,43,24,719,2,44,06
11,2008,02,1,32,009,01,1,001,03,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,1,32,009,01,1,001,05,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,011,07,1,027,02,04000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,011,09,1,029,03,10000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,012,06,1,036,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,013,05,1,045,04,15000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,014,04,1,054,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,014,04,1,054,04,08000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,014,04,1,054,05,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,015,05,1,065,03,12000,3,1,611,2,02,12,   , ,  ,  
11,2008,02,2,32,015,05,1,065,04,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,02,2,32,016,05,1,075,06,15000,3,1,719,1,46,06,871,2,46,06
11,2008,02,2,32,016,09,1,079,04,12000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,03,1,11,040,08,1,041,06,07000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,03,1,11,040,10,1,043,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,03,1,11,040,10,1,043,04,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,03,1,11,045,03,1,087,02,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,047,05,1,109,03,10000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,047,09,1,113,03,15000,2,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,048,02,1,116,04,00001,2,1,718,1,45,06,   , ,  ,  
11,2008,03,2,11,048,05,1,119,01,40000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,049,01,1,125,03,00001,3,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,051,06,1,150,04,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,051,07,1,151,03,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,051,08,1,152,05,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,051,09,1,153,04,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,051,09,1,153,05,12000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,11,054,06,1,180,03,20000,3,1,227,1,02,30,213,1,43,24
11,2008,03,2,12,036,10,1,040,03,06500,2,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,12,040,04,1,074,03,10000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,12,042,01,1,091,01,15000,3,1,871,2,46,08,   , ,  ,  
11,2008,03,2,12,045,01,1,121,04,18000,2,1,931,2,46,99,   , ,  ,  
11,2008,03,2,12,048,03,1,155,02,03000,3,1,972,1,43,99,   , ,  ,  
11,2008,03,2,13,023,06,1,016,02,20000,3,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,13,023,08,1,018,01,15000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,13,024,07,1,027,03,10000,1,1,122,1,03,06,   , ,  ,  
11,2008,03,2,13,025,02,1,032,03,10000,3,1,213,1,38,04,   , ,  ,  
11,2008,03,2,13,025,08,1,038,04,06000,3,1,719,1,45,06,   , ,  ,  
11,2008,03,2,13,026,03,1,043,04,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,13,026,03,1,043,05,06000,1,2,   , ,  ,  ,   , ,  ,  
11,2008,03,2,13,027,05,1,055,02,03000,3,2,   , ,  ,  ,   , ,  ,  
