REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q33_PERSON_SERIAL_NO,Q33_EXPECT_A_JOB,Q34_STEPS_TAKEN_FIND_JOB,Q351_STEPS_TAKEN_1ST,Q352_STEPS_TAKEN_2ND,Q353_STEPS_TAKEN_3RD,Q36_REASON_NOT_TAKING_ACTION
09,2008,02,2,32,016,05,1,075,02,2, , , , , 
09,2008,02,2,32,016,05,1,075,04,2, , , , , 
09,2008,02,2,32,016,05,1,075,06,1,1,3, , , 
09,2008,02,2,32,016,06,1,076,01,2, , , , , 
09,2008,02,2,32,016,06,1,076,02,2, , , , , 
09,2008,02,2,32,016,06,1,076,03,2, , , , , 
09,2008,02,2,32,016,06,1,076,04,2, , , , , 
09,2008,02,2,32,016,06,1,076,05,2, , , , , 
09,2008,02,2,32,016,06,1,076,06,2, , , , , 
09,2008,02,2,32,016,07,1,077,02,2, , , , , 
09,2008,02,2,32,016,08,1,078,02,2, , , , , 
09,2008,02,2,32,016,09,1,079,02,2, , , , , 
09,2008,02,2,32,016,09,1,079,04,1,1,4, , , 
09,2008,02,2,32,016,09,1,079,05,2, , , , , 
09,2008,02,2,32,016,10,1,080,01,2, , , , , 
09,2008,02,2,32,016,10,1,080,03,2, , , , , 
09,2008,02,2,32,016,10,1,080,04,2, , , , , 
09,2008,03,1,11,037,01,1,001,01,2, , , , , 
09,2008,03,1,11,037,01,1,001,02,2, , , , , 
09,2008,03,1,11,037,01,1,001,03,2, , , , , 
09,2008,03,1,11,037,01,2,002,02,2, , , , , 
09,2008,03,1,11,037,01,2,002,03,2, , , , , 
09,2008,03,1,11,037,01,3,003,02,2, , , , , 
09,2008,03,1,11,037,02,1,004,02,2, , , , , 
09,2008,03,1,11,037,02,1,004,03,2, , , , , 
09,2008,03,1,11,037,02,1,004,04,2, , , , , 
09,2008,03,1,11,037,03,1,005,01,2, , , , , 
09,2008,03,1,11,037,03,1,005,02,2, , , , , 
09,2008,03,1,11,037,03,1,005,05,2, , , , , 
09,2008,03,1,11,037,04,1,006,02,2, , , , , 
09,2008,03,1,11,037,05,1,007,01,2, , , , , 
09,2008,03,1,11,037,05,1,007,03,2, , , , , 
09,2008,03,1,11,037,05,1,007,06,2, , , , , 
09,2008,03,1,11,037,05,1,007,07,2, , , , , 
09,2008,03,1,11,037,06,1,008,01,2, , , , , 
09,2008,03,1,11,037,06,1,008,02,2, , , , , 
09,2008,03,1,11,037,07,1,009,02,2, , , , , 
09,2008,03,1,11,037,07,1,009,03,2, , , , , 
09,2008,03,1,11,037,08,1,010,02,2, , , , , 
09,2008,03,1,11,037,08,1,010,05,2, , , , , 
09,2008,03,1,11,037,08,1,010,06,2, , , , , 
09,2008,03,1,11,037,08,2,011,02,2, , , , , 
09,2008,03,1,11,037,08,2,011,03,2, , , , , 
09,2008,03,1,11,037,08,2,011,04,2, , , , , 
09,2008,03,1,11,037,09,1,012,01,2, , , , , 
09,2008,03,1,11,037,09,1,012,02,2, , , , , 
09,2008,03,1,11,037,09,1,012,06,2, , , , , 
09,2008,03,1,11,037,10,1,013,03,2, , , , , 
09,2008,03,1,11,037,10,1,013,04,2, , , , , 
09,2008,03,1,11,037,10,1,013,05,2, , , , , 
09,2008,03,1,11,038,01,1,014,01,2, , , , , 
09,2008,03,1,11,038,01,1,014,04,2, , , , , 
09,2008,03,1,11,038,01,1,014,06,2, , , , , 
09,2008,03,1,11,038,01,1,014,07,2, , , , , 
09,2008,03,1,11,038,02,1,015,01,2, , , , , 
09,2008,03,1,11,038,02,1,015,04,2, , , , , 
09,2008,03,1,11,038,03,1,016,01,2, , , , , 
09,2008,03,1,11,038,03,1,016,04,2, , , , , 
09,2008,03,1,11,038,04,1,017,02,2, , , , , 
09,2008,03,1,11,038,04,1,017,03,2, , , , , 
09,2008,03,1,11,038,04,1,017,04,2, , , , , 
09,2008,03,1,11,038,04,1,017,05,2, , , , , 
09,2008,03,1,11,038,05,1,018,02,2, , , , , 
09,2008,03,1,11,038,06,1,019,02,2, , , , , 
09,2008,03,1,11,038,06,1,019,04,2, , , , , 
09,2008,03,1,11,038,07,1,020,01,2, , , , , 
09,2008,03,1,11,038,07,1,020,03,2, , , , , 
09,2008,03,1,11,038,07,1,020,04,2, , , , , 
09,2008,03,1,11,038,07,1,020,05,2, , , , , 
09,2008,03,1,11,038,08,1,021,02,2, , , , , 
09,2008,03,1,11,038,09,1,022,02,2, , , , , 
09,2008,03,1,11,038,09,1,022,04,2, , , , , 
09,2008,03,1,11,038,09,1,022,05,2, , , , , 
09,2008,03,1,11,038,09,1,022,07,2, , , , , 
09,2008,03,1,11,038,09,1,022,08,2, , , , , 
09,2008,03,1,11,038,10,1,023,01,2, , , , , 
09,2008,03,1,11,038,10,1,023,04,2, , , , , 
09,2008,03,1,11,038,10,1,023,06,2, , , , , 
09,2008,03,1,11,038,10,1,023,07,2, , , , , 
09,2008,03,1,11,038,10,1,023,08,2, , , , , 
09,2008,03,1,11,038,10,1,023,09,2, , , , , 
09,2008,03,1,11,039,01,1,024,01,2, , , , , 
09,2008,03,1,11,039,01,1,024,02,2, , , , , 
09,2008,03,1,11,039,02,1,025,05,2, , , , , 
09,2008,03,1,11,039,02,1,025,06,2, , , , , 
09,2008,03,1,11,039,02,1,025,07,2, , , , , 
09,2008,03,1,11,039,03,1,026,02,2, , , , , 
09,2008,03,1,11,039,03,1,026,03,2, , , , , 
09,2008,03,1,11,039,04,1,027,01,2, , , , , 
09,2008,03,1,11,039,04,1,027,04,2, , , , , 
09,2008,03,1,11,039,06,1,029,02,2, , , , , 
09,2008,03,1,11,039,08,1,031,02,2, , , , , 
09,2008,03,1,11,039,08,1,031,03,2, , , , , 
09,2008,03,1,11,039,09,1,032,01,2, , , , , 
09,2008,03,1,11,040,02,1,035,02,2, , , , , 
09,2008,03,1,11,040,03,1,036,02,2, , , , , 
09,2008,03,1,11,040,05,1,038,01,2, , , , , 
09,2008,03,1,11,040,06,1,039,03,2, , , , , 
09,2008,03,1,11,040,07,1,040,02,2, , , , , 
09,2008,03,1,11,040,07,1,040,04,2, , , , , 
09,2008,03,1,11,040,08,1,041,01,2, , , , , 
09,2008,03,1,11,040,08,1,041,06,1,1,3,4, , 
09,2008,03,1,11,040,08,1,041,07,2, , , , , 
09,2008,03,1,11,040,09,1,042,02,2, , , , , 
09,2008,03,1,11,040,09,1,042,03,2, , , , , 
09,2008,03,1,11,040,09,1,042,05,2, , , , , 
09,2008,03,1,11,040,10,1,043,03,1,1,2,3,4, 
09,2008,03,1,11,040,10,1,043,04,1,1,2,3,4, 
09,2008,03,1,11,041,04,1,047,02,2, , , , , 
09,2008,03,1,11,041,06,1,049,02,2, , , , , 
09,2008,03,1,11,041,07,1,050,04,2, , , , , 
09,2008,03,1,11,041,07,1,050,05,2, , , , , 
09,2008,03,1,11,041,08,1,051,01,2, , , , , 
09,2008,03,1,11,041,10,1,053,05,2, , , , , 
09,2008,03,1,11,042,02,1,055,02,2, , , , , 
09,2008,03,1,11,042,02,1,055,03,2, , , , , 
09,2008,03,1,11,042,05,1,058,01,2, , , , , 
09,2008,03,1,11,042,08,1,061,01,2, , , , , 
09,2008,03,1,11,043,01,1,064,02,2, , , , , 
09,2008,03,1,11,043,01,1,064,03,2, , , , , 
09,2008,03,1,11,043,01,1,064,04,2, , , , , 
09,2008,03,1,11,043,01,1,064,05,2, , , , , 
09,2008,03,1,11,043,01,1,064,07,2, , , , , 
09,2008,03,1,11,043,02,1,065,04,2, , , , , 
09,2008,03,1,11,043,02,1,065,06,2, , , , , 
09,2008,03,1,11,043,03,1,066,01,2, , , , , 
09,2008,03,1,11,043,03,1,066,02,2, , , , , 
09,2008,03,1,11,043,03,1,066,03,2, , , , , 
09,2008,03,1,11,043,04,1,067,01,2, , , , , 
09,2008,03,1,11,043,04,1,067,03,2, , , , , 
09,2008,03,1,11,043,05,1,068,02,2, , , , , 
09,2008,03,1,11,043,06,1,069,01,2, , , , , 
09,2008,03,1,11,043,06,1,069,02,2, , , , , 
09,2008,03,1,11,043,08,1,071,01,2, , , , , 
09,2008,03,1,11,043,08,1,071,02,2, , , , , 
09,2008,03,1,11,043,10,1,073,02,2, , , , , 
09,2008,03,1,11,043,10,1,073,04,2, , , , , 
09,2008,03,1,11,043,10,1,073,05,2, , , , , 
09,2008,03,1,11,044,01,1,074,01,2, , , , , 
09,2008,03,1,11,044,01,2,075,02,2, , , , , 
09,2008,03,1,11,044,02,1,076,04,2, , , , , 
09,2008,03,1,11,044,03,1,077,03,2, , , , , 
09,2008,03,1,11,044,03,1,077,04,2, , , , , 
09,2008,03,1,11,044,04,1,078,01,2, , , , , 
09,2008,03,1,11,044,04,1,078,02,2, , , , , 
09,2008,03,1,11,044,04,1,078,04,2, , , , , 
09,2008,03,1,11,044,04,1,078,05,2, , , , , 
09,2008,03,1,11,044,05,1,079,01,2, , , , , 
09,2008,03,1,11,044,05,1,079,02,2, , , , , 
09,2008,03,1,11,044,05,1,079,03,2, , , , , 
09,2008,03,1,11,044,05,1,079,04,2, , , , , 
09,2008,03,1,11,044,05,1,079,05,2, , , , , 
09,2008,03,1,11,044,07,1,081,01,2, , , , , 
09,2008,03,1,11,044,07,1,081,04,2, , , , , 
09,2008,03,1,11,044,09,1,083,02,2, , , , , 
09,2008,03,1,11,044,09,1,083,03,2, , , , , 
09,2008,03,1,11,045,01,1,085,02,2, , , , , 
09,2008,03,1,11,045,01,1,085,04,2, , , , , 
09,2008,03,1,11,045,02,1,086,01,2, , , , , 
09,2008,03,1,11,045,03,1,087,01,2, , , , , 
09,2008,03,1,11,045,03,1,087,02,1,1,4, , , 
09,2008,03,1,11,045,05,1,089,01,2, , , , , 
09,2008,03,1,11,045,05,1,089,06,2, , , , , 
09,2008,03,1,11,045,06,1,090,01,2, , , , , 
09,2008,03,1,11,045,06,1,090,02,2, , , , , 
09,2008,03,1,11,045,06,1,090,06,2, , , , , 
09,2008,03,1,11,045,07,1,091,01,2, , , , , 
09,2008,03,1,11,045,07,1,091,02,2, , , , , 
09,2008,03,1,11,045,07,1,091,03,2, , , , , 
09,2008,03,1,11,045,08,1,092,02,2, , , , , 
09,2008,03,1,11,045,08,1,092,03,2, , , , , 
09,2008,03,1,11,045,09,1,093,02,2, , , , , 
09,2008,03,1,11,045,09,1,093,06,2, , , , , 
09,2008,03,1,11,046,01,1,095,02,2, , , , , 
09,2008,03,1,11,046,01,1,095,04,2, , , , , 
09,2008,03,1,11,046,03,1,097,02,2, , , , , 
09,2008,03,1,11,046,04,1,098,02,2, , , , , 
09,2008,03,1,11,046,05,1,099,02,2, , , , , 
09,2008,03,1,11,046,05,1,099,03,2, , , , , 
09,2008,03,1,11,046,06,1,100,02,2, , , , , 
09,2008,03,1,11,046,06,1,100,03,2, , , , , 
09,2008,03,1,11,046,06,1,100,05,2, , , , , 
09,2008,03,1,11,046,07,1,101,02,2, , , , , 
09,2008,03,1,11,046,07,1,101,05,2, , , , , 
09,2008,03,1,11,046,08,1,102,03,2, , , , , 
09,2008,03,1,11,046,08,1,102,04,2, , , , , 
09,2008,03,1,11,046,09,1,103,01,2, , , , , 
09,2008,03,1,11,046,10,1,104,02,2, , , , , 
09,2008,03,1,11,046,10,1,104,03,2, , , , , 
09,2008,03,1,11,046,10,1,104,04,2, , , , , 
09,2008,03,2,11,047,01,1,105,02,2, , , , , 
09,2008,03,2,11,047,02,1,106,02,2, , , , , 
09,2008,03,2,11,047,02,1,106,03,2, , , , , 
09,2008,03,2,11,047,03,1,107,02,2, , , , , 
09,2008,03,2,11,047,04,1,108,02,2, , , , , 
09,2008,03,2,11,047,05,1,109,03,1,1,1, , , 
09,2008,03,2,11,047,05,1,109,04,2, , , , , 
09,2008,03,2,11,047,06,1,110,02,2, , , , , 
09,2008,03,2,11,047,07,1,111,02,2, , , , , 
09,2008,03,2,11,047,07,1,111,03,2, , , , , 
09,2008,03,2,11,047,07,1,111,04,2, , , , , 
09,2008,03,2,11,047,08,1,112,02,2, , , , , 
09,2008,03,2,11,047,08,1,112,03,2, , , , , 
09,2008,03,2,11,047,09,1,113,01,2, , , , , 
09,2008,03,2,11,047,09,1,113,03,1,1,4, , , 
09,2008,03,2,11,047,09,1,113,04,2, , , , , 
09,2008,03,2,11,047,10,1,114,01,2, , , , , 
09,2008,03,2,11,047,10,1,114,02,2, , , , , 
09,2008,03,2,11,047,10,1,114,06,2, , , , , 
09,2008,03,2,11,048,02,1,116,04,1,1,1, , , 
09,2008,03,2,11,048,03,1,117,03,2, , , , , 
09,2008,03,2,11,048,05,1,119,01,1,1,5, , , 
09,2008,03,2,11,048,05,1,119,02,2, , , , , 
09,2008,03,2,11,048,06,1,120,05,2, , , , , 
09,2008,03,2,11,048,07,1,121,03,2, , , , , 
09,2008,03,2,11,048,08,1,122,02,2, , , , , 
09,2008,03,2,11,048,08,1,122,03,2, , , , , 
09,2008,03,2,11,048,09,1,123,02,2, , , , , 
09,2008,03,2,11,048,10,1,124,03,2, , , , , 
09,2008,03,2,11,048,10,1,124,04,2, , , , , 
09,2008,03,2,11,049,01,1,125,02,2, , , , , 
09,2008,03,2,11,049,01,1,125,03,1,1,1, , , 
09,2008,03,2,11,049,02,1,126,01,2, , , , , 
09,2008,03,2,11,049,03,1,127,01,2, , , , , 
09,2008,03,2,11,049,03,1,127,02,2, , , , , 
09,2008,03,2,11,049,04,1,128,03,2, , , , , 
09,2008,03,2,11,049,05,1,129,03,2, , , , , 
09,2008,03,2,11,049,05,1,129,05,2, , , , , 
09,2008,03,2,11,049,06,1,130,02,2, , , , , 
09,2008,03,2,11,049,06,1,130,03,2, , , , , 
09,2008,03,2,11,049,06,1,130,05,2, , , , , 
09,2008,03,2,11,049,08,1,132,02,2, , , , , 
09,2008,03,2,11,049,08,1,132,03,2, , , , , 
09,2008,03,2,11,049,08,1,132,04,2, , , , , 
09,2008,03,2,11,049,08,1,132,05,2, , , , , 
09,2008,03,2,11,049,09,1,133,01,2, , , , , 
09,2008,03,2,11,049,10,1,134,04,2, , , , , 
09,2008,03,2,11,050,02,1,136,02,2, , , , , 
09,2008,03,2,11,050,02,1,136,03,2, , , , , 
09,2008,03,2,11,050,04,1,138,01,1,1,5, , , 
09,2008,03,2,11,050,05,1,139,01,2, , , , , 
09,2008,03,2,11,050,06,1,140,02,2, , , , , 
09,2008,03,2,11,050,07,1,141,01,2, , , , , 
09,2008,03,2,11,050,09,1,143,01,2, , , , , 
09,2008,03,2,11,050,10,1,144,01,2, , , , , 
09,2008,03,2,11,050,10,1,144,02,2, , , , , 
09,2008,03,2,11,050,10,1,144,03,2, , , , , 
09,2008,03,2,11,050,10,1,144,04,2, , , , , 
09,2008,03,2,11,051,01,1,145,02,2, , , , , 
09,2008,03,2,11,051,02,1,146,02,2, , , , , 
09,2008,03,2,11,051,02,1,146,03,2, , , , , 
09,2008,03,2,11,051,03,1,147,01,2, , , , , 
09,2008,03,2,11,051,04,1,148,02,2, , , , , 
09,2008,03,2,11,051,04,1,148,03,2, , , , , 
09,2008,03,2,11,051,05,1,149,04,2, , , , , 
09,2008,03,2,11,051,06,1,150,04,1,1,2, , , 
09,2008,03,2,11,051,07,1,151,01,2, , , , , 
09,2008,03,2,11,051,07,1,151,02,2, , , , , 
09,2008,03,2,11,051,07,1,151,03,1,1,4, , , 
09,2008,03,2,11,051,07,1,151,04,2, , , , , 
09,2008,03,2,11,051,08,1,152,02,2, , , , , 
09,2008,03,2,11,051,08,1,152,03,2, , , , , 
09,2008,03,2,11,051,08,1,152,05,1,1,2,4, , 
09,2008,03,2,11,051,09,1,153,01,2, , , , , 
09,2008,03,2,11,051,09,1,153,02,2, , , , , 
09,2008,03,2,11,051,09,1,153,04,1,1,2,4, , 
09,2008,03,2,11,051,09,1,153,05,1,1,1,2, , 
09,2008,03,2,11,052,01,1,155,01,2, , , , , 
09,2008,03,2,11,052,02,1,156,01,2, , , , , 
09,2008,03,2,11,052,03,1,157,02,2, , , , , 
09,2008,03,2,11,052,03,1,157,03,2, , , , , 
09,2008,03,2,11,052,03,1,157,04,2, , , , , 
09,2008,03,2,11,052,05,1,159,03,2, , , , , 
09,2008,03,2,11,052,05,1,159,04,2, , , , , 
09,2008,03,2,11,052,05,1,159,05,2, , , , , 
09,2008,03,2,11,052,06,1,160,02,2, , , , , 
09,2008,03,2,11,052,07,1,161,02,2, , , , , 
09,2008,03,2,11,052,09,1,163,02,2, , , , , 
09,2008,03,2,11,052,09,1,163,03,2, , , , , 
09,2008,03,2,11,052,10,1,164,03,2, , , , , 
09,2008,03,2,11,052,10,1,164,04,2, , , , , 
09,2008,03,2,11,052,10,1,164,06,2, , , , , 
09,2008,03,2,11,053,02,1,166,01,2, , , , , 
09,2008,03,2,11,053,02,1,166,02,2, , , , , 
09,2008,03,2,11,053,03,1,167,01,1,2, , , ,4
09,2008,03,2,11,053,04,1,168,03,2, , , , , 
09,2008,03,2,11,053,04,1,168,04,2, , , , , 
09,2008,03,2,11,053,04,1,168,06,2, , , , , 
09,2008,03,2,11,053,05,1,169,03,2, , , , , 
09,2008,03,2,11,053,06,1,170,03,2, , , , , 
09,2008,03,2,11,053,06,1,170,04,2, , , , , 
09,2008,03,2,11,053,08,1,172,02,2, , , , , 
09,2008,03,2,11,053,08,1,172,04,2, , , , , 
09,2008,03,2,11,053,08,1,172,05,2, , , , , 
09,2008,03,2,11,053,09,1,173,02,2, , , , , 
09,2008,03,2,11,053,10,1,174,02,1,2, , , ,4
09,2008,03,2,11,053,10,1,174,04,2, , , , , 
09,2008,03,2,11,053,10,1,174,05,2, , , , , 
09,2008,03,2,11,053,10,1,174,06,1,2, , , ,2
09,2008,03,2,11,054,01,1,175,02,1,2, , , ,6
09,2008,03,2,11,054,02,1,176,01,2, , , , , 
09,2008,03,2,11,054,03,1,177,02,2, , , , , 
09,2008,03,2,11,054,04,1,178,03,2, , , , , 
09,2008,03,2,11,054,05,1,179,02,2, , , , , 
09,2008,03,2,11,054,05,1,179,03,2, , , , , 
09,2008,03,2,11,054,06,1,180,03,1,1,3,4, , 
09,2008,03,2,11,054,06,1,180,05,2, , , , , 
09,2008,03,2,11,054,08,1,182,02,1,2, , , ,6
09,2008,03,2,11,054,08,1,182,03,2, , , , , 
09,2008,03,2,11,054,09,1,183,01,2, , , , , 
09,2008,03,2,11,054,09,1,183,02,2, , , , , 
09,2008,03,2,11,054,09,1,183,03,2, , , , , 
09,2008,03,2,11,054,10,1,184,05,2, , , , , 
09,2008,03,1,12,033,01,1,001,02,2, , , , , 
09,2008,03,1,12,033,03,1,003,03,2, , , , , 
09,2008,03,1,12,033,04,1,004,02,2, , , , , 
09,2008,03,1,12,033,04,1,004,03,2, , , , , 
09,2008,03,1,12,033,04,1,004,04,2, , , , , 
09,2008,03,1,12,033,05,1,005,01,2, , , , , 
09,2008,03,1,12,033,05,1,005,02,2, , , , , 
09,2008,03,1,12,033,06,1,006,02,2, , , , , 
09,2008,03,1,12,033,07,1,007,02,2, , , , , 
09,2008,03,1,12,033,07,1,007,03,2, , , , , 
09,2008,03,1,12,033,07,1,007,04,2, , , , , 
09,2008,03,1,12,033,09,1,009,02,2, , , , , 
09,2008,03,1,12,033,09,1,009,03,2, , , , , 
09,2008,03,1,12,033,10,1,010,02,2, , , , , 
09,2008,03,1,12,033,10,1,010,03,2, , , , , 
09,2008,02,1,12,034,01,1,011,01,2, , , , , 
09,2008,02,1,12,034,01,1,011,02,2, , , , , 
09,2008,03,1,12,034,02,1,012,02,2, , , , , 
09,2008,03,1,12,034,04,1,014,02,2, , , , , 
09,2008,03,1,12,034,04,1,014,03,2, , , , , 
09,2008,03,1,12,034,04,1,014,04,2, , , , , 
09,2008,03,1,12,034,04,1,014,05,2, , , , , 
09,2008,03,1,12,034,04,1,014,06,2, , , , , 
09,2008,03,1,12,034,05,1,015,01,2, , , , , 
09,2008,03,1,12,034,05,1,015,02,2, , , , , 
09,2008,03,1,12,034,06,1,016,01,2, , , , , 
09,2008,03,1,12,034,06,1,016,02,2, , , , , 
09,2008,03,1,12,034,07,1,017,02,2, , , , , 
09,2008,03,1,12,034,07,1,017,03,2, , , , , 
09,2008,03,1,12,034,08,1,018,02,2, , , , , 
09,2008,03,1,12,034,09,1,019,02,2, , , , , 
09,2008,03,1,12,034,09,1,019,03,2, , , , , 
09,2008,03,1,12,034,09,1,019,04,2, , , , , 
09,2008,03,1,12,034,10,1,020,03,2, , , , , 
09,2008,03,1,12,034,10,1,020,05,2, , , , , 
09,2008,03,2,12,035,01,1,021,04,1,2, , , ,9
09,2008,03,2,12,035,01,1,021,05,2, , , , , 
09,2008,03,2,12,035,02,1,022,02,1,2, , , ,9
09,2008,03,2,12,035,02,1,022,03,2, , , , , 
09,2008,03,2,12,035,02,1,022,04,2, , , , , 
09,2008,03,2,12,035,02,1,022,05,2, , , , , 
09,2008,03,2,12,035,03,1,023,02,2, , , , , 
09,2008,03,2,12,035,03,1,023,03,1,2, , , ,9
09,2008,03,2,12,035,03,1,023,04,2, , , , , 
09,2008,03,2,12,035,05,1,025,01,2, , , , , 
09,2008,03,2,12,035,05,1,025,02,2, , , , , 
09,2008,03,2,12,035,06,1,026,02,2, , , , , 
09,2008,03,2,12,035,06,1,026,04,2, , , , , 
09,2008,03,2,12,035,06,1,026,05,2, , , , , 
09,2008,03,2,12,035,06,1,026,06,2, , , , , 
09,2008,03,2,12,035,08,1,028,02,2, , , , , 
09,2008,03,2,12,035,09,1,029,03,2, , , , , 
09,2008,03,2,12,035,09,1,029,04,2, , , , , 
09,2008,03,2,12,035,10,1,030,02,1,2, , , ,9
09,2008,03,2,12,035,10,1,030,03,2, , , , , 
09,2008,03,2,12,035,10,1,030,04,2, , , , , 
09,2008,03,2,12,035,10,1,030,05,2, , , , , 
09,2008,03,2,12,036,01,1,031,02,2, , , , , 
09,2008,03,2,12,036,03,1,033,01,2, , , , , 
09,2008,03,2,12,036,03,1,033,02,2, , , , , 
09,2008,03,2,12,036,04,1,034,01,2, , , , , 
09,2008,03,2,12,036,04,1,034,02,2, , , , , 
09,2008,03,2,12,036,05,1,035,01,2, , , , , 
09,2008,03,2,12,036,05,1,035,02,2, , , , , 
09,2008,03,2,12,036,05,1,035,04,2, , , , , 
09,2008,03,2,12,036,05,1,035,05,2, , , , , 
09,2008,03,2,12,036,06,1,036,04,2, , , , , 
09,2008,03,2,12,036,06,1,036,05,2, , , , , 
09,2008,03,2,12,036,07,1,037,01,2, , , , , 
09,2008,03,2,12,036,07,1,037,02,2, , , , , 
09,2008,03,2,12,036,09,1,039,02,2, , , , , 
09,2008,03,2,12,036,10,1,040,02,2, , , , , 
09,2008,03,2,12,036,10,1,040,03,1,1,3, , , 
09,2008,03,2,12,036,10,1,040,04,2, , , , , 
09,2008,03,2,12,036,10,1,040,05,2, , , , , 
09,2008,03,2,12,037,01,1,041,01,2, , , , , 
09,2008,03,2,12,037,01,1,041,02,2, , , , , 
09,2008,03,2,12,037,01,1,041,04,2, , , , , 
09,2008,03,2,12,037,01,1,041,06,2, , , , , 
09,2008,03,2,12,037,02,1,042,03,2, , , , , 
09,2008,03,2,12,037,03,1,043,02,2, , , , , 
09,2008,03,2,12,037,04,1,044,02,2, , , , , 
09,2008,03,2,12,037,05,1,045,03,2, , , , , 
09,2008,03,2,12,037,05,1,045,04,2, , , , , 
09,2008,03,2,12,037,07,1,047,02,2, , , , , 
09,2008,03,2,12,037,08,1,048,02,2, , , , , 
09,2008,03,2,12,037,09,1,049,02,2, , , , , 
09,2008,03,2,12,037,09,1,049,03,2, , , , , 
09,2008,03,2,12,037,10,1,050,02,2, , , , , 
09,2008,03,2,12,037,10,1,050,03,2, , , , , 
09,2008,03,2,12,038,02,1,052,01,2, , , , , 
09,2008,03,2,12,038,02,1,052,02,2, , , , , 
09,2008,03,2,12,038,02,1,052,04,2, , , , , 
09,2008,03,2,12,038,03,1,053,04,2, , , , , 
09,2008,03,2,12,038,03,1,053,05,2, , , , , 
09,2008,03,2,12,038,05,1,055,01,2, , , , , 
09,2008,03,2,12,038,05,1,055,02,2, , , , , 
09,2008,03,2,12,038,05,1,055,03,2, , , , , 
09,2008,03,2,12,038,05,1,055,04,2, , , , , 
09,2008,03,2,12,038,05,1,055,05,2, , , , , 
09,2008,03,2,12,038,06,1,056,01,2, , , , , 
09,2008,03,2,12,038,06,1,056,02,2, , , , , 
09,2008,03,2,12,038,07,1,057,01,2, , , , , 
09,2008,03,2,12,038,07,1,057,02,2, , , , , 
09,2008,03,2,12,038,07,1,057,04,2, , , , , 
09,2008,03,2,12,038,07,1,057,05,2, , , , , 
09,2008,03,2,12,038,07,1,057,06,2, , , , , 
09,2008,03,2,12,038,08,1,058,01,2, , , , , 
09,2008,03,2,12,038,08,1,058,03,2, , , , , 
09,2008,03,2,12,038,08,1,058,04,2, , , , , 
09,2008,03,2,12,038,08,1,058,05,2, , , , , 
09,2008,03,2,12,038,08,1,058,06,2, , , , , 
09,2008,03,2,12,038,09,1,059,03,2, , , , , 
09,2008,03,2,12,038,10,1,060,01,2, , , , , 
09,2008,03,2,12,038,10,1,060,02,2, , , , , 
09,2008,03,2,12,038,10,1,060,05,2, , , , , 
09,2008,03,2,12,038,10,1,060,08,2, , , , , 
09,2008,03,2,12,039,01,1,061,01,2, , , , , 
09,2008,03,2,12,039,01,1,061,02,2, , , , , 
09,2008,03,2,12,039,02,1,062,01,2, , , , , 
09,2008,03,2,12,039,04,1,064,02,1,2, , , ,9
09,2008,03,2,12,039,06,1,066,02,2, , , , , 
09,2008,03,2,12,039,06,1,066,03,2, , , , , 
09,2008,03,2,12,039,07,1,067,05,2, , , , , 
09,2008,03,2,12,039,08,1,068,01,2, , , , , 
09,2008,03,2,12,039,08,1,068,02,2, , , , , 
09,2008,03,2,12,039,08,1,068,03,2, , , , , 
09,2008,03,2,12,039,09,1,069,01,2, , , , , 
09,2008,03,2,12,039,10,1,070,01,2, , , , , 
09,2008,03,2,12,039,10,1,070,02,2, , , , , 
09,2008,03,2,12,040,01,1,071,02,2, , , , , 
09,2008,03,2,12,040,02,1,072,03,2, , , , , 
09,2008,03,2,12,040,03,1,073,01,2, , , , , 
09,2008,03,2,12,040,04,1,074,01,2, , , , , 
09,2008,03,2,12,040,04,1,074,02,2, , , , , 
09,2008,03,2,12,040,04,1,074,03,1,1,1,3, , 
09,2008,03,2,12,040,04,1,074,04,2, , , , , 
09,2008,03,2,12,040,05,1,075,02,2, , , , , 
09,2008,03,2,12,040,05,1,075,03,2, , , , , 
09,2008,03,2,12,040,06,1,076,02,2, , , , , 
09,2008,03,2,12,040,07,1,077,01,2, , , , , 
09,2008,03,2,12,040,07,1,077,03,2, , , , , 
09,2008,03,2,12,040,07,1,077,05,2, , , , , 
09,2008,03,2,12,040,08,1,078,02,2, , , , , 
09,2008,03,2,12,040,08,1,078,04,2, , , , , 
09,2008,03,2,12,040,09,1,079,02,2, , , , , 
09,2008,03,2,12,040,09,1,079,03,2, , , , , 
09,2008,03,2,12,040,09,1,079,04,2, , , , , 
09,2008,03,2,12,040,10,1,080,02,2, , , , , 
09,2008,03,2,12,041,01,1,081,01,2, , , , , 
09,2008,03,2,12,041,02,1,082,02,2, , , , , 
09,2008,03,2,12,041,02,1,082,03,2, , , , , 
09,2008,03,2,12,041,02,1,082,04,2, , , , , 
09,2008,03,2,12,041,02,1,082,05,2, , , , , 
09,2008,03,2,12,041,02,1,082,06,2, , , , , 
09,2008,03,2,12,041,03,1,083,02,2, , , , , 
09,2008,03,2,12,041,03,1,083,03,2, , , , , 
09,2008,03,2,12,041,03,1,083,04,2, , , , , 
09,2008,03,2,12,041,05,1,085,01,2, , , , , 
