REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q33_PERSON_SERIAL_NO,Q33_EXPECT_A_JOB,Q34_STEPS_TAKEN_FIND_JOB,Q351_STEPS_TAKEN_1ST,Q352_STEPS_TAKEN_2ND,Q353_STEPS_TAKEN_3RD,Q36_REASON_NOT_TAKING_ACTION
09,2008,06,2,53,019,08,1,028,03,1,1,3, , , 
09,2008,06,2,53,019,08,1,028,04,1,1,3, , , 
09,2008,06,2,53,019,08,1,028,05,2, , , , , 
09,2008,06,2,53,019,09,1,029,01,2, , , , , 
09,2008,06,2,53,019,09,1,029,02,2, , , , , 
09,2008,06,2,53,020,01,1,031,02,2, , , , , 
09,2008,06,2,53,020,01,1,031,03,2, , , , , 
09,2008,06,2,53,020,01,1,031,04,2, , , , , 
09,2008,06,2,53,020,02,1,032,01,2, , , , , 
09,2008,06,2,53,020,03,1,033,02,1,1,5, , , 
09,2008,06,2,53,020,04,1,034,01,2, , , , , 
09,2008,06,2,53,020,04,1,034,02,2, , , , , 
09,2008,06,2,53,020,04,1,034,03,1,1,5, , , 
09,2008,06,2,53,020,04,1,034,05,2, , , , , 
09,2008,06,2,53,020,05,1,035,01,2, , , , , 
09,2008,06,2,53,020,05,1,035,02,1,1,2, , , 
09,2008,06,2,53,020,05,1,035,03,2, , , , , 
09,2008,06,2,53,020,06,1,036,02,2, , , , , 
09,2008,06,2,53,020,07,1,037,01,2, , , , , 
09,2008,06,2,53,020,08,1,038,02,2, , , , , 
09,2008,06,2,53,020,08,1,038,03,2, , , , , 
09,2008,06,2,53,020,09,1,039,02,2, , , , , 
09,2008,06,2,53,020,10,1,040,03,2, , , , , 
09,2008,06,2,53,020,10,1,040,05,2, , , , , 
09,2008,07,1,11,110,01,1,001,02,2, , , , , 
09,2008,07,1,11,110,01,1,001,03,2, , , , , 
09,2008,07,1,11,110,01,1,001,04,2, , , , , 
09,2008,07,1,11,110,02,1,002,02,2, , , , , 
09,2008,07,1,11,110,02,1,002,03,2, , , , , 
09,2008,07,1,11,110,02,1,002,04,2, , , , , 
09,2008,07,1,11,110,02,1,002,05,2, , , , , 
09,2008,07,1,11,110,03,1,003,02,2, , , , , 
09,2008,07,1,11,110,04,1,004,02,2, , , , , 
09,2008,07,1,11,110,04,1,004,04,2, , , , , 
09,2008,07,1,11,110,04,1,004,05,2, , , , , 
09,2008,07,1,11,110,04,1,004,06,2, , , , , 
09,2008,07,1,11,110,05,1,005,02,2, , , , , 
09,2008,07,1,11,110,05,1,005,03,2, , , , , 
09,2008,07,1,11,110,05,1,005,04,2, , , , , 
09,2008,07,1,11,110,06,1,006,02,2, , , , , 
09,2008,07,1,11,110,06,1,006,03,2, , , , , 
09,2008,07,1,11,110,07,1,007,02,2, , , , , 
09,2008,07,1,11,110,07,1,007,03,2, , , , , 
09,2008,07,1,11,110,07,1,007,04,2, , , , , 
09,2008,07,1,11,110,10,1,010,02,2, , , , , 
09,2008,07,1,11,110,10,1,010,05,2, , , , , 
09,2008,07,1,11,110,10,1,010,06,2, , , , , 
09,2008,07,1,11,111,01,1,011,02,2, , , , , 
09,2008,07,1,11,111,01,1,011,03,2, , , , , 
09,2008,07,1,11,111,01,1,011,04,2, , , , , 
09,2008,07,1,11,111,01,1,011,05,2, , , , , 
09,2008,07,1,11,111,02,1,012,02,2, , , , , 
09,2008,07,1,11,111,02,1,012,06,2, , , , , 
09,2008,07,1,11,111,02,1,012,07,2, , , , , 
09,2008,07,1,11,111,03,1,013,03,2, , , , , 
09,2008,07,1,11,111,03,1,013,04,2, , , , , 
09,2008,07,1,11,111,03,1,013,05,2, , , , , 
09,2008,07,1,11,111,04,1,014,02,2, , , , , 
09,2008,07,1,11,111,04,1,014,05,2, , , , , 
09,2008,07,1,11,111,05,1,015,02,2, , , , , 
09,2008,07,1,11,111,06,1,016,01,2, , , , , 
09,2008,07,1,11,111,06,1,016,02,2, , , , , 
09,2008,07,1,11,111,06,1,016,03,2, , , , , 
09,2008,07,1,11,111,08,1,018,04,2, , , , , 
09,2008,07,1,11,111,09,1,019,01,2, , , , , 
09,2008,07,1,11,111,09,1,019,02,2, , , , , 
09,2008,07,1,11,111,10,1,020,03,2, , , , , 
09,2008,07,1,11,112,01,1,021,01,2, , , , , 
09,2008,07,1,11,112,01,1,021,03,2, , , , , 
09,2008,07,1,11,112,01,1,021,04,2, , , , , 
09,2008,07,1,11,112,01,1,021,06,2, , , , , 
09,2008,07,1,11,112,02,1,022,01,2, , , , , 
09,2008,07,1,11,112,02,1,022,02,2, , , , , 
09,2008,07,1,11,112,03,1,023,04,2, , , , , 
09,2008,07,1,11,112,04,1,024,02,2, , , , , 
09,2008,07,1,11,112,04,1,024,05,2, , , , , 
09,2008,07,1,11,112,05,1,025,01,2, , , , , 
09,2008,07,1,11,112,05,1,025,02,2, , , , , 
09,2008,07,1,11,112,05,1,025,07,1,1,4, , , 
09,2008,07,1,11,112,05,1,025,08,2, , , , , 
09,2008,07,1,11,112,06,1,026,01,2, , , , , 
09,2008,07,1,11,112,06,1,026,02,2, , , , , 
09,2008,07,1,11,112,06,1,026,03,1,1,4, , , 
09,2008,07,1,11,112,06,1,026,04,2, , , , , 
09,2008,07,1,11,112,06,1,026,05,1,2, , , ,9
09,2008,07,1,11,112,06,1,026,06,2, , , , , 
09,2008,07,1,11,112,07,1,027,02,2, , , , , 
09,2008,07,1,11,112,07,1,027,03,2, , , , , 
09,2008,07,1,11,112,07,1,027,04,2, , , , , 
09,2008,07,1,11,112,07,1,027,05,2, , , , , 
09,2008,07,1,11,112,08,1,028,02,2, , , , , 
09,2008,07,1,11,112,08,1,028,03,2, , , , , 
09,2008,07,1,11,112,09,1,029,05,2, , , , , 
09,2008,07,1,11,112,10,1,030,01,2, , , , , 
09,2008,07,1,11,112,10,1,030,02,2, , , , , 
09,2008,07,1,11,112,10,1,030,06,2, , , , , 
09,2008,07,1,11,112,10,1,030,07,1,1,2, , , 
09,2008,07,1,11,113,01,1,031,01,2, , , , , 
09,2008,07,1,11,113,01,1,031,02,2, , , , , 
09,2008,07,1,11,113,02,1,032,01,2, , , , , 
09,2008,07,1,11,113,02,1,032,02,2, , , , , 
09,2008,07,1,11,113,02,1,032,04,2, , , , , 
09,2008,07,1,11,113,03,1,033,02,2, , , , , 
09,2008,07,1,11,113,04,1,034,02,2, , , , , 
09,2008,07,1,11,113,04,1,034,05,2, , , , , 
09,2008,07,1,11,113,04,1,034,06,2, , , , , 
09,2008,07,1,11,113,05,1,035,02,2, , , , , 
09,2008,07,1,11,113,05,1,035,03,2, , , , , 
09,2008,07,1,11,113,06,1,036,03,2, , , , , 
09,2008,07,1,11,113,06,1,036,05,2, , , , , 
09,2008,07,1,11,113,08,1,038,04,2, , , , , 
09,2008,07,1,11,114,01,1,041,02,2, , , , , 
09,2008,07,1,11,114,01,1,041,03,2, , , , , 
09,2008,07,1,11,114,01,1,041,04,2, , , , , 
09,2008,07,1,11,114,02,1,042,01,2, , , , , 
09,2008,07,1,11,114,03,1,043,02,2, , , , , 
09,2008,07,1,11,114,04,1,044,01,2, , , , , 
09,2008,07,1,11,114,04,1,044,03,2, , , , , 
09,2008,07,1,11,114,06,1,046,02,2, , , , , 
09,2008,07,1,11,114,06,1,046,04,2, , , , , 
09,2008,07,1,11,114,06,1,046,05,2, , , , , 
09,2008,07,1,11,114,07,1,047,03,2, , , , , 
09,2008,07,1,11,114,10,1,050,05,2, , , , , 
09,2008,07,1,11,115,02,1,052,02,2, , , , , 
09,2008,07,1,11,115,02,1,052,03,2, , , , , 
09,2008,07,1,11,115,04,1,054,01,2, , , , , 
09,2008,07,1,11,115,04,1,054,03,2, , , , , 
09,2008,07,1,11,115,04,1,054,05,2, , , , , 
09,2008,07,1,11,115,04,1,054,06,2, , , , , 
09,2008,07,1,11,115,05,1,055,02,2, , , , , 
09,2008,07,1,11,115,06,1,056,01,2, , , , , 
09,2008,07,1,11,115,06,1,056,02,2, , , , , 
09,2008,07,1,11,115,06,1,056,05,2, , , , , 
09,2008,07,1,11,115,07,1,057,02,2, , , , , 
09,2008,07,1,11,115,07,1,057,03,2, , , , , 
09,2008,07,1,11,115,07,1,057,04,2, , , , , 
09,2008,07,1,11,115,08,1,058,02,2, , , , , 
09,2008,07,1,11,115,08,1,058,06,2, , , , , 
09,2008,07,1,11,115,09,1,059,03,2, , , , , 
09,2008,07,1,11,115,09,1,059,04,2, , , , , 
09,2008,07,1,11,115,09,1,059,05,2, , , , , 
09,2008,07,1,11,115,10,1,060,01,2, , , , , 
09,2008,07,1,11,115,10,1,060,02,2, , , , , 
09,2008,07,1,11,116,01,1,061,01,2, , , , , 
09,2008,07,1,11,116,01,1,061,02,2, , , , , 
09,2008,07,1,11,116,01,1,061,03,2, , , , , 
09,2008,07,1,11,116,01,1,061,04,1,1,4, , , 
09,2008,07,1,11,116,01,1,061,05,2, , , , , 
09,2008,07,1,11,116,02,1,062,01,2, , , , , 
09,2008,07,1,11,116,03,1,063,01,2, , , , , 
09,2008,07,1,11,116,03,1,063,02,2, , , , , 
09,2008,07,1,11,116,04,1,064,02,2, , , , , 
09,2008,07,1,11,116,04,1,064,05,2, , , , , 
09,2008,07,1,11,116,04,1,064,06,2, , , , , 
09,2008,07,1,11,116,06,1,066,01,2, , , , , 
09,2008,07,1,11,116,06,1,066,02,2, , , , , 
09,2008,07,1,11,116,06,1,066,03,2, , , , , 
09,2008,07,1,11,116,06,1,066,05,2, , , , , 
09,2008,07,1,11,116,09,1,069,01,2, , , , , 
09,2008,07,1,11,116,09,1,069,03,2, , , , , 
09,2008,07,1,11,116,10,1,070,02,2, , , , , 
09,2008,07,1,11,117,01,1,071,01,2, , , , , 
09,2008,07,1,11,117,01,1,071,03,2, , , , , 
09,2008,07,1,11,117,01,1,071,04,2, , , , , 
09,2008,07,1,11,117,01,1,071,05,2, , , , , 
09,2008,07,1,11,117,02,1,072,01,2, , , , , 
09,2008,07,1,11,117,02,1,072,02,2, , , , , 
09,2008,07,1,11,117,03,1,073,03,2, , , , , 
09,2008,07,1,11,117,03,1,073,04,2, , , , , 
09,2008,07,1,11,117,05,1,075,01,2, , , , , 
09,2008,07,1,11,117,05,1,075,02,2, , , , , 
09,2008,07,1,11,117,05,1,075,03,2, , , , , 
09,2008,07,1,11,117,07,1,077,01,2, , , , , 
09,2008,07,1,11,117,07,1,077,02,2, , , , , 
09,2008,07,1,11,117,07,1,077,03,2, , , , , 
09,2008,07,1,11,117,08,1,078,02,2, , , , , 
09,2008,07,1,11,117,08,1,078,03,2, , , , , 
09,2008,07,1,11,117,09,1,079,04,2, , , , , 
09,2008,07,1,11,117,10,1,080,01,2, , , , , 
09,2008,07,1,11,117,10,1,080,02,2, , , , , 
09,2008,07,1,11,118,01,1,081,04,2, , , , , 
09,2008,07,1,11,118,02,1,082,02,2, , , , , 
09,2008,07,1,11,118,04,1,084,01,2, , , , , 
09,2008,07,1,11,118,04,1,084,03,2, , , , , 
09,2008,07,1,11,118,04,1,084,06,2, , , , , 
09,2008,07,1,11,118,05,1,085,01,2, , , , , 
09,2008,07,1,11,118,05,1,085,03,2, , , , , 
09,2008,07,1,11,118,06,1,086,02,2, , , , , 
09,2008,07,1,11,118,06,1,086,03,2, , , , , 
09,2008,07,1,11,118,07,1,087,06,2, , , , , 
09,2008,07,1,11,118,08,1,088,02,2, , , , , 
09,2008,07,1,11,118,08,1,088,03,2, , , , , 
09,2008,07,1,11,118,09,1,089,01,2, , , , , 
09,2008,07,1,11,118,10,1,090,02,2, , , , , 
09,2008,07,1,11,118,10,1,090,03,2, , , , , 
09,2008,07,1,11,118,10,1,090,04,2, , , , , 
09,2008,07,1,11,118,10,1,090,05,2, , , , , 
09,2008,07,1,11,119,02,1,092,02,2, , , , , 
09,2008,07,1,11,119,02,1,092,05,2, , , , , 
09,2008,07,1,11,119,04,1,094,04,2, , , , , 
09,2008,07,1,11,119,05,1,095,02,2, , , , , 
09,2008,07,1,11,119,05,1,095,04,2, , , , , 
09,2008,07,1,11,119,06,1,096,02,2, , , , , 
09,2008,07,1,11,119,07,1,097,02,2, , , , , 
09,2008,07,1,11,119,07,1,097,03,2, , , , , 
09,2008,07,1,11,119,07,1,097,05,2, , , , , 
09,2008,07,1,11,119,08,1,098,02,2, , , , , 
09,2008,07,1,11,119,08,1,098,04,2, , , , , 
09,2008,07,1,11,119,10,1,100,02,2, , , , , 
09,2008,07,1,11,119,10,1,100,04,2, , , , , 
09,2008,07,2,11,120,01,1,101,01,2, , , , , 
09,2008,07,2,11,120,01,1,101,02,2, , , , , 
09,2008,07,2,11,120,02,1,102,01,2, , , , , 
09,2008,07,2,11,120,02,1,102,04,2, , , , , 
09,2008,07,2,11,120,02,1,102,05,2, , , , , 
09,2008,07,2,11,120,03,1,103,02,2, , , , , 
09,2008,07,2,11,120,04,1,104,01,2, , , , , 
09,2008,07,2,11,120,04,1,104,02,2, , , , , 
09,2008,07,2,11,120,05,1,105,02,2, , , , , 
09,2008,07,2,11,120,05,1,105,03,2, , , , , 
09,2008,07,2,11,120,05,1,105,04,2, , , , , 
09,2008,07,2,11,120,06,1,106,01,2, , , , , 
09,2008,07,2,11,120,06,1,106,02,2, , , , , 
09,2008,07,2,11,120,07,1,107,03,2, , , , , 
09,2008,07,2,11,120,08,1,108,01,2, , , , , 
09,2008,07,2,11,120,09,1,109,01,1,2, , , ,9
09,2008,07,2,11,120,09,1,109,05,2, , , , , 
09,2008,07,2,11,120,10,1,110,02,2, , , , , 
09,2008,07,2,11,121,01,1,111,02,2, , , , , 
09,2008,07,2,11,121,03,1,113,02,2, , , , , 
09,2008,07,2,11,121,04,1,114,02,2, , , , , 
09,2008,07,2,11,121,04,1,114,03,1,1,2,3,4, 
09,2008,07,2,11,121,04,1,114,04,2, , , , , 
09,2008,07,2,11,121,05,1,115,03,1,1,4, , , 
09,2008,07,2,11,121,05,1,115,04,2, , , , , 
09,2008,07,2,11,121,05,1,115,05,2, , , , , 
09,2008,07,2,11,121,06,1,116,02,2, , , , , 
09,2008,07,2,11,121,06,1,116,03,2, , , , , 
09,2008,07,2,11,121,08,1,118,05,1,2, , , ,4
09,2008,07,2,11,121,08,1,118,06,2, , , , , 
09,2008,07,2,11,121,09,1,119,01,1,1,4, , , 
09,2008,07,2,11,121,10,1,120,02,2, , , , , 
09,2008,07,2,11,121,10,1,120,04,2, , , , , 
09,2008,07,2,11,122,01,1,121,02,2, , , , , 
09,2008,07,2,11,122,02,1,122,01,2, , , , , 
09,2008,07,2,11,122,02,1,122,02,2, , , , , 
09,2008,07,2,11,122,03,1,123,01,2, , , , , 
09,2008,07,2,11,122,03,1,123,02,2, , , , , 
09,2008,07,2,11,122,04,1,124,04,2, , , , , 
09,2008,07,2,11,122,05,1,125,01,2, , , , , 
09,2008,07,2,11,122,05,1,125,02,2, , , , , 
09,2008,07,2,11,122,05,1,125,03,2, , , , , 
09,2008,07,2,11,122,06,1,126,03,2, , , , , 
09,2008,07,2,11,122,06,1,126,04,2, , , , , 
09,2008,07,2,11,122,08,1,128,01,2, , , , , 
09,2008,07,2,11,122,08,1,128,02,2, , , , , 
09,2008,07,2,11,122,09,1,129,02,2, , , , , 
09,2008,07,2,11,122,09,1,129,03,2, , , , , 
09,2008,07,2,11,122,09,1,129,04,2, , , , , 
09,2008,07,2,11,123,02,1,132,02,2, , , , , 
09,2008,07,2,11,123,03,1,133,02,2, , , , , 
09,2008,07,2,11,123,04,1,134,02,2, , , , , 
09,2008,07,2,11,123,04,1,134,03,2, , , , , 
09,2008,07,2,11,123,04,1,134,04,2, , , , , 
09,2008,07,2,11,123,05,1,135,01,2, , , , , 
09,2008,07,2,11,123,05,1,135,02,2, , , , , 
09,2008,07,2,11,123,06,1,136,03,2, , , , , 
09,2008,07,2,11,123,06,1,136,04,2, , , , , 
09,2008,07,2,11,123,07,1,137,02,2, , , , , 
09,2008,07,2,11,123,07,1,137,03,2, , , , , 
09,2008,07,2,11,123,09,1,139,02,2, , , , , 
09,2008,07,2,11,123,09,1,139,03,2, , , , , 
09,2008,07,2,11,123,09,1,139,04,2, , , , , 
09,2008,07,2,11,123,10,1,140,02,2, , , , , 
09,2008,07,2,11,125,01,1,141,02,1,1,2,4, , 
09,2008,07,2,11,125,02,1,142,02,1,1,2,3, , 
09,2008,07,2,11,125,02,1,142,03,2, , , , , 
09,2008,07,2,11,125,03,1,143,01,1,1,1,4, , 
09,2008,07,2,11,125,03,1,143,02,2, , , , , 
09,2008,07,2,11,125,03,1,143,03,2, , , , , 
09,2008,07,2,11,125,04,1,144,02,2, , , , , 
09,2008,07,2,11,125,04,1,144,03,2, , , , , 
09,2008,07,2,11,125,04,1,144,04,2, , , , , 
09,2008,07,2,11,125,04,1,144,05,2, , , , , 
09,2008,07,2,11,125,05,1,145,02,2, , , , , 
09,2008,07,2,11,125,06,1,146,02,2, , , , , 
09,2008,07,2,11,125,06,1,146,03,2, , , , , 
09,2008,07,2,11,125,07,1,147,02,2, , , , , 
09,2008,07,2,11,125,08,1,148,03,2, , , , , 
09,2008,07,2,11,125,09,1,149,03,2, , , , , 
09,2008,07,2,11,125,10,1,150,03,2, , , , , 
09,2008,07,2,11,125,10,1,150,04,2, , , , , 
09,2008,07,2,11,126,01,1,151,03,2, , , , , 
09,2008,07,2,11,126,02,1,152,03,2, , , , , 
09,2008,07,2,11,126,02,1,152,04,2, , , , , 
09,2008,07,2,11,126,02,1,152,05,2, , , , , 
09,2008,07,2,11,126,04,1,154,03,2, , , , , 
09,2008,07,2,11,126,05,1,155,01,2, , , , , 
09,2008,07,2,11,126,05,1,155,02,2, , , , , 
09,2008,07,2,11,126,06,1,156,01,2, , , , , 
09,2008,07,2,11,126,06,1,156,03,2, , , , , 
09,2008,07,2,11,126,06,1,156,04,2, , , , , 
09,2008,07,2,11,126,06,1,156,05,2, , , , , 
09,2008,07,2,11,126,06,1,156,06,2, , , , , 
09,2008,07,2,11,126,07,1,157,01,2, , , , , 
09,2008,07,2,11,126,08,1,158,02,2, , , , , 
09,2008,07,2,11,126,08,1,158,05,2, , , , , 
09,2008,07,2,11,126,09,1,159,02,1,2, , , ,6
09,2008,07,2,11,126,10,1,160,03,2, , , , , 
09,2008,07,2,11,126,10,1,160,04,2, , , , , 
09,2008,07,2,11,127,01,1,161,01,2, , , , , 
09,2008,07,2,11,127,01,1,161,02,2, , , , , 
09,2008,07,2,11,127,02,1,162,01,1,2, , , ,6
09,2008,07,2,11,127,02,1,162,02,2, , , , , 
09,2008,07,2,11,127,03,1,163,02,2, , , , , 
09,2008,07,2,11,127,04,1,164,01,2, , , , , 
09,2008,07,2,11,127,05,1,165,02,2, , , , , 
09,2008,07,2,11,127,05,1,165,04,2, , , , , 
09,2008,07,2,11,127,05,1,165,05,2, , , , , 
09,2008,07,2,11,127,07,1,167,03,1,1,2, , , 
09,2008,07,2,11,127,08,1,168,02,2, , , , , 
09,2008,07,2,11,127,09,1,169,01,2, , , , , 
09,2008,07,2,11,127,09,1,169,04,2, , , , , 
09,2008,07,2,11,127,10,1,170,02,2, , , , , 
09,2008,07,1,21,070,03,1,003,02,2, , , , , 
09,2008,07,1,21,070,04,1,004,01,2, , , , , 
09,2008,07,1,21,070,04,1,004,02,2, , , , , 
09,2008,07,1,21,070,05,1,005,01,2, , , , , 
09,2008,07,1,21,070,05,1,005,04,2, , , , , 
09,2008,07,1,21,070,06,1,006,01,2, , , , , 
09,2008,07,1,21,070,06,1,006,02,2, , , , , 
09,2008,07,1,21,070,07,1,007,04,2, , , , , 
09,2008,07,1,21,070,08,1,008,02,2, , , , , 
09,2008,07,1,21,070,08,1,008,03,2, , , , , 
09,2008,07,1,21,070,08,1,008,04,2, , , , , 
09,2008,07,1,21,070,10,1,010,02,2, , , , , 
09,2008,07,2,21,071,01,1,011,01,2, , , , , 
09,2008,07,2,21,071,01,1,011,02,1,2, , , ,9
09,2008,07,2,21,071,02,1,012,02,2, , , , , 
09,2008,07,2,21,071,03,1,013,02,2, , , , , 
09,2008,07,2,21,071,03,1,013,03,2, , , , , 
09,2008,07,2,21,071,04,1,014,02,2, , , , , 
09,2008,07,2,21,071,05,1,015,03,1,2, , , ,4
09,2008,07,2,21,071,05,1,015,04,2, , , , , 
09,2008,07,2,21,071,06,1,016,03,2, , , , , 
09,2008,07,2,21,071,06,1,016,04,2, , , , , 
09,2008,07,2,21,071,06,1,016,06,2, , , , , 
09,2008,07,2,21,071,07,1,017,02,2, , , , , 
09,2008,07,2,21,071,07,1,017,05,2, , , , , 
09,2008,07,2,21,071,08,1,018,02,2, , , , , 
09,2008,07,2,21,071,09,1,019,02,2, , , , , 
09,2008,07,2,21,071,10,1,020,02,2, , , , , 
09,2008,07,2,21,071,10,1,020,03,2, , , , , 
09,2008,07,2,21,072,01,1,021,02,2, , , , , 
09,2008,07,2,21,072,02,1,022,03,2, , , , , 
09,2008,07,2,21,072,03,1,023,02,2, , , , , 
09,2008,07,2,21,072,03,1,023,04,2, , , , , 
09,2008,07,2,21,072,04,1,024,02,2, , , , , 
09,2008,07,2,21,072,04,1,024,03,2, , , , , 
09,2008,07,2,21,072,04,1,024,04,2, , , , , 
09,2008,07,2,21,072,05,1,025,03,2, , , , , 
09,2008,07,2,21,072,05,1,025,04,1,1,4, , , 
09,2008,07,2,21,072,05,1,025,05,2, , , , , 
09,2008,07,2,21,072,06,1,026,02,2, , , , , 
09,2008,07,2,21,072,07,1,027,01,2, , , , , 
09,2008,07,2,21,072,07,1,027,03,2, , , , , 
09,2008,07,2,21,072,08,1,028,02,2, , , , , 
09,2008,07,2,21,072,08,1,028,03,2, , , , , 
09,2008,07,2,21,072,09,1,029,04,2, , , , , 
09,2008,07,2,21,072,10,1,030,02,2, , , , , 
09,2008,07,2,21,072,10,1,030,03,2, , , , , 
09,2008,07,2,21,073,01,1,112,01,2, , , , , 
09,2008,07,2,21,073,01,1,112,04,2, , , , , 
09,2008,07,2,21,073,02,1,113,03,2, , , , , 
09,2008,07,2,21,073,02,1,113,04,2, , , , , 
09,2008,07,2,21,073,03,1,114,03,2, , , , , 
09,2008,07,2,21,073,04,1,115,01,2, , , , , 
09,2008,07,2,21,073,05,1,116,04,2, , , , , 
09,2008,07,2,21,073,08,1,119,02,2, , , , , 
09,2008,07,2,21,073,09,1,120,04,2, , , , , 
09,2008,07,2,21,073,10,1,121,02,2, , , , , 
09,2008,07,2,21,073,10,1,121,03,2, , , , , 
09,2008,07,2,21,074,02,1,032,01,2, , , , , 
09,2008,07,2,21,074,02,1,032,02,3, , , , , 
09,2008,07,2,21,074,03,1,033,02,2, , , , , 
09,2008,07,2,21,074,04,1,034,01,1,2, , , ,6
09,2008,07,2,21,074,05,1,035,01,2, , , , , 
09,2008,07,2,21,074,05,1,035,02,2, , , , , 
09,2008,07,2,21,074,06,1,036,01,1,2, , , ,9
09,2008,07,2,21,074,06,1,036,02,2, , , , , 
09,2008,07,2,21,074,06,1,036,03,2, , , , , 
09,2008,07,2,21,074,07,1,037,01,2, , , , , 
09,2008,07,2,21,074,07,1,037,03,1,1,4, , , 
09,2008,07,2,21,074,07,1,037,05,2, , , , , 
09,2008,07,2,21,074,08,1,038,01,1,1,4, , , 
09,2008,07,2,21,074,08,1,038,02,2, , , , , 
09,2008,07,2,21,074,10,1,040,01,1,1,5, , , 
09,2008,07,2,21,074,10,1,040,02,2, , , , , 
09,2008,07,2,21,075,01,1,041,02,2, , , , , 
09,2008,07,2,21,075,01,1,041,04,2, , , , , 
09,2008,07,2,21,075,02,1,042,02,2, , , , , 
09,2008,07,2,21,075,03,1,043,01,1,2, , , ,6
09,2008,07,2,21,075,05,1,045,01,2, , , , , 
09,2008,07,2,21,075,06,1,046,03,2, , , , , 
09,2008,07,2,21,075,06,1,046,04,2, , , , , 
09,2008,07,2,21,075,06,1,046,05,2, , , , , 
09,2008,07,2,21,075,07,1,047,01,2, , , , , 
09,2008,07,2,21,075,07,1,047,03,2, , , , , 
09,2008,07,2,21,075,07,1,047,04,2, , , , , 
09,2008,07,2,21,075,08,1,048,01,2, , , , , 
09,2008,07,2,21,075,08,1,048,02,2, , , , , 
09,2008,07,2,21,075,09,1,049,01,2, , , , , 
09,2008,07,2,21,075,09,1,049,04,2, , , , , 
09,2008,07,2,21,075,10,1,050,01,2, , , , , 
09,2008,07,2,21,076,01,1,051,02,2, , , , , 
09,2008,07,2,21,076,02,1,052,03,2, , , , , 
09,2008,07,2,21,076,02,1,052,04,2, , , , , 
09,2008,07,2,21,076,02,1,052,05,2, , , , , 
09,2008,07,2,21,076,02,1,052,06,2, , , , , 
09,2008,07,2,21,076,03,1,053,03,2, , , , , 
09,2008,07,2,21,076,04,1,054,01,2, , , , , 
09,2008,07,2,21,076,04,1,054,03,2, , , , , 
09,2008,07,2,21,076,04,1,054,04,2, , , , , 
09,2008,07,2,21,076,05,1,055,02,2, , , , , 
09,2008,07,2,21,076,05,1,055,04,1,1,4, , , 
09,2008,07,2,21,076,05,1,055,05,2, , , , , 
09,2008,07,2,21,076,05,1,055,07,2, , , , , 
09,2008,07,2,21,076,07,1,057,01,2, , , , , 
09,2008,07,2,21,076,07,1,057,02,2, , , , , 
09,2008,07,2,21,076,07,1,057,03,2, , , , , 
09,2008,07,2,21,076,07,1,057,04,2, , , , , 
09,2008,07,2,21,076,08,1,058,02,2, , , , , 
09,2008,07,2,21,076,08,1,058,03,1,1,9, , , 
09,2008,07,2,21,076,08,1,058,05,2, , , , , 
09,2008,07,2,21,076,08,1,058,06,2, , , , , 
09,2008,07,2,21,076,08,1,058,07,2, , , , , 
09,2008,07,2,21,076,09,1,059,03,1,1,9, , , 
09,2008,07,2,21,076,09,1,059,04,2, , , , , 
09,2008,07,2,21,076,09,1,059,05,2, , , , , 
09,2008,07,2,21,076,09,1,059,06,2, , , , , 
09,2008,07,2,21,076,09,1,059,07,2, , , , , 
09,2008,07,2,21,077,01,1,061,02,2, , , , , 
09,2008,07,2,21,077,02,1,062,02,2, , , , , 
09,2008,07,2,21,077,02,1,062,04,2, , , , , 
09,2008,07,2,21,077,02,1,062,05,2, , , , , 
09,2008,07,2,21,077,03,1,063,03,2, , , , , 
09,2008,07,2,21,077,04,1,064,01,2, , , , , 
09,2008,07,2,21,077,04,1,064,03,2, , , , , 
09,2008,07,2,21,077,04,1,064,04,2, , , , , 
09,2008,07,2,21,077,04,1,064,05,2, , , , , 
09,2008,07,2,21,077,05,1,065,03,2, , , , , 
09,2008,07,2,21,077,05,1,065,04,2, , , , , 
09,2008,07,2,21,077,06,1,066,03,2, , , , , 
09,2008,07,2,21,077,06,1,066,04,2, , , , , 
09,2008,07,2,21,077,07,1,067,02,2, , , , , 
09,2008,07,2,21,077,08,1,068,02,2, , , , , 
09,2008,07,2,21,077,09,1,069,02,1,1,4, , , 
09,2008,07,2,21,078,01,1,071,02,2, , , , , 
09,2008,07,2,21,078,02,1,072,02,2, , , , , 
09,2008,07,2,21,078,02,1,072,03,2, , , , , 
09,2008,07,2,21,078,02,1,072,04,2, , , , , 
09,2008,07,2,21,078,03,1,073,01,2, , , , , 
09,2008,07,2,21,078,04,1,074,01,2, , , , , 
09,2008,07,2,21,078,04,1,074,02,1,1,1,3, , 
09,2008,07,2,21,078,04,1,074,03,2, , , , , 
09,2008,07,2,21,078,05,1,075,02,2, , , , , 
09,2008,07,2,21,078,05,1,075,03,2, , , , , 
09,2008,07,2,21,078,06,1,076,02,2, , , , , 
09,2008,07,2,21,078,07,1,077,02,2, , , , , 
09,2008,07,2,21,078,07,1,077,03,2, , , , , 
09,2008,07,2,21,078,07,1,077,04,2, , , , , 
09,2008,07,2,21,078,07,1,077,05,2, , , , , 
