REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q14_PERSON_SERIAL_NO,Q14_REGISTERED_EPF_OR_IRD,Q15_PROPER_ACCOUNTING_SYSTEM,Q16_NO_OF_EMPLOYEES,Q17_NO_OF_HOURS_USEALLY_WORK,Q18_NO_ACTUALLY_WORK_HOURS
05,2008,01,1,11,009,02,1,082,02,2,2,8,35,35
05,2008,01,1,11,009,02,1,083,01,2,2,8,60,60
05,2008,01,1,11,009,03,1,084,01,1,2,8,60,60
05,2008,01,1,11,009,03,1,084,02,1,2,8,40,40
05,2008,01,1,11,009,04,1,085,01,3,2,1,35,35
05,2008,01,1,11,009,04,1,085,02,3,3,1,45,45
05,2008,01,1,11,009,04,1,085,04,2,2,1,48,48
05,2008,01,1,11,009,05,1,086,01,2,2,8,20,20
05,2008,01,1,11,009,05,1,086,02,1,1,6,54,54
05,2008,01,1,11,009,05,1,086,03,3,3,2,40,20
05,2008,01,1,11,009,06,1,087,01,2,2,8,70,70
05,2008,01,1,11,009,06,1,087,02,2,2,8,35,00
05,2008,01,1,11,009,07,1,088,01,1,1,8,60,60
05,2008,01,1,11,009,08,1,089,01,1,2,8,50,50
05,2008,01,1,11,009,08,1,089,03, , , ,40,40
05,2008,01,1,11,009,09,1,090,04,1,1,6,52,52
05,2008,01,1,11,009,10,1,091,01, , , ,40,40
05,2008,01,1,11,009,10,1,091,02,2,2,8,48,48
05,2008,01,1,11,009,10,1,091,03,1,1,6,45,45
05,2008,01,1,11,009,10,1,091,04,1,1,6,50,50
05,2008,01,2,11,010,01,1,092,01,1,1,4,70,70
05,2008,01,2,11,010,01,1,092,03,2,2,7,15,15
05,2008,01,2,11,010,02,1,093,01,1,1,3,38,38
05,2008,01,2,11,010,02,1,093,02,1,1,4,45,45
05,2008,01,2,11,010,03,1,094,01,2,2,7,70,70
05,2008,01,2,11,010,03,1,094,02,2,2,7,70,70
05,2008,01,2,11,010,04,1,095,01,1,1,6,58,60
05,2008,01,2,11,010,04,1,095,02, , , ,60,65
05,2008,01,2,11,010,04,1,095,03,2,2,7,38,38
05,2008,01,2,11,010,05,1,096,01,2,2,7,60,50
05,2008,01,2,11,010,05,1,096,03,2,2,8,70,70
05,2008,01,2,11,010,05,1,096,04,2,2,8,30,30
05,2008,01,2,11,010,05,1,096,06,1,1,6,60,60
05,2008,01,2,11,010,06,1,097,04,2,2,7,70,70
05,2008,01,2,11,010,07,1,098,01,2,2,7,60,60
05,2008,01,2,11,010,08,1,099,03, , , ,45,54
05,2008,01,2,11,010,09,1,100,01,1,1,6,40,24
05,2008,01,2,11,010,10,1,101,02,1,1,6,50,70
05,2008,01,2,11,010,10,1,101,01,2,2,7,30,30
05,2008,01,2,11,011,01,1,102,01,1,1,6,84,84
05,2008,01,2,11,011,01,1,102,03,1,1,6,48,48
05,2008,01,2,11,011,01,1,102,04,1,1,6,40,32
05,2008,01,2,11,011,02,1,103,03,2,1,1,54,54
05,2008,01,2,11,011,02,1,103,04,2,1,1,18,18
05,2008,01,2,11,011,03,1,104,01,2,2,8,21,21
05,2008,01,2,11,011,03,1,104,02,1,1,6,72,72
05,2008,01,2,11,011,03,1,104,04,1,1,1,30,30
05,2008,01,2,11,011,04,1,105,01,1,1,6,72,72
05,2008,01,2,11,011,06,1,107,01,2,2,1,40,40
05,2008,01,2,11,011,07,1,108,01, , , ,48,48
05,2008,01,2,11,011,08,1,109,01, , , ,24,16
05,2008,01,2,11,011,08,1,109,03,2,2,8,21,00
05,2008,01,2,11,011,09,1,110,01, , , ,40,40
05,2008,01,2,11,011,10,1,111,01,2,2,8,21,21
05,2008,01,2,11,011,10,1,111,02,2,2,8,21,21
05,2008,01,2,11,011,10,1,111,03,2,2,8,07,07
05,2008,01,2,11,011,10,1,111,04,1,1,6,48,48
05,2008,01,2,11,012,01,1,112,02,1,1,2,60,60
05,2008,01,2,11,012,01,1,112,03,2,2,8,84,84
05,2008,01,2,11,012,01,1,112,05, , , ,30,40
05,2008,01,2,11,012,02,1,113,01, , , ,40,40
05,2008,01,2,11,012,03,1,114,01, , , ,48,48
05,2008,01,2,11,012,05,1,116,02,2,2,8,84,84
05,2008,01,2,11,012,05,1,116,03,2,2,1,52,52
05,2008,01,2,11,012,06,1,117,02, , , ,40,40
05,2008,01,2,11,012,07,1,118,01,2,2,2,40,40
05,2008,01,2,11,012,08,1,119,01,2,2,8,42,42
05,2008,01,2,11,012,08,1,119,02,2,2,8,84,84
05,2008,01,2,11,012,08,1,119,07, , , ,32,40
05,2008,01,2,11,012,09,1,120,01, , , ,40,40
05,2008,01,2,11,012,09,1,120,02,1,1,6,54,54
05,2008,01,2,11,012,09,1,120,05,2,2,1,48,48
05,2008,01,2,11,012,10,1,121,01,2,2,8,56,56
05,2008,01,2,11,012,10,1,121,03,1,1,6,84,84
05,2008,01,2,11,012,10,1,121,04,2,2,8,40,40
05,2008,01,2,11,013,01,1,122,01, , , ,60,60
05,2008,01,2,11,013,01,1,122,02,1,1,4,45,45
05,2008,01,2,11,013,02,1,123,01,1,1,6,36,36
05,2008,01,2,11,013,02,1,123,02,1,1,4,45,45
05,2008,01,2,11,013,04,1,125,01,2,2,7,84,84
05,2008,01,2,11,013,05,1,126,01,1,1,3,50,50
05,2008,01,2,11,013,06,1,127,01,1,1,6,72,72
05,2008,01,2,11,013,06,1,127,03,1,1,3,54,54
05,2008,01,2,11,013,07,1,128,01,2,2,8,70,70
05,2008,01,2,11,013,07,1,128,02,2,2,8,42,42
05,2008,01,2,11,013,09,1,130,01,1,1,1,48,48
05,2008,01,2,11,013,10,1,131,01,1,1,8,54,54
05,2008,01,2,11,013,10,1,131,03,1,1,8,54,54
05,2008,01,2,11,013,10,1,131,04,1,1,8,54,54
05,2008,01,2,11,014,01,1,132,01,3,1,1,84,84
05,2008,01,2,11,014,01,1,132,03,2,2,1,60,60
05,2008,01,2,11,014,01,1,132,07,2,2,7,54,54
05,2008,01,2,11,014,02,1,133,01, , , ,40,40
05,2008,01,2,11,014,02,1,133,02, , , ,35,35
05,2008,01,2,11,014,03,1,134,01,2,2,8,35,35
05,2008,01,2,11,014,03,1,134,03,2,2,8,35,35
05,2008,01,2,11,014,04,1,135,01,2,2,8,72,72
05,2008,01,2,11,014,05,1,136,01, , , ,40,40
05,2008,01,2,11,014,06,1,137,01, , , ,45,60
05,2008,01,2,11,014,07,1,138,01, , , ,45,45
05,2008,01,2,11,014,07,1,138,02,2,2,8,25,25
05,2008,01,2,11,014,08,1,139,03,1,1,3,45,45
05,2008,01,2,11,014,09,1,140,01,2,1,1,63,63
05,2008,01,2,11,014,10,1,141,01,1,1,6,60,60
05,2008,01,2,11,015,01,1,142,01,1,1,4,70,70
05,2008,01,2,11,015,01,1,142,02,1,1,6,40,40
05,2008,01,2,11,015,01,1,142,03, , , ,40,40
05,2008,01,2,11,015,02,1,143,01, , , ,40,40
05,2008,01,2,11,015,02,1,143,02, , , ,30,30
05,2008,01,2,11,015,02,1,143,03, , , ,40,40
05,2008,01,2,11,015,04,1,145,01,2,2,7,21,21
05,2008,01,2,11,015,05,1,146,01,2,2,7,27,27
05,2008,01,2,11,015,05,1,146,02,2,2,1,49,49
05,2008,01,2,11,015,06,1,147,01,2,2,7,35,35
05,2008,01,2,11,015,07,1,148,01,2,2,7,54,54
05,2008,01,2,11,015,07,1,148,03,1,1,5,45,45
05,2008,01,2,11,015,08,1,149,02, , , ,30,30
05,2008,01,2,11,015,09,1,150,03,1,1,6,54,54
05,2008,01,2,11,016,02,1,153,02, , , ,50,50
05,2008,01,2,11,016,02,1,153,03,1,1,6,45,45
05,2008,01,2,11,016,03,1,154,01,1,1,1,70,70
05,2008,01,2,11,016,03,1,154,04,1,1,6,40,40
05,2008,01,2,11,016,05,1,156,01,1,1,4,50,50
05,2008,01,2,11,016,05,1,156,04,1,1,6,65,65
05,2008,01,2,11,016,06,1,157,01,1,1,6,50,50
05,2008,01,2,11,016,08,1,159,01, , , ,90,90
05,2008,01,2,11,016,09,1,160,01,1,1,4,56,50
05,2008,01,2,11,016,10,1,161,03, , , ,99,99
05,2008,01,2,11,016,10,1,161,04,1,1,6,60,60
05,2008,01,2,11,016,10,1,161,05,1,1,6,60,60
05,2008,01,2,11,017,01,1,162,01,1,1,6,84,84
05,2008,01,2,11,017,01,1,162,02, , , ,40,40
05,2008,01,2,11,017,01,1,162,05,1,1,4,60,60
05,2008,01,2,11,017,01,1,162,06, , , ,40,40
05,2008,01,2,11,017,03,1,164,02,2,2,7,35,35
05,2008,01,2,11,017,04,1,165,02,2,2,8,35,35
05,2008,01,2,11,017,05,1,166,01,2,2,7,40,40
05,2008,01,2,11,017,06,1,167,03,1,1,4,99,99
05,2008,01,2,11,017,07,1,168,01,2,2,2,50,50
05,2008,01,2,11,017,07,1,168,02,2,2,8,35,35
05,2008,01,2,11,018,01,1,172,01,1,1,6,90,90
05,2008,01,2,11,018,01,1,172,05,1,1,6,54,54
05,2008,01,2,11,018,02,1,173,01,1,1,5,70,70
05,2008,01,2,11,018,04,1,175,01,2,2,8,60,50
05,2008,01,2,11,018,04,1,175,02,2,2,8,70,60
05,2008,01,2,11,018,04,1,175,03,1,1,4,54,50
05,2008,01,2,11,018,05,1,176,01,1,1,6,70,60
05,2008,01,2,11,018,05,1,176,02,1,1,4,63,60
05,2008,01,2,11,018,06,1,177,01, , , ,50,50
05,2008,01,2,11,018,06,1,177,02, , , ,30,30
05,2008,01,2,11,018,07,1,178,01,2,2,8,60,60
05,2008,01,2,11,018,07,1,178,03,2,2,8,45,45
05,2008,01,2,11,018,08,1,179,01,2,2,8,70,65
05,2008,01,2,11,018,09,1,180,01,1,1,1,45,45
05,2008,01,2,11,018,09,1,180,02, , , ,30,30
05,2008,01,2,11,018,10,1,181,01,2,2,8,60,55
05,2008,01,1,12,001,01,1,001,01,2,2,1,99,99
05,2008,01,1,12,001,01,1,001,02,2,2,1,54,54
05,2008,01,1,12,001,01,1,001,03,2,2,1,48,40
05,2008,01,1,12,001,01,1,001,04,2,2,1,40,40
05,2008,01,1,12,001,02,1,002,01,1,1,4,60,60
05,2008,01,1,12,001,03,1,003,01,2,2,8,48,48
05,2008,01,1,12,001,03,1,003,02,2,2,8,30,30
05,2008,01,1,12,001,04,1,004,03,1,2,1,30,30
05,2008,01,1,12,001,05,1,005,01, , , ,99,99
05,2008,01,1,12,001,05,1,005,02,1,1,6,48,60
05,2008,01,1,12,001,06,1,006,01,1,1,6,48,60
05,2008,01,1,12,001,07,1,007,01,1,1,6,48,60
05,2008,01,1,12,001,08,1,008,01,1,1,6,48,60
05,2008,01,1,12,001,10,1,010,01,2,2,8,48,56
05,2008,01,1,12,002,01,1,011,01, , , ,84,84
05,2008,01,1,12,002,02,1,012,01, , , ,99,99
05,2008,01,1,12,002,03,1,013,01, , , ,95,95
05,2008,01,1,12,002,03,1,013,03,1,1,2,70,70
05,2008,01,1,12,002,04,1,014,01, , , ,70,70
05,2008,01,1,12,002,04,1,014,08,1,1,2,40,24
05,2008,01,1,12,002,05,1,015,01, , , ,98,98
05,2008,01,1,12,002,05,1,015,02, , , ,70,70
05,2008,01,1,12,002,06,1,016,01, , , ,72,72
05,2008,01,1,12,002,08,1,018,01, , , ,95,95
05,2008,01,1,12,002,09,1,019,01, , , ,98,98
05,2008,01,1,12,002,09,1,019,02,1,1,8,21,21
05,2008,01,2,12,003,01,1,021,01,2,2,7,40,40
05,2008,01,2,12,003,02,1,022,01, , , ,40,48
05,2008,01,2,12,003,02,1,022,05,1,1,1,60,60
05,2008,01,2,12,003,04,1,024,01,2,2,8,20,20
05,2008,01,2,12,003,04,1,024,02,2,2,8,20,20
05,2008,01,2,12,003,06,1,026,01,2,2,7,60,65
05,2008,01,2,12,003,07,1,027,03,1,1,4,48,60
05,2008,01,2,12,003,08,1,028,01,2,2,8,36,36
05,2008,01,2,12,003,08,1,028,03,1,1,1,40,40
05,2008,01,2,12,003,10,1,030,01,2,2,1,48,48
05,2008,01,2,12,003,10,1,030,02,2,2,1,30,30
05,2008,01,2,12,004,01,1,031,02, , , ,35,40
05,2008,01,2,12,004,02,1,032,01,2,1,1,40,48
05,2008,01,2,12,004,03,1,033,01, , , ,40,48
05,2008,01,2,12,004,04,1,034,01, , , ,40,45
05,2008,01,2,12,004,05,1,035,01,2,2,8,40,60
05,2008,01,2,12,004,05,1,035,02,2,2,8,40,50
05,2008,01,2,12,004,06,1,036,01,2,2,8,45,50
05,2008,01,2,12,004,06,1,036,05,2,2,8,45,50
05,2008,01,2,12,004,07,1,037,01,2,2,8,30,35
05,2008,01,2,12,004,07,1,037,02,2,2,8,30,40
05,2008,01,2,12,004,08,1,038,01, , , ,40,50
05,2008,01,2,12,004,09,1,039,01, , , ,35,40
05,2008,01,2,12,004,09,1,039,02,2,2,8,30,35
05,2008,01,2,12,004,10,1,040,01, , , ,40,42
05,2008,01,2,12,005,01,1,041,01,2,2,2,54,54
05,2008,01,2,12,005,01,1,041,02,2,2,2,54,54
05,2008,01,2,12,005,03,1,043,03,1,1,5,54,45
05,2008,01,2,12,005,04,1,044,03,2,2,1,45,45
05,2008,01,2,12,005,05,1,045,01,2,2,8,27,00
05,2008,01,2,12,005,05,1,045,03,1,1,6,50,41
05,2008,01,2,12,005,05,1,045,04,1,1,6,45,36
05,2008,01,2,12,005,06,1,046,03,2,2,8,18,00
05,2008,01,2,12,005,06,1,046,04,1,1,6,54,54
05,2008,01,2,12,005,07,1,047,03,1,1,1,27,00
05,2008,01,2,12,005,08,1,048,02,1,1,4,48,40
05,2008,01,2,12,005,09,1,049,02,1,1,1,54,45
05,2008,01,2,12,006,01,1,051,01,1,1,6,48,48
05,2008,01,2,12,006,02,1,052,01,2,2,8,32,32
05,2008,01,2,12,006,03,1,053,01, , , ,99,99
05,2008,01,2,12,006,04,1,054,03,1,1,6,40,40
05,2008,01,2,12,006,05,1,055,01,2,2,8,56,30
05,2008,01,2,12,006,05,1,055,03,2,2,8,56,30
05,2008,01,2,12,006,06,1,056,01,1,2,8,98,98
05,2008,01,2,12,006,07,1,057,03, , , ,48,48
05,2008,01,2,12,006,08,1,058,02,1,1,5,56,56
05,2008,01,2,12,006,10,1,060,02, , , ,56,48
05,2008,01,2,12,006,10,1,060,03, , , ,56,56
05,2008,01,2,12,007,01,1,061,01, , , ,48,48
05,2008,01,2,12,007,01,1,061,02,1,1,2,40,40
05,2008,01,2,12,007,02,1,062,02,3,3,8,56,32
05,2008,01,2,12,007,02,1,062,03,1,1,6,48,48
05,2008,01,2,12,007,03,1,063,01, , , ,48,48
05,2008,01,2,12,007,05,1,065,04,1,1,6,48,32
05,2008,01,2,12,007,06,1,066,01,2,2,8,70,70
05,2008,01,2,12,007,06,1,066,02,2,2,8,70,70
05,2008,01,2,12,007,07,1,067,01, , , ,45,45
05,2008,01,2,12,007,09,1,069,03,1,1,4,35,35
05,2008,01,2,12,007,09,1,069,05,3,3,2,56,56
05,2008,01,2,12,008,01,1,071,01,2,2,8,99,99
05,2008,01,2,12,008,01,1,071,02,2,2,8,35,35
05,2008,01,2,12,008,01,1,071,03,2,2,1,56,56
05,2008,01,2,12,008,02,1,072,01,2,2,7,70,70
05,2008,01,2,12,008,03,1,073,03,1,1,3,40,40
05,2008,01,2,12,008,03,1,073,06,2,2,7,72,72
05,2008,01,2,12,008,04,1,074,05,3,3,2,55,55
05,2008,01,2,12,008,04,1,074,07,3,3,2,60,60
05,2008,01,2,12,008,05,1,075,03,3,3,3,45,45
05,2008,01,2,12,008,06,1,076,01,2,2,1,48,48
05,2008,01,2,12,008,06,1,076,02,2,2,1,48,48
05,2008,01,2,12,008,07,1,077,04, , , ,40,40
05,2008,01,2,12,008,08,1,078,01, , , ,40,40
05,2008,01,2,12,008,08,1,078,02, , , ,40,40
05,2008,01,2,12,008,10,1,080,01,1,1,1,99,99
05,2008,01,2,12,009,01,1,081,01,1,1,6,40,48
05,2008,01,2,12,009,02,1,082,01,2,2,8,42,42
05,2008,01,2,12,009,02,1,082,02,2,1,3,40,00
05,2008,01,2,12,009,02,1,082,03,2,1,3,40,48
05,2008,01,2,12,009,03,1,083,01,1,1,4,60,84
05,2008,01,2,12,009,04,1,084,03, , , ,40,24
05,2008,01,2,12,009,04,1,084,06,1,1,6,40,32
05,2008,01,2,12,009,05,1,085,01, , , ,56,56
05,2008,01,2,12,009,05,1,085,02,1,1,2,50,37
05,2008,01,2,12,009,05,1,085,06,1,1,2,50,37
05,2008,01,2,12,009,06,1,086,03,2,1,8,40,40
05,2008,01,2,12,009,07,1,087,01,2,2,8,77,66
05,2008,01,2,12,009,07,1,087,03,1,1,6,50,42
05,2008,01,2,12,009,08,1,088,01,1,1,4,60,60
05,2008,01,2,12,009,08,1,088,02,2,1,1,70,70
05,2008,01,2,12,009,09,1,089,01,1,1,5,48,72
05,2008,01,2,12,009,10,1,090,01, , , ,40,48
05,2008,01,2,12,010,02,1,092,01,1,1,8,80,80
05,2008,01,2,12,010,02,1,092,02,1,1,8,30,30
05,2008,01,2,12,010,03,1,093,01, , , ,80,80
05,2008,01,2,12,010,03,1,093,02, , , ,30,30
05,2008,01,2,12,010,05,1,095,01, , , ,96,96
05,2008,01,2,12,010,06,1,096,01,1,1,8,60,60
05,2008,01,2,12,010,06,1,096,02, , , ,30,30
05,2008,01,2,12,010,06,1,096,09,2,1,1,84,84
05,2008,01,2,12,010,06,1,096,10,2,1,1,84,84
05,2008,01,2,12,010,07,1,097,01,2,1,8,10,10
05,2008,01,2,12,010,07,1,097,02, , , ,40,40
05,2008,01,2,12,010,08,1,098,02, , , ,40,40
05,2008,01,2,12,010,09,1,099,01,2,1,1,96,96
05,2008,01,2,12,010,09,1,099,02,2,1,8,40,00
05,2008,01,2,12,010,10,1,100,01,2,1,1,72,72
05,2008,01,2,12,010,10,1,100,02,2,2,8,21,21
05,2008,01,2,12,011,01,1,101,04,2,2,8,24,24
05,2008,01,2,12,011,02,1,102,01,1,1,6,70,70
05,2008,01,2,12,011,03,1,103,01,2,2,8,60,60
05,2008,01,2,12,011,03,1,103,02,2,2,8,35,20
05,2008,01,2,12,011,03,1,103,03,2,2,8,42,42
05,2008,01,2,12,011,04,1,104,01,1,1,6,63,63
05,2008,01,2,12,011,04,1,104,02,2,2,8,48,48
05,2008,01,2,12,011,05,1,105,02, , , ,30,24
05,2008,01,2,12,011,06,1,106,01, , , ,70,70
05,2008,01,2,12,011,06,1,106,02, , , ,40,00
05,2008,01,2,12,011,08,1,108,01,1,1,6,84,84
05,2008,01,2,12,011,09,1,109,01,2,2,8,42,42
05,2008,01,2,12,012,02,1,112,01,2,2,8,72,72
05,2008,01,2,12,012,02,1,112,02,2,2,8,40,40
05,2008,01,2,12,012,03,1,113,01, , , ,48,48
05,2008,01,2,12,012,04,2,115,01,1,1,4,60,60
05,2008,01,2,12,012,06,1,117,04, , , ,60,60
05,2008,01,2,12,012,07,1,118,03, , , ,40,40
05,2008,01,2,12,012,08,1,119,01, , , ,50,30
05,2008,01,2,12,012,09,1,120,02, , , ,45,45
05,2008,01,2,12,012,10,1,121,03, , , ,40,48
05,2008,01,2,12,012,10,1,121,07,2,2,8,35,00
05,2008,01,2,12,012,10,1,121,08,2,2,8,35,00
05,2008,01,2,12,013,01,1,122,02,3,3,8,48,48
05,2008,01,2,12,013,01,1,122,03,1,1,3,48,48
05,2008,01,2,12,013,02,1,123,01,2,2,8,40,00
05,2008,01,2,12,013,02,1,123,02, , , ,40,40
05,2008,01,2,12,013,04,1,125,02,1,1,6,48,48
05,2008,01,2,12,013,05,1,126,01,1,2,8,84,84
05,2008,01,2,12,013,05,1,126,02,1,2,8,42,42
05,2008,01,2,12,013,05,1,126,03,1,1,5,60,60
05,2008,01,2,12,013,07,1,128,01, , , ,40,40
